"lat","lon","FIPS"
39.778191,-75.557506,"10003"
39.676639,-104.959481,"08031"
34.062539,-118.169044,"06037"
37.340938,-121.889413,"06085"
34.051744,-117.261784,"06071"
34.218203,-118.887869,"06111"
40.725875,-74.005946,"36061"
34.425307,-119.708189,"06083"
37.439933,-122.151692,"06085"
34.147786,-118.13699,"06037"
41.564516,-72.652628,"09130"
37.451959,-122.272579,"06081"
37.63371,-122.119975,"06001"
39.73196,-104.936299,"08031"
37.779354,-122.393234,"06075"
38.923138,-77.021576,"11001"
34.425782,-119.685018,"06083"
32.901318,-117.200493,"06073"
34.245875,-118.501885,"06037"
32.943887,-117.228968,"06073"
37.480304,-122.184499,"06081"
32.77849,-117.11914,"06073"
37.929152,-122.315051,"06013"
37.413693,-121.960166,"06085"
37.868679,-122.255874,"06001"
37.845451,-122.28766,"06001"
37.626125,-122.121042,"06001"
37.765043,-122.394529,"06075"
37.888376,-122.294864,"06001"
41.30464,-72.931023,"09170"
34.138587,-117.991131,"06037"
38.76518,-75.211745,"10005"
34.433903,-119.629863,"06083"
41.306254,-72.932343,"09170"
37.373108,-122.210939,"06081"
32.930495,-117.241947,"06073"
37.434073,-122.112547,"06085"
37.436934,-122.193602,"06081"
37.414589,-122.099296,"06085"
40.530372,-104.98376,"08069"
32.904436,-117.218137,"06073"
32.913223,-117.231033,"06073"
32.848095,-117.212445,"06073"
37.438425,-122.254651,"06081"
32.943754,-117.192989,"06073"
41.234654,-73.078341,"09170"
32.904211,-117.19742,"06073"
32.989627,-117.262471,"06073"
34.19833,-118.62174,"06037"
37.779561,-122.39304,"06075"
39.735847,-104.953653,"08031"
37.495674,-122.27894,"06081"
33.048676,-117.250594,"06073"
37.725308,-122.464024,"06075"
40.071761,-105.187817,"08013"
34.461139,-119.739863,"06083"
40.027276,-105.27997,"08013"
32.91965,-117.232045,"06073"
37.513307,-122.311055,"06081"
34.141211,-117.991999,"06037"
39.747863,-104.840743,"08001"
32.942197,-117.246611,"06073"
34.216258,-119.145364,"06111"
37.774795,-122.414833,"06075"
37.801147,-122.456668,"06075"
32.913227,-117.231045,"06073"
33.803183,-117.836786,"06059"
32.959186,-116.971701,"06073"
37.771053,-122.440989,"06075"
34.10047,-118.41571,"06037"
33.688392,-117.858255,"06059"
34.204228,-118.223857,"06037"
39.95248,-105.046508,"08014"
33.012947,-117.094115,"06073"
32.98287,-117.250914,"06073"
33.654998,-117.702775,"06059"
37.420137,-122.12582,"06085"
37.429229,-122.24973,"06081"
34.07494,-117.932436,"06037"
33.5464,-117.646121,"06059"
37.83827,-122.287044,"06001"
39.74171,-105.155318,"08059"
37.652366,-122.430543,"06081"
37.797991,-122.445591,"06075"
38.694102,-121.102001,"06017"
34.65511,-118.14838,"06037"
33.787684,-117.842309,"06059"
29.743824,-95.46889,"48201"
33.983508,-118.387763,"06037"
38.905957,-77.045788,"11001"
34.437023,-119.632891,"06083"
40.06,-106.4,"08049"
38.325376,-122.291992,"06055"
32.90615,-117.227647,"06073"
34.040676,-118.471822,"06037"
38.905322,-77.041313,"11001"
39.786758,-75.549829,"10003"
39.75113,-105.222306,"08059"
37.784471,-122.397182,"06075"
37.816305,-122.217796,"06001"
33.848635,-117.587998,"06065"
33.007274,-117.259788,"06073"
39.483595,-105.083796,"08035"
37.285997,-121.854284,"06085"
38.909422,-77.035949,"11001"
41.753882,-72.682221,"09110"
34.149662,-118.103359,"06037"
37.387355,-122.048386,"06085"
33.921083,-117.983317,"06037"
33.969677,-118.416139,"06037"
33.13799,-117.151093,"06073"
37.490135,-122.231699,"06081"
41.745367,-72.690372,"09110"
33.648792,-117.733962,"06059"
37.38165,-121.98739,"06085"
37.450922,-122.18522,"06081"
38.936949,-77.089471,"11001"
34.04404,-118.46381,"06037"
37.984345,-121.309964,"06077"
40.406318,-104.685634,"08123"
33.781104,-118.109903,"06037"
34.176782,-117.330185,"06071"
35.299317,-120.656618,"06079"
41.562986,-72.881929,"09140"
38.566111,-121.458513,"06067"
38.904567,-77.031637,"11001"
32.847994,-117.274739,"06073"
37.509276,-121.998181,"06001"
33.617051,-117.71995,"06059"
37.586207,-122.388145,"06081"
34.23731,-118.55834,"06037"
32.926312,-117.200624,"06073"
33.430039,-117.616549,"06059"
32.859823,-117.19263,"06073"
37.887821,-122.266362,"06001"
32.90049,-117.236754,"06073"
41.298225,-72.619173,"09170"
34.137044,-118.09741,"06037"
39.76703,-104.882434,"08031"
32.899179,-117.196665,"06073"
34.441286,-119.800388,"06083"
37.807986,-122.254894,"06001"
41.323709,-72.927779,"09170"
41.139579,-73.364776,"09190"
32.894418,-117.193011,"06073"
41.220386,-73.330183,"09190"
39.746406,-105.00767,"08031"
33.867141,-118.255341,"06037"
37.858708,-122.290405,"06001"
37.391757,-122.044139,"06085"
37.353938,-122.082379,"06085"
38.9127,-77.031423,"11001"
32.72174,-117.236798,"06073"
37.687106,-121.705877,"06001"
34.050822,-118.429915,"06037"
34.436061,-119.848233,"06083"
40.730918,-73.993819,"36061"
32.953442,-117.230733,"06073"
34.149663,-118.103145,"06037"
25.826087,-80.13054,"12086"
32.875201,-117.231672,"06073"
34.041487,-118.428125,"06037"
42.742235,-84.401235,"26065"
33.102266,-117.196363,"06073"
37.436284,-122.125986,"06085"
41.829936,-72.279191,"09110"
32.840956,-117.272734,"06073"
34.061864,-118.20266,"06037"
33.252897,-117.036867,"06073"
41.327048,-72.940381,"09170"
36.972369,-122.025938,"06087"
37.745468,-122.428085,"06075"
38.905411,-77.03901,"11001"
34.148384,-118.12215,"06037"
38.907152,-77.039651,"11001"
33.133013,-117.250306,"06073"
37.527185,-122.289042,"06081"
34.079524,-118.102152,"06037"
34.144349,-118.712809,"06037"
34.04748,-118.43195,"06037"
32.902502,-117.153463,"06073"
37.493243,-121.926283,"06001"
37.39685,-122.1965,"06081"
33.48881,-117.698271,"06059"
33.021399,-117.094325,"06073"
37.732198,-122.440144,"06075"
47.619407,-122.317217,"53033"
37.779134,-122.392065,"06075"
33.868096,-118.216478,"06037"
37.85749,-122.287559,"06001"
32.888093,-117.222375,"06073"
32.717339,-117.168759,"06073"
37.438575,-122.158339,"06085"
34.064187,-118.405313,"06037"
37.632299,-122.428481,"06081"
39.545015,-104.887038,"08035"
41.290358,-72.63544,"09170"
32.904649,-117.215461,"06073"
34.066902,-118.375919,"06037"
38.906448,-77.036937,"11001"
41.080348,-73.46711,"09190"
32.877241,-117.220953,"06073"
37.063724,-122.000038,"06087"
34.043909,-118.449386,"06037"
37.417392,-122.096487,"06085"
39.766203,-75.726454,"10003"
34.014578,-118.465765,"06037"
37.697662,-122.165039,"06001"
38.63698,-90.259091,"29510"
40.282981,-105.272712,"08069"
38.902175,-77.032411,"11001"
38.987006,-104.722738,"08041"
37.761381,-122.461742,"06075"
39.745482,-75.54823,"10003"
37.448434,-121.893782,"06085"
41.141465,-73.381904,"09190"
33.017375,-117.11731,"06073"
41.725281,-72.806279,"09110"
32.983854,-117.089056,"06073"
37.436269,-122.125793,"06085"
37.40647,-122.151976,"06085"
32.903232,-117.188988,"06073"
33.00113,-117.036989,"06073"
37.483194,-122.239312,"06081"
45.023006,-93.206468,"27123"
41.296361,-72.771947,"09170"
33.80813,-118.171443,"06037"
41.266451,-73.175177,"09120"
37.802293,-122.271459,"06001"
38.021039,-122.259319,"06013"
39.121241,-75.533847,"10001"
32.84967,-117.237831,"06073"
39.899621,-105.118999,"08059"
37.563942,-122.32513,"06081"
42.239949,-70.885213,"25023"
41.260119,-73.17507,"09120"
34.414208,-119.695304,"06083"
34.204792,-118.222504,"06037"
33.684007,-117.833097,"06059"
39.990205,-105.235773,"08013"
37.389469,-121.992194,"06085"
39.766959,-105.038456,"08031"
40.938424,-73.096232,"36103"
41.45083,-72.73522,"09130"
39.748536,-75.54767,"10003"
34.144237,-118.151491,"06037"
33.055722,-117.240664,"06073"
38.558885,-121.723068,"06113"
41.414737,-72.672482,"09170"
37.477011,-122.142628,"06081"
33.642217,-117.863051,"06059"
39.92111,-105.113842,"08014"
40.028511,-105.288799,"08013"
38.899995,-77.034315,"11001"
37.54095,-122.506038,"06081"
37.520358,-122.262869,"06081"
34.028844,-118.498466,"06037"
46.743251,-117.183894,"53075"
34.095356,-118.275085,"06037"
37.511769,-122.257406,"06081"
39.156563,-75.524151,"10001"
32.89661,-117.220207,"06073"
37.758786,-122.390958,"06075"
38.904829,-77.018579,"11001"
39.642877,-106.380847,"08037"
41.39258,-73.51767,"09190"
39.685337,-104.936838,"08031"
32.803918,-117.215013,"06073"
32.951143,-117.213463,"06073"
34.103277,-117.714467,"06037"
37.387601,-122.134255,"06085"
37.785096,-122.481129,"06075"
37.287543,-122.026129,"06085"
34.05811,-117.747626,"06037"
41.25875,-96.110633,"31055"
37.429319,-122.152608,"06085"
37.655732,-122.403183,"06081"
38.91498,-75.42611,"10001"
34.035251,-118.445384,"06037"
38.93283,-76.997864,"11001"
39.791334,-105.137113,"08059"
40.872378,-124.079597,"06023"
39.170067,-75.543096,"10001"
38.903389,-77.029146,"11001"
41.725812,-72.835995,"09110"
38.917847,-77.035346,"11001"
38.935098,-77.024402,"11001"
37.78082,-122.40005,"06075"
34.149901,-118.103528,"06037"
34.039563,-118.459887,"06037"
37.775292,-122.451727,"06075"
37.446786,-122.165757,"06085"
32.968065,-117.159941,"06073"
37.982904,-122.341075,"06013"
41.754123,-72.679854,"09110"
38.895053,-77.00996,"11001"
41.879065,-71.975186,"09150"
38.895682,-77.041007,"11001"
37.387283,-122.064352,"06085"
39.61572,-105.015393,"08005"
37.274983,-107.872039,"08067"
37.658655,-122.061339,"06001"
39.751045,-75.549904,"10003"
37.322713,-122.054824,"06085"
39.099845,-77.193698,"24031"
39.568546,-104.868693,"08005"
40.737769,-73.993401,"36061"
37.37361,-122.053271,"06085"
37.776609,-122.474556,"06075"
37.40883,-122.072267,"06085"
37.905657,-122.273984,"06013"
39.889269,-105.038267,"08001"
37.400755,-122.117062,"06085"
32.936242,-117.224786,"06073"
37.406591,-122.108945,"06085"
33.775409,-118.118933,"06037"
38.944441,-77.064327,"11001"
37.837698,-122.222042,"06001"
33.679237,-117.851602,"06059"
37.45759,-122.180175,"06081"
37.47688,-122.197503,"06081"
37.331476,-121.890183,"06085"
34.103108,-117.71141,"06037"
37.722049,-122.470325,"06075"
37.979684,-122.512793,"06041"
37.778128,-122.418652,"06075"
37.403865,-121.913522,"06085"
32.960857,-117.21508,"06073"
33.157341,-117.19111,"06073"
36.651674,-121.801724,"06053"
32.905643,-117.227266,"06073"
34.054858,-118.453774,"06037"
32.961265,-117.151836,"06073"
32.817167,-117.268625,"06073"
32.993165,-96.588528,"48085"
38.629847,-121.324093,"06067"
33.461494,-117.637465,"06059"
38.89984,-77.007538,"11001"
38.904115,-77.046163,"11001"
41.79337,-72.716263,"09110"
38.9832,-77.094696,"24031"
38.343934,-122.699887,"06097"
38.937944,-77.07376,"11001"
39.96642,-105.1542,"08013"
37.422406,-122.200907,"06081"
38.519122,-75.058345,"10005"
37.38874,-122.048884,"06085"
32.819047,-79.878411,"45019"
33.13406,-117.278536,"06073"
37.410976,-122.022213,"06085"
33.780978,-117.8672,"06059"
33.062174,-117.297479,"06073"
32.737909,-117.225016,"06073"
37.378028,-122.095174,"06085"
34.031106,-118.466877,"06037"
38.894108,-77.069172,"51013"
34.057358,-118.467644,"06037"
41.142066,-73.359845,"09190"
36.967989,-121.897758,"06087"
38.39743,-121.468756,"06067"
33.795721,-117.882348,"06059"
38.906639,-77.016577,"11001"
37.855831,-122.29099,"06001"
33.123505,-117.28959,"06073"
33.725184,-118.000314,"06059"
33.55512,-117.666532,"06059"
33.780407,-118.408076,"06037"
37.84541,-122.265519,"06001"
34.241941,-118.588632,"06037"
37.837272,-122.301286,"06001"
37.417626,-122.121033,"06085"
33.122298,-117.079947,"06073"
32.911713,-117.232045,"06073"
34.137603,-118.214672,"06037"
37.667215,-122.489443,"06081"
32.886171,-117.164475,"06073"
32.895234,-117.219032,"06073"
35.964557,-78.940527,"37063"
39.77265,-75.574081,"10003"
41.492152,-72.679214,"09130"
37.584558,-122.042805,"06001"
39.100482,-77.133807,"24031"
34.432169,-119.819098,"06083"
44.005401,-92.498964,"27109"
38.977017,-77.032515,"11001"
37.897386,-122.183854,"06013"
47.662712,-122.315597,"53033"
37.905867,-122.313465,"06013"
32.944222,-117.185163,"06073"
34.013686,-118.408508,"06037"
37.584558,-122.371022,"06081"
33.532821,-117.180292,"06065"
39.455788,-75.717813,"10003"
34.201281,-118.451162,"06037"
32.798583,-117.154618,"06073"
33.071739,-117.297638,"06073"
39.758205,-75.561973,"10003"
33.034516,-117.238638,"06073"
41.330982,-72.918845,"09170"
34.068293,-118.390041,"06037"
41.307246,-72.932961,"09170"
37.420954,-122.103534,"06085"
38.948183,-77.080825,"11001"
41.322584,-72.919231,"09170"
41.13811,-73.285901,"09120"
38.909867,-77.068809,"11001"
37.697782,-121.908161,"06001"
38.855672,-77.048663,"51013"
37.478721,-122.140531,"06081"
42.366104,-71.206736,"25017"
37.382203,-122.187409,"06085"
32.925384,-117.21654,"06073"
35.354257,-119.107587,"06029"
41.291139,-72.961159,"09170"
37.766979,-122.393666,"06075"
34.049225,-118.468858,"06037"
33.60985,-117.875052,"06059"
34.011199,-117.338697,"06065"
32.79849,-117.152153,"06073"
37.410804,-122.260217,"06081"
37.787511,-122.404703,"06075"
34.052198,-117.192414,"06071"
38.102623,-122.275686,"06095"
33.879012,-118.053865,"06037"
34.240579,-119.264111,"06111"
38.016938,-122.134969,"06013"
37.582468,-122.368118,"06081"
34.030644,-118.456215,"06037"
33.931173,-83.378873,"13059"
29.643443,-82.349637,"12001"
33.791247,-84.3249,"13089"
42.050479,-87.680046,"17031"
40.41872,-86.910361,"18157"
41.789554,-87.601172,"17031"
41.664405,-91.542152,"19103"
25.713468,-80.277246,"12086"
33.470962,-81.991405,"13245"
21.299198,-157.820371,"15003"
39.172055,-86.523157,"18105"
26.376257,-80.114172,"12099"
41.785875,-87.597545,"17031"
33.90934,-84.353981,"13121"
39.779213,-86.175288,"18097"
41.871509,-87.667721,"17031"
33.927538,-83.36872,"13059"
41.87506,-87.668327,"17031"
42.022225,-93.639475,"19169"
33.764232,-84.395287,"13121"
28.062583,-82.419596,"12057"
41.529376,-90.574829,"19163"
41.693901,-86.239284,"18141"
41.831064,-87.629049,"17031"
25.784838,-80.341865,"12086"
25.758156,-80.199322,"12086"
21.440282,-158.186378,"15003"
41.929327,-88.750764,"17037"
30.441455,-84.297889,"12073"
34.034315,-84.574275,"13067"
28.074039,-82.395963,"12057"
26.07761,-80.242565,"12011"
41.972724,-87.672394,"17031"
33.787792,-84.28825,"13089"
41.865155,-87.833381,"17031"
40.116857,-88.228755,"17019"
41.883298,-87.63335,"17031"
29.652691,-82.492243,"12001"
25.761055,-80.376195,"12086"
33.930426,-83.366033,"13059"
34.033014,-84.289722,"13121"
33.781897,-84.404009,"13121"
41.879725,-87.636406,"17031"
25.732238,-80.162969,"12086"
46.730287,-116.996847,"16057"
40.487215,-89.021661,"17113"
28.601027,-81.197266,"12095"
30.264703,-81.444793,"12031"
42.302294,-87.861378,"17097"
33.746607,-84.414781,"13121"
42.064695,-87.689868,"17031"
41.897385,-87.624242,"17031"
33.753531,-84.384483,"13121"
41.894708,-87.786889,"17031"
41.895742,-87.618543,"17031"
41.982453,-87.716237,"17031"
37.728408,-89.222946,"17077"
30.428914,-84.289766,"12073"
41.896663,-87.622919,"17031"
40.51729,-88.999162,"17113"
43.614032,-116.198968,"16001"
28.573251,-81.369742,"12095"
40.465442,-86.928554,"18157"
39.809759,-89.657469,"17167"
39.718841,-90.241321,"17137"
21.30829,-157.808704,"15003"
30.241524,-81.519211,"12031"
39.89219,-86.310384,"18097"
40.091146,-88.239979,"17019"
29.650061,-82.332843,"12001"
41.966275,-87.67474,"17031"
41.888026,-87.636122,"17031"
41.741647,-91.496431,"19103"
33.889115,-84.451319,"13067"
25.472703,-80.474665,"12086"
42.019307,-88.20301,"17031"
26.015733,-80.427046,"12011"
39.790713,-86.161554,"18097"
41.65925,-91.55653,"19103"
42.056689,-87.695503,"17031"
42.050235,-87.684434,"17031"
42.352143,-87.92232,"17097"
42.050029,-87.692327,"17031"
41.885892,-87.642688,"17031"
33.750768,-84.355071,"13121"
33.98647,-84.404528,"13067"
29.622191,-82.444973,"12001"
41.856214,-87.618635,"17031"
41.774867,-88.195101,"17043"
39.779947,-89.731676,"17167"
39.131903,-86.509113,"18105"
33.818284,-84.26711,"13089"
28.5362,-81.374984,"12095"
41.888471,-87.627293,"17031"
26.885174,-80.11392,"12099"
29.652135,-82.328859,"12001"
42.863144,-112.434395,"16005"
27.41751,-82.538972,"12081"
41.706069,-86.201451,"18141"
30.413046,-87.209968,"12033"
33.747725,-84.41301,"13121"
26.648204,-80.28948,"12099"
43.603636,-116.201282,"16001"
26.464191,-81.773016,"12071"
30.549092,-87.215272,"12033"
28.064694,-80.618823,"12009"
40.197741,-85.409049,"18035"
30.312931,-81.663197,"12031"
32.831421,-83.646907,"13021"
41.790996,-87.586794,"17031"
41.774248,-88.143324,"17043"
33.739648,-84.371725,"13121"
42.250489,-87.830724,"17097"
30.270668,-81.510431,"12031"
32.4597,-81.802421,"13031"
21.310662,-157.80146,"15003"
41.441858,-87.488585,"18089"
25.794577,-80.206744,"12086"
41.200887,-85.874803,"18085"
34.025688,-84.24031,"13121"
32.288756,-110.931091,"04019"
42.166475,-87.883448,"17097"
41.627158,-88.14559,"17197"
42.153621,-87.981561,"17031"
33.878979,-84.395065,"13121"
41.785466,-87.937147,"17043"
26.016727,-80.427072,"12011"
42.372429,-72.526278,"25015"
33.787517,-84.382632,"13121"
33.80456,-84.392889,"13121"
41.679437,-88.187618,"17197"
32.365292,-93.684335,"22017"
28.626546,-81.224995,"12117"
25.84195,-80.301448,"12086"
28.573461,-81.208719,"12095"
33.876672,-84.261125,"13089"
39.130389,-86.483891,"18105"
42.037748,-87.684913,"17031"
33.795383,-84.398866,"13121"
41.825935,-88.082965,"17043"
33.92852,-83.368275,"13059"
33.784156,-84.358248,"13121"
26.319521,-81.725092,"12071"
41.874027,-87.683141,"17031"
33.754579,-84.386642,"13121"
25.624878,-80.313173,"12086"
39.780367,-86.164938,"18097"
41.896501,-87.619671,"17031"
41.885144,-87.625994,"17031"
40.203929,-85.414475,"18035"
25.738762,-80.288587,"12086"
21.259154,-157.793755,"15003"
41.998397,-93.634443,"19169"
29.781585,-82.47305,"12001"
26.078346,-80.398448,"12011"
33.745247,-84.411462,"13121"
42.068323,-87.699354,"17031"
27.140448,-80.26601,"12085"
40.117295,-88.214586,"17019"
28.589664,-81.198099,"12095"
26.935471,-80.116253,"12099"
30.5711,-84.24992,"12073"
42.029583,-93.640161,"19169"
41.886016,-87.624433,"17031"
39.908748,-86.116502,"18097"
33.84816,-84.347074,"13089"
41.868083,-87.682159,"17031"
39.695619,-86.279062,"18097"
38.811295,-89.956641,"17119"
39.865817,-88.960798,"17115"
41.589963,-93.635067,"19153"
46.412336,-117.024488,"16069"
28.057265,-82.418477,"12057"
39.846452,-86.168899,"18097"
41.658053,-91.556331,"19103"
39.8109,-86.205081,"18097"
19.699234,-155.080391,"15001"
39.468504,-87.407141,"18167"
41.831288,-87.996229,"17043"
41.878093,-87.627655,"17031"
41.463513,-87.045368,"18127"
41.5843,-93.660036,"19153"
28.090767,-82.403932,"12057"
26.383395,-80.098503,"12099"
41.885615,-87.626357,"17031"
27.809013,-81.66552,"12105"
31.572068,-84.144327,"13095"
43.620818,-116.191085,"16001"
25.723146,-80.289051,"12086"
33.488915,-86.6485,"01073"
41.89327,-87.634679,"17031"
21.384548,-157.93373,"15003"
39.769797,-89.690386,"17167"
39.755095,-86.13084,"18097"
38.680942,-90.394736,"29189"
33.864907,-84.385243,"13121"
43.075329,-87.873694,"55079"
37.727269,-89.209493,"17077"
41.790615,-87.592739,"17031"
41.88863,-87.635401,"17031"
34.034598,-84.190066,"13121"
42.133142,-87.786596,"17031"
41.649372,-91.597112,"19103"
25.79466,-80.206795,"12086"
33.86883,-84.369857,"13121"
33.778237,-84.284422,"13089"
27.981428,-82.565368,"12057"
42.300088,-87.859045,"17097"
41.86874,-87.660942,"17031"
25.695106,-80.304401,"12086"
33.545723,-82.052974,"13073"
42.071107,-87.743303,"17031"
33.969538,-84.279627,"13121"
39.160863,-86.509618,"18105"
38.948468,-77.332357,"51059"
25.761913,-80.191304,"12086"
33.786898,-84.406136,"13121"
34.046715,-84.269891,"13121"
39.48429,-88.174065,"17029"
42.044459,-88.053215,"17031"
43.65565,-116.677178,"16027"
39.934541,-86.338986,"18011"
33.809918,-84.393618,"13121"
41.854028,-87.833373,"17031"
41.794731,-87.582948,"17031"
33.857112,-84.256858,"13089"
21.307803,-157.853947,"15003"
42.169486,-87.9876,"17097"
33.939246,-83.367686,"13059"
39.325256,-76.605131,"24510"
42.2802,-71.758245,"25027"
29.935429,-90.12279,"22071"
39.292248,-76.625629,"24510"
40.698099,-73.9749,"36047"
42.386914,-72.521131,"25015"
39.094626,-77.181453,"24031"
39.013984,-77.100238,"24031"
42.363198,-71.068772,"25025"
42.337481,-71.104964,"25025"
42.3498,-71.06149,"25025"
39.090165,-77.153456,"24031"
38.040959,-84.505885,"21067"
42.275265,-71.313128,"25017"
42.33639,-71.07097,"25025"
39.026584,-94.636347,"20091"
42.359128,-71.093339,"25017"
42.369697,-71.11193,"25017"
42.335672,-71.104237,"25025"
42.336107,-71.107481,"25025"
38.215024,-85.760145,"21111"
40.833666,-77.841349,"42027"
42.335306,-71.102775,"25025"
42.33982,-71.10568,"25025"
42.36199,-71.06442,"25025"
42.296681,-71.130734,"25025"
42.36275,-71.07009,"25025"
38.951542,-95.265562,"20045"
38.992333,-76.952986,"24033"
44.805041,-68.770233,"23019"
42.458355,-71.206211,"25017"
42.336956,-71.170504,"25017"
42.378564,-71.049223,"25025"
39.103877,-77.195783,"24031"
42.363037,-71.08963,"25017"
42.122113,-72.603149,"25013"
