New119Fips,NAMELSAD,lat,lon
5310,Congressional District 10,46.985072000000002,-122.906122
5310,Congressional District 10,47.037630999999998,-122.898989
5310,Congressional District 10,46.983280000000001,-122.920963
5310,Congressional District 10,47.070363000000000,-122.756728
6998,NA,15.212330000000000,145.754500000000007
5506,Congressional District 6,44.026186000000003,-88.551448
6098,NA,-14.27806,-170.7025
5303,Congressional District 3,45.735740999999997,-122.639137
4904,Congressional District 4,40.123351999999997,-111.634542
4904,Congressional District 4,40.505918000000001,-112.033236
4831,Congressional District 31,31.069545999999999,-97.370656
4831,Congressional District 31,31.076595999999999,-97.347655
4831,Congressional District 31,30.566644000000000,-97.682136
4831,Congressional District 31,31.076128000000001,-97.356588
4831,Congressional District 31,30.573839000000000,-97.655522
4827,Congressional District 27,27.718405000000001,-97.331407
4836,Congressional District 36,29.611782999999999,-95.113539
4836,Congressional District 36,29.580489000000000,-95.114477
4836,Congressional District 36,29.542355000000001,-95.133861
4836,Congressional District 36,29.558097000000000,-95.113782
4806,Congressional District 6,32.850942000000003,-96.950617
4806,Congressional District 6,32.869539000000003,-96.941087
4828,Congressional District 28,27.572879000000000,-99.431402
4216,Congressional District 16,41.982799000000000,-80.225892
4208,Congressional District 8,41.456333000000001,-75.627411
4706,Congressional District 6,36.182099000000001,-85.461511
3503,Congressional District 3,35.671962000000001,-105.955672
3503,Congressional District 3,35.675570000000000,-105.950334
3503,Congressional District 3,35.589905000000002,-105.233187
3503,Congressional District 3,35.594377000000001,-106.039805
3503,Congressional District 3,35.665058999999999,-105.993506
3402,Congressional District 2,39.742125999999999,-74.114136
3402,Congressional District 2,39.501345999999998,-74.529196
3409,Congressional District 9,41.016126000000000,-74.207617
3902,Congressional District 2,39.728768000000002,-83.235274
2702,Congressional District 2,44.838743999999998,-93.10945
2702,Congressional District 2,44.460551000000002,-93.176765
2702,Congressional District 2,44.459605000000003,-93.155576
2702,Congressional District 2,44.799768000000000,-93.125741
2702,Congressional District 2,44.824849999999998,-93.12921
2101,Congressional District 1,38.197394000000003,-84.861044
2101,Congressional District 1,38.151119999999999,-84.893685
2101,Congressional District 1,38.164319999999996,-84.821516
2101,Congressional District 1,36.618299999999998,-88.25106
2002,Congressional District 2,39.045371000000003,-95.676834
2002,Congressional District 2,38.846699000000001,-95.38552
2002,Congressional District 2,38.902732999999998,-95.265778
2002,Congressional District 2,37.390734999999999,-94.704932
2609,Congressional District 9,42.747517000000002,-83.28678
2906,Congressional District 6,39.247593999999999,-94.427575
2906,Congressional District 6,40.193086000000001,-92.588934
2906,Congressional District 6,39.742776999999997,-92.465458
1206,Congressional District 6,29.711711999999999,-82.048943
1206,Congressional District 6,29.190469000000000,-81.049824
1803,Congressional District 3,41.096435999999997,-85.11149
1803,Congressional District 3,41.325308999999997,-85.68982
1306,Congressional District 13,33.790199000000001,-84.625824
1306,Congressional District 13,33.842554000000000,-84.539773
1213,Congressional District 13,27.813822999999999,-82.770824
1213,Congressional District 13,27.782126999999999,-82.776959
1217,Congressional District 17,27.318805000000001,-82.532791
1217,Congressional District 17,27.102760000000000,-82.411166
1703,Congressional District 3,42.009635000000003,-87.964459
1703,Congressional District 3,41.957084000000002,-87.753654
1703,Congressional District 3,41.867313000000003,-88.099414
1703,Congressional District 3,42.020296999999999,-87.920897
1703,Congressional District 3,41.869832000000002,-88.144418
1308,Congressional District 8,33.080865000000003,-83.229444
1301,Congressional District 1,32.026029000000001,-81.063854
106,Congressional District 2,32.635016000000000,-86.809379
102,Congressional District 2,32.399552999999997,-86.273005
102,Congressional District 2,32.383690000000001,-86.13246
104,Congressional District 4,34.841709999999999,-87.606651
603,Congressional District 3,38.643227000000003,-121.179719
603,Congressional District 3,38.762963999999997,-121.24353
603,Congressional District 3,39.218003000000003,-121.0134
407,Congressional District 7,32.239372000000003,-110.939109
407,Congressional District 7,32.212242000000003,-110.947353
407,Congressional District 7,32.183635000000002,-110.964449
407,Congressional District 7,32.232332999999997,-110.935693
407,Congressional District 7,32.176026000000000,-110.927448
102,Congressional District 7,32.378779999999999,-86.306282
107,Congressional District 7,33.200938999999998,-87.582888
107,Congressional District 7,33.511775000000000,-86.812587
107,Congressional District 7,33.505141999999999,-86.801347
107,Congressional District 7,33.191341999999999,-87.485945
107,Congressional District 7,33.502339999999997,-86.793637
404,Congressional District 4,33.328467000000003,-111.921033
404,Congressional District 4,33.389420000000001,-111.89399
404,Congressional District 4,33.312627999999997,-111.940756
404,Congressional District 4,33.344005000000003,-111.960687
404,Congressional District 4,33.301240999999997,-111.909253
611,Congressional District 11,37.752057999999998,-122.4868
611,Congressional District 11,37.795389000000000,-122.429114
611,Congressional District 11,37.765008999999999,-122.460723
611,Congressional District 11,37.766494999999999,-122.387812
611,Congressional District 11,37.791285999999999,-122.410935
611,Congressional District 11,37.767617999999999,-122.394315
611,Congressional District 11,37.758786000000001,-122.390958
611,Congressional District 11,37.787579999999998,-122.388458
611,Congressional District 11,37.777627000000003,-122.393425
611,Congressional District 11,37.771158000000000,-122.433321
611,Congressional District 11,37.769249000000002,-122.447624
611,Congressional District 11,37.752052999999997,-122.412642
611,Congressional District 11,37.781716000000003,-122.408685
611,Congressional District 11,37.798009999999998,-122.396965
611,Congressional District 11,37.775337999999998,-122.459041
611,Congressional District 11,37.764446000000000,-122.460684
611,Congressional District 11,37.754123000000000,-122.429109
611,Congressional District 11,37.801915999999999,-122.40112
611,Congressional District 11,37.736770000000000,-122.439113
611,Congressional District 11,37.760150000000003,-122.442935
611,Congressional District 11,37.781241000000001,-122.503638
611,Congressional District 11,37.775975000000003,-122.392972
611,Congressional District 11,37.771334000000003,-122.392908
611,Congressional District 11,37.790663000000002,-122.403764
611,Congressional District 11,37.765042999999999,-122.394529
611,Congressional District 11,37.763240000000003,-122.388298
611,Congressional District 11,37.769950000000001,-122.466804
611,Congressional District 11,37.792141000000001,-122.40285
611,Congressional District 11,37.766978999999999,-122.393666
611,Congressional District 11,37.787354999999998,-122.399121
611,Congressional District 11,37.783642000000000,-122.455993
611,Congressional District 11,37.774448999999997,-122.402087
611,Congressional District 11,37.792194000000002,-122.398073
611,Congressional District 11,37.770479000000002,-122.388565
611,Congressional District 11,37.740363000000002,-122.466749
611,Congressional District 11,37.789808000000001,-122.401767
611,Congressional District 11,37.775863999999999,-122.398017
611,Congressional District 11,37.779353999999998,-122.393234
611,Congressional District 11,37.758249999999997,-122.391129
611,Congressional District 11,37.790478000000000,-122.409228
611,Congressional District 11,37.729742999999999,-122.460199
611,Congressional District 11,37.795720000000003,-122.422105
611,Congressional District 11,37.759168000000003,-122.416554
611,Congressional District 11,37.773488999999998,-122.395917
611,Congressional District 11,37.764373999999997,-122.413265
611,Congressional District 11,37.801963999999998,-122.4092
611,Congressional District 11,37.759222999999999,-122.451911
611,Congressional District 11,37.776201000000000,-122.461457
611,Congressional District 11,37.804471999999997,-122.437477
611,Congressional District 11,37.779561000000001,-122.39304
611,Congressional District 11,37.765169000000000,-122.394146
502,Congressional District 2,34.749004999999997,-92.320097
502,Congressional District 2,34.743524000000001,-92.291366
502,Congressional District 2,34.751683000000000,-92.32629
502,Congressional District 2,34.789546000000001,-92.458203
502,Congressional District 2,34.727612000000001,-92.40477
502,Congressional District 2,35.090561999999998,-92.440771
502,Congressional District 2,34.758493000000001,-92.388549
502,Congressional District 2,34.746366000000002,-92.320493
502,Congressional District 2,34.914951000000002,-92.80586
502,Congressional District 2,34.778436999999997,-92.369681
502,Congressional District 2,34.721246999999998,-92.340394
200,Congressional District (at Large),58.301461000000003,-134.41033
200,Congressional District (at Large),58.301105999999997,-134.414287
200,Congressional District (at Large),57.082968999999999,-135.378856
200,Congressional District (at Large),61.201281000000002,-149.815886
200,Congressional District (at Large),57.050285000000002,-135.334924
200,Congressional District (at Large),61.195391999999998,-149.892682
200,Congressional District (at Large),58.381900999999999,-134.64071
200,Congressional District (at Large),64.860731999999999,-147.822935
200,Congressional District (at Large),61.216441000000003,-149.894896
401,Congressional District 1,33.743685999999997,-111.864965
401,Congressional District 1,33.464115999999997,-111.923527
401,Congressional District 1,33.583742999999998,-111.795117
401,Congressional District 1,33.464602999999997,-111.922989
401,Congressional District 1,33.576234999999997,-111.912768
401,Congressional District 1,33.594265999999998,-111.873541
401,Congressional District 1,33.596017000000003,-111.743975
401,Congressional District 1,33.567005999999999,-111.933894
403,Congressional District 3,33.441778999999997,-112.025717
403,Congressional District 3,33.449322000000002,-112.095741
403,Congressional District 3,33.449962999999997,-112.099175
403,Congressional District 3,33.496960999999999,-112.066778
402,Congressional District 2,35.224939999999997,-111.603636
402,Congressional District 2,35.198306000000002,-111.632141
402,Congressional District 2,35.157929000000003,-111.645604
101,Congressional District 1,30.249458000000001,-88.077481
101,Congressional District 1,30.574957999999999,-88.137196
503,Congressional District 3,36.042285000000000,-94.168103
503,Congressional District 3,36.172032999999999,-94.117253
503,Congressional District 3,36.070954000000000,-94.177024
503,Congressional District 3,35.326436999999999,-94.423658
106,Congressional District 6,33.426749999999998,-86.768721
107,Congressional District 6,33.376682000000002,-86.835203
107,Congressional District 6,33.378709000000001,-86.832602
106,Congressional District 6,33.403565000000000,-86.711683
106,Congressional District 6,33.476605999999997,-86.69509
406,Congressional District 6,32.294851999999999,-110.948831
406,Congressional District 6,32.286935000000000,-110.945377
406,Congressional District 6,32.244401000000003,-110.718621
406,Congressional District 6,32.322319999999998,-110.955969
406,Congressional District 6,32.305982999999998,-111.00105
406,Congressional District 6,32.311369999999997,-110.854642
406,Congressional District 6,32.331130999999999,-110.954143
406,Congressional District 6,32.332954000000001,-110.865914
406,Congressional District 6,32.006669000000002,-110.695145
406,Congressional District 6,32.239646000000000,-110.821895
406,Congressional District 6,32.240997999999998,-110.858358
406,Congressional District 6,32.319425000000003,-111.015285
406,Congressional District 6,32.295819000000002,-110.842138
406,Congressional District 6,32.441471999999997,-110.941517
105,Congressional District 5,34.770465999999999,-86.749611
105,Congressional District 5,34.774234999999997,-86.685292
105,Congressional District 5,34.637182000000003,-86.566245
408,Congressional District 8,33.587121000000003,-112.108595
802,Congressional District 2,40.065033000000000,-105.210978
802,Congressional District 2,39.997521999999996,-105.26952
802,Congressional District 2,40.572240000000001,-105.086088
802,Congressional District 2,40.002437000000000,-105.128333
802,Congressional District 2,40.594292000000003,-105.075657
802,Congressional District 2,40.555272000000002,-105.087757
802,Congressional District 2,40.596471000000001,-105.07181
802,Congressional District 2,40.516643000000002,-105.094683
802,Congressional District 2,40.018656000000000,-105.279849
802,Congressional District 2,40.021673000000000,-105.217093
802,Congressional District 2,39.992956000000000,-105.107303
802,Congressional District 2,40.103380000000001,-105.163083
802,Congressional District 2,39.980871000000000,-105.137561
802,Congressional District 2,40.588061000000003,-105.066279
802,Congressional District 2,40.514201000000000,-105.031164
802,Congressional District 2,40.577666999999998,-105.069361
802,Congressional District 2,40.031637000000003,-105.243405
802,Congressional District 2,40.045434999999998,-105.213243
802,Congressional District 2,40.060259000000002,-105.202768
802,Congressional District 2,40.032491999999998,-105.213458
802,Congressional District 2,40.006943999999997,-105.256836
802,Congressional District 2,39.984513000000000,-105.094089
802,Congressional District 2,40.036206000000000,-105.241965
802,Congressional District 2,40.037236999999998,-105.281298
802,Congressional District 2,40.596485999999999,-105.07183
802,Congressional District 2,39.978783000000000,-105.241453
802,Congressional District 2,40.569741999999998,-105.099307
802,Congressional District 2,40.523715000000003,-105.131411
802,Congressional District 2,40.015622000000000,-105.222687
405,Congressional District 5,33.347175000000000,-111.815314
903,Congressional District 3,41.287199000000001,-72.674628
903,Congressional District 3,41.304974000000001,-72.931338
903,Congressional District 3,41.389752999999999,-72.897631
903,Congressional District 3,41.283664999999999,-72.960451
903,Congressional District 3,41.330526999999996,-72.944574
903,Congressional District 3,41.304639999999999,-72.931023
903,Congressional District 3,41.299233000000001,-72.751687
903,Congressional District 3,41.310626999999997,-72.936841
903,Congressional District 3,41.307965000000003,-72.924205
903,Congressional District 3,41.309486999999997,-72.923595
903,Congressional District 3,41.306958999999999,-72.92442
903,Congressional District 3,41.339289999999998,-72.916664
903,Congressional District 3,41.323709000000001,-72.927779
903,Congressional District 3,41.302033000000002,-72.932565
903,Congressional District 3,41.421404000000003,-72.895075
903,Congressional District 3,41.314906999999998,-72.90556
