"","GEOID","h_county","commuters"
"1062",24027605105,24031,1806
"1063",24027605404,24031,1169
"1064",24027605602,24031,495
"1065",24027606601,24031,22
"1066",24027606701,24031,124
"1067",24027606706,24031,514
"1068",24031700313,24031,2726
"1069",24031701002,24031,1028
"1070",24031701007,24031,6254
"1071",24031701205,24031,7798
"1072",24031702503,24031,3200
"1073",24031704600,24031,1278
"1074",24031704804,24031,7326
"1075",24031705602,24031,745
"1076",24033800212,24031,645
"1077",24033800504,24031,158
"1078",24033801003,24031,126
"1079",24035810800,24031,50
"1080",24043011202,24031,22
"1081",24510060400,24031,252
"1082",24510100100,24031,2
"1083",24510120700,24031,68
"1084",24510260501,24031,221
"1085",24510260605,24031,323
"1086",51013101408,24031,143
"1087",51059470600,24031,108
"1088",11001000904,24033,555
"1089",11001010100,24033,7477
"1090",24003701104,24033,219
"1091",24003702402,24033,2030
"1092",24003730401,24033,54
"1093",24003740205,24033,59
"1094",24003740304,24033,374
"1095",24003741000,24033,157
"1096",24005408704,24033,32
"1097",24005421000,24033,10
"1098",24005440600,24033,522
"1099",24013507602,24033,263
"1100",24013513001,24033,85
"1101",24017851502,24033,129
"1102",24021750701,24033,63
"1103",24021752206,24033,38
"1104",24025301707,24033,44
"1105",24027605105,24033,1062
"1106",24027605404,24033,780
"1107",24027605602,24033,374
"1108",24027606601,24033,16
"1109",24027606701,24033,132
"1110",24027606706,24033,461
"1111",24031700313,24033,339
"1112",24031701002,24033,116
"1113",24031701007,24033,1030
"1114",24031701205,24033,1292
"1115",24031702503,24033,1570
"1116",24031704600,24033,354
"1117",24031704804,24033,1829
"1118",24031705602,24033,213
"1119",24033800212,24033,1847
"1120",24033800504,24033,577
"1121",24033801003,24033,794
"1122",24035810800,24033,49
"1123",24043011202,24033,20
"1124",24510060400,24033,207
"1125",24510100100,24033,5
"1126",24510120700,24033,146
"1127",24510260501,24033,257
"1128",24510260605,24033,442
"1129",51013101408,24033,149
"1130",51059470600,24033,57
"1131",11001010100,24035,16
"1132",24003701104,24035,60
"1133",24003702402,24035,720
"1134",24003730401,24035,15
"1135",24003740205,24035,5
"1136",24003740304,24035,49
"1137",24003741000,24035,49
"1138",24005408704,24035,4
"1139",24005440600,24035,48
"1140",24013507602,24035,20
"1141",24013513001,24035,2
"1142",24017851502,24035,2
"1143",24021750701,24035,5
"1144",24021752206,24035,1
"1145",24025301707,24035,10
"1146",24027605105,24035,11
"1147",24027605404,24035,21
"1148",24027605602,24035,16
"1149",24027606701,24035,4
"1150",24027606706,24035,17
"1151",24031700313,24035,8
"1152",24031701007,24035,15
"1153",24031701205,24035,17
"1154",24031702503,24035,13
"1155",24031704600,24035,4
"1156",24031704804,24035,15
"1157",24033800212,24035,21
"1158",24033800504,24035,35
"1159",24033801003,24035,17
"1160",24035810800,24035,1153
"1161",24510060400,24035,36
"1162",24510120700,24035,7
"1163",24510260501,24035,20
"1164",24510260605,24035,61
"1165",51013101408,24035,2
"1166",11001000904,24037,3
"1167",11001010100,24037,167
"1168",24003701104,24037,48
"1169",24003702402,24037,328
"1170",24003730401,24037,8
"1171",24003740205,24037,6
"1172",24003740304,24037,27
"1173",24003741000,24037,18
"1174",24005408704,24037,4
"1175",24005440600,24037,44
"1176",24013507602,24037,31
"1177",24013513001,24037,12
"1178",24017851502,24037,130
"1179",24021750701,24037,17
"1180",24021752206,24037,26
"1181",24025301707,24037,26
"1182",24027605105,24037,31
"1183",24027605404,24037,48
"1184",24027605602,24037,12
"1185",24027606701,24037,4
"1186",24027606706,24037,30
"1187",24031700313,24037,34
"1188",24031701002,24037,2
"1189",24031701007,24037,44
"1190",24031701205,24037,98
"1191",24031702503,24037,37
"1192",24031704600,24037,14
"1193",24031704804,24037,32
"1194",24031705602,24037,6
"1195",24033800212,24037,37
"1196",24033800504,24037,40
"1197",24033801003,24037,100
"1198",24035810800,24037,13
"1199",24043011202,24037,3
"1200",24510060400,24037,13
"1201",24510120700,24037,3
"1202",24510260501,24037,54
"1203",24510260605,24037,56
"1204",51013101408,24037,2
"1205",51059470600,24037,1
"1206",11001010100,24039,4
"1207",24003701104,24039,2
"1208",24003702402,24039,33
"1209",24003730401,24039,1
"1210",24003740304,24039,5
"1211",24003741000,24039,14
"1212",24005408704,24039,1
"1213",24005440600,24039,18
"1214",24013507602,24039,10
"1215",24013513001,24039,3
"1216",24017851502,24039,1
"1217",24021752206,24039,2
"1218",24025301707,24039,1
"1219",24027605105,24039,1
"1220",24027605404,24039,4
"1221",24027605602,24039,2
"1222",24027606701,24039,14
"1223",24027606706,24039,6
"1224",24031700313,24039,3
"1225",24031701007,24039,4
"1226",24031701205,24039,6
"1227",24031702503,24039,7
"1228",24031704600,24039,4
"1229",24031704804,24039,13
"1230",24033801003,24039,4
"1231",24035810800,24039,5
"1232",24510060400,24039,1
"1233",24510120700,24039,2
"1234",24510260605,24039,13
"1235",11001010100,24041,8
"1236",24003701104,24041,14
"1237",24003702402,24041,177
"1238",24003730401,24041,4
"1239",24003740205,24041,11
"1240",24003740304,24041,14
"1241",24003741000,24041,44
"1242",24005408704,24041,3
"1243",24005421000,24041,1
"1244",24005440600,24041,12
"1245",24013507602,24041,12
"1246",24013513001,24041,8
"1247",24017851502,24041,3
"1248",24021750701,24041,2
"1249",24021752206,24041,3
"1250",24025301707,24041,3
"1251",24027605105,24041,12
"1252",24027605404,24041,19
"1253",24027605602,24041,10
"1254",24027606701,24041,2
"1255",24027606706,24041,26
"1256",24031700313,24041,9
"1257",24031701002,24041,2
"1258",24031701007,24041,5
"1259",24031701205,24041,13
"1260",24031702503,24041,4
"1261",24031704600,24041,2
"1262",24031704804,24041,18
"1263",24033800212,24041,5
"1264",24033800504,24041,5
"1265",24033801003,24041,6
"1266",24035810800,24041,155
"1267",24043011202,24041,1
"1268",24510060400,24041,17
"1269",24510100100,24041,1
"1270",24510120700,24041,7
"1271",24510260501,24041,13
"1272",24510260605,24041,44
"1273",51059470600,24041,1
"1274",11001010100,24043,35
"1275",24003701104,24043,14
"1276",24003702402,24043,88
"1277",24003730401,24043,5
"1278",24003740205,24043,3
"1279",24003740304,24043,19
"1280",24003741000,24043,25
"1281",24005408704,24043,6
"1282",24005440600,24043,66
"1283",24013507602,24043,116
"1284",24013513001,24043,68
"1285",24017851502,24043,12
"1286",24021750701,24043,440
"1287",24021752206,24043,110
"1288",24025301707,24043,13
"1289",24027605105,24043,61
"1290",24027605404,24043,86
"1291",24027605602,24043,21
"1292",24027606601,24043,3
"1293",24027606701,24043,8
"1294",24027606706,24043,72
"1295",24031700313,24043,118
"1296",24031701002,24043,11
"1297",24031701007,24043,110
"1298",24031701205,24043,93
"1299",24031702503,24043,42
"1300",24031704600,24043,22
"1301",24031704804,24043,73
"1302",24031705602,24043,8
"1303",24033800212,24043,19
"1304",24033800504,24043,21
"1305",24033801003,24043,31
"1306",24035810800,24043,10
"1307",24043011202,24043,438
"1308",24510060400,24043,25
"1309",24510120700,24043,10
"1310",24510260501,24043,31
"1311",24510260605,24043,65
"1312",51013101408,24043,4
"1313",11001000904,24045,1
"1314",11001010100,24045,16
"1315",24003701104,24045,14
"1316",24003702402,24045,128
"1317",24003730401,24045,17
"1318",24003740205,24045,4
"1319",24003740304,24045,27
"1320",24003741000,24045,32
"1321",24005408704,24045,4
"1322",24005421000,24045,3
"1323",24005440600,24045,71
"1324",24013507602,24045,27
"1325",24013513001,24045,7
"1326",24017851502,24045,3
"1327",24021750701,24045,1
"1328",24021752206,24045,6
"1329",24025301707,24045,4
"1330",24027605105,24045,10
"1331",24027605404,24045,21
"1332",24027605602,24045,10
"1333",24027606701,24045,46
"1334",24027606706,24045,26
"1335",24031700313,24045,21
"1336",24031701002,24045,3
"1337",24031701007,24045,16
"1338",24031701205,24045,6
"1339",24031702503,24045,16
"1340",24031704600,24045,10
"1341",24031704804,24045,55
"1342",24031705602,24045,5
"1343",24033800212,24045,6
"1344",24033800504,24045,3
"1345",24033801003,24045,12
"1346",24035810800,24045,16
"1347",24043011202,24045,8
"1348",24510060400,24045,13
"1349",24510120700,24045,4
"1350",24510260501,24045,16
"1351",24510260605,24045,26
"1352",11001000904,24047,1
"1353",11001010100,24047,9
"1354",24003701104,24047,15
"1355",24003702402,24047,63
"1356",24003730401,24047,6
"1357",24003740205,24047,1
"1358",24003740304,24047,13
"1359",24003741000,24047,11
"1360",24005408704,24047,2
"1361",24005440600,24047,34
"1362",24013507602,24047,16
"1363",24013513001,24047,2
"1364",24017851502,24047,5
"1365",24021750701,24047,1
"1366",24021752206,24047,3
"1367",24027605105,24047,1
"1368",24027605404,24047,15
"1369",24027605602,24047,7
"1370",24027606701,24047,37
"1371",24027606706,24047,11
"1372",24031700313,24047,15
"1373",24031701002,24047,2
"1374",24031701007,24047,8
"1375",24031701205,24047,4
"1376",24031702503,24047,9
"1377",24031704600,24047,5
"1378",24031704804,24047,25
"1379",24031705602,24047,1
"1380",24033800212,24047,3
"1381",24033800504,24047,5
"1382",24033801003,24047,7
"1383",24035810800,24047,8
"1384",24043011202,24047,3
"1385",24510060400,24047,7
"1386",24510120700,24047,3
"1387",24510260501,24047,9
"1388",24510260605,24047,21
"1389",11001000904,24510,13
"1390",11001010100,24510,292
"1391",24003701104,24510,67
"1392",24003702402,24510,812
"1393",24003730401,24510,124
"1394",24003740205,24510,137
"1395",24003740304,24510,228
"1396",24003741000,24510,214
"1397",24005408704,24510,522
"1398",24005421000,24510,87
"1399",24005440600,24510,1635
"1400",24013507602,24510,246
"1401",24013513001,24510,68
"1402",24017851502,24510,11
"1403",24021750701,24510,32
"1404",24021752206,24510,12
"1405",24025301707,24510,91
"1406",24027605105,24510,653
"1407",24027605404,24510,801
"1408",24027605602,24510,359
"1409",24027606601,24510,56
"1410",24027606701,24510,163
"1411",24027606706,24510,427
"1412",24031700313,24510,167
"1413",24031701002,24510,24
"1414",24031701007,24510,196
"1415",24031701205,24510,310
"1416",24031702503,24510,193
"1417",24031704600,24510,54
"1418",24031704804,24510,286
"1419",24031705602,24510,14
"1420",24033800212,24510,73
"1421",24033800504,24510,68
"1422",24033801003,24510,51
"1423",24035810800,24510,37
"1424",24043011202,24510,18
"1425",24510060400,24510,4773
"1426",24510100100,24510,139
"1427",24510120700,24510,2222
"1428",24510260501,24510,2418
"1429",24510260605,24510,5491
"1430",51013101408,24510,1
"1431",51059470600,24510,1
"1432",24031704804,25001,2
"1433",11001010100,25003,1
"1434",24003740205,25003,1
"1435",24003740304,25003,1
"1436",24005440600,25003,1
"1437",51013101408,25003,1
"1438",24003702402,25005,1
"1439",24027606701,25005,1
"1440",24031701007,25005,2
"1441",24031701205,25005,1
"1442",24031702503,25005,1
"1443",24031704804,25005,3
"1444",11001010100,25009,7
"1445",24013507602,25009,1
"1446",24031701007,25009,1
"1447",24031704804,25009,3
"1448",24031705602,25009,1
"1449",11001010100,25011,1
"1450",11001010100,25013,7
"1451",24005440600,25013,4
"1452",24510260605,25013,4
"1453",24003740304,25015,1
"1454",24005440600,25015,1
"1455",11001000904,25017,1
"1456",11001010100,25017,25
"1457",24025301707,25017,1
"1458",24027605105,25017,3
"1459",24027605404,25017,2
"1460",24031700313,25017,3
"1461",24031701007,25017,6
"1462",24031701205,25017,12
"1463",24031702503,25017,5
"1464",24031704804,25017,4
"1465",24510060400,25017,1
"1466",24510260605,25017,2
"1467",11001000904,25021,1
"1468",24027605105,25021,4
"1469",24027605602,25021,1
"1470",24031704804,25021,11
"1471",24510060400,25021,3
"1472",24003702402,25023,2
"1473",24027605404,25023,1
"1474",24031701007,25023,1
"1475",24031704804,25023,1
"1476",11001010100,25025,19
"1477",24003702402,25025,3
"1478",24017851502,25025,2
"1479",24031704804,25025,3
"1480",24510060400,25025,1
"1481",24510260605,25025,2
"1482",11001010100,25027,12
"1483",24027606706,25027,1
"1484",24031704804,25027,1
"1485",24005408704,26025,1
"1486",11001010100,26029,1
"1487",24031702503,26037,1
"1488",24027606701,26049,1
"1489",24035810800,26049,2
"1490",11001010100,26055,2
"1491",11001010100,26059,2
"1492",11001010100,26061,1
"1493",11001010100,26065,1
"1494",24005440600,26065,1
"1495",24031700313,26065,2
"1496",24510260501,26065,1
"1497",24031704804,26077,1
"1498",24025301707,26081,1
"1499",11001010100,26091,2
"1500",24031701007,26091,1
"1501",24005440600,26093,3
"1502",24510260501,26093,2
"1503",11001010100,26099,9
"1504",24005408704,26099,1
"1505",24031701007,26099,4
"1506",24031704804,26099,2
"1507",24031705602,26099,4
"1508",24510260605,26099,1
"1509",51013101408,26099,1
"1510",11001010100,26101,1
"1511",11001010100,26103,1
"1512",24510120700,26115,1
"1513",24510260605,26115,1
"1514",11001010100,26121,3
"1515",11001010100,26125,24
"1516",24021750701,26125,2
"1517",24027605404,26125,3
"1518",24033801003,26125,1
"1519",24035810800,26125,1
"1520",11001010100,26139,2
"1521",24031701205,26139,1
"1522",11001010100,26145,3
"1523",24031700313,26145,1
"1524",11001010100,26147,3
"1525",24510260501,26151,1
"1526",11001010100,26157,1
"1527",11001010100,26161,14
"1528",24031701007,26161,1
"1529",11001010100,26163,11
"1530",24017851502,26163,1
"1531",24027605105,26163,1
"1532",24027606706,26163,2
"1533",24031700313,26163,1
"1534",24031702503,26163,2
"1535",24035810800,26163,1
"1536",24510120700,26163,2
"1537",24510260605,26163,3
"1538",11001010100,26165,1
"1539",24013507602,27025,2
"1540",24510260605,27029,1
"1541",24510260501,27037,1
"1542",24027605404,27053,1
"1543",24013507602,27067,1
"1544",24013507602,27079,1
"1545",24031701007,27145,1
"1546",11001010100,27147,1
"1547",24013507602,27171,1
"1548",24510120700,28067,1
"1549",24510120700,28085,1
"1550",24035810800,29019,2
"1551",24013507602,29037,1
"1552",51013101408,29047,1
"1553",11001010100,29077,1
"1554",24031701007,29077,3
"1555",24510060400,29077,1
"1556",11001010100,29097,1
"1557",24035810800,29159,1
"1558",24013507602,29177,1
"1559",11001010100,29189,7
"1560",24027606701,29510,1
"1561",24005408704,30013,1
"1562",24031704804,30013,1
"1563",24005408704,30083,1
"1564",11001010100,31011,1
"1565",11001010100,31021,1
"1566",24031701205,31055,3
"1567",11001010100,31109,3
"1568",11001010100,31177,1
"1569",11001010100,32003,3
"1570",24013507602,32003,4
"1571",24510060400,32003,4
"1572",11001010100,33001,4
"1573",24003702402,33001,1
"1574",11001010100,33005,3
"1575",24003701104,33005,2
"1576",24003702402,33005,1
"1577",11001010100,33009,4
"1578",24031704804,33009,1
"1579",11001010100,33011,5
"1580",24003702402,33011,1
"1581",24021752206,33011,2
"1582",24031704804,33011,1
"1583",11001010100,33013,5
"1584",24003702402,33013,6
"1585",24510260501,33015,1
"1586",51013101408,33015,1
"1587",51059470600,33015,1
"1588",51059470600,33017,1
"1589",11001010100,33019,1
"1590",24003702402,33019,1
"1591",24031704804,33019,1
"1592",11001010100,34001,2
"1593",24003702402,34001,4
"1594",24005440600,34001,3
"1595",24031701007,34001,2
"1596",24031701205,34001,2
"1597",24031702503,34001,1
"1598",24035810800,34001,1
"1599",24510060400,34001,2
"1600",24510260605,34001,6
"1601",11001010100,34003,13
"1602",24003701104,34003,1
"1603",24003702402,34003,5
"1604",24005421000,34003,2
"1605",24005440600,34003,5
"1606",24013507602,34003,5
"1607",24013513001,34003,1
"1608",24025301707,34003,1
"1609",24027605404,34003,3
"1610",24027605602,34003,1
"1611",24027606706,34003,3
"1612",24031701205,34003,1
"1613",24031702503,34003,1
"1614",24033800504,34003,1
"1615",24510060400,34003,5
"1616",24510120700,34003,1
"1617",24510260605,34003,4
"1618",11001000904,34005,2
"1619",11001010100,34005,7
"1620",24003702402,34005,4
"1621",24003740304,34005,1
"1622",24013507602,34005,2
"1623",24013513001,34005,1
"1624",24025301707,34005,3
"1625",24027605105,34005,6
"1626",24027605404,34005,3
"1627",24027606601,34005,1
"1628",24027606706,34005,1
"1629",24031701205,34005,12
"1630",24031704804,34005,2
"1631",24031705602,34005,1
"1632",24035810800,34005,1
"1633",24510060400,34005,4
"1634",24510120700,34005,1
"1635",24510260501,34005,2
"1636",24510260605,34005,9
"1637",11001010100,34007,2
"1638",24003702402,34007,7
"1639",24013507602,34007,4
"1640",24025301707,34007,2
"1641",24027605404,34007,2
"1642",24031701007,34007,2
"1643",24031701205,34007,5
"1644",24031702503,34007,1
"1645",24031704804,34007,1
"1646",24033800212,34007,1
"1647",24510060400,34007,3
"1648",24510120700,34007,2
"1649",24510260501,34007,2
"1650",24510260605,34007,4
"1651",11001010100,34009,1
"1652",24003702402,34009,2
"1653",24003741000,34009,1
"1654",24005440600,34009,1
"1655",24031701002,34009,1
"1656",24031701205,34009,1
"1657",24031702503,34009,1
"1658",11001010100,34011,4
"1659",24003702402,34011,1
"1660",24005440600,34011,1
"1661",24013507602,34011,1
"1662",24031700313,34011,1
"1663",24031701205,34011,2
"1664",24510060400,34011,1
"1665",24510120700,34011,1
"1666",24510260605,34011,2
"1667",11001010100,34013,10
"1668",24003702402,34013,6
"1669",24003730401,34013,1
"1670",24003740304,34013,1
"1671",24013507602,34013,3
"1672",24027605105,34013,8
"1673",24027605404,34013,3
"1674",24027605602,34013,3
"1675",24031700313,34013,2
"1676",24031701007,34013,4
"1677",24031704804,34013,2
"1678",24033800212,34013,1
"1679",24510060400,34013,5
"1680",24510260605,34013,2
"1681",51013101408,34013,1
"1682",11001010100,34015,6
"1683",24003701104,34015,1
"1684",24003702402,34015,4
"1685",24005440600,34015,1
"1686",24013507602,34015,1
"1687",24025301707,34015,1
"1688",24027605404,34015,2
"1689",24031701205,34015,2
"1690",24031702503,34015,2
"1691",24510060400,34015,2
"1692",24510260501,34015,1
"1693",11001010100,34017,6
"1694",24003740205,34017,1
"1695",24005421000,34017,2
"1696",24013507602,34017,2
"1697",24021752206,34017,1
"1698",24027606706,34017,1
"1699",24031701007,34017,3
"1700",24031704804,34017,3
"1701",24510120700,34017,1
"1702",24510260605,34017,7
"1703",11001000904,34019,1
"1704",11001010100,34019,2
"1705",24005440600,34019,1
"1706",24013507602,34019,1
"1707",24031701205,34019,2
"1708",24031702503,34019,2
"1709",24031704804,34019,2
"1710",24510060400,34019,2
"1711",11001000904,34021,3
"1712",11001010100,34021,9
"1713",24005440600,34021,1
"1714",24027605404,34021,6
"1715",24027606701,34021,1
"1716",24031701007,34021,4
"1717",24031704600,34021,1
"1718",24031704804,34021,4
"1719",24033800212,34021,1
"1720",24510060400,34021,3
"1721",24510260605,34021,8
"1722",51013101408,34021,2
"1723",11001000904,34023,1
"1724",11001010100,34023,16
"1725",24003701104,34023,2
"1726",24005440600,34023,8
"1727",24021750701,34023,1
"1728",24027605105,34023,3
"1729",24027605404,34023,4
"1730",24027606706,34023,1
"1731",24031701007,34023,5
"1732",24031701205,34023,2
"1733",24031702503,34023,2
"1734",24031704804,34023,4
"1735",24510060400,34023,7
"1736",24510260605,34023,15
"1737",51013101408,34023,1
"1738",11001010100,34025,19
"1739",24003701104,34025,2
"1740",24003702402,34025,5
"1741",24003740304,34025,4
"1742",24013507602,34025,1
"1743",24025301707,34025,8
"1744",24027605105,34025,5
"1745",24027605404,34025,6
"1746",24031701007,34025,5
"1747",24031701205,34025,3
"1748",24031702503,34025,2
"1749",24031704804,34025,10
"1750",24033801003,34025,2
"1751",24035810800,34025,2
"1752",24510060400,34025,4
"1753",24510120700,34025,1
"1754",24510260605,34025,6
"1755",11001010100,34027,12
"1756",24003702402,34027,2
"1757",24003740304,34027,3
"1758",24005440600,34027,6
"1759",24013513001,34027,1
"1760",24027605105,34027,2
"1761",24027605404,34027,1
"1762",24027605602,34027,1
"1763",24027606706,34027,3
"1764",24031701205,34027,4
"1765",24031702503,34027,4
"1766",24031704804,34027,5
"1767",24510060400,34027,7
"1768",24510260501,34027,1
"1769",24510260605,34027,3
"1770",11001000904,34029,1
"1771",11001010100,34029,8
"1772",24003702402,34029,7
"1773",24003730401,34029,2
"1774",24005408704,34029,2
"1775",24021752206,34029,1
"1776",24025301707,34029,1
"1777",24027605404,34029,2
"1778",24031701205,34029,3
"1779",24031702503,34029,1
"1780",24031704600,34029,1
"1781",24031704804,34029,3
"1782",24035810800,34029,1
"1783",24043011202,34029,1
"1784",24510260605,34029,6
"1785",51013101408,34029,1
"1786",24003702402,34031,1
"1787",24021752206,34031,2
"1788",24027605105,34031,1
"1789",24031702503,34031,3
"1790",24510260605,34031,3
"1791",11001010100,34033,2
"1792",24005440600,34033,1
"1793",24031701205,34033,2
"1794",24510260501,34033,1
"1795",11001010100,34035,10
"1796",24003702402,34035,1
"1797",24005440600,34035,1
"1798",24013507602,34035,1
"1799",24027605105,34035,1
"1800",24031701205,34035,4
"1801",24031702503,34035,1
"1802",24031704804,34035,3
"1803",24033800212,34035,1
"1804",24510060400,34035,6
"1805",24510260501,34035,1
"1806",11001010100,34037,5
"1807",24013513001,34037,1
"1808",24027605105,34037,1
"1809",24027605602,34037,1
"1810",24031700313,34037,1
"1811",24031701007,34037,1
"1812",24031701205,34037,1
"1813",24031702503,34037,1
"1814",24510060400,34037,2
"1815",11001010100,34039,15
"1816",24003702402,34039,4
"1817",24013507602,34039,3
"1818",24013513001,34039,1
"1819",24027605404,34039,1
"1820",24027606706,34039,1
"1821",24031701002,34039,1
"1822",24031701007,34039,1
"1823",24031702503,34039,1
"1824",24031704804,34039,6
"1825",24510060400,34039,3
"1826",24510120700,34039,2
"1827",24510260501,34039,2
"1828",11001010100,34041,1
"1829",24005440600,34041,1
"1830",24027605602,34041,1
"1831",24027606706,34041,1
"1832",24031701205,34041,2
"1833",24031702503,34041,1
"1834",24510260605,34041,1
"1835",24003741000,35009,1
"1836",24003741000,35045,1
"1837",24027606706,35061,1
"1838",11001010100,36001,6
"1839",24003702402,36001,1
"1840",24027606706,36001,3
"1841",24031701205,36001,1
"1842",24043011202,36001,1
"1843",24510060400,36001,3
"1844",11001010100,36005,14
"1845",24003701104,36005,1
"1846",24003702402,36005,1
"1847",24003740205,36005,1
"1848",24005440600,36005,4
"1849",24013507602,36005,1
"1850",24025301707,36005,2
"1851",24027605105,36005,2
"1852",24027605404,36005,2
"1853",24027605602,36005,2
"1854",24027606706,36005,2
"1855",24031701205,36005,1
"1856",24031704804,36005,1
"1857",24033800212,36005,1
"1858",24510260501,36005,1
"1859",24510260605,36005,5
"1860",24031701205,36007,2
"1861",11001010100,36009,1
"1862",24031701205,36009,1
"1863",24031702503,36009,1
"1864",11001010100,36011,1
"1865",24031701205,36011,1
"1866",11001010100,36013,1
"1867",24031701205,36013,2
"1868",24510120700,36013,1
"1869",24031701205,36015,2
"1870",24510060400,36019,1
"1871",51059470600,36019,1
"1872",11001010100,36021,1
"1873",24027605105,36021,1
"1874",11001010100,36027,1
"1875",24013513001,36027,1
"1876",24031702503,36027,2
"1877",24031704804,36027,1
"1878",24510060400,36027,1
"1879",11001010100,36029,7
"1880",24003702402,36029,3
"1881",24027605404,36029,1
"1882",24031701205,36029,1
"1883",24035810800,36029,1
"1884",24510260501,36029,3
"1885",24510260605,36029,3
"1886",11001010100,36035,1
"1887",24031702503,36035,1
"1888",11001010100,36037,1
"1889",24510260605,36039,1
"1890",24031700313,36043,1
"1891",24031704804,36043,1
"1892",11001010100,36045,2
"1893",24510060400,36045,2
"1894",11001010100,36047,21
"1895",24003701104,36047,1
"1896",24003702402,36047,10
"1897",24003730401,36047,1
"1898",24003740205,36047,1
"1899",24003741000,36047,3
"1900",24005408704,36047,1
"1901",24005440600,36047,19
"1902",24013507602,36047,6
"1903",24027605105,36047,5
"1904",24027605404,36047,11
"1905",24027605602,36047,7
"1906",24027606701,36047,1
"1907",24027606706,36047,1
"1908",24031702503,36047,3
"1909",24031704804,36047,5
"1910",24033800212,36047,1
"1911",24043011202,36047,1
"1912",24510060400,36047,1
"1913",24510120700,36047,2
"1914",24510260501,36047,3
"1915",24510260605,36047,3
"1916",11001010100,36051,3
"1917",11001010100,36053,2
"1918",24021750701,36053,1
"1919",24031701205,36053,2
"1920",11001010100,36055,11
"1921",24005408704,36055,1
"1922",24031700313,36055,2
"1923",24510260605,36055,1
"1924",11001010100,36057,1
"1925",24027606706,36057,1
"1926",11001010100,36059,24
"1927",24003702402,36059,6
"1928",24003730401,36059,1
"1929",24003740205,36059,2
"1930",24003740304,36059,1
"1931",24005421000,36059,1
"1932",24005440600,36059,1
"1933",24013507602,36059,2
"1934",24025301707,36059,1
"1935",24027606701,36059,3
"1936",24031701205,36059,2
"1937",24031702503,36059,1
"1938",24031704804,36059,4
"1939",24510060400,36059,5
"1940",24510120700,36059,1
"1941",24510260501,36059,1
"1942",51013101408,36059,1
"1943",11001000904,36061,1
"1944",11001010100,36061,31
"1945",24003702402,36061,13
"1946",24003730401,36061,1
"1947",24003740205,36061,5
"1948",24005408704,36061,2
"1949",24005440600,36061,2
"1950",24013507602,36061,2
"1951",24013513001,36061,4
"1952",24027605105,36061,8
"1953",24027605404,36061,7
"1954",24027605602,36061,1
"1955",24031700313,36061,1
"1956",24031701007,36061,2
"1957",24031701205,36061,3
"1958",24031702503,36061,7
"1959",24031704600,36061,3
"1960",24031704804,36061,7
"1961",24510060400,36061,4
"1962",24510120700,36061,2
"1963",24510260501,36061,7
"1964",24510260605,36061,4
"1965",51013101408,36061,2
"1966",11001010100,36063,1
"1967",24013513001,36063,1
"1968",24035810800,36063,1
"1969",24510260605,36063,1
"1970",11001010100,36065,1
"1971",24031700313,36065,1
"1972",24031702503,36065,1
"1973",11001010100,36067,13
"1974",24005440600,36067,1
"1975",24025301707,36067,2
"1976",24027605105,36067,1
"1977",24031701205,36067,7
"1978",24031704804,36067,1
"1979",24510060400,36067,2
"1980",24510260605,36067,1
"1981",11001010100,36069,1
"1982",24003730401,36069,1
"1983",11001010100,36071,4
"1984",24027605404,36071,2
"1985",51013101408,36071,1
"1986",51059470600,36071,1
"1987",11001010100,36075,1
"1988",24031701205,36075,2
"1989",11001010100,36079,1
"1990",24031702503,36079,2
"1991",24031704804,36079,1
"1992",11001010100,36081,13
"1993",24003701104,36081,7
"1994",24003702402,36081,3
"1995",24003740205,36081,2
"1996",24003741000,36081,2
"1997",24005408704,36081,2
"1998",24005440600,36081,5
"1999",24013507602,36081,3
"2000",24013513001,36081,2
"2001",24027605105,36081,10
"2002",24027605404,36081,22
"2003",24027605602,36081,14
"2004",24027606706,36081,1
"2005",24031701007,36081,1
"2006",24031701205,36081,1
"2007",24031702503,36081,4
"2008",24031704600,36081,1
"2009",24035810800,36081,2
"2010",24510060400,36081,7
"2011",24510120700,36081,4
"2012",24510260501,36081,3
"2013",24510260605,36081,1
"2014",11001010100,36083,1
"2015",24031702503,36083,1
"2016",24510060400,36083,1
"2017",24003702402,36085,2
"2018",24013513001,36085,2
"2019",24025301707,36085,3
"2020",24027605404,36085,1
"2021",24027605602,36085,1
"2022",24031701205,36085,2
"2023",24033801003,36085,1
"2024",24510260501,36085,1
"2025",11001010100,36087,7
"2026",24003701104,36087,1
"2027",24003702402,36087,1
"2028",24027605404,36087,1
"2029",24031702503,36087,1
"2030",24031704804,36087,2
"2031",24510060400,36087,2
"2032",51013101408,36087,1
"2033",11001010100,36089,1
"2034",11001010100,36091,3
"2035",24027606706,36091,2
"2036",24031702503,36091,1
"2037",24031704804,36091,1
"2038",11001010100,36093,1
"2039",24031701205,36093,2
"2040",51013101408,36093,2
"2041",11001010100,36095,1
"2042",24027605105,36099,1
"2043",24031701205,36099,2
"2044",11001010100,36101,1
"2045",24013507602,36101,1
"2046",11001010100,36103,22
"2047",24003702402,36103,5
"2048",24005440600,36103,8
"2049",24013507602,36103,4
"2050",24021752206,36103,1
"2051",24027605404,36103,1
"2052",24027606701,36103,3
"2053",24031704804,36103,2
"2054",24033801003,36103,1
"2055",24510060400,36103,1
"2056",24510260605,36103,2
"2057",11001010100,36107,1
"2058",24031701205,36107,1
