"HomeCounty","AllCommutes","sum(CNS01)","sum(CNS02)","sum(CNS03)","sum(CNS04)","sum(CNS05)","sum(CNS06)","sum(CNS07)","sum(CNS08)","sum(CNS09)","sum(CNS10)","sum(CNS11)","sum(CNS12)","sum(CNS13)","sum(CNS14)","sum(CNS15)","sum(CNS16)","sum(CNS17)","sum(CNS18)","sum(CNS19)","sum(CNS20)"
1001,22855,130,68,309,1145,2865,949,2861,809,303,893,270,1159,170,1103,1830,2510,453,2106,649,2273
1003,82561,594,213,852,5000,7274,3105,12170,2696,803,2654,1934,3987,625,4284,6945,10252,1388,10842,2490,4453
1005,9641,189,105,104,329,2069,276,1340,494,46,237,83,210,42,479,750,1094,64,889,199,642
1007,7743,95,107,104,635,1392,288,974,290,72,234,80,247,52,369,681,862,77,576,165,443
1009,23007,120,87,310,1620,3497,1421,2798,863,261,887,273,1007,252,967,1853,3181,202,1703,635,1070
1011,3811,239,6,47,110,840,78,430,140,26,77,33,74,20,290,245,476,34,244,58,344
1013,8080,132,11,95,330,1839,274,918,296,88,215,74,214,39,456,631,951,87,768,154,508
1015,41872,181,16,301,1265,7958,1579,5228,1380,505,1035,420,1354,208,2964,3887,6049,303,4203,904,2132
1017,14493,164,10,135,568,3344,376,1661,796,306,352,129,397,116,1210,1029,1573,123,1240,336,628
1019,8578,153,6,160,328,1963,291,1090,241,71,214,69,230,50,383,770,1277,31,672,162,417
1021,17158,174,87,345,1457,2651,811,2262,594,186,719,192,615,186,820,1339,1704,153,1408,457,998
1023,4201,205,14,68,340,755,110,530,212,46,85,39,97,18,157,390,522,30,283,96,204
1025,9984,315,51,212,649,1931,276,1379,324,69,321,76,194,28,384,790,1247,55,808,209,666
1027,5971,77,10,98,259,1750,166,594,177,45,143,62,125,34,293,496,801,33,375,121,312
1029,5686,59,1,38,416,1176,215,770,127,72,143,46,152,84,303,531,685,28,423,136,281
1031,17732,294,34,181,555,3355,515,2319,740,145,521,194,670,125,902,1646,2378,149,1682,417,910
1033,21601,89,95,236,1132,4324,834,2837,498,180,722,213,664,100,1125,1840,3036,168,1961,440,1107
1035,4696,181,24,74,241,890,162,578,251,23,115,42,96,9,185,372,550,47,432,101,323
1037,3987,28,49,54,203,835,115,480,137,38,117,39,126,36,281,292,500,61,273,82,241
1039,13466,239,31,518,619,2121,651,1951,514,124,391,139,398,48,711,1146,1717,88,948,281,831
1041,5961,135,4,81,239,1158,331,722,287,47,186,45,141,33,242,484,755,30,400,175,466
1043,34757,334,72,307,2028,6399,1510,4686,1587,340,1033,338,1424,308,1424,2688,4641,216,2949,771,1702
1045,16026,150,42,175,694,2520,560,2189,766,144,421,168,583,141,833,1279,2383,123,1666,363,826
1047,14098,164,29,164,543,2936,337,1687,408,88,298,166,281,101,859,1301,1948,113,1279,407,989
1049,25496,257,12,272,1028,7647,904,3036,1009,227,628,183,617,125,983,1942,2905,123,1941,457,1200
1051,32896,137,94,327,1642,3872,1257,3943,988,380,1267,375,1611,273,1669,2766,4195,1065,2600,919,3516
1053,14031,195,155,167,854,2114,441,1847,520,79,459,127,307,74,578,1035,1545,696,1188,280,1370
1055,38886,106,42,406,1441,7459,1377,4845,1096,399,1078,343,1041,188,2447,3300,6560,306,3667,751,2034
1057,7123,124,99,87,330,1627,239,908,256,66,214,54,131,45,225,657,1000,33,536,130,362
1059,12875,117,62,135,571,4093,417,1464,355,72,392,113,298,70,445,1183,1356,62,897,213,560
1061,9504,215,13,109,438,1568,492,1375,411,69,295,107,347,66,399,631,1365,71,690,208,635
1063,2973,48,4,24,123,571,55,363,158,23,55,21,62,14,175,253,401,108,269,64,182
1065,6252,163,16,51,350,1248,102,725,249,38,172,65,156,32,319,666,877,52,497,100,374
1067,7402,219,21,170,316,1003,297,1002,362,59,200,60,219,34,342,601,1191,48,575,166,517
1069,41215,286,93,801,1686,4352,2130,6051,1870,514,1093,463,1301,276,2353,3043,7608,275,4004,961,2055
1071,20372,124,20,228,957,5745,705,2356,590,170,549,173,697,79,713,1695,2432,147,1580,408,1004
1073,279256,232,705,3894,10673,19200,13194,33485,9299,4923,20138,4232,15131,4886,19862,22741,45150,3386,26897,7896,13332
1075,5443,86,12,70,225,1327,172,660,300,50,187,46,124,23,275,373,732,22,387,108,264
1077,33464,198,54,351,2002,5326,1520,4778,761,329,1092,341,1258,195,1704,2808,4573,319,3416,730,1709
1079,13000,115,21,121,945,3350,518,1578,346,83,294,97,472,98,646,1002,1398,69,1038,226,583
1081,58396,339,99,369,2366,7820,1557,6386,1851,632,2458,893,2229,519,3885,8987,7454,685,6291,1290,2286
1083,35019,284,23,333,2023,5944,1226,4320,663,359,835,324,3699,211,2285,2959,4052,348,3023,709,1399
1085,3033,58,11,29,163,887,126,303,238,24,46,16,61,18,171,249,259,26,171,35,142
1087,8314,91,14,112,265,1158,177,996,320,54,159,95,179,53,765,957,1183,129,926,170,511
1089,146132,345,65,666,4482,16399,4503,17562,2976,2014,3500,1784,22954,870,13211,10896,18515,1928,14149,3080,6233
1091,7833,252,9,71,378,1587,189,949,272,47,212,62,146,35,480,765,1199,40,563,170,407
1093,12084,116,48,142,414,3153,445,1450,382,96,438,107,232,55,486,1053,1686,62,898,242,579
1095,38391,232,55,425,1631,9497,1479,5003,1108,445,965,408,1812,362,1785,2648,4560,244,3379,702,1651
1097,169639,801,429,1409,10920,17584,7107,22544,7496,1847,5222,2788,8262,1094,12371,14633,23741,1673,17837,5272,6609
1099,7965,232,27,75,439,1433,328,1027,453,60,198,59,180,31,296,693,968,164,639,177,486
1101,92085,195,78,468,2681,9555,2684,10566,3352,1140,3141,1152,4332,720,8536,7068,12228,1757,9868,2608,9956
1103,48639,149,54,324,2707,9989,1805,5975,1265,446,1318,522,3115,550,3394,3582,5748,405,4491,1018,1782
1105,3267,74,5,25,137,642,56,403,106,11,95,31,74,20,183,394,470,13,239,57,232
1107,7731,177,25,77,318,1735,149,906,289,60,174,92,189,51,359,720,1168,55,520,228,439
1109,13035,154,11,82,396,2367,416,1554,779,163,375,154,378,95,589,1512,1341,67,1349,241,1012
1111,9090,108,21,75,387,2413,250,1118,314,94,226,71,206,104,455,878,1091,44,584,189,462
1113,19703,110,33,131,908,2420,518,2599,714,198,1362,287,625,206,1389,1529,2686,180,2214,458,1136
1115,36760,83,61,496,2599,4769,2298,4803,1138,466,1816,421,1799,555,1955,2678,4708,357,3063,1157,1538
1117,93779,156,341,2003,4486,6225,5474,11170,2289,1886,8093,1454,6755,2073,5069,8062,12516,1223,7679,2753,4072
1119,3756,70,3,31,134,534,105,469,142,17,83,32,80,32,212,634,459,36,379,42,262
1121,34300,141,297,456,1514,6876,1218,4160,1512,314,1039,346,950,299,2469,2940,4152,329,3058,790,1440
1123,17864,143,29,164,768,3596,508,2187,541,162,394,200,524,202,1512,1358,2427,290,1394,339,1126
1125,81978,286,673,418,3761,11014,2076,9036,2719,912,2277,1373,3209,594,5177,10961,12403,973,8728,1854,3534
1127,25568,218,466,610,1390,3110,1129,3847,863,281,890,268,908,313,982,1949,4212,167,2179,640,1146
1129,6061,161,29,180,582,1155,169,627,221,62,180,48,149,45,275,653,647,27,374,142,335
1131,3558,147,9,28,224,744,79,426,149,33,98,20,55,15,176,363,370,18,233,70,301
1133,8556,66,43,74,411,2208,389,1126,371,76,283,79,244,78,260,652,978,57,593,156,412
2013,776,0,3,12,3,319,4,48,17,11,5,9,8,18,12,74,57,5,35,14,122
2016,2242,9,9,1,26,1226,21,138,302,16,7,26,12,3,15,71,63,2,26,32,237
2020,142274,220,4890,718,6191,2094,4162,16961,9863,3582,4426,2523,9627,1795,7068,10701,23895,2331,14284,4983,11960
2050,4802,1,23,95,63,36,29,620,278,75,20,157,34,32,50,1123,636,47,59,252,1172
2060,472,1,7,21,11,26,1,36,42,11,4,8,5,6,6,70,36,22,37,3,119
2063,2396,54,83,20,121,139,23,238,271,56,24,23,67,26,82,234,262,40,219,67,347
2066,985,5,25,38,39,27,11,90,63,16,12,11,39,6,31,122,114,35,67,68,166
2068,712,2,100,32,43,9,2,36,22,12,8,8,34,1,27,96,41,70,88,10,71
2070,1756,9,17,12,27,34,19,143,85,38,3,68,9,19,15,322,534,8,70,30,294
2090,39953,101,2099,396,2437,931,824,5246,2307,609,881,610,1617,256,1172,5176,5684,566,3698,1081,4262
2100,666,4,28,7,47,20,3,100,27,16,8,9,14,1,11,72,83,32,62,18,104
2105,645,0,20,5,27,31,1,81,60,5,2,10,10,0,4,110,45,41,44,11,138
2110,17855,25,696,76,680,348,216,2262,827,335,258,214,483,87,352,1494,2426,382,1318,552,4824
2122,20449,73,1802,204,1157,580,310,2533,965,305,272,281,750,89,468,2052,3553,245,1977,736,2097
2130,2522,36,6,4,99,148,32,275,224,24,79,32,40,11,51,288,264,17,151,52,689
2150,5758,130,23,29,195,1427,44,524,307,52,55,103,90,40,164,656,718,39,402,154,606
2158,2462,1,4,23,46,17,8,310,79,16,7,36,16,21,13,936,164,32,17,118,598
2164,648,3,7,21,27,9,1,21,47,7,2,13,2,6,4,149,70,16,19,25,199
2170,37246,113,1591,308,3268,696,746,4697,2074,804,786,453,1818,259,1258,4132,5779,484,3081,1157,3742
2180,3223,1,43,49,58,18,2,275,181,43,63,50,20,121,15,792,514,68,121,207,582
2185,2682,5,74,36,61,12,1,131,60,75,5,48,36,104,63,553,156,10,45,21,1186
2188,2200,1,276,22,42,13,2,163,90,49,5,35,9,5,93,418,427,56,81,19,394
2195,1042,15,25,2,24,179,1,150,34,20,5,9,18,19,13,143,123,10,47,22,183
2198,2136,70,16,20,94,166,5,273,120,9,18,48,11,18,15,347,146,9,97,19,635
2220,4379,42,8,3,165,360,34,505,241,49,67,59,56,21,210,454,770,36,504,88,707
2230,367,0,4,5,26,9,1,59,45,1,5,9,2,0,0,33,5,52,47,15,49
2240,1670,18,85,35,94,57,20,210,86,25,24,17,109,5,50,204,190,11,136,38,256
2275,775,6,5,1,33,84,8,90,46,7,9,8,8,3,3,97,183,5,43,17,119
2282,254,3,3,4,5,18,2,27,15,1,1,2,2,4,4,22,21,0,38,9,73
2290,1659,6,28,32,39,15,9,136,77,24,5,10,16,18,24,455,139,13,52,72,489
4001,14954,129,227,646,1011,264,203,1411,299,127,133,196,172,39,466,2421,1948,181,1507,205,3369
4003,37349,900,339,293,1818,1173,861,5300,909,507,873,446,2638,174,2931,4659,5095,629,4123,948,2733
4005,53005,286,191,680,2770,3775,1007,5996,1116,596,853,657,1633,215,2195,6981,7746,2107,8857,1330,4014
4007,17224,93,352,126,1090,970,396,2424,369,251,404,263,562,121,870,1554,2373,714,1946,399,1947
4009,11757,163,1450,144,497,357,258,1480,208,119,158,129,243,45,440,1751,1488,219,1057,280,1271
4011,2912,57,1261,32,68,33,59,262,29,15,38,16,31,11,61,316,187,24,175,28,209
4012,5687,241,16,74,254,173,117,822,140,49,111,104,120,25,232,447,576,352,798,130,906
4013,1778735,8534,2469,14066,95679,113096,71608,208566,60062,34867,126246,37113,107632,25776,172119,141609,232934,38585,171619,49486,66669
4015,67342,657,184,577,3752,3543,1697,10666,2141,952,1406,1107,1930,278,4187,3586,9079,1364,13922,1926,4388
4017,27921,356,390,562,1902,714,434,3474,636,409,372,393,591,164,982,3669,3969,426,3737,588,4153
4019,373089,1448,2438,2244,18374,24947,9630,43542,9052,5702,11933,6139,21382,2651,34355,37754,58871,8072,40880,12781,20894
4021,142391,2039,1121,1108,8388,10086,4819,20198,4314,2347,6562,2524,6505,1462,12727,11657,17912,2901,13819,3871,8031
4023,15918,296,130,92,542,715,1892,2549,1440,133,312,190,469,58,769,1479,1505,181,1715,384,1067
4025,77989,766,698,542,4991,4513,2519,10761,1915,1185,2003,1363,2991,415,4495,6597,13399,1818,10351,2245,4422
4027,65924,11451,217,597,2901,2765,1563,7655,1588,587,1341,768,2263,372,5139,6111,7371,1486,6569,1439,3741
5001,7808,196,5,97,308,2045,408,886,351,75,235,61,162,162,249,489,1076,55,437,129,382
5003,7722,370,9,51,579,1549,232,868,246,57,179,49,118,53,312,765,1164,41,511,164,405
5005,14779,33,62,122,625,2481,402,1871,318,209,556,206,543,231,495,1080,3207,166,1353,355,464
5007,114128,648,118,678,4979,12083,6275,12111,7023,1058,2884,1176,7895,15582,5471,8736,12004,1592,9440,2071,2304
5009,14712,36,21,108,645,1832,400,1898,873,233,456,164,401,295,1170,1471,2249,250,1517,282,411
5011,4401,240,16,35,198,835,107,452,123,44,113,45,60,31,192,444,874,17,291,79,205
5013,1838,43,11,17,151,427,41,197,130,22,41,30,34,18,65,158,248,8,90,22,85
5015,10203,146,26,108,503,2449,217,1140,300,113,306,94,273,175,420,698,1149,259,1309,155,363
5017,3885,237,8,13,181,243,169,453,274,17,96,31,46,18,122,279,995,28,242,85,348
5019,8333,190,15,84,240,1076,123,907,194,59,227,81,244,104,532,1331,1362,113,818,210,423
5021,5704,233,15,77,254,953,299,743,204,40,146,47,118,29,222,516,1063,34,363,100,248
5023,7771,95,164,126,515,1041,263,978,284,71,229,69,199,97,314,794,1225,84,777,152,294
5025,2879,126,10,24,150,473,90,334,109,21,96,20,50,27,94,332,531,14,124,67,187
5027,8541,93,266,72,338,1679,244,918,255,73,297,94,152,81,348,988,1414,50,673,207,299
5029,7796,103,91,81,603,1124,227,884,366,82,214,79,258,123,482,811,1110,91,581,159,327
5031,41307,444,53,363,1799,5472,1658,4997,1268,447,1018,498,1070,435,2563,4713,8255,369,3935,747,1203
5033,23217,181,177,197,1156,4149,907,2580,1179,298,600,226,672,716,1573,1890,3267,172,2068,559,650
5035,22439,311,18,136,979,2056,1245,2557,1960,160,422,311,546,261,1723,1915,3495,438,2186,819,901
5037,6952,243,12,81,359,663,466,904,359,78,204,122,147,62,281,691,1161,67,483,145,424
5039,2742,101,15,15,113,611,47,310,87,14,70,26,40,33,98,224,550,6,173,60,149
5041,4848,288,5,35,141,690,161,506,137,38,129,71,80,21,151,469,949,22,378,65,512
5043,6998,257,11,48,248,1013,174,690,163,59,205,69,130,51,245,1040,1487,37,549,101,421
5045,51393,139,445,437,3121,3953,1719,6012,1496,778,1821,603,3152,783,3436,5706,8848,571,4969,1188,2216
5047,6174,50,87,150,358,1222,181,694,208,61,135,48,149,129,336,635,883,30,422,97,299
5049,3649,12,8,65,164,369,98,499,99,53,113,39,100,35,116,384,894,35,275,68,223
5051,37383,157,167,275,2023,2848,1173,4814,828,524,1176,522,1160,347,2545,2505,7270,1730,4825,1041,1453
5053,7206,126,55,96,489,1177,293,729,229,84,240,72,224,90,296,602,1166,46,499,187,506
5055,17500,242,23,160,756,3910,677,2059,559,182,537,156,445,110,1081,1711,2774,108,1284,284,442
5057,8091,172,20,75,392,2011,206,864,297,44,181,71,176,41,319,725,1199,66,722,189,321
5059,12269,132,52,149,676,1475,351,1434,364,153,347,137,350,161,957,1114,2032,254,1097,295,739
5061,5179,170,22,28,187,1550,94,508,185,25,103,42,86,74,165,568,696,34,297,114,231
5063,14312,220,74,173,700,2638,481,1496,652,133,397,115,242,85,867,1327,2790,80,1023,299,520
5065,3889,33,74,29,189,435,98,501,149,38,114,75,68,37,137,524,837,46,224,79,202
5067,5831,211,19,56,228,908,260,807,222,41,118,85,133,42,248,571,931,39,457,108,347
5069,28355,216,60,243,933,4319,834,3038,826,282,853,239,564,194,1769,3078,5451,191,2136,555,2574
5071,8424,90,68,184,378,2174,173,840,329,56,167,78,171,120,423,841,1147,55,658,141,331
5073,2290,85,73,10,141,385,70,231,86,23,57,25,41,16,98,235,342,17,139,81,135
5075,5341,159,20,57,234,773,280,642,203,35,125,62,117,69,224,583,956,31,416,93,262
5077,2979,180,2,40,105,215,186,406,147,18,65,45,55,33,144,269,591,28,198,41,211
5079,3861,135,14,77,197,565,119,377,118,29,121,36,70,14,174,314,706,23,319,81,372
5081,4488,64,13,48,291,938,121,557,236,31,96,51,78,23,151,462,677,17,306,116,212
5083,7825,68,75,85,412,1656,198,828,302,67,249,73,154,157,295,731,1359,72,509,149,386
5085,29698,435,99,302,1570,2599,1539,3660,1452,505,1194,361,1220,387,1313,2887,4883,343,2585,673,1691
5087,4796,60,23,42,286,1079,162,619,285,71,123,34,134,83,179,540,479,38,306,84,169
5089,5272,22,12,17,210,1403,136,569,135,66,159,73,150,83,188,437,793,59,426,89,245
5091,16230,148,81,107,822,2017,777,1904,865,143,439,195,338,144,915,1553,2645,175,1735,412,815
5093,16514,440,19,149,785,3812,679,1875,640,91,295,238,233,146,1267,1446,2035,92,1286,265,721
5095,2856,138,3,29,119,478,206,360,118,34,67,33,39,43,73,227,413,17,228,62,169
5097,2686,55,35,24,169,198,95,323,85,16,88,33,67,36,131,227,469,92,283,76,184
5099,3176,82,27,60,144,691,74,366,160,18,84,42,74,16,134,263,514,27,177,88,135
5101,2050,26,7,32,98,244,57,246,66,22,46,19,66,48,105,270,335,21,196,30,116
5103,9573,133,94,87,529,2408,277,961,288,81,232,104,185,154,474,898,1541,34,570,161,362
5105,3463,35,42,41,277,412,93,475,106,38,101,27,121,51,177,347,540,50,264,72,194
5107,6665,264,6,61,251,568,330,828,311,60,116,79,124,62,332,823,1279,51,689,93,338
5109,3613,121,24,26,156,583,142,463,143,23,115,44,76,19,128,399,521,93,256,83,198
5111,8748,277,31,91,432,1472,470,1161,363,83,179,121,179,119,411,807,1358,60,635,145,354
5113,7060,115,52,60,355,1352,171,847,300,79,178,91,157,95,263,762,1093,53,580,163,294
5115,25705,516,157,730,1408,4257,698,2697,1083,257,833,240,760,360,1224,2927,3718,178,2283,572,807
5117,2989,171,13,27,187,437,172,405,142,22,68,24,68,50,104,245,412,17,169,62,194
5119,175036,240,296,1429,5911,8682,7375,19663,6378,4487,8730,2513,9352,3186,13163,12478,36922,2465,16303,4532,10931
5121,5990,141,20,52,299,882,259,718,194,50,155,56,140,66,231,640,1168,42,520,113,244
5123,8319,215,6,74,338,907,532,1093,422,66,198,104,152,76,454,772,1371,76,741,129,593
5125,51480,137,151,622,3275,3480,2603,6328,1864,949,2157,641,2267,866,2716,3790,10169,658,4222,1451,3134
5127,3522,121,15,19,165,817,121,368,123,27,86,40,74,57,131,367,486,22,232,54,197
5129,2353,23,12,26,99,310,81,298,57,22,64,37,65,42,91,271,447,27,196,37,148
5131,52476,183,398,297,2209,9675,1910,5491,2246,763,1297,655,1389,2139,4030,3952,8275,512,4753,1060,1242
5133,5933,170,38,35,279,1901,129,561,182,26,159,61,98,68,155,628,676,25,358,128,256
5135,5052,56,23,57,250,525,151,601,230,56,181,54,127,50,211,531,1032,43,515,108,251
5137,3481,26,57,44,167,365,94,480,121,32,114,37,73,27,96,294,695,73,370,53,263
5139,16953,156,218,136,1454,2804,476,1842,645,140,437,156,309,668,1064,1394,2670,145,1220,462,557
5141,4564,86,102,81,330,330,142,604,201,49,132,29,109,64,177,442,839,98,373,83,293
5143,96406,432,112,567,4556,11224,3888,10406,5474,1042,2572,1207,4656,5103,5087,12109,12683,1170,9921,1929,2268
5145,28782,252,288,292,1583,2736,1135,3874,1448,310,908,335,942,307,1443,3417,4803,230,2653,663,1163
5147,2538,136,1,19,82,344,157,316,100,25,43,28,47,56,107,186,472,10,183,39,187
5149,7883,183,45,98,492,1955,204,720,275,79,210,46,182,125,368,696,1179,67,552,120,287
6001,779722,4599,522,5126,34865,65280,32613,64980,27146,33386,27944,12004,94185,15939,51746,64915,109906,14105,66761,26882,26818
6003,853,32,1,22,62,44,20,82,28,7,11,14,25,1,45,76,122,44,98,32,87
6005,17698,615,45,225,1091,1180,532,2087,462,264,452,224,778,145,789,1570,2279,382,2155,555,1868
6007,81630,3222,70,761,3702,4298,2570,9054,1588,1070,2081,1314,2945,542,3296,9923,17132,1483,8345,3369,4865
6009,19767,694,34,298,1584,1234,786,2326,606,281,427,272,843,180,926,1883,2796,535,1875,629,1558
6011,8122,1732,11,67,304,757,358,834,165,43,112,77,177,28,290,558,732,311,640,190,736
6013,500172,3831,1192,5165,29064,27347,17513,49587,15428,16453,23025,8663,49115,10373,31877,42338,77286,9589,43802,17676,20848
6015,9451,296,5,49,287,333,121,1163,134,118,125,122,242,35,207,850,1562,243,1088,159,2312
6017,76029,827,77,978,5036,3647,2365,7319,1366,1425,3445,1336,5511,894,4467,7054,9703,2906,8470,2310,6893
6019,371648,34692,312,2614,17264,25680,14738,35682,11495,4280,8567,4924,12109,2851,21556,39291,63084,5473,31695,11009,24332
6021,11475,1771,15,143,560,854,488,1207,485,87,231,110,322,58,409,857,1507,240,921,305,905
6023,47599,1407,20,357,2017,2118,1168,6528,941,566,1031,618,1622,282,1483,5952,8155,1238,5371,1759,4966
6025,67754,9978,267,1529,2827,2277,2477,7970,2292,570,1062,787,1564,525,2900,6372,9960,824,6078,1391,6104
6027,8849,298,55,110,402,356,214,1132,160,64,81,113,241,23,255,853,1337,332,1283,275,1265
6029,296440,35504,7059,1986,16736,16953,10344,30828,9853,3635,6067,3627,11294,3794,15646,31703,36268,3779,24939,8283,18142
6031,49119,7566,76,224,1669,4639,1357,4478,1551,392,764,507,985,314,1987,4877,7111,1713,3852,984,4073
6033,19442,1019,56,368,916,1047,479,2361,385,209,315,233,579,156,602,1852,4126,948,1706,579,1506
6035,7889,334,5,94,224,186,158,780,132,115,136,96,153,33,186,705,1032,78,810,325,2307
6037,4360886,31292,3542,25585,152770,338171,220884,418195,164513,296740,147756,82892,291374,60748,300883,352273,661850,101496,422536,148668,138718
6039,51201,7632,75,500,2669,3903,1730,4711,1341,613,918,577,1385,444,2540,4654,6803,844,4822,1351,3689
6041,108383,884,55,823,4913,4468,3528,10242,2323,4497,5188,2111,13471,2746,5968,10059,14966,2908,10306,4761,4166
6043,8651,423,21,146,507,435,236,921,264,94,130,128,318,70,347,897,1139,503,1116,330,626
6045,31798,1626,43,201,1367,2349,947,4021,643,304,585,535,927,258,984,3140,5992,799,3991,869,2217
6047,93363,11805,63,843,4752,10887,3343,9919,3440,705,1411,904,2467,1285,3993,11383,11002,1003,7626,2069,4463
6049,3021,272,0,62,135,88,113,270,49,30,49,25,68,13,82,325,558,68,232,97,485
6051,5379,154,13,55,284,129,98,532,122,56,40,173,137,20,192,470,550,142,1596,181,435
6053,166989,25938,139,922,7714,7907,5871,16474,3900,1906,2793,2176,7023,1276,8243,15246,20267,3015,20917,5420,9842
6055,69187,3686,68,330,3883,8371,2291,6296,1842,898,1715,869,3192,701,3872,5267,10344,1217,9116,2140,3089
6057,35806,458,26,506,2544,1913,978,4174,721,488,962,769,2028,216,1483,3526,5691,1344,4090,1641,2248
6059,1453985,9328,1187,7249,73920,138205,85036,141431,37550,35928,67213,32527,121515,27840,107846,119763,175100,37576,144781,45193,44797
6061,153653,1435,74,1549,10500,7318,5859,16329,3419,3254,7435,2776,11259,2219,8224,14061,22134,3766,13401,4930,13711
6063,6580,122,10,135,374,386,156,693,211,95,117,87,295,66,222,683,1161,147,590,213,817
6065,888525,19686,770,6401,64626,65994,40455,97600,44815,13240,21398,13515,37184,8937,63661,81565,120549,23147,97156,25532,42294
6067,635137,7586,329,5344,33251,27647,21585,64484,18116,10537,24124,9297,40334,9672,43210,52073,99436,11596,56483,20584,79449
6069,23313,2452,67,182,1711,2228,851,2711,514,255,332,248,857,190,1204,2323,2725,443,2117,640,1263
6071,819895,7778,961,5870,47876,65451,45232,91265,53584,12111,20807,11358,32071,9475,63219,77282,123270,14627,75221,23134,39303
6073,1403578,12986,512,6742,76151,107837,54549,138692,32868,30211,47283,28712,136315,23947,92359,132754,188061,34860,163023,51429,44287
6075,464782,2060,104,4109,13114,19242,12121,31625,14049,31250,23317,8916,74371,11981,26644,32577,63857,10157,52264,19447,13577
6077,277771,13122,174,2271,17185,24037,13629,31103,14768,4074,6192,3303,12941,3434,18014,24393,39841,4152,23017,8117,14004
6079,112328,5336,330,1286,6267,7291,3606,11622,2342,1949,2263,1792,6684,925,4751,11660,15840,1787,14050,4548,7999
6081,379188,2704,126,2615,15504,22839,13402,31744,16149,22967,15352,6457,49433,7387,23298,29133,50301,6831,36433,14604,11909
6083,176180,15619,761,1221,8240,11884,5488,16183,3663,4596,3259,3159,11206,2186,8982,18156,23165,3394,21851,6261,6906
6085,917677,8244,349,3632,40500,130276,35721,73260,16576,59400,24556,12762,129156,13971,57587,67242,108573,15055,74043,26535,20239
6087,116158,6418,73,626,6102,9142,4317,11905,2238,2433,2615,1842,7700,1534,5663,14745,15452,2871,11709,4324,4449
6089,61675,1288,89,458,2908,2842,1727,7863,1601,712,1555,796,2610,502,3458,6289,12861,1474,5537,2011,5094
6091,944,26,5,20,97,45,17,82,29,12,23,10,32,3,46,119,133,19,75,32,119
6093,15266,750,24,134,623,876,362,1892,381,188,243,175,423,115,638,1887,2513,325,1603,567,1547
6095,193181,2984,377,1576,12766,13518,6549,20686,7084,3335,6103,2631,9905,2591,11561,15830,34637,3956,17663,5819,13610
6097,218195,6107,160,1551,13924,21381,8318,23161,4765,4407,6378,3571,13264,2802,11672,18635,33280,5835,21418,8038,9528
6099,207059,13927,155,1756,12889,23082,8898,23145,10393,2105,3951,2568,7789,2205,10265,21668,29615,2630,17748,5406,6864
6101,38338,3160,82,243,2225,2325,1270,4528,1370,425,855,539,1414,360,1930,3857,5747,800,3151,980,3077
6103,23677,1730,18,183,1112,2027,646,2920,897,197,445,233,692,267,980,2488,3588,695,1967,704,1888
6105,3308,111,11,56,141,232,100,420,61,46,51,32,120,10,94,383,484,64,322,114,456
6107,163028,28273,192,797,6281,12998,5507,16063,5810,1166,2921,1466,3589,1135,9610,16273,22521,1954,12325,3677,10470
6109,24898,748,81,318,1459,1475,628,2932,656,322,458,377,960,169,1051,2364,3960,1411,2503,821,2205
6111,383572,20188,863,2304,17994,34982,16435,39454,8313,15022,15998,6780,24716,4650,23680,33837,49031,7440,35980,11385,14520
6113,83220,3661,73,547,3967,4188,2639,7536,2583,1113,1922,1216,4412,962,4040,12545,11267,1296,8108,2497,8648
6115,25172,1123,76,237,1813,1540,895,2978,773,354,617,330,1086,250,1398,2416,3752,580,2305,649,2000
8001,230998,1382,1959,1283,19512,18194,13754,25219,11354,5617,7953,4195,15640,3759,14746,15149,26653,3550,23315,6946,10818
8003,6944,427,44,49,356,170,252,789,163,77,247,106,191,86,173,992,1230,119,735,184,554
8005,313729,852,1682,1018,16151,13524,15138,33360,11700,11782,18946,6350,28996,6952,22769,24142,42938,5818,29662,9859,12090
8007,4301,31,63,50,336,150,91,635,60,62,119,176,156,18,131,300,470,165,647,103,538
8009,1285,53,9,13,57,11,59,145,27,12,43,5,21,1,17,204,314,10,68,26,190
8011,1471,117,9,28,50,39,40,161,20,11,56,14,21,3,122,190,267,14,109,30,170
8013,143579,613,589,356,5479,11484,5648,13141,2156,5901,4504,2481,19908,2233,7125,17357,16255,2985,14267,4312,6785
8014,33615,86,203,152,1602,2788,1672,3271,803,1437,1407,585,4228,753,1557,3064,3842,597,2953,883,1732
8015,7609,61,65,73,617,253,277,986,113,149,236,159,355,32,193,649,1038,420,1081,187,665
8017,623,30,34,2,22,29,33,69,12,20,18,3,20,5,10,91,108,9,36,9,63
8019,3909,10,78,20,234,161,144,415,121,99,119,63,323,52,188,272,385,247,556,111,311
8021,2247,111,33,12,133,68,92,276,50,32,74,33,52,17,56,316,331,20,164,38,339
8023,1056,76,6,23,57,18,52,126,13,10,21,40,25,4,35,112,117,14,105,18,184
8025,1005,26,7,19,37,52,40,152,19,12,19,13,30,3,106,93,162,7,66,20,122
8027,1034,8,1,7,83,48,38,146,23,31,29,16,55,10,36,119,132,29,74,40,109
8029,9693,342,449,75,662,608,268,1262,213,196,281,143,327,48,312,920,1639,112,942,228,666
8031,330352,917,2591,1372,17406,14490,14456,27814,10082,10910,18288,7812,33571,7980,24782,26232,44089,6331,35380,10960,14889
