"HomeCounty","AllCommutes","sum(CNS01)","sum(CNS02)","sum(CNS03)","sum(CNS04)","sum(CNS05)","sum(CNS06)","sum(CNS07)","sum(CNS08)","sum(CNS09)","sum(CNS10)","sum(CNS11)","sum(CNS12)","sum(CNS13)","sum(CNS14)","sum(CNS15)","sum(CNS16)","sum(CNS17)","sum(CNS18)","sum(CNS19)","sum(CNS20)"
27153,11078,297,24,32,520,2437,481,1261,376,156,348,70,252,96,269,1010,1870,85,681,337,476
27155,1440,62,3,13,48,117,122,181,52,14,45,10,28,13,23,189,256,19,76,37,132
27157,10822,304,11,28,558,1646,486,1170,411,143,243,66,184,128,238,732,2618,165,861,273,557
27159,5856,104,8,35,303,871,339,656,188,52,169,32,116,50,132,659,1209,48,443,184,258
27161,9164,152,10,14,480,2024,320,1092,259,136,343,61,217,48,289,845,1394,92,619,229,540
27163,134574,388,76,308,5724,12287,6370,13617,3693,2957,7723,1822,8544,8392,5956,12438,19729,2317,10340,4675,7218
27165,5774,178,5,24,370,1413,218,569,269,77,217,43,112,45,85,551,755,56,322,163,302
27167,2979,155,12,24,202,446,183,352,90,24,74,34,77,17,66,302,456,34,207,77,147
27169,23864,487,7,30,828,4265,805,2555,960,479,590,150,489,739,782,2889,4193,237,1732,678,969
27171,71220,511,55,309,5319,10248,4251,8159,1935,1090,2976,780,3709,1492,3141,6542,9406,926,5396,2381,2594
27173,5215,161,16,32,262,659,257,616,185,57,227,39,99,78,95,522,942,260,283,140,285
28001,11510,99,292,140,606,684,392,1739,600,149,332,129,249,76,569,970,1901,356,1322,280,625
28003,13597,77,8,140,507,2785,537,1936,513,149,338,180,264,62,1050,947,2175,90,1047,233,559
28005,4451,137,74,37,333,605,153,610,202,36,103,57,128,33,151,351,764,20,285,98,274
28007,5956,134,44,70,380,781,153,880,209,88,151,37,113,44,246,677,961,32,501,131,324
28009,3197,22,1,21,157,709,117,426,287,33,84,24,52,23,202,241,394,25,177,61,141
28011,11949,380,7,64,317,1370,365,1547,479,118,264,149,220,92,619,1940,1991,50,1014,207,756
28013,5644,294,18,55,155,1585,144,713,233,51,120,25,119,20,182,468,845,22,278,78,239
28015,3311,77,3,47,187,392,209,384,109,40,94,37,108,23,156,352,570,31,184,57,251
28017,7491,165,19,45,227,2495,164,937,288,59,154,36,136,53,352,529,886,35,489,117,305
28019,3179,92,96,40,135,463,76,323,75,38,61,24,71,18,116,526,589,11,222,51,152
28021,3284,35,32,134,110,417,48,353,127,15,51,21,46,15,162,423,672,44,346,33,200
28023,5742,129,133,47,252,842,172,684,226,48,153,56,139,65,291,616,984,29,437,104,335
28025,8355,115,35,65,302,1599,213,1053,287,58,154,85,158,107,528,940,1137,142,879,142,356
28027,9078,306,5,117,195,623,268,1056,263,63,202,123,168,21,688,1159,1689,63,1463,176,430
28029,11458,152,199,99,699,1753,321,1496,697,114,298,103,265,98,485,946,1944,54,856,185,694
28031,7187,147,109,81,464,1162,203,926,394,48,185,70,144,49,282,544,1232,50,621,146,330
28033,80541,252,49,334,3767,6875,5633,9945,9776,818,2127,977,2538,741,6185,6012,9656,960,8973,1842,3081
28035,27881,126,217,240,1184,2656,848,3647,1052,304,809,368,769,371,1736,3283,4847,339,3295,507,1283
28037,3030,101,74,39,158,273,90,383,239,74,76,15,64,31,85,366,563,12,144,63,180
28039,7994,131,71,108,789,1192,262,1121,234,102,226,67,331,80,241,819,996,56,654,161,353
28041,3387,109,103,34,244,330,90,437,114,43,69,30,66,29,98,419,577,20,219,63,293
28043,9139,122,28,42,290,1811,265,1216,315,95,197,67,198,37,1003,791,1356,65,784,135,322
28045,15939,40,128,217,1198,1332,353,2366,487,200,415,187,913,135,851,1150,2081,616,2137,344,789
28047,73197,91,347,720,3866,4046,1599,10090,2091,1004,1988,1122,2660,805,4329,5470,11499,2180,14800,1546,2944
28049,103165,314,250,519,2981,5965,2981,12679,4433,1732,3727,1345,3447,1828,8868,11255,18512,827,11418,2161,7923
28051,6002,156,15,38,177,1095,122,820,254,70,126,64,94,48,451,674,884,19,431,147,317
28053,2914,196,1,12,104,516,91,339,135,25,95,28,35,38,96,353,451,10,176,49,164
28055,365,32,1,3,12,16,7,46,13,3,13,8,6,3,23,44,59,6,27,10,33
28057,9846,101,6,113,550,2676,327,1113,448,131,259,76,214,88,416,843,1400,58,601,167,259
28059,56548,92,282,560,3719,8393,1063,6660,1310,801,1492,660,2204,467,2972,4627,7586,1218,9088,1165,2189
28061,6039,111,96,58,266,1515,144,700,172,76,138,46,93,69,205,646,968,26,369,89,252
28063,2250,26,31,89,100,198,41,295,70,13,40,18,18,18,119,363,492,18,153,28,120
28065,4449,83,80,48,295,790,96,528,175,23,100,28,79,43,201,394,856,25,314,61,230
28067,25665,299,922,241,1674,4714,767,2858,869,235,632,327,625,380,998,2507,4193,165,2034,512,713
28069,3459,90,20,45,198,475,93,386,98,18,68,27,46,29,221,425,602,12,323,46,237
28071,18742,60,12,146,610,1530,441,2217,564,277,460,235,800,88,957,3863,2743,149,2429,336,825
28073,21605,129,193,237,1111,1447,741,3040,705,224,717,315,716,333,1021,2863,4174,199,2218,477,745
28075,29399,238,134,295,1330,2767,1139,4281,948,270,916,382,671,448,2146,2783,5472,166,3232,575,1206
28077,4424,90,79,54,342,659,113,619,163,45,118,43,86,23,154,379,836,19,287,83,232
28079,8241,189,71,99,475,1444,196,1002,290,84,210,49,158,57,448,756,1171,55,728,100,659
28081,36971,90,15,220,1108,7539,1238,4553,1392,803,1057,393,1078,542,3442,2497,5668,273,3174,746,1143
28083,11441,408,5,96,366,1412,365,1464,383,108,217,120,212,77,592,1345,2305,91,1009,229,637
28085,13861,296,209,114,909,1288,638,1912,906,161,407,117,368,114,431,1405,2202,87,1212,412,673
28087,23230,139,62,218,1086,3362,654,3340,1198,269,502,388,506,109,1486,2660,3252,204,2469,560,766
28089,46613,168,186,291,1532,3939,1641,5162,1509,1005,2514,598,2759,1099,2978,4975,7769,444,3761,1116,3167
28091,8490,109,250,72,741,739,282,1200,457,87,285,91,245,176,336,756,1305,55,678,189,437
28093,13773,53,7,51,772,1773,800,1886,1732,111,340,137,285,110,1324,981,1437,91,1099,268,516
28095,14952,82,58,73,806,4044,413,1758,496,164,343,99,282,96,739,1211,2268,68,1079,261,612
28097,4089,88,26,33,225,654,123,529,136,33,93,35,77,24,265,382,768,20,321,74,183
28099,11796,265,43,88,739,1002,300,1493,310,103,240,96,172,146,397,1437,1531,155,1510,206,1563
28101,8062,191,44,73,449,1375,156,948,253,60,193,73,147,67,377,1004,1233,61,714,169,475
28103,3619,91,12,30,183,864,96,460,177,18,46,31,52,24,156,372,492,14,272,52,177
28105,18002,82,76,112,526,1886,379,1929,403,205,331,230,422,115,919,4854,2219,177,2104,232,801
28107,13295,127,38,108,679,1889,505,1869,655,177,373,111,406,50,912,1394,1847,83,1322,172,578
28109,18189,70,249,154,1241,1488,559,2760,569,187,533,182,939,130,1008,1798,2950,188,1917,379,888
28111,3789,82,75,36,251,519,108,527,150,30,116,32,81,51,140,393,614,26,270,82,206
28113,15080,274,233,123,766,2289,462,2231,818,168,329,188,332,157,564,1235,2381,83,1505,271,671
28115,13480,61,4,86,388,4460,401,1519,650,162,312,97,335,79,729,1004,1569,82,895,221,426
28117,10478,45,6,84,426,2378,278,1163,555,152,317,121,252,150,722,1054,1340,57,749,149,480
28119,2459,121,16,19,72,253,67,304,115,10,55,28,47,9,230,206,391,13,318,30,155
28121,66546,367,359,482,3562,4272,3274,8217,2598,965,3423,962,3199,1302,3205,7080,11173,562,5626,1636,4282
28123,11760,321,56,72,651,3362,282,1322,441,93,266,83,211,70,650,779,1490,46,838,201,526
28125,1801,193,2,6,46,74,52,246,73,16,49,20,26,20,56,221,348,9,151,54,139
28127,9635,116,212,82,766,1105,322,1286,414,86,314,91,214,85,387,522,1980,44,784,226,599
28129,5308,89,70,110,372,1008,149,635,228,59,149,35,137,45,159,547,841,27,294,96,258
28131,6700,186,51,68,427,725,167,870,246,78,201,70,217,50,215,748,1032,87,767,120,375
28133,9153,444,4,36,231,925,367,1108,611,72,238,76,140,109,398,1117,1644,63,713,250,607
28135,3842,152,1,27,116,533,121,480,167,29,80,37,76,6,402,301,611,23,316,80,284
28137,11302,132,22,48,539,1132,515,1477,973,157,268,122,311,69,676,1333,1533,78,1235,213,469
28139,9173,59,51,61,349,2639,257,1012,527,80,210,81,193,54,489,936,1100,37,541,140,357
28141,7603,54,17,65,314,2065,296,939,273,71,225,62,170,29,276,687,977,70,493,129,391
28143,4274,195,3,16,88,327,121,429,177,23,58,54,65,19,378,289,311,30,1413,51,227
28145,11585,41,11,102,387,3247,345,1387,671,137,284,75,255,69,547,964,1475,74,919,182,413
28147,5208,129,105,41,370,761,157,676,285,57,125,41,86,43,198,506,879,23,369,109,248
28149,18466,197,52,366,730,1790,431,2397,684,208,461,228,604,118,1043,1471,2819,395,3106,331,1035
28151,18171,479,31,68,406,1346,615,2635,895,225,431,206,464,169,867,1967,3157,237,2029,630,1314
28153,7428,216,240,74,378,1367,209,1051,293,54,150,61,134,143,232,723,1091,33,560,95,324
28155,3843,83,48,40,166,574,106,471,153,35,83,29,110,24,122,611,629,28,253,63,215
28157,2798,60,43,38,194,270,76,344,109,14,56,22,47,14,166,245,480,25,177,39,379
28159,6664,158,61,63,342,1075,203,945,245,70,116,53,122,96,232,806,930,36,588,109,414
28161,5147,42,22,36,243,1226,93,598,194,41,133,48,124,25,389,397,812,18,404,84,218
28163,9069,240,71,134,449,1183,289,1087,389,101,291,102,218,72,546,809,1520,58,653,138,719
29001,9135,43,16,62,359,826,240,1146,255,150,246,84,244,90,219,1796,1582,150,979,288,360
29003,7944,31,10,86,473,1260,325,822,252,99,314,59,298,82,450,724,1302,163,571,207,416
29005,2236,81,4,102,78,152,166,272,67,37,74,5,77,7,76,300,344,21,185,47,141
29007,9975,112,9,107,405,1501,495,1348,318,144,288,72,277,137,437,946,1513,133,756,306,671
29009,11248,242,20,47,498,2699,376,1508,410,120,291,104,564,227,413,966,1164,108,907,249,335
29011,5282,94,15,54,322,748,279,678,193,64,186,42,178,54,244,531,846,61,431,82,180
29013,5514,91,36,111,339,401,202,874,228,43,236,29,175,48,167,589,1050,70,407,119,299
29015,6429,61,5,32,376,799,210,975,197,80,192,58,190,55,215,679,1163,86,583,190,283
29017,3978,35,21,12,310,627,187,559,162,38,115,22,104,49,132,318,725,35,239,113,175
29019,76816,226,68,593,2967,3344,2251,8445,1630,1358,3167,1019,3500,2643,3687,12039,14371,1407,7645,2105,4351
29021,39398,68,29,265,1730,7415,1552,4143,1258,506,1476,344,1427,364,2980,2773,6083,756,3391,1013,1825
29023,17468,155,21,208,653,2344,649,2211,549,183,565,160,351,122,1006,1311,4201,140,1530,405,704
29025,3776,31,8,33,281,433,184,544,153,52,119,31,93,29,131,400,556,36,216,78,368
29027,19946,102,54,421,1055,1566,707,2305,757,283,585,184,654,362,830,2090,3098,343,1512,503,2535
29029,15390,74,12,110,1050,1030,539,2469,383,219,470,289,483,137,683,1324,2207,556,2142,456,757
29031,37220,145,79,189,1880,3827,1769,4441,1180,620,1053,373,1322,652,1569,3749,8052,678,3529,863,1250
29033,3967,105,6,37,261,465,177,471,124,67,145,27,138,47,121,434,658,40,290,122,232
29035,1749,10,10,10,85,221,53,234,63,11,57,6,24,6,37,204,368,33,189,30,98
29037,49173,319,50,401,3758,4502,2319,5909,2378,891,2509,621,3439,1026,2735,4001,6291,813,3877,1327,2007
29039,5041,175,6,62,305,527,195,695,152,57,158,46,181,58,151,480,1006,52,443,97,195
29041,3322,66,4,39,160,351,195,397,110,54,116,42,78,81,95,411,542,25,223,86,247
29043,36987,92,60,210,2050,2750,1771,4588,1417,635,1618,482,1807,670,1929,3943,6459,699,3382,1097,1328
29045,2431,27,15,25,124,485,142,334,101,21,86,13,36,10,89,223,343,9,143,47,158
29047,121400,138,81,858,5407,11281,6085,13303,5529,2214,6150,1833,10543,2450,7118,9192,16468,2675,11167,3418,5490
29049,9718,54,9,111,653,1158,527,1153,432,143,456,96,465,124,405,780,1522,140,709,216,565
29051,36803,66,63,312,1786,2155,1154,4123,759,705,1419,274,1368,833,2153,2405,4608,620,3032,1110,7858
29053,7683,58,8,72,403,465,321,1037,223,97,269,83,247,175,275,881,1358,64,838,261,548
29055,9877,30,74,64,555,2111,284,1341,312,118,291,109,255,106,386,738,1452,104,900,214,433
29057,2797,189,12,20,165,396,162,302,131,33,73,23,60,29,104,259,466,28,177,45,123
29059,6109,37,14,43,350,778,328,823,334,81,201,56,170,62,263,590,929,65,573,162,250
29061,3151,24,5,32,205,348,144,483,90,40,104,21,78,19,90,375,457,33,236,85,282
29063,4277,24,5,35,256,492,194,578,169,45,215,59,134,46,202,389,629,42,283,103,377
29065,5286,22,108,44,264,526,160,695,169,69,205,30,109,41,152,567,1133,80,487,132,293
29067,3340,26,9,18,182,573,115,430,176,53,103,33,84,30,114,393,438,34,266,70,193
29069,11835,363,12,140,382,1587,522,1445,434,100,335,155,227,83,332,1180,2872,78,822,181,585
29071,49754,152,82,348,4062,9151,1922,5535,1560,809,1777,587,2283,1001,2695,3646,5969,978,4127,1503,1567
29073,6725,13,34,40,363,1673,252,723,242,87,186,75,193,101,318,528,844,97,484,122,350
29075,3094,51,2,22,112,351,171,410,106,32,104,37,70,12,141,301,675,22,191,73,211
29077,121951,274,116,523,5067,8583,6110,14666,5825,2330,5056,1777,5694,2727,8108,10943,22352,2155,12473,3752,3420
29079,4302,83,1,67,168,658,160,591,132,67,113,39,128,28,136,453,738,59,307,90,284
29081,3558,114,12,33,141,311,170,578,108,61,140,19,79,14,106,416,625,41,269,100,221
29083,8747,62,6,92,451,1141,322,1273,349,104,282,71,203,60,245,802,1769,123,779,218,395
29085,1803,29,6,15,119,126,84,297,90,22,68,13,67,21,72,195,294,37,126,43,79
29087,2247,44,14,18,109,308,127,286,69,24,80,17,64,33,76,221,328,30,186,57,156
29089,4535,25,8,45,243,360,154,546,100,61,170,41,148,95,193,644,874,41,359,98,330
29091,14505,47,44,112,507,1916,639,1793,525,178,369,126,652,212,435,1461,3126,171,1201,355,636
29093,3867,16,243,17,187,292,111,454,143,40,101,53,91,29,149,416,895,38,250,116,226
29095,336961,381,169,2135,15027,24812,14470,36214,13873,7140,18760,5336,26737,7263,25638,23421,52614,6642,33119,9824,13386
29097,50764,364,72,359,1862,8144,1896,5833,2728,608,1252,458,1426,1274,3049,4657,8304,646,4919,1582,1331
29099,108608,136,203,862,8845,10011,5667,12469,3802,2003,4516,1547,6023,2872,6158,9073,15579,2027,10076,3823,2916
29101,20104,100,16,161,1183,2362,747,2280,734,222,650,171,686,195,681,3020,2909,280,2016,504,1187
29103,1400,26,12,10,43,154,83,185,35,24,57,4,48,11,35,171,242,9,89,52,110
29105,13041,110,18,130,554,3677,425,1816,450,159,299,104,281,92,561,1052,1350,148,1086,247,482
29107,14336,97,3,151,1113,1730,708,1636,533,243,579,206,571,153,646,1310,2161,177,1166,345,808
29109,16297,257,38,115,764,3319,642,2005,687,209,438,158,858,216,638,1283,2307,184,1288,443,448
29111,4546,94,35,30,235,715,220,545,163,41,158,25,78,46,120,507,757,138,270,141,228
29113,26134,156,91,216,2508,3583,1179,2987,1106,370,1186,279,1155,445,1430,2119,3193,342,2281,696,812
29115,4745,45,2,45,206,884,172,512,122,150,176,31,147,108,100,546,650,38,319,142,350
29117,6123,56,5,87,323,538,312,895,251,94,214,48,181,62,280,505,970,104,468,201,529
29119,9155,162,5,46,529,2365,353,1157,325,73,201,67,282,397,458,709,850,107,645,160,264
29121,5905,80,5,92,328,650,233,710,182,82,177,58,285,69,152,662,1008,56,465,188,423
29123,5240,33,86,60,351,729,186,681,208,38,138,41,111,33,184,470,1027,36,345,151,332
29125,3433,8,8,21,198,567,119,446,144,38,132,24,83,29,154,327,481,38,228,73,315
29127,13715,86,38,140,671,2108,611,1959,426,131,478,95,363,117,409,1212,2446,253,1197,327,648
29129,1393,35,16,11,47,260,50,142,39,47,51,18,35,16,35,169,197,16,60,48,101
29131,10011,52,11,52,784,993,342,1419,300,125,339,144,257,82,469,934,1237,245,1113,306,807
29133,4987,237,6,63,118,452,293,650,383,52,163,79,93,26,136,417,936,24,432,106,321
29135,6560,70,5,85,500,786,302,860,171,83,212,33,165,123,212,573,771,82,456,172,899
29137,3732,41,13,41,192,622,198,477,130,31,124,22,79,83,84,395,611,61,227,69,232
29139,5094,48,21,39,380,878,228,636,206,46,155,30,106,66,158,423,701,55,404,150,364
29141,6539,120,12,43,546,737,237,994,208,60,194,68,178,47,280,523,871,92,752,167,410
29143,6770,212,8,147,254,891,356,931,290,62,198,60,123,53,209,565,1476,46,465,87,337
29145,24239,160,43,167,1036,4194,1015,2956,1241,298,594,204,680,370,1191,2426,3822,465,2025,576,776
29147,9182,68,7,69,338,1387,357,1170,211,123,256,75,258,90,359,1385,1225,142,917,201,544
29149,2137,16,6,13,57,222,93,339,100,22,60,18,74,35,60,243,419,14,181,33,132
29151,6263,17,30,47,476,996,211,761,188,70,220,26,142,101,216,548,683,61,389,161,920
29153,2788,36,7,16,152,510,82,360,110,20,87,19,82,24,63,317,410,62,226,61,144
29155,6814,165,17,50,218,1096,306,862,260,40,147,51,83,36,203,523,1728,168,396,120,345
29157,9905,51,57,75,660,2203,407,1100,425,79,299,64,311,135,236,678,1706,155,711,241,312
29159,19024,187,14,124,799,3429,696,2225,570,364,448,190,655,243,1000,1775,3061,249,1598,731,666
29161,16347,25,32,141,722,1385,482,2174,698,149,470,136,486,158,574,2036,3365,367,1721,392,834
29163,7472,235,29,68,423,877,385,1131,248,73,218,54,208,86,203,629,1111,148,490,248,608
29165,49667,59,52,315,2077,3834,2487,5248,2389,1032,2929,875,4537,1116,3094,3945,6476,1105,4518,1427,2152
29167,12194,108,26,105,688,1020,773,1631,564,148,372,130,393,150,464,1484,2419,155,825,278,461
29169,12395,44,20,92,530,732,347,1900,405,175,372,151,593,99,607,1562,1688,93,2120,303,562
29171,1736,32,0,33,75,312,71,258,52,25,60,23,31,10,32,189,311,11,61,40,110
29173,4872,57,12,55,269,892,284,636,152,42,115,28,82,38,131,425,782,58,376,111,327
29175,9942,62,14,187,467,1051,415,1362,456,124,332,91,269,427,263,1013,1690,107,783,241,588
29177,10160,62,23,96,661,1601,556,1165,540,131,348,102,482,123,403,735,1470,132,823,225,482
29179,2031,8,150,16,68,315,87,249,46,25,45,11,27,17,31,261,407,5,105,35,123
29181,3795,51,4,24,146,656,120,518,116,33,92,26,61,18,122,353,901,20,313,86,135
29183,204687,241,155,933,11036,19320,11543,22532,7198,5900,12121,3088,13289,7336,12967,16203,26795,3999,18750,6473,4808
29185,3360,42,6,25,194,325,125,595,143,42,109,29,87,21,130,323,689,22,200,78,175
29186,8504,33,119,88,675,1121,347,949,767,83,272,73,228,69,255,601,1481,116,634,228,365
29187,25392,80,237,193,1439,2395,899,3055,880,249,855,225,698,286,1314,2472,4924,308,2018,780,2085
29189,472931,468,234,2108,17414,32717,22712,47440,15961,12661,25485,8180,33034,19617,35477,36943,82563,10655,44149,15063,10050
29195,10452,189,8,134,412,1987,394,1178,242,161,313,65,249,143,333,1006,1938,179,849,203,469
29197,1491,19,0,29,97,212,49,212,51,18,34,10,32,14,32,186,260,20,95,36,85
29199,1782,20,11,15,66,198,104,294,67,26,54,9,40,13,32,191,353,22,91,45,131
29201,16652,306,29,178,770,1954,855,2113,896,180,433,161,441,157,635,1103,3699,121,1454,446,721
29203,2145,29,35,6,83,423,56,258,87,20,75,10,37,14,39,278,352,31,122,36,154
29205,2640,110,8,16,124,370,101,340,84,19,88,9,71,27,74,278,464,14,164,110,169
29207,12081,406,22,97,556,2050,548,1577,479,143,414,135,250,72,325,1043,2226,86,870,200,582
29209,12027,54,17,81,747,754,406,1717,411,154,334,217,419,161,824,927,1434,775,1711,439,445
29211,2388,6,5,36,81,703,87,256,43,29,64,18,56,18,86,261,360,13,92,36,138
29213,23363,47,20,149,855,802,665,3456,667,333,503,513,671,226,2061,1622,2337,1845,5269,670,652
29215,6950,37,22,86,273,874,238,939,296,72,190,56,153,61,221,822,1249,64,636,148,513
29217,8350,202,17,72,385,1058,314,1026,295,111,387,61,229,65,310,853,1781,90,605,205,284
29219,15066,50,31,72,1369,2300,707,1828,612,236,652,151,621,304,786,1113,1809,189,1279,467,490
29221,8699,22,149,33,649,1110,249,1019,327,75,242,85,177,76,370,892,1600,83,677,279,585
29223,3155,21,39,16,99,454,89,450,104,95,134,29,69,16,109,291,609,12,254,100,165
29225,14063,73,34,151,919,1822,736,1837,857,176,480,140,499,200,697,1263,2022,185,1072,372,528
29227,833,14,2,11,31,108,33,119,31,11,25,9,20,11,31,98,122,3,57,26,71
29229,5797,43,11,34,288,907,269,804,290,65,192,53,137,91,174,721,777,54,437,151,299
29510,146277,143,46,751,3795,8441,4957,12745,4970,3407,5809,2408,8285,4635,13851,9639,30027,4032,17726,4968,5642
30001,3844,263,82,49,240,89,175,474,62,38,92,79,139,8,62,497,523,59,446,145,322
30003,4108,96,137,57,108,60,82,365,89,31,70,80,80,15,75,701,380,167,281,79,1155
30005,1536,56,10,22,77,29,62,203,29,17,33,15,33,4,30,321,282,23,92,63,135
30007,2436,52,45,16,198,220,74,308,63,27,96,21,91,7,78,207,327,48,223,69,266
30009,4079,95,150,28,280,169,183,483,111,44,117,58,179,21,119,423,508,158,541,167,245
30011,354,15,7,14,18,10,13,42,10,4,3,0,6,1,7,18,67,9,45,7,58
30013,34882,257,128,226,2053,1298,1432,4890,1099,495,1663,355,1494,194,1628,2821,6590,952,3883,1314,2110
30015,1658,87,4,16,71,39,83,173,31,10,70,31,51,5,25,286,241,41,157,48,189
30017,6682,149,203,51,329,113,334,1047,246,99,302,55,143,46,210,581,1042,134,745,211,642
30019,606,2,6,2,27,10,59,67,19,55,38,2,13,0,8,59,114,5,33,17,70
30021,4357,58,266,56,250,98,255,576,303,93,112,38,78,18,47,401,675,56,451,164,362
30023,4040,29,63,38,223,179,83,485,84,44,87,26,156,18,77,300,921,142,401,122,562
30025,1188,19,173,11,109,19,40,121,85,20,45,9,18,1,24,110,137,7,79,40,121
30027,4585,107,52,46,342,338,207,492,97,70,125,49,123,7,93,453,895,72,501,164,352
30029,41341,424,347,255,2989,2617,1245,5791,898,411,1754,662,2026,177,1851,3238,6624,1390,5338,1567,1737
30031,52567,626,296,170,4826,3006,1794,6986,1215,613,1502,845,3986,266,1886,6584,5584,1891,6501,2115,1875
30033,393,19,3,4,22,8,34,56,17,4,20,2,2,1,5,56,29,3,29,10,69
30035,3747,34,109,69,97,45,109,441,110,48,58,66,78,3,61,639,302,175,264,79,960
30037,310,10,19,2,16,27,20,31,10,4,3,6,7,0,6,49,27,7,38,8,20
30039,1029,25,15,5,52,75,20,133,22,13,17,5,27,6,35,88,116,33,207,40,95
30041,6903,59,26,79,345,72,265,1005,186,243,220,120,217,8,105,964,1261,152,673,275,628
30043,4740,57,123,34,388,214,139,470,121,45,172,40,248,13,143,394,828,74,437,176,624
30045,620,63,8,3,49,18,40,57,14,4,24,8,18,0,8,112,65,7,48,13,61
30047,10204,182,85,128,508,653,243,1317,160,161,235,107,395,35,236,1287,1450,224,1100,337,1361
30049,33374,282,249,164,1902,943,764,3928,708,585,1464,350,1874,90,1139,2390,5317,718,3144,1666,5697
30051,574,39,5,3,21,9,43,66,21,2,11,9,8,2,9,78,105,10,45,23,65
30053,5679,113,68,42,360,298,101,821,155,78,122,88,161,13,165,601,1063,187,562,226,455
30055,581,6,10,11,25,1,69,67,27,25,24,1,12,0,2,66,85,4,45,26,75
30057,2678,153,109,14,286,116,64,298,69,20,70,45,113,3,76,249,271,44,449,60,169
30059,692,74,9,1,42,29,16,74,13,6,26,5,17,1,12,62,91,30,100,23,61
30061,1316,23,11,4,65,138,36,250,35,8,24,12,41,3,25,152,166,29,146,30,118
30063,53008,482,173,183,2524,2130,1873,6779,1582,916,1884,718,2957,271,2863,5631,9305,1358,6019,2451,2909
30065,1764,23,142,15,129,61,89,186,60,20,38,22,73,9,42,198,222,36,163,111,125
30067,7310,164,177,40,497,466,133,814,130,119,219,97,340,50,189,585,950,306,1287,405,342
30069,199,6,5,2,19,5,6,13,5,2,3,1,1,0,4,41,23,5,21,7,30
30071,1263,26,25,22,62,31,42,201,41,16,41,6,42,3,11,195,160,17,135,43,144
30073,2188,48,42,39,120,37,129,312,52,29,72,21,73,3,51,291,329,52,188,81,219
30075,664,24,37,13,67,11,12,90,11,5,10,1,13,0,8,102,75,12,56,33,84
30077,2453,118,13,40,103,160,41,243,46,17,55,18,73,7,45,184,345,104,229,64,548
30079,339,19,7,9,21,7,13,34,9,6,13,3,16,1,2,41,50,4,31,19,34
30081,15659,248,63,96,1139,934,542,1932,464,197,495,150,909,46,854,1580,2597,410,1427,680,896
30083,6015,90,800,93,510,274,321,672,463,46,134,69,180,16,72,433,719,132,484,146,361
30085,3349,41,113,29,126,47,114,399,105,58,90,67,55,9,55,508,356,43,261,58,815
30087,3070,119,335,264,144,43,45,244,46,43,61,44,44,15,70,508,266,69,208,71,431
30089,3030,111,90,41,172,217,61,376,77,37,78,20,57,4,52,327,510,41,351,129,279
30091,1600,23,109,29,80,23,92,181,111,29,75,10,37,4,12,164,265,25,164,46,121
30093,16939,120,353,541,794,668,537,2137,423,185,362,190,722,255,553,1498,3264,404,2059,584,1290
30095,3576,57,436,25,249,320,148,444,65,24,64,37,132,45,85,336,399,81,306,117,206
30097,1271,61,118,4,91,89,27,153,20,13,33,5,23,11,17,155,184,27,140,54,46
30099,2066,69,9,43,122,56,167,239,61,84,104,18,59,5,41,280,256,29,170,65,189
30101,1753,10,76,27,68,26,90,243,114,23,54,22,73,2,123,165,214,30,203,26,164
30103,352,34,21,7,25,4,19,36,8,6,8,1,7,0,7,63,24,7,30,9,36
30105,3308,50,35,67,154,66,207,369,141,93,115,8,91,6,51,403,627,44,359,113,309
30107,614,76,21,11,36,66,11,61,16,2,19,4,18,1,2,79,61,8,42,19,61
30109,492,7,42,12,35,4,31,37,30,5,10,6,11,1,9,58,81,31,15,8,59
30111,82034,469,1336,490,5220,3121,5322,11176,3086,1270,3110,1171,5097,769,3387,6060,12568,2004,8919,3409,4050
31001,14849,298,15,284,861,2216,723,1716,398,150,405,108,409,161,435,1523,2738,159,1178,447,625
31003,2840,185,7,27,172,223,262,384,96,20,104,18,48,15,51,303,503,23,128,73,198
31005,166,18,0,1,9,9,9,19,5,1,1,2,7,0,5,36,7,1,12,1,23
31007,282,35,1,1,16,10,11,29,9,2,11,2,5,3,13,60,35,0,9,4,26
31009,222,26,0,0,11,9,12,21,4,1,12,0,9,1,4,32,31,3,13,2,31
31011,2577,243,10,27,119,250,196,294,84,13,89,8,65,10,41,256,527,20,125,65,135
31013,4460,251,2,28,174,303,263,553,163,90,156,31,129,37,123,440,781,22,410,127,377
31015,634,59,0,3,26,34,42,66,29,12,29,3,11,2,6,88,110,1,31,6,76
31017,1161,66,1,29,59,72,86,159,33,17,51,3,32,6,20,108,171,8,85,44,111
31019,23199,443,52,110,1137,2827,1137,2873,638,285,665,188,853,609,736,2642,3602,329,2224,827,1022
31021,3231,111,3,41,207,294,199,386,135,60,138,13,106,36,99,389,502,49,181,75,207
31023,4296,145,2,52,219,833,321,406,143,38,166,25,129,26,152,361,599,48,231,88,312
31025,13162,93,91,150,942,1026,602,1710,620,215,783,124,658,310,532,1388,1779,201,914,335,689
31027,3803,211,5,47,227,493,252,453,152,56,189,23,89,16,115,407,511,36,219,98,204
31029,1735,242,1,12,61,45,177,294,42,35,76,7,29,14,14,181,234,16,102,44,109
31031,2845,277,1,12,147,73,167,376,52,31,51,19,81,32,32,367,446,37,300,84,260
