"","FIPS","county","gdp_2024"
"695"," 17145","Perry, IL",638660
"696"," 17147","Piatt, IL",533678
"697"," 17149","Pike, IL",610573
"698"," 17151","Pope, IL",65230
"699"," 17153","Pulaski, IL",167158
"700"," 17155","Putnam, IL",316741
"701"," 17157","Randolph, IL",1558102
"702"," 17159","Richland, IL",623975
"703"," 17161","Rock Island, IL",9877640
"704"," 17163","St. Clair, IL",12699001
"705"," 17165","Saline, IL",878604
"706"," 17167","Sangamon, IL",12294172
"707"," 17169","Schuyler, IL",251597
"708"," 17171","Scott, IL",152418
"709"," 17173","Shelby, IL",841283
"710"," 17175","Stark, IL",252584
"711"," 17177","Stephenson, IL",1899601
"712"," 17179","Tazewell, IL",5843142
"713"," 17181","Union, IL",404824
"714"," 17183","Vermilion, IL",3227952
"715"," 17185","Wabash, IL",340161
"716"," 17187","Warren, IL",834486
"717"," 17189","Washington, IL",1034476
"718"," 17191","Wayne, IL",508557
"719"," 17193","White, IL",556113
"720"," 17195","Whiteside, IL",2201978
"721"," 17197","Will, IL",38147264
"722"," 17199","Williamson, IL",3159218
"723"," 17201","Winnebago, IL",14429372
"724"," 17203","Woodford, IL",1302187
"725"," 18000","Indiana",412003374
"726"," 18001","Adams, IN",1845806
"727"," 18003","Allen, IN",22994824
"728"," 18005","Bartholomew, IN",7129869
"729"," 18007","Benton, IN",461580
"730"," 18009","Blackford, IN",315895
"731"," 18011","Boone, IN",4789931
"732"," 18013","Brown, IN",341539
"733"," 18015","Carroll, IN",727723
"734"," 18017","Cass, IN",1509419
"735"," 18019","Clark, IN",6468235
"736"," 18021","Clay, IN",853391
"737"," 18023","Clinton, IN",1574924
"738"," 18025","Crawford, IN",185903
"739"," 18027","Daviess, IN",1724933
"740"," 18029","Dearborn, IN",1863099
"741"," 18031","Decatur, IN",1634756
"742"," 18033","DeKalb, IN",2722939
"743"," 18035","Delaware, IN",4278280
"744"," 18037","Dubois, IN",2933125
"745"," 18039","Elkhart, IN",17756181
"746"," 18041","Fayette, IN",551866
"747"," 18043","Floyd, IN",3300680
"748"," 18045","Fountain, IN",521190
"749"," 18047","Franklin, IN",568025
"750"," 18049","Fulton, IN",688981
"751"," 18051","Gibson, IN",3881584
"752"," 18053","Grant, IN",2529334
"753"," 18055","Greene, IN",697808
"754"," 18057","Hamilton, IN",24904099
"755"," 18059","Hancock, IN",3776322
"756"," 18061","Harrison, IN",1302071
"757"," 18063","Hendricks, IN",7827655
"758"," 18065","Henry, IN",1534673
"759"," 18067","Howard, IN",4917232
"760"," 18069","Huntington, IN",1603300
"761"," 18071","Jackson, IN",2887574
"762"," 18073","Jasper, IN",1476887
"763"," 18075","Jay, IN",1213384
"764"," 18077","Jefferson, IN",1705311
"765"," 18079","Jennings, IN",753840
"766"," 18081","Johnson, IN",5928628
"767"," 18083","Knox, IN",1906533
"768"," 18085","Kosciusko, IN",6266382
"769"," 18087","Lagrange, IN",2034126
"770"," 18089","Lake, IN",24764214
"771"," 18091","LaPorte, IN",4460626
"772"," 18093","Lawrence, IN",1475759
"773"," 18095","Madison, IN",4261893
"774"," 18097","Marion, IN",108739716
"775"," 18099","Marshall, IN",1786933
"776"," 18101","Martin, IN",1273938
"777"," 18103","Miami, IN",969117
"778"," 18105","Monroe, IN",7418848
"779"," 18107","Montgomery, IN",1784440
"780"," 18109","Morgan, IN",2372866
"781"," 18111","Newton, IN",364171
"782"," 18113","Noble, IN",2033247
"783"," 18115","Ohio, IN",95188
"784"," 18117","Orange, IN",737679
"785"," 18119","Owen, IN",604608
"786"," 18121","Parke, IN",393775
"787"," 18123","Perry, IN",905330
"788"," 18125","Pike, IN",521332
"789"," 18127","Porter, IN",8129211
"790"," 18129","Posey, IN",4640068
"791"," 18131","Pulaski, IN",716989
"792"," 18133","Putnam, IN",1109620
"793"," 18135","Randolph, IN",953954
"794"," 18137","Ripley, IN",1129053
"795"," 18139","Rush, IN",615238
"796"," 18141","St. Joseph, IN",15366920
"797"," 18143","Scott, IN",754486
"798"," 18145","Shelby, IN",2204075
"799"," 18147","Spencer, IN",1029345
"800"," 18149","Starke, IN",548450
"801"," 18151","Steuben, IN",1506883
"802"," 18153","Sullivan, IN",869724
"803"," 18155","Switzerland, IN",242712
"804"," 18157","Tippecanoe, IN",11168640
"805"," 18159","Tipton, IN",591882
"806"," 18161","Union, IN",155003
"807"," 18163","Vanderburgh, IN",12156623
"808"," 18165","Vermillion, IN",885465
"809"," 18167","Vigo, IN",5180949
"810"," 18169","Wabash, IN",1303003
"811"," 18171","Warren, IN",270995
"812"," 18173","Warrick, IN",2631586
"813"," 18175","Washington, IN",780904
"814"," 18177","Wayne, IN",2982990
"815"," 18179","Wells, IN",1199264
"816"," 18181","White, IN",1146256
"817"," 18183","Whitley, IN",1937632
"818"," 19000","Iowa",206438928
"819"," 19001","Adair, IA",493562
"820"," 19003","Adams, IA",198660
"821"," 19005","Allamakee, IA",581652
"822"," 19007","Appanoose, IA",382833
"823"," 19009","Audubon, IA",350679
"824"," 19011","Benton, IA",850412
"825"," 19013","Black Hawk, IA",7574396
"826"," 19015","Boone, IA",993019
"827"," 19017","Bremer, IA",1219738
"828"," 19019","Buchanan, IA",827056
"829"," 19021","Buena Vista, IA",1545409
"830"," 19023","Butler, IA",515993
"831"," 19025","Calhoun, IA",416525
"832"," 19027","Carroll, IA",1396164
"833"," 19029","Cass, IA",743875
"834"," 19031","Cedar, IA",606436
"835"," 19033","Cerro Gordo, IA",2890284
"836"," 19035","Cherokee, IA",843091
"837"," 19037","Chickasaw, IA",850368
"838"," 19039","Clarke, IA",500842
"839"," 19041","Clay, IA",1179968
"840"," 19043","Clayton, IA",870450
"841"," 19045","Clinton, IA",2284327
"842"," 19047","Crawford, IA",859893
"843"," 19049","Dallas, IA",8550013
"844"," 19051","Davis, IA",306801
"845"," 19053","Decatur, IA",216787
"846"," 19055","Delaware, IA",958351
"847"," 19057","Des Moines, IA",2221427
"848"," 19059","Dickinson, IA",1179189
"849"," 19061","Dubuque, IA",6926276
"850"," 19063","Emmet, IA",392589
"851"," 19065","Fayette, IA",800463
"852"," 19067","Floyd, IA",917123
"853"," 19069","Franklin, IA",594529
"854"," 19071","Fremont, IA",291869
"855"," 19073","Greene, IA",540406
"856"," 19075","Grundy, IA",539210
"857"," 19077","Guthrie, IA",567734
"858"," 19079","Hamilton, IA",854305
"859"," 19081","Hancock, IA",984747
"860"," 19083","Hardin, IA",863495
"861"," 19085","Harrison, IA",508106
"862"," 19087","Henry, IA",864153
"863"," 19089","Howard, IA",570430
"864"," 19091","Humboldt, IA",449116
"865"," 19093","Ida, IA",551885
"866"," 19095","Iowa, IA",907656
"867"," 19097","Jackson, IA",682179
"868"," 19099","Jasper, IA",1137849
"869"," 19101","Jefferson, IA",709844
"870"," 19103","Johnson, IA",9887747
"871"," 19105","Jones, IA",631420
"872"," 19107","Keokuk, IA",326816
"873"," 19109","Kossuth, IA",1066606
"874"," 19111","Lee, IA",1749234
"875"," 19113","Linn, IA",17575215
"876"," 19115","Louisa, IA",728908
"877"," 19117","Lucas, IA",265780
"878"," 19119","Lyon, IA",1110011
"879"," 19121","Madison, IA",509936
"880"," 19123","Mahaska, IA",873915
"881"," 19125","Marion, IA",2078419
"882"," 19127","Marshall, IA",1739482
"883"," 19129","Mills, IA",486633
"884"," 19131","Mitchell, IA",765437
"885"," 19133","Monona, IA",344000
"886"," 19135","Monroe, IA",485114
"887"," 19137","Montgomery, IA",419234
"888"," 19139","Muscatine, IA",2577854
"889"," 19141","O'Brien, IA",956767
"890"," 19143","Osceola, IA",467536
"891"," 19145","Page, IA",615018
"892"," 19147","Palo Alto, IA",617067
"893"," 19149","Plymouth, IA",1561144
"894"," 19151","Pocahontas, IA",476013
"895"," 19153","Polk, IA",50518845
"896"," 19155","Pottawattamie, IA",4836746
"897"," 19157","Poweshiek, IA",1279070
"898"," 19159","Ringgold, IA",174755
"899"," 19161","Sac, IA",605476
"900"," 19163","Scott, IA",10565169
"901"," 19165","Shelby, IA",810198
"902"," 19167","Sioux, IA",3014989
"903"," 19169","Story, IA",6136665
"904"," 19171","Tama, IA",636320
"905"," 19173","Taylor, IA",279166
"906"," 19175","Union, IA",805377
"907"," 19177","Van Buren, IA",213355
"908"," 19179","Wapello, IA",1648497
"909"," 19181","Warren, IA",1429806
"910"," 19183","Washington, IA",1412399
"911"," 19185","Wayne, IA",230960
"912"," 19187","Webster, IA",2119925
"913"," 19189","Winnebago, IA",532596
"914"," 19191","Winneshiek, IA",1026441
"915"," 19193","Woodbury, IA",5432371
"916"," 19195","Worth, IA",357509
"917"," 19197","Wright, IA",989859
"918"," 20000","Kansas",181599646
"919"," 20001","Allen, KS",547637
"920"," 20003","Anderson, KS",385679
"921"," 20005","Atchison, KS",648222
"922"," 20007","Barber, KS",182334
"923"," 20009","Barton, KS",1282207
"924"," 20011","Bourbon, KS",569368
"925"," 20013","Brown, KS",505439
"926"," 20015","Butler, KS",2923277
"927"," 20017","Chase, KS",110832
"928"," 20019","Chautauqua, KS",71366
"929"," 20021","Cherokee, KS",834849
"930"," 20023","Cheyenne, KS",127268
"931"," 20025","Clark, KS",222143
"932"," 20027","Clay, KS",261665
"933"," 20029","Cloud, KS",400795
"934"," 20031","Coffey, KS",715230
"935"," 20033","Comanche, KS",56284
"936"," 20035","Cowley, KS",1284209
"937"," 20037","Crawford, KS",1634395
"938"," 20039","Decatur, KS",167864
"939"," 20041","Dickinson, KS",633380
"940"," 20043","Doniphan, KS",260913
"941"," 20045","Douglas, KS",5496976
"942"," 20047","Edwards, KS",175910
"943"," 20049","Elk, KS",79957
"944"," 20051","Ellis, KS",1650991
"945"," 20053","Ellsworth, KS",239091
"946"," 20055","Finney, KS",2403822
"947"," 20057","Ford, KS",2550024
"948"," 20059","Franklin, KS",855043
"949"," 20061","Geary, KS",2919500
"950"," 20063","Gove, KS",221553
"951"," 20065","Graham, KS",144538
"952"," 20067","Grant, KS",504917
"953"," 20069","Gray, KS",757759
"954"," 20071","Greeley, KS",210047
"955"," 20073","Greenwood, KS",167793
"956"," 20075","Hamilton, KS",321817
"957"," 20077","Harper, KS",326597
"958"," 20079","Harvey, KS",1314379
"959"," 20081","Haskell, KS",412029
"960"," 20083","Hodgeman, KS",154937
"961"," 20085","Jackson, KS",336935
"962"," 20087","Jefferson, KS",361481
"963"," 20089","Jewell, KS",105872
"964"," 20091","Johnson, KS",54055349
"965"," 20093","Kearny, KS",193851
"966"," 20095","Kingman, KS",253966
"967"," 20097","Kiowa, KS",101298
"968"," 20099","Labette, KS",810055
"969"," 20101","Lane, KS",137471
"970"," 20103","Leavenworth, KS",3120908
"971"," 20105","Lincoln, KS",112542
"972"," 20107","Linn, KS",439312
"973"," 20109","Logan, KS",167722
"974"," 20111","Lyon, KS",1552118
"975"," 20113","McPherson, KS",2078239
"976"," 20115","Marion, KS",403204
"977"," 20117","Marshall, KS",546044
"978"," 20119","Meade, KS",238192
"979"," 20121","Miami, KS",1086771
"980"," 20123","Mitchell, KS",468450
"981"," 20125","Montgomery, KS",2305369
"982"," 20127","Morris, KS",183568
"983"," 20129","Morton, KS",168025
"984"," 20131","Nemaha, KS",490245
"985"," 20133","Neosho, KS",600921
"986"," 20135","Ness, KS",182140
"987"," 20137","Norton, KS",275898
"988"," 20139","Osage, KS",308377
"989"," 20141","Osborne, KS",139860
"990"," 20143","Ottawa, KS",107738
"991"," 20145","Pawnee, KS",266772
"992"," 20147","Phillips, KS",456444
"993"," 20149","Pottawatomie, KS",1176120
"994"," 20151","Pratt, KS",581524
"995"," 20153","Rawlins, KS",128661
"996"," 20155","Reno, KS",2638151
"997"," 20157","Republic, KS",291215
"998"," 20159","Rice, KS",738363
"999"," 20161","Riley, KS",2953476
"1000"," 20163","Rooks, KS",180317
"1001"," 20165","Rush, KS",150428
"1002"," 20167","Russell, KS",277818
"1003"," 20169","Saline, KS",2962118
"1004"," 20171","Scott, KS",430339
"1005"," 20173","Sedgwick, KS",33351338
"1006"," 20175","Seward, KS",1352889
"1007"," 20177","Shawnee, KS",11434085
"1008"," 20179","Sheridan, KS",166697
"1009"," 20181","Sherman, KS",300943
"1010"," 20183","Smith, KS",159083
"1011"," 20185","Stafford, KS",222260
"1012"," 20187","Stanton, KS",172433
"1013"," 20189","Stevens, KS",380976
"1014"," 20191","Sumner, KS",671445
"1015"," 20193","Thomas, KS",712429
"1016"," 20195","Trego, KS",141923
"1017"," 20197","Wabaunsee, KS",131655
"1018"," 20199","Wallace, KS",102254
"1019"," 20201","Washington, KS",213359
"1020"," 20203","Wichita, KS",266361
"1021"," 20205","Wilson, KS",296719
"1022"," 20207","Woodson, KS",73623
"1023"," 20209","Wyandotte, KS",12130713
"1024"," 21000","Kentucky",230966362
"1025"," 21001","Adair, KY",434091
"1026"," 21003","Allen, KY",481886
"1027"," 21005","Anderson, KY",637832
"1028"," 21007","Ballard, KY",273817
"1029"," 21009","Barren, KY",1452509
"1030"," 21011","Bath, KY",200665
"1031"," 21013","Bell, KY",774733
"1032"," 21015","Boone, KY",12373703
"1033"," 21017","Bourbon, KY",1032162
"1034"," 21019","Boyd, KY",2927963
"1035"," 21021","Boyle, KY",1364960
"1036"," 21023","Bracken, KY",162811
"1037"," 21025","Breathitt, KY",239425
"1038"," 21027","Breckinridge, KY",402468
"1039"," 21029","Bullitt, KY",2825245
"1040"," 21031","Butler, KY",323472
"1041"," 21033","Caldwell, KY",430113
"1042"," 21035","Calloway, KY",1463124
"1043"," 21037","Campbell, KY",3935227
"1044"," 21039","Carlisle, KY",198271
"1045"," 21041","Carroll, KY",1764934
"1046"," 21043","Carter, KY",515336
"1047"," 21045","Casey, KY",357135
"1048"," 21047","Christian, KY",6145169
"1049"," 21049","Clark, KY",1594843
"1050"," 21051","Clay, KY",350848
"1051"," 21053","Clinton, KY",367673
"1052"," 21055","Crittenden, KY",186723
"1053"," 21057","Cumberland, KY",199342
"1054"," 21059","Daviess, KY",4757569
"1055"," 21061","Edmonson, KY",188506
"1056"," 21063","Elliott, KY",85037
"1057"," 21065","Estill, KY",226771
"1058"," 21067","Fayette, KY",22665840
"1059"," 21069","Fleming, KY",328521
"1060"," 21071","Floyd, KY",1127767
"1061"," 21073","Franklin, KY",3632709
"1062"," 21075","Fulton, KY",213705
"1063"," 21077","Gallatin, KY",403477
"1064"," 21079","Garrard, KY",324346
"1065"," 21081","Grant, KY",619705
"1066"," 21083","Graves, KY",1358319
"1067"," 21085","Grayson, KY",744965
"1068"," 21087","Green, KY",178666
"1069"," 21089","Greenup, KY",841876
"1070"," 21091","Hancock, KY",862798
"1071"," 21093","Hardin, KY",5790375
"1072"," 21095","Harlan, KY",583773
"1073"," 21097","Harrison, KY",553682
"1074"," 21099","Hart, KY",630211
"1075"," 21101","Henderson, KY",2275648
"1076"," 21103","Henry, KY",382797
"1077"," 21105","Hickman, KY",211443
"1078"," 21107","Hopkins, KY",2018299
"1079"," 21109","Jackson, KY",161618
"1080"," 21111","Jefferson, KY",62385959
"1081"," 21113","Jessamine, KY",2291800
"1082"," 21115","Johnson, KY",481989
"1083"," 21117","Kenton, KY",9707993
"1084"," 21119","Knott, KY",212911
"1085"," 21121","Knox, KY",658927
"1086"," 21123","Larue, KY",235815
"1087"," 21125","Laurel, KY",2327671
"1088"," 21127","Lawrence, KY",413007
"1089"," 21129","Lee, KY",125669
"1090"," 21131","Leslie, KY",149748
"1091"," 21133","Letcher, KY",411838
"1092"," 21135","Lewis, KY",187753
"1093"," 21137","Lincoln, KY",461810
"1094"," 21139","Livingston, KY",367750
"1095"," 21141","Logan, KY",1120605
"1096"," 21143","Lyon, KY",254930
"1097"," 21145","McCracken, KY",5332962
"1098"," 21147","McCreary, KY",268728
"1099"," 21149","McLean, KY",261932
"1100"," 21151","Madison, KY",3524543
"1101"," 21153","Magoffin, KY",164783
"1102"," 21155","Marion, KY",1000877
"1103"," 21157","Marshall, KY",1359867
"1104"," 21159","Martin, KY",226489
"1105"," 21161","Mason, KY",1212944
"1106"," 21163","Meade, KY",796954
"1107"," 21165","Menifee, KY",87689
"1108"," 21167","Mercer, KY",899507
"1109"," 21169","Metcalfe, KY",205247
"1110"," 21171","Monroe, KY",341746
"1111"," 21173","Montgomery, KY",1087640
"1112"," 21175","Morgan, KY",294652
"1113"," 21177","Muhlenberg, KY",1189019
"1114"," 21179","Nelson, KY",1868288
"1115"," 21181","Nicholas, KY",99431
"1116"," 21183","Ohio, KY",839634
"1117"," 21185","Oldham, KY",2346031
"1118"," 21187","Owen, KY",201321
"1119"," 21189","Owsley, KY",54014
"1120"," 21191","Pendleton, KY",301494
"1121"," 21193","Perry, KY",994110
"1122"," 21195","Pike, KY",2049587
"1123"," 21197","Powell, KY",249979
"1124"," 21199","Pulaski, KY",2375168
"1125"," 21201","Robertson, KY",31733
"1126"," 21203","Rockcastle, KY",358213
"1127"," 21205","Rowan, KY",834573
"1128"," 21207","Russell, KY",844947
"1129"," 21209","Scott, KY",3988567
"1130"," 21211","Shelby, KY",1882166
"1131"," 21213","Simpson, KY",988081
"1132"," 21215","Spencer, KY",342980
"1133"," 21217","Taylor, KY",892865
"1134"," 21219","Todd, KY",428496
"1135"," 21221","Trigg, KY",354607
"1136"," 21223","Trimble, KY",568508
"1137"," 21225","Union, KY",792647
"1138"," 21227","Warren, KY",8900029
"1139"," 21229","Washington, KY",381999
"1140"," 21231","Wayne, KY",418337
"1141"," 21233","Webster, KY",405923
"1142"," 21235","Whitley, KY",1220015
"1143"," 21237","Wolfe, KY",120497
"1144"," 21239","Woodford, KY",1229132
"1145"," 22000","Louisiana",257055867
"1146"," 22001","Acadia, LA",1594380
"1147"," 22003","Allen, LA",817883
"1148"," 22005","Ascension, LA",9996326
"1149"," 22007","Assumption, LA",561760
"1150"," 22009","Avoyelles, LA",904965
"1151"," 22011","Beauregard, LA",1539178
"1152"," 22013","Bienville, LA",676762
"1153"," 22015","Bossier, LA",6085253
"1154"," 22017","Caddo, LA",14300751
"1155"," 22019","Calcasieu, LA",13981745
"1156"," 22021","Caldwell, LA",189628
"1157"," 22023","Cameron, LA",822014
"1158"," 22025","Catahoula, LA",180168
"1159"," 22027","Claiborne, LA",434607
"1160"," 22029","Concordia, LA",556360
"1161"," 22031","De Soto, LA",2597887
"1162"," 22033","East Baton Rouge, LA",37162731
"1163"," 22035","East Carroll, LA",120353
"1164"," 22037","East Feliciana, LA",527575
"1165"," 22039","Evangeline, LA",913208
"1166"," 22041","Franklin, LA",471126
"1167"," 22043","Grant, LA",430062
"1168"," 22045","Iberia, LA",3077847
"1169"," 22047","Iberville, LA",2669510
"1170"," 22049","Jackson, LA",470127
"1171"," 22051","Jefferson, LA",24636957
"1172"," 22053","Jefferson Davis, LA",816045
"1173"," 22055","Lafayette, LA",15969890
"1174"," 22057","Lafourche, LA",4889276
"1175"," 22059","LaSalle, LA",499944
"1176"," 22061","Lincoln, LA",2145688
"1177"," 22063","Livingston, LA",3227527
"1178"," 22065","Madison, LA",345766
"1179"," 22067","Morehouse, LA",575154
"1180"," 22069","Natchitoches, LA",1506279
"1181"," 22071","Orleans, LA",24053678
"1182"," 22073","Ouachita, LA",7376144
"1183"," 22075","Plaquemines, LA",3085492
"1184"," 22077","Pointe Coupee, LA",824824
"1185"," 22079","Rapides, LA",5714736
"1186"," 22081","Red River, LA",882051
"1187"," 22083","Richland, LA",693025
"1188"," 22085","Sabine, LA",1044160
"1189"," 22087","St. Bernard, LA",1284662
"1190"," 22089","St. Charles, LA",9420571
"1191"," 22091","St. Helena, LA",201677
"1192"," 22093","St. James, LA",2598255
"1193"," 22095","St. John the Baptist, LA",3071000
"1194"," 22097","St. Landry, LA",2427958
"1195"," 22099","St. Martin, LA",1528505
"1196"," 22101","St. Mary, LA",2875505
"1197"," 22103","St. Tammany, LA",13329021
"1198"," 22105","Tangipahoa, LA",4845782
"1199"," 22107","Tensas, LA",121319
"1200"," 22109","Terrebonne, LA",5789729
"1201"," 22111","Union, LA",588225
"1202"," 22113","Vermilion, LA",1533180
"1203"," 22115","Vernon, LA",2131726
"1204"," 22117","Washington, LA",1343795
"1205"," 22119","Webster, LA",1203749
"1206"," 22121","West Baton Rouge, LA",1697945
"1207"," 22123","West Carroll, LA",177316
"1208"," 22125","West Feliciana, LA",973966
"1209"," 22127","Winn, LA",541300
"1210"," 23000","Maine",77758621
"1211"," 23001","Androscoggin, ME",5507053
"1212"," 23003","Aroostook, ME",2819143
"1213"," 23005","Cumberland, ME",27597164
"1214"," 23007","Franklin, ME",1153285
"1215"," 23009","Hancock, ME",2866426
"1216"," 23011","Kennebec, ME",6698949
"1217"," 23013","Knox, ME",2046787
"1218"," 23015","Lincoln, ME",1396304
"1219"," 23017","Oxford, ME",1970737
"1220"," 23019","Penobscot, ME",7530721
"1221"," 23021","Piscataquis, ME",582242
"1222"," 23023","Sagadahoc, ME",2541756
"1223"," 23025","Somerset, ME",1882232
"1224"," 23027","Waldo, ME",1529899
"1225"," 23029","Washington, ME",1136562
"1226"," 23031","York, ME",10538145
"1227"," 24000","Maryland",433105905
"1228"," 24001","Allegany, MD",2748469
"1229"," 24003","Anne Arundel, MD",55635123
"1230"," 24005","Baltimore, MD",57707206
"1231"," 24009","Calvert, MD",4828234
"1232"," 24011","Caroline, MD",1233365
"1233"," 24013","Carroll, MD",6804752
"1234"," 24015","Cecil, MD",5448557
"1235"," 24017","Charles, MD",6682037
"1236"," 24019","Dorchester, MD",1395003
"1237"," 24021","Frederick, MD",15943952
"1238"," 24023","Garrett, MD",1365063
"1239"," 24025","Harford, MD",13995030
"1240"," 24027","Howard, MD",30577345
"1241"," 24029","Kent, MD",948734
"1242"," 24031","Montgomery, MD",94922164
"1243"," 24033","Prince George's, MD",50887450
"1244"," 24035","Queen Anne's, MD",2157003
"1245"," 24037","St. Mary's, MD",8388208
"1246"," 24039","Somerset, MD",953912
"1247"," 24041","Talbot, MD",2138647
"1248"," 24043","Washington, MD",7597356
"1249"," 24045","Wicomico, MD",5608755
"1250"," 24047","Worcester, MD",3142528
"1251"," 24510","Baltimore (Independent City), MD",51900153
"1252"," 25000","Massachusetts",628786940
"1253"," 25001","Barnstable, MA",14830770
"1254"," 25003","Berkshire, MA",7205142
"1255"," 25005","Bristol, MA",27757139
"1256"," 25007","Dukes, MA",1612733
"1257"," 25009","Essex, MA",48360034
"1258"," 25011","Franklin, MA",2896237
"1259"," 25013","Hampden, MA",23695319
"1260"," 25015","Hampshire, MA",8036784
"1261"," 25017","Middlesex, MA",204141715
"1262"," 25019","Nantucket, MA",1592151
"1263"," 25021","Norfolk, MA",59516176
"1264"," 25023","Plymouth, MA",28366702
"1265"," 25025","Suffolk, MA",153074038
"1266"," 25027","Worcester, MA",48166049
"1267"," 26000","Michigan",562177628
"1268"," 26001","Alcona, MI",204575
"1269"," 26003","Alger, MI",253880
"1270"," 26005","Allegan, MI",5137459
"1271"," 26007","Alpena, MI",1126633
"1272"," 26009","Antrim, MI",649298
"1273"," 26011","Arenac, MI",454745
"1274"," 26013","Baraga, MI",282678
"1275"," 26015","Barry, MI",1792103
"1276"," 26017","Bay, MI",3716382
"1277"," 26019","Benzie, MI",564484
"1278"," 26021","Berrien, MI",7356445
"1279"," 26023","Branch, MI",1490136
"1280"," 26025","Calhoun, MI",7464101
"1281"," 26027","Cass, MI",1448030
"1282"," 26029","Charlevoix, MI",1353471
"1283"," 26031","Cheboygan, MI",693431
"1284"," 26033","Chippewa, MI",1238741
"1285"," 26035","Clare, MI",1224189
"1286"," 26037","Clinton, MI",2440611
"1287"," 26039","Crawford, MI",419855
"1288"," 26041","Delta, MI",1242884
"1289"," 26043","Dickinson, MI",1323191
"1290"," 26045","Eaton, MI",6192749
"1291"," 26047","Emmet, MI",2002314
"1292"," 26049","Genesee, MI",16529058
"1293"," 26051","Gladwin, MI",532269
"1294"," 26053","Gogebic, MI",490552
"1295"," 26055","Grand Traverse, MI",5853232
"1296"," 26057","Gratiot, MI",1538437
"1297"," 26059","Hillsdale, MI",1830169
"1298"," 26061","Houghton, MI",1235378
"1299"," 26063","Huron, MI",1710199
"1300"," 26065","Ingham, MI",18752816
"1301"," 26067","Ionia, MI",1903885
"1302"," 26069","Iosco, MI",973914
"1303"," 26071","Iron, MI",320697
"1304"," 26073","Isabella, MI",2498065
"1305"," 26075","Jackson, MI",7100376
"1306"," 26077","Kalamazoo, MI",16537412
"1307"," 26079","Kalkaska, MI",649330
"1308"," 26081","Kent, MI",47140599
"1309"," 26083","Keweenaw, MI",57311
"1310"," 26085","Lake, MI",223949
"1311"," 26087","Lapeer, MI",2528188
"1312"," 26089","Leelanau, MI",870567
"1313"," 26091","Lenawee, MI",3371902
"1314"," 26093","Livingston, MI",7927804
"1315"," 26095","Luce, MI",160562
"1316"," 26097","Mackinac, MI",519125
"1317"," 26099","Macomb, MI",44058622
"1318"," 26101","Manistee, MI",902508
"1319"," 26103","Marquette, MI",2733481
"1320"," 26105","Mason, MI",1040664
"1321"," 26107","Mecosta, MI",1290828
"1322"," 26109","Menominee, MI",753748
"1323"," 26111","Midland, MI",6376374
"1324"," 26113","Missaukee, MI",506431
"1325"," 26115","Monroe, MI",6345564
"1326"," 26117","Montcalm, MI",1642615
"1327"," 26119","Montmorency, MI",236358
"1328"," 26121","Muskegon, MI",6688142
"1329"," 26123","Newaygo, MI",1662030
"1330"," 26125","Oakland, MI",115904656
"1331"," 26127","Oceana, MI",648586
"1332"," 26129","Ogemaw, MI",597326
"1333"," 26131","Ontonagon, MI",131041
"1334"," 26133","Osceola, MI",839955
"1335"," 26135","Oscoda, MI",217735
"1336"," 26137","Otsego, MI",1154149
"1337"," 26139","Ottawa, MI",16443944
"1338"," 26141","Presque Isle, MI",346658
"1339"," 26143","Roscommon, MI",671433
"1340"," 26145","Saginaw, MI",8852219
"1341"," 26147","St. Clair, MI",5861090
"1342"," 26149","St. Joseph, MI",2283808
"1343"," 26151","Sanilac, MI",1307410
"1344"," 26153","Schoolcraft, MI",269603
"1345"," 26155","Shiawassee, MI",1852187
"1346"," 26157","Tuscola, MI",1374503
"1347"," 26159","Van Buren, MI",2530576
"1348"," 26161","Washtenaw, MI",28092107
"1349"," 26163","Wayne, MI",105985562
"1350"," 26165","Wexford, MI",1377096
"1351"," 27000","Minnesota",399253322
"1352"," 27001","Aitkin, MN",508557
"1353"," 27003","Anoka, MN",15749652
"1354"," 27005","Becker, MN",1535830
"1355"," 27007","Beltrami, MN",1954736
"1356"," 27009","Benton, MN",1782058
"1357"," 27011","Big Stone, MN",246015
"1358"," 27013","Blue Earth, MN",4355637
"1359"," 27015","Brown, MN",1539839
"1360"," 27017","Carlton, MN",1437280
"1361"," 27019","Carver, MN",5971759
"1362"," 27021","Cass, MN",1033761
"1363"," 27023","Chippewa, MN",587868
"1364"," 27025","Chisago, MN",1721308
"1365"," 27027","Clay, MN",2213702
"1366"," 27029","Clearwater, MN",309271
"1367"," 27031","Cook, MN",295086
"1368"," 27033","Cottonwood, MN",654772
"1369"," 27035","Crow Wing, MN",3107455
"1370"," 27037","Dakota, MN",29480134
"1371"," 27039","Dodge, MN",765429
"1372"," 27041","Douglas, MN",2179454
"1373"," 27043","Faribault, MN",589779
"1374"," 27045","Fillmore, MN",649230
"1375"," 27047","Freeborn, MN",1315275
"1376"," 27049","Goodhue, MN",2997116
"1377"," 27051","Grant, MN",267590
"1378"," 27053","Hennepin, MN",155025745
"1379"," 27055","Houston, MN",634715
"1380"," 27057","Hubbard, MN",763761
"1381"," 27059","Isanti, MN",1219174
"1382"," 27061","Itasca, MN",1959956
"1383"," 27063","Jackson, MN",656985
"1384"," 27065","Kanabec, MN",409291
"1385"," 27067","Kandiyohi, MN",2425921
"1386"," 27069","Kittson, MN",162866
"1387"," 27071","Koochiching, MN",496840
