"","FIPS","county","gdp_2024"
"1388"," 27073","Lac qui Parle, MN",319299
"1389"," 27075","Lake, MN",410660
"1390"," 27077","Lake of the Woods, MN",186152
"1391"," 27079","Le Sueur, MN",935636
"1392"," 27081","Lincoln, MN",450209
"1393"," 27083","Lyon, MN",1638337
"1394"," 27085","McLeod, MN",1833712
"1395"," 27087","Mahnomen, MN",185878
"1396"," 27089","Marshall, MN",309402
"1397"," 27091","Martin, MN",1069579
"1398"," 27093","Meeker, MN",1312854
"1399"," 27095","Mille Lacs, MN",888842
"1400"," 27097","Morrison, MN",1150927
"1401"," 27099","Mower, MN",2376798
"1402"," 27101","Murray, MN",552066
"1403"," 27103","Nicollet, MN",1522982
"1404"," 27105","Nobles, MN",1460466
"1405"," 27107","Norman, MN",175778
"1406"," 27109","Olmsted, MN",12913810
"1407"," 27111","Otter Tail, MN",2510958
"1408"," 27113","Pennington, MN",2020628
"1409"," 27115","Pine, MN",760363
"1410"," 27117","Pipestone, MN",762624
"1411"," 27119","Polk, MN",1255900
"1412"," 27121","Pope, MN",544789
"1413"," 27123","Ramsey, MN",45240617
"1414"," 27125","Red Lake, MN",184676
"1415"," 27127","Redwood, MN",1137734
"1416"," 27129","Renville, MN",892456
"1417"," 27131","Rice, MN",3134576
"1418"," 27133","Rock, MN",778832
"1419"," 27135","Roseau, MN",1333824
"1420"," 27137","St. Louis, MN",10618119
"1421"," 27139","Scott, MN",8317254
"1422"," 27141","Sherburne, MN",3695417
"1423"," 27143","Sibley, MN",549538
"1424"," 27145","Stearns, MN",9689611
"1425"," 27147","Steele, MN",2191557
"1426"," 27149","Stevens, MN",607133
"1427"," 27151","Swift, MN",592770
"1428"," 27153","Todd, MN",880039
"1429"," 27155","Traverse, MN",255018
"1430"," 27157","Wabasha, MN",825421
"1431"," 27159","Wadena, MN",564696
"1432"," 27161","Waseca, MN",993749
"1433"," 27163","Washington, MN",13126134
"1434"," 27165","Watonwan, MN",461331
"1435"," 27167","Wilkin, MN",282423
"1436"," 27169","Winona, MN",2332948
"1437"," 27171","Wright, MN",5477880
"1438"," 27173","Yellow Medicine, MN",578350
"1439"," 28000","Mississippi",123419283
"1440"," 28001","Adams, MS",978586
"1441"," 28003","Alcorn, MS",1258193
"1442"," 28005","Amite, MS",310589
"1443"," 28007","Attala, MS",504151
"1444"," 28009","Benton, MS",314528
"1445"," 28011","Bolivar, MS",1062695
"1446"," 28013","Calhoun, MS",276831
"1447"," 28015","Carroll, MS",108984
"1448"," 28017","Chickasaw, MS",419587
"1449"," 28019","Choctaw, MS",626320
"1450"," 28021","Claiborne, MS",671489
"1451"," 28023","Clarke, MS",317787
"1452"," 28025","Clay, MS",512138
"1453"," 28027","Coahoma, MS",657446
"1454"," 28029","Copiah, MS",714344
"1455"," 28031","Covington, MS",811154
"1456"," 28033","DeSoto, MS",7297483
"1457"," 28035","Forrest, MS",3772384
"1458"," 28037","Franklin, MS",214424
"1459"," 28039","George, MS",502751
"1460"," 28041","Greene, MS",176327
"1461"," 28043","Grenada, MS",884259
"1462"," 28045","Hancock, MS",1824776
"1463"," 28047","Harrison, MS",9941203
"1464"," 28049","Hinds, MS",12125090
"1465"," 28051","Holmes, MS",252876
"1466"," 28053","Humphreys, MS",167555
"1467"," 28055","Issaquena, MS",15729
"1468"," 28057","Itawamba, MS",598968
"1469"," 28059","Jackson, MS",8806295
"1470"," 28061","Jasper, MS",507238
"1471"," 28063","Jefferson, MS",110739
"1472"," 28065","Jefferson Davis, MS",202048
"1473"," 28067","Jones, MS",2837532
"1474"," 28069","Kemper, MS",278272
"1475"," 28071","Lafayette, MS",2463311
"1476"," 28073","Lamar, MS",2173473
"1477"," 28075","Lauderdale, MS",3804542
"1478"," 28077","Lawrence, MS",404820
"1479"," 28079","Leake, MS",731574
"1480"," 28081","Lee, MS",5039718
"1481"," 28083","Leflore, MS",1082102
"1482"," 28085","Lincoln, MS",1237457
"1483"," 28087","Lowndes, MS",3201793
"1484"," 28089","Madison, MS",8129447
"1485"," 28091","Marion, MS",867487
"1486"," 28093","Marshall, MS",891693
"1487"," 28095","Monroe, MS",1018755
"1488"," 28097","Montgomery, MS",207852
"1489"," 28099","Neshoba, MS",1177130
"1490"," 28101","Newton, MS",568678
"1491"," 28103","Noxubee, MS",258950
"1492"," 28105","Oktibbeha, MS",2120643
"1493"," 28107","Panola, MS",1085590
"1494"," 28109","Pearl River, MS",1171361
"1495"," 28111","Perry, MS",329082
"1496"," 28113","Pike, MS",1200778
"1497"," 28115","Pontotoc, MS",950644
"1498"," 28117","Prentiss, MS",608365
"1499"," 28119","Quitman, MS",88909
"1500"," 28121","Rankin, MS",7860121
"1501"," 28123","Scott, MS",1161435
"1502"," 28125","Sharkey, MS",79113
"1503"," 28127","Simpson, MS",738033
"1504"," 28129","Smith, MS",469438
"1505"," 28131","Stone, MS",425523
"1506"," 28133","Sunflower, MS",634953
"1507"," 28135","Tallahatchie, MS",333448
"1508"," 28137","Tate, MS",626606
"1509"," 28139","Tippah, MS",657626
"1510"," 28141","Tishomingo, MS",631467
"1511"," 28143","Tunica, MS",568335
"1512"," 28145","Union, MS",1190936
"1513"," 28147","Walthall, MS",283836
"1514"," 28149","Warren, MS",2796394
"1515"," 28151","Washington, MS",1347613
"1516"," 28153","Wayne, MS",711684
"1517"," 28155","Webster, MS",204999
"1518"," 28157","Wilkinson, MS",151892
"1519"," 28159","Winston, MS",518225
"1520"," 28161","Yalobusha, MS",298160
"1521"," 28163","Yazoo, MS",855904
"1522"," 29000","Missouri",353307390
"1523"," 29001","Adair, MO",865136
"1524"," 29003","Andrew, MO",301482
"1525"," 29005","Atchison, MO",320841
"1526"," 29007","Audrain, MO",903844
"1527"," 29009","Barry, MO",1672784
"1528"," 29011","Barton, MO",389815
"1529"," 29013","Bates, MO",474859
"1530"," 29015","Benton, MO",466649
"1531"," 29017","Bollinger, MO",176834
"1532"," 29019","Boone, MO",10934659
"1533"," 29021","Buchanan, MO",5160891
"1534"," 29023","Butler, MO",1518971
"1535"," 29025","Caldwell, MO",209981
"1536"," 29027","Callaway, MO",2077210
"1537"," 29029","Camden, MO",1787679
"1538"," 29031","Cape Girardeau, MO",4155045
"1539"," 29033","Carroll, MO",311604
"1540"," 29035","Carter, MO",123334
"1541"," 29037","Cass, MO",3222251
"1542"," 29039","Cedar, MO",349398
"1543"," 29041","Chariton, MO",279011
"1544"," 29043","Christian, MO",2238994
"1545"," 29045","Clark, MO",149234
"1546"," 29047","Clay, MO",14182365
"1547"," 29049","Clinton, MO",436287
"1548"," 29051","Cole, MO",5832789
"1549"," 29053","Cooper, MO",478070
"1550"," 29055","Crawford, MO",732094
"1551"," 29057","Dade, MO",207628
"1552"," 29059","Dallas, MO",306546
"1553"," 29061","Daviess, MO",199432
"1554"," 29063","DeKalb, MO",314566
"1555"," 29065","Dent, MO",366293
"1556"," 29067","Douglas, MO",216637
"1557"," 29069","Dunklin, MO",877732
"1558"," 29071","Franklin, MO",4976726
"1559"," 29073","Gasconade, MO",431921
"1560"," 29075","Gentry, MO",222183
"1561"," 29077","Greene, MO",18673850
"1562"," 29079","Grundy, MO",304793
"1563"," 29081","Harrison, MO",229372
"1564"," 29083","Henry, MO",815589
"1565"," 29085","Hickory, MO",178120
"1566"," 29087","Holt, MO",183702
"1567"," 29089","Howard, MO",218539
"1568"," 29091","Howell, MO",1369134
"1569"," 29093","Iron, MO",277478
"1570"," 29095","Jackson, MO",52072491
"1571"," 29097","Jasper, MO",5735790
"1572"," 29099","Jefferson, MO",5200859
"1573"," 29101","Johnson, MO",2027418
"1574"," 29103","Knox, MO",121221
"1575"," 29105","Laclede, MO",1577603
"1576"," 29107","Lafayette, MO",867155
"1577"," 29109","Lawrence, MO",1049003
"1578"," 29111","Lewis, MO",230944
"1579"," 29113","Lincoln, MO",1443347
"1580"," 29115","Linn, MO",411795
"1581"," 29117","Livingston, MO",558838
"1582"," 29119","McDonald, MO",787487
"1583"," 29121","Macon, MO",580164
"1584"," 29123","Madison, MO",282143
"1585"," 29125","Maries, MO",188786
"1586"," 29127","Marion, MO",1242832
"1587"," 29129","Mercer, MO",104607
"1588"," 29131","Miller, MO",813767
"1589"," 29133","Mississippi, MO",307820
"1590"," 29135","Moniteau, MO",513359
"1591"," 29137","Monroe, MO",221972
"1592"," 29139","Montgomery, MO",351301
"1593"," 29141","Morgan, MO",644675
"1594"," 29143","New Madrid, MO",1047197
"1595"," 29145","Newton, MO",2352220
"1596"," 29147","Nodaway, MO",767710
"1597"," 29149","Oregon, MO",223140
"1598"," 29151","Osage, MO",458811
"1599"," 29153","Ozark, MO",147740
"1600"," 29155","Pemiscot, MO",455014
"1601"," 29157","Perry, MO",968566
"1602"," 29159","Pettis, MO",2731179
"1603"," 29161","Phelps, MO",1647469
"1604"," 29163","Pike, MO",522921
"1605"," 29165","Platte, MO",7352727
"1606"," 29167","Polk, MO",901754
"1607"," 29169","Pulaski, MO",2328960
"1608"," 29171","Putnam, MO",141991
"1609"," 29173","Ralls, MO",640585
"1610"," 29175","Randolph, MO",1231746
"1611"," 29177","Ray, MO",498503
"1612"," 29179","Reynolds, MO",160715
"1613"," 29181","Ripley, MO",215314
"1614"," 29183","St. Charles, MO",21081697
"1615"," 29185","St. Clair, MO",198309
"1616"," 29186","Ste. Genevieve, MO",623747
"1617"," 29187","St. Francois, MO",1865794
"1618"," 29189","St. Louis, MO",92154682
"1619"," 29195","Saline, MO",984077
"1620"," 29197","Schuyler, MO",142008
"1621"," 29199","Scotland, MO",176144
"1622"," 29201","Scott, MO",1728245
"1623"," 29203","Shannon, MO",143354
"1624"," 29205","Shelby, MO",162642
"1625"," 29207","Stoddard, MO",1141672
"1626"," 29209","Stone, MO",852759
"1627"," 29211","Sullivan, MO",500343
"1628"," 29213","Taney, MO",2869141
"1629"," 29215","Texas, MO",571063
"1630"," 29217","Vernon, MO",895987
"1631"," 29219","Warren, MO",926770
"1632"," 29221","Washington, MO",442037
"1633"," 29223","Wayne, MO",199382
"1634"," 29225","Webster, MO",942034
"1635"," 29227","Worth, MO",56726
"1636"," 29229","Wright, MO",446816
"1637"," 29510","St. Louis (Independent City), MO",32119062
"1638"," 30000","Montana",60605713
"1639"," 30001","Beaverhead, MT",520911
"1640"," 30003","Big Horn, MT",942296
"1641"," 30005","Blaine, MT",175418
"1642"," 30007","Broadwater, MT",232366
"1643"," 30009","Carbon, MT",416881
"1644"," 30011","Carter, MT",74008
"1645"," 30013","Cascade, MT",4405442
"1646"," 30015","Chouteau, MT",227303
"1647"," 30017","Custer, MT",525022
"1648"," 30019","Daniels, MT",97478
"1649"," 30021","Dawson, MT",396799
"1650"," 30023","Deer Lodge, MT",336614
"1651"," 30025","Fallon, MT",192572
"1652"," 30027","Fergus, MT",571116
"1653"," 30029","Flathead, MT",5512091
"1654"," 30031","Gallatin, MT",9280217
"1655"," 30033","Garfield, MT",33058
"1656"," 30035","Glacier, MT",522140
"1657"," 30037","Golden Valley, MT",25216
"1658"," 30039","Granite, MT",126326
"1659"," 30041","Hill, MT",740105
"1660"," 30043","Jefferson, MT",298980
"1661"," 30045","Judith Basin, MT",110089
"1662"," 30047","Lake, MT",1052343
"1663"," 30049","Lewis and Clark, MT",4480091
"1664"," 30051","Liberty, MT",240238
"1665"," 30053","Lincoln, MT",676458
"1666"," 30055","McCone, MT",113928
"1667"," 30057","Madison, MT",491159
"1668"," 30059","Meagher, MT",69514
"1669"," 30061","Mineral, MT",121980
"1670"," 30063","Missoula, MT",7132080
"1671"," 30065","Musselshell, MT",363190
"1672"," 30067","Park, MT",687470
"1673"," 30069","Petroleum, MT",18815
"1674"," 30071","Phillips, MT",122900
"1675"," 30073","Pondera, MT",242108
"1676"," 30075","Powder River, MT",127143
"1677"," 30077","Powell, MT",276052
"1678"," 30079","Prairie, MT",50521
"1679"," 30081","Ravalli, MT",1471834
"1680"," 30083","Richland, MT",1002027
"1681"," 30085","Roosevelt, MT",442271
"1682"," 30087","Rosebud, MT",811738
"1683"," 30089","Sanders, MT",417892
"1684"," 30091","Sheridan, MT",177837
"1685"," 30093","Silver Bow, MT",1699243
"1686"," 30095","Stillwater, MT",503900
"1687"," 30097","Sweet Grass, MT",218616
"1688"," 30099","Teton, MT",237337
"1689"," 30101","Toole, MT",385013
"1690"," 30103","Treasure, MT",79877
"1691"," 30105","Valley, MT",287204
"1692"," 30107","Wheatland, MT",80487
"1693"," 30109","Wibaux, MT",45209
"1694"," 30111","Yellowstone, MT",10776934
"1695"," 31000","Nebraska",148102798
"1696"," 31001","Adams, NE",2028756
"1697"," 31003","Antelope, NE",576887
"1698"," 31005","Arthur, NE",25350
"1699"," 31007","Banner, NE",35556
"1700"," 31009","Blaine, NE",39534
"1701"," 31011","Boone, NE",418119
"1702"," 31013","Box Butte, NE",539216
"1703"," 31015","Boyd, NE",107841
"1704"," 31017","Brown, NE",201132
"1705"," 31019","Buffalo, NE",3595336
"1706"," 31021","Burt, NE",324849
"1707"," 31023","Butler, NE",446851
"1708"," 31025","Cass, NE",836050
"1709"," 31027","Cedar, NE",414020
"1710"," 31029","Chase, NE",320534
"1711"," 31031","Cherry, NE",372019
"1712"," 31033","Cheyenne, NE",524888
"1713"," 31035","Clay, NE",342397
"1714"," 31037","Colfax, NE",793811
"1715"," 31039","Cuming, NE",814312
"1716"," 31041","Custer, NE",681402
"1717"," 31043","Dakota, NE",1906575
"1718"," 31045","Dawes, NE",301828
"1719"," 31047","Dawson, NE",1729495
"1720"," 31049","Deuel, NE",64565
"1721"," 31051","Dixon, NE",367161
"1722"," 31053","Dodge, NE",2366379
"1723"," 31055","Douglas, NE",59205158
"1724"," 31057","Dundy, NE",181035
"1725"," 31059","Fillmore, NE",415798
"1726"," 31061","Franklin, NE",90175
"1727"," 31063","Frontier, NE",76592
"1728"," 31065","Furnas, NE",233184
"1729"," 31067","Gage, NE",1217626
"1730"," 31069","Garden, NE",81275
"1731"," 31071","Garfield, NE",84676
"1732"," 31073","Gosper, NE",93052
"1733"," 31075","Grant, NE",37778
"1734"," 31077","Greeley, NE",143568
"1735"," 31079","Hall, NE",4029101
"1736"," 31081","Hamilton, NE",702042
"1737"," 31083","Harlan, NE",200976
"1738"," 31085","Hayes, NE",69017
"1739"," 31087","Hitchcock, NE",138972
"1740"," 31089","Holt, NE",678811
"1741"," 31091","Hooker, NE",29138
"1742"," 31093","Howard, NE",215084
"1743"," 31095","Jefferson, NE",415771
"1744"," 31097","Johnson, NE",192787
"1745"," 31099","Kearney, NE",454218
"1746"," 31101","Keith, NE",395003
"1747"," 31103","Keya Paha, NE",39088
"1748"," 31105","Kimball, NE",200382
"1749"," 31107","Knox, NE",687585
"1750"," 31109","Lancaster, NE",22760411
"1751"," 31111","Lincoln, NE",2538673
"1752"," 31113","Logan, NE",30844
"1753"," 31115","Loup, NE",46221
"1754"," 31117","McPherson, NE",26041
"1755"," 31119","Madison, NE",2473012
"1756"," 31121","Merrick, NE",410943
"1757"," 31123","Morrill, NE",352326
"1758"," 31125","Nance, NE",159079
"1759"," 31127","Nemaha, NE",822413
"1760"," 31129","Nuckolls, NE",292882
"1761"," 31131","Otoe, NE",1394409
"1762"," 31133","Pawnee, NE",105950
"1763"," 31135","Perkins, NE",293233
"1764"," 31137","Phelps, NE",785727
"1765"," 31139","Pierce, NE",566332
"1766"," 31141","Platte, NE",2920870
"1767"," 31143","Polk, NE",355802
"1768"," 31145","Red Willow, NE",552270
"1769"," 31147","Richardson, NE",371981
"1770"," 31149","Rock, NE",99010
"1771"," 31151","Saline, NE",1022202
"1772"," 31153","Sarpy, NE",10468075
"1773"," 31155","Saunders, NE",814141
"1774"," 31157","Scotts Bluff, NE",1818233
"1775"," 31159","Seward, NE",841627
"1776"," 31161","Sheridan, NE",340209
"1777"," 31163","Sherman, NE",116081
"1778"," 31165","Sioux, NE",96933
"1779"," 31167","Stanton, NE",405338
"1780"," 31169","Thayer, NE",387858
"1781"," 31171","Thomas, NE",38698
"1782"," 31173","Thurston, NE",469450
"1783"," 31175","Valley, NE",286432
"1784"," 31177","Washington, NE",1488411
"1785"," 31179","Wayne, NE",624883
"1786"," 31181","Webster, NE",278916
"1787"," 31183","Wheeler, NE",72363
"1788"," 31185","York, NE",929392
"1789"," 32000","Nevada",207351867
"1790"," 32001","Churchill, NV",1242460
"1791"," 32003","Clark, NV",152128224
"1792"," 32005","Douglas, NV",3112053
"1793"," 32007","Elko, NV",3025972
"1794"," 32009","Esmeralda, NV",32472
"1795"," 32011","Eureka, NV",844798
"1796"," 32013","Humboldt, NV",1328417
"1797"," 32015","Lander, NV",610699
"1798"," 32017","Lincoln, NV",196520
"1799"," 32019","Lyon, NV",1761010
"1800"," 32021","Mineral, NV",179568
"1801"," 32023","Nye, NV",2029210
"1802"," 32027","Pershing, NV",401299
"1803"," 32029","Storey, NV",1904842
"1804"," 32031","Washoe, NV",33777549
"1805"," 32033","White Pine, NV",918978
"1806"," 32510","Carson City (Independent City), NV",4161999
"1807"," 33000","New Hampshire",94925966
"1808"," 33001","Belknap, NH",3313957
"1809"," 33003","Carroll, NH",2624043
"1810"," 33005","Cheshire, NH",4056687
"1811"," 33007","Coos, NH",1404401
"1812"," 33009","Grafton, NH",7900309
"1813"," 33011","Hillsborough, NH",30826638
"1814"," 33013","Merrimack, NH",10732797
"1815"," 33015","Rockingham, NH",25954423
"1816"," 33017","Strafford, NH",6461716
"1817"," 33019","Sullivan, NH",1651624
"1818"," 34000","New Jersey",675897582
"1819"," 34001","Atlantic, NJ",15115117
"1820"," 34003","Bergen, NJ",83504631
"1821"," 34005","Burlington, NJ",32395824
"1822"," 34007","Camden, NJ",27237865
"1823"," 34009","Cape May, NJ",5971611
"1824"," 34011","Cumberland, NJ",6496332
"1825"," 34013","Essex, NJ",60969249
"1826"," 34015","Gloucester, NJ",14722428
"1827"," 34017","Hudson, NJ",52089910
"1828"," 34019","Hunterdon, NJ",7859018
"1829"," 34021","Mercer, NJ",46589728
"1830"," 34023","Middlesex, NJ",70024451
"1831"," 34025","Monmouth, NJ",41972064
"1832"," 34027","Morris, NJ",60717582
"1833"," 34029","Ocean, NJ",24596867
"1834"," 34031","Passaic, NJ",22769061
"1835"," 34033","Salem, NJ",5665107
"1836"," 34035","Somerset, NJ",45797704
"1837"," 34037","Sussex, NJ",5258445
"1838"," 34039","Union, NJ",41396980
"1839"," 34041","Warren, NJ",4872358
"1840"," 35000","New Mexico",119044478
"1841"," 35001","Bernalillo, NM",43535686
"1842"," 35003","Catron, NM",112712
"1843"," 35005","Chaves, NM",2241622
"1844"," 35006","Cibola, NM",671301
"1845"," 35007","Colfax, NM",475977
"1846"," 35009","Curry, NM",3355148
"1847"," 35011","De Baca, NM",84507
"1848"," 35013","Doña Ana, NM",8900673
"1849"," 35015","Eddy, NM",9816999
"1850"," 35017","Grant, NM",1015892
"1851"," 35019","Guadalupe, NM",216068
"1852"," 35021","Harding, NM",36926
"1853"," 35023","Hidalgo, NM",198666
"1854"," 35025","Lea, NM",11439564
"1855"," 35027","Lincoln, NM",685847
"1856"," 35028","Los Alamos, NM",3273176
"1857"," 35029","Luna, NM",957125
"1858"," 35031","McKinley, NM",2229863
"1859"," 35033","Mora, NM",126704
"1860"," 35035","Otero, NM",2963903
"1861"," 35037","Quay, NM",266508
"1862"," 35039","Rio Arriba, NM",1079901
"1863"," 35041","Roosevelt, NM",738494
"1864"," 35043","Sandoval, NM",4835066
"1865"," 35045","San Juan, NM",5511398
"1866"," 35047","San Miguel, NM",783248
"1867"," 35049","Santa Fe, NM",7873444
"1868"," 35051","Sierra, NM",325248
"1869"," 35053","Socorro, NM",521775
"1870"," 35055","Taos, NM",1171147
"1871"," 35057","Torrance, NM",683132
"1872"," 35059","Union, NM",137032
"1873"," 35061","Valencia, NM",1844320
"1874"," 36000","New York",1840059266
"1875"," 36001","Albany, NY",36723564
"1876"," 36003","Allegany, NY",1526380
"1877"," 36005","Bronx, NY",45350508
"1878"," 36007","Broome, NY",9514748
"1879"," 36009","Cattaraugus, NY",2990123
"1880"," 36011","Cayuga, NY",3129766
"1881"," 36013","Chautauqua, NY",4849681
"1882"," 36015","Chemung, NY",3687874
"1883"," 36017","Chenango, NY",2418774
"1884"," 36019","Clinton, NY",3779778
"1885"," 36021","Columbia, NY",2640476
"1886"," 36023","Cortland, NY",1789191
"1887"," 36025","Delaware, NY",2493037
"1888"," 36027","Dutchess, NY",15975373
"1889"," 36029","Erie, NY",63227371
"1890"," 36031","Essex, NY",1787554
"1891"," 36033","Franklin, NY",2118625
"1892"," 36035","Fulton, NY",1879185
"1893"," 36037","Genesee, NY",2654510
"1894"," 36039","Greene, NY",2804271
"1895"," 36041","Hamilton, NY",229340
"1896"," 36043","Herkimer, NY",1782339
"1897"," 36045","Jefferson, NY",6422740
"1898"," 36047","Kings, NY",114696036
"1899"," 36049","Lewis, NY",1302122
"1900"," 36051","Livingston, NY",2359491
"1901"," 36053","Madison, NY",2400880
"1902"," 36055","Monroe, NY",51582543
"1903"," 36057","Montgomery, NY",2014941
"1904"," 36059","Nassau, NY",100702886
"1905"," 36061","New York, NY",813692135
"1906"," 36063","Niagara, NY",10529258
"1907"," 36065","Oneida, NY",11610804
"1908"," 36067","Onondaga, NY",33314361
"1909"," 36069","Ontario, NY",6879195
"1910"," 36071","Orange, NY",21475920
"1911"," 36073","Orleans, NY",1457001
"1912"," 36075","Oswego, NY",7214978
"1913"," 36077","Otsego, NY",2745800
"1914"," 36079","Putnam, NY",4279953
"1915"," 36081","Queens, NY",111143768
"1916"," 36083","Rensselaer, NY",12484495
"1917"," 36085","Richmond, NY",18158675
"1918"," 36087","Rockland, NY",19026544
"1919"," 36089","St. Lawrence, NY",5150706
"1920"," 36091","Saratoga, NY",13000396
"1921"," 36093","Schenectady, NY",9803339
"1922"," 36095","Schoharie, NY",1011100
"1923"," 36097","Schuyler, NY",545491
"1924"," 36099","Seneca, NY",1598581
"1925"," 36101","Steuben, NY",4719141
"1926"," 36103","Suffolk, NY",108243017
"1927"," 36105","Sullivan, NY",3482973
"1928"," 36107","Tioga, NY",1625185
"1929"," 36109","Tompkins, NY",6427486
"1930"," 36111","Ulster, NY",8098702
"1931"," 36113","Warren, NY",5388815
"1932"," 36115","Washington, NY",2006852
"1933"," 36117","Wayne, NY",3975009
"1934"," 36119","Westchester, NY",93324101
"1935"," 36121","Wyoming, NY",1820761
"1936"," 36123","Yates, NY",1044388
"1937"," 37000","North Carolina",664131646
"1938"," 37001","Alamance, NC",7006266
"1939"," 37003","Alexander, NC",897189
"1940"," 37005","Alleghany, NC",321000
"1941"," 37007","Anson, NC",892779
"1942"," 37009","Ashe, NC",824236
"1943"," 37011","Avery, NC",673947
"1944"," 37013","Beaufort, NC",1855657
"1945"," 37015","Bertie, NC",634238
"1946"," 37017","Bladen, NC",1461064
"1947"," 37019","Brunswick, NC",6212981
"1948"," 37021","Buncombe, NC",16397012
"1949"," 37023","Burke, NC",2885235
"1950"," 37025","Cabarrus, NC",9911947
"1951"," 37027","Caldwell, NC",2507601
"1952"," 37029","Camden, NC",171803
"1953"," 37031","Carteret, NC",2867261
"1954"," 37033","Caswell, NC",392772
"1955"," 37035","Catawba, NC",9470715
"1956"," 37037","Chatham, NC",2215972
"1957"," 37039","Cherokee, NC",903883
"1958"," 37041","Chowan, NC",558928
"1959"," 37043","Clay, NC",247611
"1960"," 37045","Cleveland, NC",4718209
"1961"," 37047","Columbus, NC",1469282
"1962"," 37049","Craven, NC",5298573
"1963"," 37051","Cumberland, NC",18998586
"1964"," 37053","Currituck, NC",874078
"1965"," 37055","Dare, NC",2364034
"1966"," 37057","Davidson, NC",5406628
"1967"," 37059","Davie, NC",1485265
"1968"," 37061","Duplin, NC",2277548
"1969"," 37063","Durham, NC",44218779
"1970"," 37065","Edgecombe, NC",1544787
"1971"," 37067","Forsyth, NC",27212912
"1972"," 37069","Franklin, NC",2216290
"1973"," 37071","Gaston, NC",8814927
"1974"," 37073","Gates, NC",182839
"1975"," 37075","Graham, NC",248938
"1976"," 37077","Granville, NC",3801170
"1977"," 37079","Greene, NC",474073
"1978"," 37081","Guilford, NC",36907991
"1979"," 37083","Halifax, NC",1480473
"1980"," 37085","Harnett, NC",3024858
"1981"," 37087","Haywood, NC",2007941
"1982"," 37089","Henderson, NC",4950585
"1983"," 37091","Hertford, NC",886164
"1984"," 37093","Hoke, NC",1309579
"1985"," 37095","Hyde, NC",172947
"1986"," 37097","Iredell, NC",10800464
"1987"," 37099","Jackson, NC",1673931
"1988"," 37101","Johnston, NC",8957049
"1989"," 37103","Jones, NC",235356
"1990"," 37105","Lee, NC",3268826
"1991"," 37107","Lenoir, NC",2831565
"1992"," 37109","Lincoln, NC",3578575
"1993"," 37111","McDowell, NC",2183153
"1994"," 37113","Macon, NC",1824821
"1995"," 37115","Madison, NC",479847
"1996"," 37117","Martin, NC",628492
"1997"," 37119","Mecklenburg, NC",146152496
"1998"," 37121","Mitchell, NC",491519
"1999"," 37123","Montgomery, NC",1167411
"2000"," 37125","Moore, NC",4459182
"2001"," 37127","Nash, NC",5553352
"2002"," 37129","New Hanover, NC",16493616
"2003"," 37131","Northampton, NC",560233
"2004"," 37133","Onslow, NC",9687003
"2005"," 37135","Orange, NC",10391629
"2006"," 37137","Pamlico, NC",289603
"2007"," 37139","Pasquotank, NC",1704926
"2008"," 37141","Pender, NC",1906544
"2009"," 37143","Perquimans, NC",292972
"2010"," 37145","Person, NC",1697010
"2011"," 37147","Pitt, NC",9927193
"2012"," 37149","Polk, NC",562480
"2013"," 37151","Randolph, NC",4488759
"2014"," 37153","Richmond, NC",2045604
"2015"," 37155","Robeson, NC",3929644
"2016"," 37157","Rockingham, NC",2938806
"2017"," 37159","Rowan, NC",6080815
"2018"," 37161","Rutherford, NC",1921245
"2019"," 37163","Sampson, NC",1913823
"2020"," 37165","Scotland, NC",1233631
"2021"," 37167","Stanly, NC",2083474
"2022"," 37169","Stokes, NC",1379229
"2023"," 37171","Surry, NC",2685819
"2024"," 37173","Swain, NC",699590
"2025"," 37175","Transylvania, NC",1888571
"2026"," 37177","Tyrrell, NC",93785
"2027"," 37179","Union, NC",10026314
"2028"," 37181","Vance, NC",1285767
"2029"," 37183","Wake, NC",104113676
"2030"," 37185","Warren, NC",310686
"2031"," 37187","Washington, NC",271928
"2032"," 37189","Watauga, NC",2470872
"2033"," 37191","Wayne, NC",5216387
"2034"," 37193","Wilkes, NC",2535014
"2035"," 37195","Wilson, NC",3999260
"2036"," 37197","Yadkin, NC",1013218
"2037"," 37199","Yancey, NC",451727
"2038"," 38000","North Dakota",63366354
"2039"," 38001","Adams, ND",129538
"2040"," 38003","Barnes, ND",631434
"2041"," 38005","Benson, ND",272280
"2042"," 38007","Billings, ND",175811
"2043"," 38009","Bottineau, ND",448932
"2044"," 38011","Bowman, ND",188893
"2045"," 38013","Burke, ND",232756
"2046"," 38015","Burleigh, ND",6093642
"2047"," 38017","Cass, ND",14875063
"2048"," 38019","Cavalier, ND",447622
"2049"," 38021","Dickey, ND",399168
"2050"," 38023","Divide, ND",229080
"2051"," 38025","Dunn, ND",1782576
"2052"," 38027","Eddy, ND",167862
"2053"," 38029","Emmons, ND",126660
"2054"," 38031","Foster, ND",229197
"2055"," 38033","Golden Valley, ND",88011
"2056"," 38035","Grand Forks, ND",4580307
"2057"," 38037","Grant, ND",73164
"2058"," 38039","Griggs, ND",155020
"2059"," 38041","Hettinger, ND",111641
"2060"," 38043","Kidder, ND",149903
"2061"," 38045","LaMoure, ND",251570
"2062"," 38047","Logan, ND",95064
"2063"," 38049","McHenry, ND",202209
"2064"," 38051","McIntosh, ND",108350
"2065"," 38053","McKenzie, ND",3508368
"2066"," 38055","McLean, ND",726600
"2067"," 38057","Mercer, ND",865831
