fips,county,state_abb,gdp_2023
37019,Brunswick,NC,5973641
37021,Buncombe,NC,16035112
37023,Burke,NC,2742837
37025,Cabarrus,NC,9111043
37027,Caldwell,NC,2431360
37029,Camden,NC,182171
37031,Carteret,NC,2733205
37033,Caswell,NC,354490
37035,Catawba,NC,9276616
37037,Chatham,NC,2039527
37039,Cherokee,NC,843153
37041,Chowan,NC,565377
37043,Clay,NC,230914
37045,Cleveland,NC,4488187
37047,Columbus,NC,1473977
37049,Craven,NC,5189264
37051,Cumberland,NC,18471055
37053,Currituck,NC,876170
37055,Dare,NC,2454965
37057,Davidson,NC,5267327
37059,Davie,NC,1411959
37061,Duplin,NC,2114639
37063,Durham,NC,41632015
37065,Edgecombe,NC,1574366
37067,Forsyth,NC,27325022
37069,Franklin,NC,2067922
37071,Gaston,NC,8460497
37073,Gates,NC,182752
37075,Graham,NC,228900
37077,Granville,NC,3740739
37079,Greene,NC,433348
37081,Guilford,NC,35469980
37083,Halifax,NC,1409905
37085,Harnett,NC,2883434
37087,Haywood,NC,1951424
37089,Henderson,NC,4587431
37091,Hertford,NC,846174
37093,Hoke,NC,1233844
37095,Hyde,NC,168469
37097,Iredell,NC,10764429
37099,Jackson,NC,1629465
37101,Johnston,NC,8331629
37103,Jones,NC,209873
37105,Lee,NC,2866902
37107,Lenoir,NC,2785295
37109,Lincoln,NC,3316791
37111,Mcdowell,NC,2045572
37113,Macon,NC,1779085
37115,Madison,NC,442034
37117,Martin,NC,613839
37119,Mecklenburg,NC,139157051
37121,Mitchell,NC,598729
37123,Montgomery,NC,1135582
37125,Moore,NC,4384297
37127,Nash,NC,5333290
37129,New Hanover,NC,15850617
37131,Northampton,NC,495724
37133,Onslow,NC,9506281
37135,Orange,NC,10198377
37137,Pamlico,NC,300047
37139,Pasquotank,NC,1704637
37141,Pender,NC,1857888
37143,Perquimans,NC,300668
37145,Person,NC,1431325
37147,Pitt,NC,9691704
37149,Polk,NC,552188
37151,Randolph,NC,4168843
37153,Richmond,NC,1905624
37155,Robeson,NC,3869692
37157,Rockingham,NC,2826221
37159,Rowan,NC,5968525
37161,Rutherford,NC,1876555
37163,Sampson,NC,1758379
37165,Scotland,NC,1185054
37167,Stanly,NC,1959005
37169,Stokes,NC,1211370
37171,Surry,NC,2630298
37173,Swain,NC,675069
37175,Transylvania,NC,1787759
37177,Tyrrell,NC,107308
37179,Union,NC,9493721
37181,Vance,NC,1244886
37183,Wake,NC,100210397
37185,Warren,NC,296361
37187,Washington,NC,269247
37189,Watauga,NC,2391073
37191,Wayne,NC,4989254
37193,Wilkes,NC,2440518
37195,Wilson,NC,3924561
37197,Yadkin,NC,932072
37199,Yancey,NC,425920
38001,Adams,ND,91021
38003,Barnes,ND,695491
38005,Benson,ND,277630
38007,Billings,ND,134560
38009,Bottineau,ND,459902
38011,Bowman,ND,192039
38013,Burke,ND,227925
38015,Burleigh,ND,5858988
38017,Cass,ND,14144093
38019,Cavalier,ND,396021
38021,Dickey,ND,422126
38023,Divide,ND,191408
38025,Dunn,ND,1744629
38027,Eddy,ND,134260
38029,Emmons,ND,162322
38031,Foster,ND,269906
38033,Golden Valley,ND,65370
38035,Grand Forks,ND,4126070
38037,Grant,ND,70056
38039,Griggs,ND,165875
38041,Hettinger,ND,69139
38043,Kidder,ND,136115
38045,Lamoure,ND,305672
38047,Logan,ND,112823
38049,Mchenry,ND,269230
38051,Mcintosh,ND,121642
38053,Mckenzie,ND,3421868
38055,Mclean,ND,709054
38057,Mercer,ND,889289
38059,Morton,ND,1362876
38061,Mountrail,ND,1774863
38063,Nelson,ND,166976
38065,Oliver,ND,229522
38067,Pembina,ND,488956
38069,Pierce,ND,234834
38071,Ramsey,ND,666577
38073,Ransom,ND,325710
38075,Renville,ND,178870
38077,Richland,ND,1037860
38079,Rolette,ND,392317
38081,Sargent,ND,1086826
38083,Sheridan,ND,62984
38085,Sioux,ND,123479
38087,Slope,ND,17070
38089,Stark,ND,2835524
38091,Steele,ND,175438
38093,Stutsman,ND,1387801
38095,Towner,ND,212631
38097,Traill,ND,450051
38099,Walsh,ND,575843
38101,Ward,ND,3837862
38103,Wells,ND,298869
38105,Williams,ND,6440503
39001,Adams,OH,754484
39003,Allen,OH,9016944
39005,Ashland,OH,1846544
39007,Ashtabula,OH,3301448
39009,Athens,OH,2093540
39011,Auglaize,OH,2650393
39013,Belmont,OH,2801859
39015,Brown,OH,912270
39017,Butler,OH,22330118
39019,Carroll,OH,1567511
39021,Champaign,OH,1226813
39023,Clark,OH,4742358
39025,Clermont,OH,7790678
39027,Clinton,OH,2424464
39029,Columbiana,OH,3741820
39031,Coshocton,OH,1308033
39033,Crawford,OH,1339117
39035,Cuyahoga,OH,104356340
39037,Darke,OH,2262341
39039,Defiance,OH,1736852
39041,Delaware,OH,14702746
39043,Erie,OH,4255477
39045,Fairfield,OH,5029499
39047,Fayette,OH,1619957
39049,Franklin,OH,109281419
39051,Fulton,OH,2099643
39053,Gallia,OH,2142044
39055,Geauga,OH,4358286
39057,Greene,OH,11225906
39059,Guernsey,OH,2826208
39061,Hamilton,OH,84987740
39063,Hancock,OH,5418098
39065,Hardin,OH,1006758
39067,Harrison,OH,1098560
39069,Henry,OH,1243105
39071,Highland,OH,1349985
39073,Hocking,OH,634274
39075,Holmes,OH,2626738
39077,Huron,OH,2297653
39079,Jackson,OH,1016651
39081,Jefferson,OH,4181557
39083,Knox,OH,2262632
39085,Lake,OH,12198837
39087,Lawrence,OH,1935329
39089,Licking,OH,8043324
39091,Logan,OH,2102029
39093,Lorain,OH,11177496
39095,Lucas,OH,26121534
39097,Madison,OH,2168679
39099,Mahoning,OH,9377665
39101,Marion,OH,2663438
39103,Medina,OH,7850418
39105,Meigs,OH,393956
39107,Mercer,OH,2612684
39109,Miami,OH,4737261
39111,Monroe,OH,1003892
39113,Montgomery,OH,31077701
39115,Morgan,OH,375642
39117,Morrow,OH,679024
39119,Muskingum,OH,4092844
39121,Noble,OH,420509
39123,Ottawa,OH,2131971
39125,Paulding,OH,620908
39127,Perry,OH,728029
39129,Pickaway,OH,2076724
39131,Pike,OH,1117101
39133,Portage,OH,6795220
39135,Preble,OH,1205610
39137,Putnam,OH,1301052
39139,Richland,OH,4709913
39141,Ross,OH,3100494
39143,Sandusky,OH,2937073
39145,Scioto,OH,2772265
39147,Seneca,OH,2054137
39149,Shelby,OH,3256839
39151,Stark,OH,17585061
39153,Summit,OH,31278235
39155,Trumbull,OH,7187843
39157,Tuscarawas,OH,3855062
39159,Union,OH,4679856
39161,Van Wert,OH,1349499
39163,Vinton,OH,442589
39165,Warren,OH,14284439
39167,Washington,OH,3735892
39169,Wayne,OH,6804587
39171,Williams,OH,1716337
39173,Wood,OH,8162159
39175,Wyandot,OH,1099727
40001,Adair,OK,436259
40003,Alfalfa,OK,394683
40005,Atoka,OK,350190
40007,Beaver,OK,437773
40009,Beckham,OK,1065562
40011,Blaine,OK,1574103
40013,Bryan,OK,2057724
40015,Caddo,OK,1045101
40017,Canadian,OK,6930508
40019,Carter,OK,3029955
40021,Cherokee,OK,1429338
40023,Choctaw,OK,425826
40025,Cimarron,OK,259069
40027,Cleveland,OK,9696907
40029,Coal,OK,281850
40031,Comanche,OK,5258949
40033,Cotton,OK,169506
40035,Craig,OK,465278
40037,Creek,OK,2153096
40039,Custer,OK,1707889
40041,Delaware,OK,1028925
40043,Dewey,OK,742089
40045,Ellis,OK,863228
40047,Garfield,OK,3088603
40049,Garvin,OK,1836216
40051,Grady,OK,4009684
40053,Grant,OK,302953
40055,Greer,OK,105825
40057,Harmon,OK,107354
40059,Harper,OK,232575
40061,Haskell,OK,364524
40063,Hughes,OK,688541
40065,Jackson,OK,1183034
40067,Jefferson,OK,128845
40069,Johnston,OK,544868
40071,Kay,OK,1882932
40073,Kingfisher,OK,2945349
40075,Kiowa,OK,225878
40077,Latimer,OK,288018
40079,Le Flore,OK,1386875
40081,Lincoln,OK,785807
40083,Logan,OK,963342
40085,Love,OK,756985
40087,Mcclain,OK,2034730
40089,Mccurtain,OK,1309248
40091,Mcintosh,OK,381272
40093,Major,OK,568626
40095,Marshall,OK,592068
40097,Mayes,OK,2187525
40099,Murray,OK,583952
40101,Muskogee,OK,2854516
40103,Noble,OK,610129
40105,Nowata,OK,218535
40107,Okfuskee,OK,241215
40109,Oklahoma,OK,56681593
40111,Okmulgee,OK,897040
40113,Osage,OK,1109809
40115,Ottawa,OK,1122153
40117,Pawnee,OK,370013
40119,Payne,OK,3546777
40121,Pittsburg,OK,2097353
40123,Pontotoc,OK,2196596
40125,Pottawatomie,OK,2221211
40127,Pushmataha,OK,251178
40129,Roger Mills,OK,372242
40131,Rogers,OK,3485200
40133,Seminole,OK,843897
40135,Sequoyah,OK,757662
40137,Stephens,OK,2416745
40139,Texas,OK,2000116
40141,Tillman,OK,152106
40143,Tulsa,OK,44433905
40145,Wagoner,OK,1452948
40147,Washington,OK,3066801
40149,Washita,OK,354581
40151,Woods,OK,634651
40153,Woodward,OK,1214458
41001,Baker,OR,607108
41003,Benton,OR,5061341
41005,Clackamas,OR,23399634
41007,Clatsop,OR,2022457
41009,Columbia,OR,1558066
41011,Coos,OR,2535614
41013,Crook,OR,1293008
41015,Curry,OR,746455
41017,Deschutes,OR,12442840
41019,Douglas,OR,4052167
41021,Gilliam,OR,341056
41023,Grant,OR,290653
41025,Harney,OR,351439
41027,Hood River,OR,1428075
41029,Jackson,OR,10314605
41031,Jefferson,OR,850761
41033,Josephine,OR,3094718
41035,Klamath,OR,2609750
41037,Lake,OR,365647
41039,Lane,OR,18136369
41041,Lincoln,OR,2118359
41043,Linn,OR,5130128
41045,Malheur,OR,1155682
41047,Marion,OR,18291247
41049,Morrow,OR,1552151
41051,Multnomah,OR,73250246
41053,Polk,OR,2343741
41055,Sherman,OR,547454
41057,Tillamook,OR,1183745
41059,Umatilla,OR,3553307
41061,Union,OR,1046407
41063,Wallowa,OR,384205
41065,Wasco,OR,1835697
41067,Washington,OR,54083003
41069,Wheeler,OR,43506
41071,Yamhill,OR,3921543
42001,Adams,PA,3731401
42003,Allegheny,PA,105613456
42005,Armstrong,PA,1992028
42007,Beaver,PA,6434345
42009,Bedford,PA,1456546
42011,Berks,PA,20939523
42013,Blair,PA,6198024
42015,Bradford,PA,4691583
42017,Bucks,PA,37589469
42019,Butler,PA,11405006
42021,Cambria,PA,4905627
42023,Cameron,PA,222691
42025,Carbon,PA,2648835
42027,Centre,PA,9098449
42029,Chester,PA,48614126
42031,Clarion,PA,1124465
42033,Clearfield,PA,3122740
42035,Clinton,PA,1488687
42037,Columbia,PA,2504514
42039,Crawford,PA,2918572
42041,Cumberland,PA,17730509
42043,Dauphin,PA,22872011
42045,Delaware,PA,34713305
42047,Elk,PA,1309393
42049,Erie,PA,11425284
42051,Fayette,PA,4348292
42053,Forest,PA,221553
42055,Franklin,PA,6348981
42057,Fulton,PA,600788
42059,Greene,PA,3571751
42061,Huntingdon,PA,1226623
42063,Indiana,PA,3402292
42065,Jefferson,PA,1448238
42067,Juniata,PA,830307
42069,Lackawanna,PA,10398150
42071,Lancaster,PA,30698072
42073,Lawrence,PA,3301974
42075,Lebanon,PA,6209212
42077,Lehigh,PA,25110569
42079,Luzerne,PA,15543923
42081,Lycoming,PA,6008865
42083,Mckean,PA,1629854
42085,Mercer,PA,4314908
42087,Mifflin,PA,1776266
42089,Monroe,PA,7420773
42091,Montgomery,PA,89401864
42093,Montour,PA,2178383
42095,Northampton,PA,16625280
42097,Northumberland,PA,3401432
42099,Perry,PA,996501
42101,Philadelphia,PA,110703184
42103,Pike,PA,1546479
42105,Potter,PA,748091
42107,Schuylkill,PA,4976116
42109,Snyder,PA,1722717
42111,Somerset,PA,2325667
42113,Sullivan,PA,343278
42115,Susquehanna,PA,2706152
42117,Tioga,PA,1807899
42119,Union,PA,1915107
42121,Venango,PA,1751460
42123,Warren,PA,1309620
42125,Washington,PA,14420854
42127,Wayne,PA,2034681
42129,Westmoreland,PA,15395142
42131,Wyoming,PA,1425152
42133,York,PA,22246746
44001,Bristol,RI,1967028
44003,Kent,RI,10007195
44005,Newport,RI,6803707
44007,Providence,RI,36887913
44009,Washington,RI,7609612
45001,Abbeville,SC,572146
45003,Aiken,SC,7345821
45005,Allendale,SC,284568
45007,Anderson,SC,7846787
45009,Bamberg,SC,356168
45011,Barnwell,SC,481361
45013,Beaufort,SC,9791393
45015,Berkeley,SC,10329692
45017,Calhoun,SC,626831
45019,Charleston,SC,36832956
45021,Cherokee,SC,1808849
45023,Chester,SC,1204948
45025,Chesterfield,SC,1323355
45027,Clarendon,SC,689073
45029,Colleton,SC,1117962
45031,Darlington,SC,2634611
45033,Dillon,SC,740011
45035,Dorchester,SC,4991044
45037,Edgefield,SC,678491
45039,Fairfield,SC,1087273
45041,Florence,SC,7413412
45043,Georgetown,SC,2872657
45045,Greenville,SC,36190809
45047,Greenwood,SC,3449300
45049,Hampton,SC,501425
45051,Horry,SC,16167397
45053,Jasper,SC,1629861
45055,Kershaw,SC,2354372
45057,Lancaster,SC,3937432
45059,Laurens,SC,2264447
45061,Lee,SC,375774
45063,Lexington,SC,14243200
45065,Mccormick,SC,225469
45067,Marion,SC,626511
45069,Marlboro,SC,700936
45071,Newberry,SC,1370462
45073,Oconee,SC,4024526
45075,Orangeburg,SC,2793661
45077,Pickens,SC,4483099
45079,Richland,SC,28287154
45081,Saluda,SC,440581
45083,Spartanburg,SC,17043342
45085,Sumter,SC,4474617
45087,Union,SC,683562
45089,Williamsburg,SC,733565
45091,York,SC,14303098
46003,Aurora,SD,130895
46005,Beadle,SD,977507
46007,Bennett,SD,110108
46009,Bon Homme,SD,250724
46011,Brookings,SD,2327164
46013,Brown,SD,2430428
46015,Brule,SD,275363
46017,Buffalo,SD,83897
46019,Butte,SD,356038
46021,Campbell,SD,90529
46023,Charles Mix,SD,471756
46025,Clark,SD,265976
46027,Clay,SD,657925
46029,Codington,SD,1598686
46031,Corson,SD,87572
46033,Custer,SD,284816
46035,Davison,SD,1311195
46037,Day,SD,303801
46039,Deuel,SD,407190
46041,Dewey,SD,209408
46043,Douglas,SD,203930
46045,Edmunds,SD,236940
46047,Fall River,SD,252112
46049,Faulk,SD,140407
46051,Grant,SD,571921
46053,Gregory,SD,187122
46055,Haakon,SD,133431
46057,Hamlin,SD,298133
46059,Hand,SD,220780
46061,Hanson,SD,167282
46063,Harding,SD,47771
46065,Hughes,SD,1241140
46067,Hutchinson,SD,419324
46069,Hyde,SD,128025
46071,Jackson,SD,80596
46073,Jerauld,SD,182131
46075,Jones,SD,49429
46077,Kingsbury,SD,306528
46079,Lake,SD,688175
46081,Lawrence,SD,1398173
46083,Lincoln,SD,6433595
46085,Lyman,SD,171168
46087,Mccook,SD,293276
46089,Mcpherson,SD,109720
46091,Marshall,SD,299096
46093,Meade,SD,990261
46095,Mellette,SD,49568
46097,Miner,SD,143630
46099,Minnehaha,SD,16102745
46101,Moody,SD,349454
46102,Oglala Lakota,SD,330695
46103,Pennington,SD,6439764
46105,Perkins,SD,129277
46107,Potter,SD,124420
46109,Roberts,SD,405314
46111,Sanborn,SD,149987
46115,Spink,SD,467794
46117,Stanley,SD,132470
46119,Sully,SD,120642
46121,Todd,SD,241966
46123,Tripp,SD,266380
46125,Turner,SD,453668
46127,Union,SD,1807758
46129,Walworth,SD,249421
46135,Yankton,SD,1447160
46137,Ziebach,SD,57698
47001,Anderson,TN,5859999
47003,Bedford,TN,2038918
47005,Benton,TN,417183
47007,Bledsoe,TN,231803
47009,Blount,TN,7107696
47011,Bradley,TN,4940217
47013,Campbell,TN,1066445
47015,Cannon,TN,335016
47017,Carroll,TN,724378
47019,Carter,TN,1136349
47021,Cheatham,TN,1315792
47023,Chester,TN,400490
47025,Claiborne,TN,815844
47027,Clay,TN,171499
47029,Cocke,TN,834158
47031,Coffee,TN,3278510
47033,Crockett,TN,575253
47035,Cumberland,TN,1857446
47037,Davidson,TN,87529092
47039,Decatur,TN,329119
47041,Dekalb,TN,801376
47043,Dickson,TN,2191260
47045,Dyer,TN,1819040
47047,Fayette,TN,1520895
47049,Fentress,TN,515783
47051,Franklin,TN,1340328
47053,Gibson,TN,1541889
47055,Giles,TN,1262822
47057,Grainger,TN,515460
47059,Greene,TN,2507304
47061,Grundy,TN,241966
47063,Hamblen,TN,3623425
47065,Hamilton,TN,28980605
47067,Hancock,TN,109602
47069,Hardeman,TN,617377
47071,Hardin,TN,974495
47073,Hawkins,TN,1765249
47075,Haywood,TN,696049
47077,Henderson,TN,776437
47079,Henry,TN,1341486
47081,Hickman,TN,535683
47083,Houston,TN,156913
47085,Humphreys,TN,874018
47087,Jackson,TN,237289
47089,Jefferson,TN,1748540
47091,Johnson,TN,428972
47093,Knox,TN,32606852
47095,Lake,TN,130364
47097,Lauderdale,TN,679426
47099,Lawrence,TN,1148615
47101,Lewis,TN,341397
47103,Lincoln,TN,1180554
47105,Loudon,TN,2250466
47107,Mcminn,TN,2209004
47109,Mcnairy,TN,545111
47111,Macon,TN,577169
47113,Madison,TN,6482390
47115,Marion,TN,871426
47117,Marshall,TN,1341536
47119,Maury,TN,5380793
47121,Meigs,TN,270392
47123,Monroe,TN,1673666
47125,Montgomery,TN,7136059
47127,Moore,TN,539662
47129,Morgan,TN,363440
47131,Obion,TN,1325559
47133,Overton,TN,589862
47135,Perry,TN,177786
47137,Pickett,TN,127729
47139,Polk,TN,336680
47141,Putnam,TN,3953882
47143,Rhea,TN,1902669
47145,Roane,TN,2778540
47147,Robertson,TN,2717207
47149,Rutherford,TN,21075430
47151,Scott,TN,521423
47153,Sequatchie,TN,344804
47155,Sevier,TN,5409328
47157,Shelby,TN,67464637
47159,Smith,TN,732824
47161,Stewart,TN,678886
47163,Sullivan,TN,9106690
47165,Sumner,TN,8643412
47167,Tipton,TN,1322807
47169,Trousdale,TN,228068
47171,Unicoi,TN,620320
47173,Union,TN,354765
47175,Van Buren,TN,100836
47177,Warren,TN,1459788
47179,Washington,TN,6880895
47181,Wayne,TN,367892
47183,Weakley,TN,1110984
47185,White,TN,822183
47187,Williamson,TN,30283015
47189,Wilson,TN,7220226
48001,Anderson,TX,2164042
48003,Andrews,TX,4128580
48005,Angelina,TX,3512511
48007,Aransas,TX,786741
48009,Archer,TX,340087
48011,Armstrong,TX,64460
48013,Atascosa,TX,3586352
48015,Austin,TX,1701111
48017,Bailey,TX,442887
48019,Bandera,TX,402255
48021,Bastrop,TX,3126982
48023,Baylor,TX,173861
48025,Bee,TX,839512
48027,Bell,TX,19016076
48029,Bexar,TX,121391325
48031,Blanco,TX,543690
48033,Borden,TX,842749
48035,Bosque,TX,663413
48037,Bowie,TX,3865689
48039,Brazoria,TX,17329766
48041,Brazos,TX,12259102
48043,Brewster,TX,449881
48045,Briscoe,TX,110849
48047,Brooks,TX,285617
48049,Brown,TX,1488077
48051,Burleson,TX,1053186
48053,Burnet,TX,2111799
48055,Caldwell,TX,1091434
48057,Calhoun,TX,3556934
48059,Callahan,TX,409835
48061,Cameron,TX,12543033
48063,Camp,TX,409323
48065,Carson,TX,1001397
48067,Cass,TX,1115529
48069,Castro,TX,813526
48071,Chambers,TX,2999510
48073,Cherokee,TX,1527050
48075,Childress,TX,289231
48077,Clay,TX,261493
48079,Cochran,TX,233166
48081,Coke,TX,217130
48083,Coleman,TX,233132
48085,Collin,TX,87862787
48087,Collingsworth,TX,86573
48089,Colorado,TX,941964
48091,Comal,TX,8808711
48093,Comanche,TX,480878
48095,Concho,TX,237043
48097,Cooke,TX,2573852
48099,Coryell,TX,1790456
48101,Cottle,TX,109044
48103,Crane,TX,953582
48105,Crockett,TX,665993
48107,Crosby,TX,253146
48109,Culberson,TX,2996840
48111,Dallam,TX,809485
48113,Dallas,TX,304515038
48115,Dawson,TX,983397
48117,Deaf Smith,TX,1700261
48119,Delta,TX,112243
48121,Denton,TX,48275771
48123,Dewitt,TX,3451192
48125,Dickens,TX,104177
48127,Dimmit,TX,3291229
48129,Donley,TX,143417
48131,Duval,TX,326178
48133,Eastland,TX,766362
48135,Ector,TX,13041630
48137,Edwards,TX,81642
48139,Ellis,TX,7787990
48141,El Paso,TX,37936526
48143,Erath,TX,1807296
48145,Falls,TX,482157
48147,Fannin,TX,1058428
48149,Fayette,TX,1671127
48151,Fisher,TX,419352
48153,Floyd,TX,314213
48155,Foard,TX,108911
48157,Fort Bend,TX,36644969
48159,Franklin,TX,479858
48161,Freestone,TX,1012281
48163,Frio,TX,1263621
48165,Gaines,TX,1998582
48167,Galveston,TX,18778210
48169,Garza,TX,244219
48171,Gillespie,TX,1357895
48173,Glasscock,TX,3697934
48175,Goliad,TX,300533
48177,Gonzales,TX,2938995
48179,Gray,TX,1088436
48181,Grayson,TX,5883798
48183,Gregg,TX,8348898
48185,Grimes,TX,1158490
48187,Guadalupe,TX,10710792
48189,Hale,TX,1352516
48191,Hall,TX,95176
48193,Hamilton,TX,287600
48195,Hansford,TX,754715
48197,Hardeman,TX,221999
48199,Hardin,TX,1390239
48201,Harris,TX,429677330
48203,Harrison,TX,4379512
48205,Hartley,TX,875605
48207,Haskell,TX,383869
48209,Hays,TX,10939214
48211,Hemphill,TX,403534
48213,Henderson,TX,2004026
48215,Hidalgo,TX,23993556
48217,Hill,TX,1194810
48219,Hockley,TX,1698842
48221,Hood,TX,2788369
48223,Hopkins,TX,1889071
48225,Houston,TX,944423
48227,Howard,TX,9035206
48229,Hudspeth,TX,175870
48231,Hunt,TX,5173197
48233,Hutchinson,TX,5289528
48235,Irion,TX,916822
48237,Jack,TX,410804
48239,Jackson,TX,607084
48241,Jasper,TX,1047339
48243,Jeff Davis,TX,78615
48245,Jefferson,TX,18212967
48247,Jim Hogg,TX,174176
48249,Jim Wells,TX,1653705
48251,Johnson,TX,6669340
48253,Jones,TX,486136
48255,Karnes,TX,6153388
48257,Kaufman,TX,5029048
48259,Kendall,TX,2660925
48261,Kenedy,TX,242735
48263,Kent,TX,178909
48265,Kerr,TX,2474023
48267,Kimble,TX,158642
48269,King,TX,91216
48271,Kinney,TX,117967
48273,Kleberg,TX,1206495
48275,Knox,TX,262516
48277,Lamar,TX,2768182
48279,Lamb,TX,814152
48281,Lampasas,TX,555598
48283,La Salle,TX,3137796
48285,Lavaca,TX,1311739
48287,Lee,TX,891571
48289,Leon,TX,866668
48291,Liberty,TX,2512302
48293,Limestone,TX,1466241
48295,Lipscomb,TX,516972
48297,Live Oak,TX,1925832
48299,Llano,TX,896144
48301,Loving,TX,8297119
48303,Lubbock,TX,15144655
48305,Lynn,TX,346025
48307,Mcculloch,TX,366199
48309,Mclennan,TX,14070337
48311,Mcmullen,TX,1544293
48313,Madison,TX,563256
48315,Marion,TX,284063
48317,Martin,TX,11396694
48319,Mason,TX,133027
48321,Matagorda,TX,2418666
48323,Maverick,TX,2021842
48325,Medina,TX,1231255
48327,Menard,TX,52872
48329,Midland,TX,32680851
48331,Milam,TX,722426
48333,Mills,TX,305403
48335,Mitchell,TX,344793
48337,Montague,TX,646531
48339,Montgomery,TX,37046507
48341,Moore,TX,3294078
48343,Morris,TX,646714
48345,Motley,TX,44764
48347,Nacogdoches,TX,2812840
48349,Navarro,TX,1787748
48351,Newton,TX,485650
48353,Nolan,TX,1028173
48355,Nueces,TX,20228929
48357,Ochiltree,TX,926669
48359,Oldham,TX,345497
48361,Orange,TX,4084085
48363,Palo Pinto,TX,1044056
48365,Panola,TX,2167161
48367,Parker,TX,5661099
48369,Parmer,TX,1098454
48371,Pecos,TX,2337916
48373,Polk,TX,1418490
48375,Potter,TX,8972937
48377,Presidio,TX,259174
48379,Rains,TX,248778
48381,Randall,TX,4568173
48383,Reagan,TX,3318525
48385,Real,TX,80492
48387,Red River,TX,349007
48389,Reeves,TX,11630083
48391,Refugio,TX,408407
48393,Roberts,TX,181482
48395,Robertson,TX,2488311
48397,Rockwall,TX,5651827
48399,Runnels,TX,327446
48401,Rusk,TX,2415681
48403,Sabine,TX,290039
48405,San Augustine,TX,728045
48407,San Jacinto,TX,378294
48409,San Patricio,TX,3105839
48411,San Saba,TX,160287
48413,Schleicher,TX,133762
48415,Scurry,TX,1631028
48417,Shackelford,TX,315480
48419,Shelby,TX,1438094
48421,Sherman,TX,532950
48423,Smith,TX,12494743
48425,Somervell,TX,1417721
48427,Starr,TX,1295181
48429,Stephens,TX,380693
48431,Sterling,TX,240337
48433,Stonewall,TX,131368
48435,Sutton,TX,212690
48437,Swisher,TX,522307
48439,Tarrant,TX,133198886
48441,Taylor,TX,7371530
48443,Terrell,TX,56969
48445,Terry,TX,535517
48447,Throckmorton,TX,160434
48449,Titus,TX,2059600
48451,Tom Green,TX,6779617
48453,Travis,TX,159612559
48455,Trinity,TX,270492
48457,Tyler,TX,533217
48459,Upshur,TX,857281
48461,Upton,TX,5905832
48463,Uvalde,TX,963594
48465,Val Verde,TX,1902952
48467,Van Zandt,TX,1441503
48469,Victoria,TX,4842038
48471,Walker,TX,2418498
48473,Waller,TX,4098626
48475,Ward,TX,3823574
48477,Washington,TX,2548166
48479,Webb,TX,12970009
48481,Wharton,TX,2136467
48483,Wheeler,TX,373920
48485,Wichita,TX,6048425
48487,Wilbarger,TX,815120
48489,Willacy,TX,566964
48491,Williamson,TX,32638884
48493,Wilson,TX,1378529
48495,Winkler,TX,1655686
48497,Wise,TX,3521247
48499,Wood,TX,1582826
48501,Yoakum,TX,1983345
48503,Young,TX,1152963
48505,Zapata,TX,586267
48507,Zavala,TX,804738
49001,Beaver,UT,379405
49003,Box Elder,UT,2876086
49005,Cache,UT,6711750
49007,Carbon,UT,908617
49009,Daggett,UT,118162
49011,Davis,UT,17748951
49013,Duchesne,UT,1470702
49015,Emery,UT,1132946
49017,Garfield,UT,343301
49019,Grand,UT,701658
49021,Iron,UT,2363564
49023,Juab,UT,739859
49025,Kane,UT,437169
49027,Millard,UT,1018500
49029,Morgan,UT,398655
49031,Piute,UT,86501
49033,Rich,UT,175483
49035,Salt Lake,UT,115710942
49037,San Juan,UT,554674
49039,Sanpete,UT,1098174
49041,Sevier,UT,1256748
49043,Summit,UT,4604128
49045,Tooele,UT,2262344
49047,Uintah,UT,2139540
49049,Utah,UT,36622568
49051,Wasatch,UT,1411532
49053,Washington,UT,8419791
49055,Wayne,UT,121441
49057,Weber,UT,13684763
50001,Addison,VT,1738560
50003,Bennington,VT,1774058
50005,Caledonia,VT,1187883
50007,Chittenden,VT,13103601
50009,Essex,VT,135891
50011,Franklin,VT,2066969
50013,Grand Isle,VT,184552
50015,Lamoille,VT,1252525
50017,Orange,VT,844815
50019,Orleans,VT,1110896
50021,Rutland,VT,2765476
50023,Washington,VT,3942358
50025,Windham,VT,2315994
50027,Windsor,VT,2832949
51001,Accomack,VA,1527485
51007,Amelia,VA,293573
51009,Amherst,VA,803284
51011,Appomattox,VA,343895
51013,Arlington,VA,41158444
51017,Bath,VA,239209
51021,Bland,VA,201803
51023,Botetourt,VA,1444344
51025,Brunswick,VA,723317
51027,Buchanan,VA,1078802
51029,Buckingham,VA,505722
51033,Caroline,VA,867160
51036,Charles,VA,225215
51037,Charlotte,VA,291665
51041,Chesterfield,VA,17808290
51043,Clarke,VA,471665
51045,Craig,VA,111009
51047,Culpeper,VA,2035967
51049,Cumberland,VA,164787
51051,Dickenson,VA,592237
51057,Essex,VA,406029
51061,Fauquier,VA,3022166
51063,Floyd,VA,415737
51065,Fluvanna,VA,889257
51071,Giles,VA,709814
51073,Gloucester,VA,972811
51075,Goochland,VA,3108922
51077,Grayson,VA,297135
51079,Greene,VA,501088
51083,Halifax,VA,1177655
51085,Hanover,VA,6762622
51087,Henrico,VA,29493660
51091,Highland,VA,72506
51093,Isle Of Wight,VA,1615648
51097,King And Queen,VA,140381
51099,King George,VA,2230476
51101,King William,VA,529550
