fips,county,state_abb,gdp_2023
20119,Meade,KS,224946
20121,Miami,KS,1071145
20123,Mitchell,KS,536474
20125,Montgomery,KS,2037902
20127,Morris,KS,208496
20129,Morton,KS,151360
20131,Nemaha,KS,491989
20133,Neosho,KS,612619
20135,Ness,KS,212760
20137,Norton,KS,310436
20139,Osage,KS,317349
20141,Osborne,KS,198611
20143,Ottawa,KS,134837
20145,Pawnee,KS,285582
20147,Phillips,KS,413878
20149,Pottawatomie,KS,1191831
20151,Pratt,KS,574584
20153,Rawlins,KS,129470
20155,Reno,KS,2661870
20157,Republic,KS,219863
20159,Rice,KS,673956
20161,Riley,KS,2986995
20163,Rooks,KS,217986
20165,Rush,KS,153710
20167,Russell,KS,304424
20169,Saline,KS,2951984
20171,Scott,KS,380077
20173,Sedgwick,KS,32926595
20175,Seward,KS,1285571
20177,Shawnee,KS,11062377
20179,Sheridan,KS,182027
20181,Sherman,KS,322253
20183,Smith,KS,195493
20185,Stafford,KS,203654
20187,Stanton,KS,187303
20189,Stevens,KS,334599
20191,Sumner,KS,738340
20193,Thomas,KS,689630
20195,Trego,KS,182719
20197,Wabaunsee,KS,139826
20199,Wallace,KS,81315
20201,Washington,KS,204458
20203,Wichita,KS,231735
20205,Wilson,KS,323292
20207,Woodson,KS,81730
20209,Wyandotte,KS,11587330
21001,Adair,KY,401269
21003,Allen,KY,470693
21005,Anderson,KY,587853
21007,Ballard,KY,262736
21009,Barren,KY,1393900
21011,Bath,KY,205484
21013,Bell,KY,746751
21015,Boone,KY,12390860
21017,Bourbon,KY,922480
21019,Boyd,KY,2906677
21021,Boyle,KY,1326937
21023,Bracken,KY,171819
21025,Breathitt,KY,234667
21027,Breckinridge,KY,376576
21029,Bullitt,KY,2663712
21031,Butler,KY,311477
21033,Caldwell,KY,419651
21035,Calloway,KY,1423963
21037,Campbell,KY,3781082
21039,Carlisle,KY,188897
21041,Carroll,KY,1869655
21043,Carter,KY,504300
21045,Casey,KY,344675
21047,Christian,KY,6064788
21049,Clark,KY,1534534
21051,Clay,KY,359732
21053,Clinton,KY,319516
21055,Crittenden,KY,188434
21057,Cumberland,KY,180698
21059,Daviess,KY,4652119
21061,Edmonson,KY,186493
21063,Elliott,KY,84941
21065,Estill,KY,234918
21067,Fayette,KY,22149133
21069,Fleming,KY,326112
21071,Floyd,KY,1096792
21073,Franklin,KY,3439911
21075,Fulton,KY,222797
21077,Gallatin,KY,394823
21079,Garrard,KY,295918
21081,Grant,KY,575458
21083,Graves,KY,1290645
21085,Grayson,KY,723147
21087,Green,KY,164384
21089,Greenup,KY,805423
21091,Hancock,KY,878191
21093,Hardin,KY,5739094
21095,Harlan,KY,568524
21097,Harrison,KY,535178
21099,Hart,KY,598024
21101,Henderson,KY,2171778
21103,Henry,KY,343437
21105,Hickman,KY,188438
21107,Hopkins,KY,1912179
21109,Jackson,KY,167968
21111,Jefferson,KY,60907816
21113,Jessamine,KY,2177706
21115,Johnson,KY,451049
21117,Kenton,KY,9608875
21119,Knott,KY,209998
21121,Knox,KY,641557
21123,Larue,KY,219291
21125,Laurel,KY,2274446
21127,Lawrence,KY,411484
21129,Lee,KY,133745
21131,Leslie,KY,152009
21133,Letcher,KY,407657
21135,Lewis,KY,198358
21137,Lincoln,KY,437831
21139,Livingston,KY,328823
21141,Logan,KY,1142686
21143,Lyon,KY,246162
21145,Mccracken,KY,5106986
21147,Mccreary,KY,261087
21149,Mclean,KY,230147
21151,Madison,KY,3358458
21153,Magoffin,KY,154012
21155,Marion,KY,934829
21157,Marshall,KY,1394413
21159,Martin,KY,193927
21161,Mason,KY,1257681
21163,Meade,KY,666561
21165,Menifee,KY,92195
21167,Mercer,KY,835839
21169,Metcalfe,KY,198137
21171,Monroe,KY,310862
21173,Montgomery,KY,1072007
21175,Morgan,KY,282920
21177,Muhlenberg,KY,1167632
21179,Nelson,KY,1770249
21181,Nicholas,KY,91829
21183,Ohio,KY,832071
21185,Oldham,KY,2148045
21187,Owen,KY,184031
21189,Owsley,KY,56263
21191,Pendleton,KY,301659
21193,Perry,KY,999213
21195,Pike,KY,1982514
21197,Powell,KY,242937
21199,Pulaski,KY,2329999
21201,Robertson,KY,30228
21203,Rockcastle,KY,366269
21205,Rowan,KY,821901
21207,Russell,KY,778889
21209,Scott,KY,3471923
21211,Shelby,KY,1757529
21213,Simpson,KY,1047507
21215,Spencer,KY,318849
21217,Taylor,KY,853935
21219,Todd,KY,408628
21221,Trigg,KY,296525
21223,Trimble,KY,520857
21225,Union,KY,823576
21227,Warren,KY,8637440
21229,Washington,KY,340036
21231,Wayne,KY,412747
21233,Webster,KY,361871
21235,Whitley,KY,1148490
21237,Wolfe,KY,122956
21239,Woodford,KY,1154397
22001,Acadia,LA,1554051
22003,Allen,LA,744574
22005,Ascension,LA,9397317
22007,Assumption,LA,504452
22009,Avoyelles,LA,949990
22011,Beauregard,LA,1415291
22013,Bienville,LA,658673
22015,Bossier,LA,5719967
22017,Caddo,LA,14118726
22019,Calcasieu,LA,13869163
22021,Caldwell,LA,187609
22023,Cameron,LA,733161
22025,Catahoula,LA,183886
22027,Claiborne,LA,384953
22029,Concordia,LA,586711
22031,De Soto,LA,2694250
22033,East Baton Rouge,LA,35303037
22035,East Carroll,LA,124236
22037,East Feliciana,LA,512387
22039,Evangeline,LA,936274
22041,Franklin,LA,497508
22043,Grant,LA,426166
22045,Iberia,LA,2831501
22047,Iberville,LA,2473237
22049,Jackson,LA,435954
22051,Jefferson,LA,24410200
22053,Jefferson Davis,LA,782510
22055,Lafayette,LA,15460525
22057,Lafourche,LA,4364179
22059,La Salle,LA,485221
22061,Lincoln,LA,2076857
22063,Livingston,LA,3321450
22065,Madison,LA,345978
22067,Morehouse,LA,557512
22069,Natchitoches,LA,1487520
22071,Orleans,LA,23805024
22073,Ouachita,LA,7254241
22075,Plaquemines,LA,2689374
22077,Pointe Coupee,LA,784186
22079,Rapides,LA,5658355
22081,Red River,LA,786153
22083,Richland,LA,667505
22085,Sabine,LA,1064109
22087,St. Bernard,LA,1239124
22089,St. Charles,LA,8921067
22091,St. Helena,LA,205351
22093,St. James,LA,2423056
22095,St. John The Baptist,LA,2781487
22097,St. Landry,LA,2382202
22099,St. Martin,LA,1417857
22101,St. Mary,LA,2877217
22103,St. Tammany,LA,13057249
22105,Tangipahoa,LA,4756791
22107,Tensas,LA,109470
22109,Terrebonne,LA,5525959
22111,Union,LA,504199
22113,Vermilion,LA,1374251
22115,Vernon,LA,2048619
22117,Washington,LA,1113274
22119,Webster,LA,1132725
22121,West Baton Rouge,LA,1549862
22123,West Carroll,LA,176848
22125,West Feliciana,LA,870155
22127,Winn,LA,568235
23001,Androscoggin,ME,5383444
23003,Aroostook,ME,2570781
23005,Cumberland,ME,26732301
23007,Franklin,ME,1138827
23009,Hancock,ME,2738772
23011,Kennebec,ME,6534809
23013,Knox,ME,2021203
23015,Lincoln,ME,1375392
23017,Oxford,ME,1912837
23019,Penobscot,ME,7231746
23021,Piscataquis,ME,643090
23023,Sagadahoc,ME,2398061
23025,Somerset,ME,1802108
23027,Waldo,ME,1533828
23029,Washington,ME,1106320
23031,York,ME,10112682
24001,Allegany,MD,2686150
24003,Anne Arundel,MD,52855578
24005,Baltimore,MD,56988352
24009,Calvert,MD,4437122
24011,Caroline,MD,1178947
24013,Carroll,MD,6678160
24015,Cecil,MD,5480881
24017,Charles,MD,6092222
24019,Dorchester,MD,1321022
24021,Frederick,MD,15401837
24023,Garrett,MD,1312205
24025,Harford,MD,13702502
24027,Howard,MD,30108718
24029,Kent,MD,970030
24031,Montgomery,MD,95022737
24033,Prince George's,MD,48649645
24035,Queen Anne's,MD,2077194
24037,St. Mary's,MD,8198447
24039,Somerset,MD,797479
24041,Talbot,MD,2119369
24043,Washington,MD,7232578
24045,Wicomico,MD,5451770
24047,Worcester,MD,2957157
24510,Baltimore City,MD,51151033
25001,Barnstable,MA,14483670
25003,Berkshire,MA,7240663
25005,Bristol,MA,27170801
25007,Dukes,MA,1596463
25009,Essex,MA,48080288
25011,Franklin,MA,2988888
25013,Hampden,MA,23113491
25015,Hampshire,MA,7823339
25017,Middlesex,MA,197209394
25019,Nantucket,MA,1519088
25021,Norfolk,MA,58088322
25023,Plymouth,MA,27762507
25025,Suffolk,MA,151981903
25027,Worcester,MA,46807136
26001,Alcona,MI,222259
26003,Alger,MI,262200
26005,Allegan,MI,5103112
26007,Alpena,MI,1153565
26009,Antrim,MI,630545
26011,Arenac,MI,437524
26013,Baraga,MI,300212
26015,Barry,MI,1704288
26017,Bay,MI,3628109
26019,Benzie,MI,564663
26021,Berrien,MI,7361870
26023,Branch,MI,1446933
26025,Calhoun,MI,7197440
26027,Cass,MI,1588802
26029,Charlevoix,MI,1328042
26031,Cheboygan,MI,677824
26033,Chippewa,MI,1271133
26035,Clare,MI,1243321
26037,Clinton,MI,2441540
26039,Crawford,MI,453997
26041,Delta,MI,1221115
26043,Dickinson,MI,1369976
26045,Eaton,MI,6091867
26047,Emmet,MI,1966880
26049,Genesee,MI,16090544
26051,Gladwin,MI,470332
26053,Gogebic,MI,484235
26055,Grand Traverse,MI,5782816
26057,Gratiot,MI,1561141
26059,Hillsdale,MI,1872509
26061,Houghton,MI,1212067
26063,Huron,MI,1645881
26065,Ingham,MI,18899392
26067,Ionia,MI,1891422
26069,Iosco,MI,958526
26071,Iron,MI,327128
26073,Isabella,MI,2548155
26075,Jackson,MI,6909361
26077,Kalamazoo,MI,16666024
26079,Kalkaska,MI,619912
26081,Kent,MI,46488276
26083,Keweenaw,MI,63374
26085,Lake,MI,215175
26087,Lapeer,MI,2432790
26089,Leelanau,MI,848712
26091,Lenawee,MI,3414233
26093,Livingston,MI,7752182
26095,Luce,MI,165173
26097,Mackinac,MI,521059
26099,Macomb,MI,42989560
26101,Manistee,MI,886312
26103,Marquette,MI,2895594
26105,Mason,MI,1029011
26107,Mecosta,MI,1323440
26109,Menominee,MI,744697
26111,Midland,MI,6344935
26113,Missaukee,MI,453918
26115,Monroe,MI,6247886
26117,Montcalm,MI,1684145
26119,Montmorency,MI,247552
26121,Muskegon,MI,6493351
26123,Newaygo,MI,1621830
26125,Oakland,MI,114874085
26127,Oceana,MI,655313
26129,Ogemaw,MI,550920
26131,Ontonagon,MI,136639
26133,Osceola,MI,804299
26135,Oscoda,MI,231107
26137,Otsego,MI,1179916
26139,Ottawa,MI,16152381
26141,Presque Isle,MI,377642
26143,Roscommon,MI,632223
26145,Saginaw,MI,8934115
26147,St. Clair,MI,6038254
26149,St. Joseph,MI,2232753
26151,Sanilac,MI,1288840
26153,Schoolcraft,MI,278352
26155,Shiawassee,MI,1848724
26157,Tuscola,MI,1437917
26159,Van Buren,MI,2626677
26161,Washtenaw,MI,27760301
26163,Wayne,MI,102394962
26165,Wexford,MI,1364403
27001,Aitkin,MN,480680
27003,Anoka,MN,15877005
27005,Becker,MN,1488619
27007,Beltrami,MN,1910450
27009,Benton,MN,1805140
27011,Big Stone,MN,229850
27013,Blue Earth,MN,4174644
27015,Brown,MN,1475880
27017,Carlton,MN,1371032
27019,Carver,MN,6058226
27021,Cass,MN,1053009
27023,Chippewa,MN,571377
27025,Chisago,MN,1729463
27027,Clay,MN,2199170
27029,Clearwater,MN,301698
27031,Cook,MN,294725
27033,Cottonwood,MN,635748
27035,Crow Wing,MN,3007898
27037,Dakota,MN,27844109
27039,Dodge,MN,794032
27041,Douglas,MN,2083663
27043,Faribault,MN,551249
27045,Fillmore,MN,680710
27047,Freeborn,MN,1281661
27049,Goodhue,MN,2865729
27051,Grant,MN,259855
27053,Hennepin,MN,153162816
27055,Houston,MN,591568
27057,Hubbard,MN,753919
27059,Isanti,MN,1196217
27061,Itasca,MN,2128986
27063,Jackson,MN,614284
27065,Kanabec,MN,390906
27067,Kandiyohi,MN,2208229
27069,Kittson,MN,211484
27071,Koochiching,MN,496496
27073,Lac Qui Parle,MN,325390
27075,Lake,MN,516864
27077,Lake Of The Woods,MN,190748
27079,Le Sueur,MN,978654
27081,Lincoln,MN,437918
27083,Lyon,MN,1593208
27085,Mcleod,MN,1779165
27087,Mahnomen,MN,180406
27089,Marshall,MN,384573
27091,Martin,MN,936718
27093,Meeker,MN,1279906
27095,Mille Lacs,MN,861629
27097,Morrison,MN,1126406
27099,Mower,MN,2370640
27101,Murray,MN,496383
27103,Nicollet,MN,1495660
27105,Nobles,MN,1284714
27107,Norman,MN,192057
27109,Olmsted,MN,12632373
27111,Otter Tail,MN,2456540
27113,Pennington,MN,1981924
27115,Pine,MN,702512
27117,Pipestone,MN,683865
27119,Polk,MN,1265187
27121,Pope,MN,524630
27123,Ramsey,MN,44416566
27125,Red Lake,MN,176908
27127,Redwood,MN,1057182
27129,Renville,MN,774751
27131,Rice,MN,2994454
27133,Rock,MN,654896
27135,Roseau,MN,1288795
27137,St. Louis,MN,11012246
27139,Scott,MN,7791777
27141,Sherburne,MN,3483095
27143,Sibley,MN,460320
27145,Stearns,MN,9293477
27147,Steele,MN,2223494
27149,Stevens,MN,531993
27151,Swift,MN,571031
27153,Todd,MN,820970
27155,Traverse,MN,241941
27157,Wabasha,MN,763145
27159,Wadena,MN,527522
27161,Waseca,MN,872591
27163,Washington,MN,12783370
27165,Watonwan,MN,442393
27167,Wilkin,MN,357795
27169,Winona,MN,2301208
27171,Wright,MN,5162637
27173,Yellow Medicine,MN,561042
28001,Adams,MS,958252
28003,Alcorn,MS,1278826
28005,Amite,MS,299151
28007,Attala,MS,531911
28009,Benton,MS,326061
28011,Bolivar,MS,1080532
28013,Calhoun,MS,277419
28015,Carroll,MS,101956
28017,Chickasaw,MS,415484
28019,Choctaw,MS,672920
28021,Claiborne,MS,753089
28023,Clarke,MS,292827
28025,Clay,MS,535009
28027,Coahoma,MS,670009
28029,Copiah,MS,724176
28031,Covington,MS,737305
28033,Desoto,MS,7078157
28035,Forrest,MS,3747996
28037,Franklin,MS,207644
28039,George,MS,510548
28041,Greene,MS,183330
28043,Grenada,MS,892512
28045,Hancock,MS,1828268
28047,Harrison,MS,9741404
28049,Hinds,MS,12174864
28051,Holmes,MS,266001
28053,Humphreys,MS,187507
28055,Issaquena,MS,27998
28057,Itawamba,MS,616532
28059,Jackson,MS,7391018
28061,Jasper,MS,470877
28063,Jefferson,MS,97447
28065,Jefferson Davis,MS,184586
28067,Jones,MS,2958184
28069,Kemper,MS,286202
28071,Lafayette,MS,2364876
28073,Lamar,MS,2132030
28075,Lauderdale,MS,3541660
28077,Lawrence,MS,348875
28079,Leake,MS,622007
28081,Lee,MS,5020893
28083,Leflore,MS,1152844
28085,Lincoln,MS,1167545
28087,Lowndes,MS,3253802
28089,Madison,MS,7803969
28091,Marion,MS,817294
28093,Marshall,MS,862414
28095,Monroe,MS,940091
28097,Montgomery,MS,202257
28099,Neshoba,MS,1113354
28101,Newton,MS,538509
28103,Noxubee,MS,251454
28105,Oktibbeha,MS,2003967
28107,Panola,MS,1104627
28109,Pearl River,MS,1141163
28111,Perry,MS,293559
28113,Pike,MS,1168457
28115,Pontotoc,MS,938689
28117,Prentiss,MS,602847
28119,Quitman,MS,98841
28121,Rankin,MS,7607143
28123,Scott,MS,1069790
28125,Sharkey,MS,104614
28127,Simpson,MS,642787
28129,Smith,MS,383376
28131,Stone,MS,434561
28133,Sunflower,MS,712284
28135,Tallahatchie,MS,310903
28137,Tate,MS,576604
28139,Tippah,MS,663012
28141,Tishomingo,MS,659740
28143,Tunica,MS,624648
28145,Union,MS,1153362
28147,Walthall,MS,262864
28149,Warren,MS,2434014
28151,Washington,MS,1398082
28153,Wayne,MS,623060
28155,Webster,MS,218842
28157,Wilkinson,MS,148521
28159,Winston,MS,498271
28161,Yalobusha,MS,312425
28163,Yazoo,MS,763175
29001,Adair,MO,856741
29003,Andrew,MO,308512
29005,Atchison,MO,389756
29007,Audrain,MO,922972
29009,Barry,MO,1588323
29011,Barton,MO,409870
29013,Bates,MO,456676
29015,Benton,MO,458360
29017,Bollinger,MO,167618
29019,Boone,MO,10266814
29021,Buchanan,MO,5019640
29023,Butler,MO,1538188
29025,Caldwell,MO,222603
29027,Callaway,MO,1925497
29029,Camden,MO,1733853
29031,Cape Girardeau,MO,4292056
29033,Carroll,MO,338477
29035,Carter,MO,127607
29037,Cass,MO,3032459
29039,Cedar,MO,322563
29041,Chariton,MO,296937
29043,Christian,MO,1969109
29045,Clark,MO,166743
29047,Clay,MO,13854366
29049,Clinton,MO,414136
29051,Cole,MO,5729719
29053,Cooper,MO,490033
29055,Crawford,MO,738930
29057,Dade,MO,196059
29059,Dallas,MO,297278
29061,Daviess,MO,175469
29063,Dekalb,MO,317276
29065,Dent,MO,374432
29067,Douglas,MO,220231
29069,Dunklin,MO,735340
29071,Franklin,MO,5001462
29073,Gasconade,MO,460229
29075,Gentry,MO,217487
29077,Greene,MO,18534513
29079,Grundy,MO,303454
29081,Harrison,MO,243180
29083,Henry,MO,795071
29085,Hickory,MO,178552
29087,Holt,MO,191196
29089,Howard,MO,227665
29091,Howell,MO,1363953
29093,Iron,MO,357416
29095,Jackson,MO,51267431
29097,Jasper,MO,5489065
29099,Jefferson,MO,5124802
29101,Johnson,MO,1968735
29103,Knox,MO,131760
29105,Laclede,MO,1654847
29107,Lafayette,MO,879153
29109,Lawrence,MO,947786
29111,Lewis,MO,245245
29113,Lincoln,MO,1368075
29115,Linn,MO,404525
29117,Livingston,MO,563493
29119,Mcdonald,MO,789415
29121,Macon,MO,613023
29123,Madison,MO,280456
29125,Maries,MO,188998
29127,Marion,MO,1249377
29129,Mercer,MO,106381
29131,Miller,MO,735707
29133,Mississippi,MO,323478
29135,Moniteau,MO,481732
29137,Monroe,MO,238019
29139,Montgomery,MO,366081
29141,Morgan,MO,579947
29143,New Madrid,MO,993448
29145,Newton,MO,2207312
29147,Nodaway,MO,750826
29149,Oregon,MO,210889
29151,Osage,MO,430951
29153,Ozark,MO,150006
29155,Pemiscot,MO,449499
29157,Perry,MO,903069
29159,Pettis,MO,2479925
29161,Phelps,MO,1680273
29163,Pike,MO,553471
29165,Platte,MO,7648431
29167,Polk,MO,917541
29169,Pulaski,MO,2335292
29171,Putnam,MO,133505
29173,Ralls,MO,673421
29175,Randolph,MO,1281782
29177,Ray,MO,504120
29179,Reynolds,MO,205807
29181,Ripley,MO,216308
29183,St. Charles,MO,20406941
29185,St. Clair,MO,201731
29186,Ste. Genevieve,MO,638568
29187,St. Francois,MO,1765541
29189,St. Louis,MO,91847187
29195,Saline,MO,1000245
29197,Schuyler,MO,142274
29199,Scotland,MO,177598
29201,Scott,MO,1718224
29203,Shannon,MO,143648
29205,Shelby,MO,186679
29207,Stoddard,MO,1058173
29209,Stone,MO,794340
29211,Sullivan,MO,473531
29213,Taney,MO,2824240
29215,Texas,MO,550422
29217,Vernon,MO,875575
29219,Warren,MO,890041
29221,Washington,MO,411747
29223,Wayne,MO,216356
29225,Webster,MO,879885
29227,Worth,MO,52039
29229,Wright,MO,456789
29510,St. Louis City,MO,31984683
30001,Beaverhead,MT,455642
30003,Big Horn,MT,873733
30005,Blaine,MT,196233
30007,Broadwater,MT,210880
30009,Carbon,MT,384861
30011,Carter,MT,43096
30013,Cascade,MT,4179787
30015,Chouteau,MT,331841
30017,Custer,MT,500517
30019,Daniels,MT,97576
30021,Dawson,MT,396732
30023,Deer Lodge,MT,331833
30025,Fallon,MT,202524
30027,Fergus,MT,507457
30029,Flathead,MT,5290713
30031,Gallatin,MT,8543217
30033,Garfield,MT,48085
30035,Glacier,MT,543718
30037,Golden Valley,MT,25397
30039,Granite,MT,116300
30041,Hill,MT,820598
30043,Jefferson,MT,276561
30045,Judith Basin,MT,100511
30047,Lake,MT,918822
30049,Lewis And Clark,MT,4171390
30051,Liberty,MT,257262
30053,Lincoln,MT,634094
30055,Mccone,MT,82820
30057,Madison,MT,546777
30059,Meagher,MT,70393
30061,Mineral,MT,111031
30063,Missoula,MT,6623001
30065,Musselshell,MT,337296
30067,Park,MT,661029
30069,Petroleum,MT,17007
30071,Phillips,MT,129651
30073,Pondera,MT,301426
30075,Powder River,MT,129240
30077,Powell,MT,259064
30079,Prairie,MT,43514
30081,Ravalli,MT,1347507
30083,Richland,MT,986153
30085,Roosevelt,MT,436153
30087,Rosebud,MT,758297
30089,Sanders,MT,376212
30091,Sheridan,MT,166278
30093,Silver Bow,MT,1645474
30095,Stillwater,MT,539528
30097,Sweet Grass,MT,208458
30099,Teton,MT,293022
30101,Toole,MT,409543
30103,Treasure,MT,78837
30105,Valley,MT,304515
30107,Wheatland,MT,79502
30109,Wibaux,MT,43450
30111,Yellowstone,MT,9993308
31001,Adams,NE,2113723
31003,Antelope,NE,642726
31005,Arthur,NE,21940
31007,Banner,NE,39459
31009,Blaine,NE,32659
31011,Boone,NE,471551
31013,Box Butte,NE,506576
31015,Boyd,NE,115696
31017,Brown,NE,207267
31019,Buffalo,NE,3785265
31021,Burt,NE,323323
31023,Butler,NE,426354
31025,Cass,NE,866098
31027,Cedar,NE,468107
31029,Chase,NE,330167
31031,Cherry,NE,336749
31033,Cheyenne,NE,507054
31035,Clay,NE,368017
31037,Colfax,NE,815745
31039,Cuming,NE,846103
31041,Custer,NE,762617
31043,Dakota,NE,1821446
31045,Dawes,NE,285030
31047,Dawson,NE,1720014
31049,Deuel,NE,80904
31051,Dixon,NE,367960
31053,Dodge,NE,2382098
31055,Douglas,NE,56371635
31057,Dundy,NE,177606
31059,Fillmore,NE,424740
31061,Franklin,NE,115265
31063,Frontier,NE,132711
31065,Furnas,NE,336094
31067,Gage,NE,1151648
31069,Garden,NE,77513
31071,Garfield,NE,87380
31073,Gosper,NE,112057
31075,Grant,NE,30885
31077,Greeley,NE,133892
31079,Hall,NE,3988044
31081,Hamilton,NE,716614
31083,Harlan,NE,196595
31085,Hayes,NE,87710
31087,Hitchcock,NE,176749
31089,Holt,NE,680966
31091,Hooker,NE,30364
31093,Howard,NE,236808
31095,Jefferson,NE,469343
31097,Johnson,NE,204420
31099,Kearney,NE,412674
31101,Keith,NE,406061
31103,Keya Paha,NE,33771
31105,Kimball,NE,193315
31107,Knox,NE,666307
31109,Lancaster,NE,21955532
31111,Lincoln,NE,2457678
31113,Logan,NE,33752
31115,Loup,NE,36037
31117,Mcpherson,NE,28502
31119,Madison,NE,2455983
31121,Merrick,NE,410324
31123,Morrill,NE,328848
31125,Nance,NE,186062
31127,Nemaha,NE,794929
31129,Nuckolls,NE,331762
31131,Otoe,NE,1308857
31133,Pawnee,NE,130294
31135,Perkins,NE,308570
31137,Phelps,NE,836665
31139,Pierce,NE,515750
31141,Platte,NE,2910897
31143,Polk,NE,325996
31145,Red Willow,NE,594981
31147,Richardson,NE,372164
31149,Rock,NE,93325
31151,Saline,NE,1031630
31153,Sarpy,NE,10233381
31155,Saunders,NE,832137
31157,Scotts Bluff,NE,1762543
31159,Seward,NE,821696
31161,Sheridan,NE,318938
31163,Sherman,NE,128721
31165,Sioux,NE,73906
31167,Stanton,NE,419877
31169,Thayer,NE,434411
31171,Thomas,NE,33717
31173,Thurston,NE,521171
31175,Valley,NE,304033
31177,Washington,NE,1463457
31179,Wayne,NE,627669
31181,Webster,NE,322433
31183,Wheeler,NE,90116
31185,York,NE,976164
32001,Churchill,NV,1206361
32003,Clark,NV,142816754
32005,Douglas,NV,2863058
32007,Elko,NV,2707880
32009,Esmeralda,NV,40965
32011,Eureka,NV,1064756
32013,Humboldt,NV,1330770
32015,Lander,NV,725875
32017,Lincoln,NV,153422
32019,Lyon,NV,1762249
32021,Mineral,NV,202174
32023,Nye,NV,1904930
32027,Pershing,NV,298294
32029,Storey,NV,1999430
32031,Washoe,NV,32124910
32033,White Pine,NV,613339
32510,Carson,NV,3836985
33001,Belknap,NH,3077600
33003,Carroll,NH,2436876
33005,Cheshire,NH,4022553
33007,Coos,NH,1363574
33009,Grafton,NH,7710924
33011,Hillsborough,NH,30476161
33013,Merrimack,NH,10392468
33015,Rockingham,NH,25975284
33017,Strafford,NH,6441921
33019,Sullivan,NH,1585384
34001,Atlantic,NJ,15025707
34003,Bergen,NJ,82441222
34005,Burlington,NJ,31563624
34007,Camden,NJ,26562641
34009,Cape May,NJ,6149852
34011,Cumberland,NJ,6438499
34013,Essex,NJ,58829083
34015,Gloucester,NJ,14406711
34017,Hudson,NJ,51368280
34019,Hunterdon,NJ,7850163
34021,Mercer,NJ,44411940
34023,Middlesex,NJ,69474434
34025,Monmouth,NJ,41526595
34027,Morris,NJ,60193319
34029,Ocean,NJ,24123172
34031,Passaic,NJ,22059977
34033,Salem,NJ,6088692
34035,Somerset,NJ,45872054
34037,Sussex,NJ,5375269
34039,Union,NJ,39552133
34041,Warren,NJ,4654374
35001,Bernalillo,NM,41812954
35003,Catron,NM,111376
35005,Chaves,NM,2099721
35006,Cibola,NM,628390
35007,Colfax,NM,470242
35009,Curry,NM,3246156
35011,De Baca,NM,85891
35013,Doña Ana,NM,8537154
35015,Eddy,NM,8060199
35017,Grant,NM,1173131
35019,Guadalupe,NM,187534
35021,Harding,NM,36554
35023,Hidalgo,NM,200238
35025,Lea,NM,8531127
35027,Lincoln,NM,670461
35028,Los Alamos,NM,3085463
35029,Luna,NM,904129
35031,Mckinley,NM,2275793
35033,Mora,NM,113386
35035,Otero,NM,2901741
35037,Quay,NM,283466
35039,Rio Arriba,NM,1027897
35041,Roosevelt,NM,682041
35043,Sandoval,NM,4401759
35045,San Juan,NM,5389548
35047,San Miguel,NM,693123
35049,Santa Fe,NM,7512205
35051,Sierra,NM,311965
35053,Socorro,NM,521423
35055,Taos,NM,1076474
35057,Torrance,NM,595372
35059,Union,NM,128861
35061,Valencia,NM,1784303
36001,Albany,NY,35778797
36003,Allegany,NY,1431876
36005,Bronx,NY,44029337
36007,Broome,NY,9026669
36009,Cattaraugus,NY,2824181
36011,Cayuga,NY,3020680
36013,Chautauqua,NY,4804944
36015,Chemung,NY,3622588
36017,Chenango,NY,2299265
36019,Clinton,NY,3699091
36021,Columbia,NY,2630069
36023,Cortland,NY,1787841
36025,Delaware,NY,2298982
36027,Dutchess,NY,14979887
36029,Erie,NY,62943074
36031,Essex,NY,1698579
36033,Franklin,NY,2072656
36035,Fulton,NY,1858160
36037,Genesee,NY,2559396
36039,Greene,NY,2474797
36041,Hamilton,NY,235759
36043,Herkimer,NY,1715790
36045,Jefferson,NY,6434562
36047,Kings,NY,110580419
36049,Lewis,NY,1219155
36051,Livingston,NY,2266955
36053,Madison,NY,2430639
36055,Monroe,NY,48916577
36057,Montgomery,NY,1963503
36059,Nassau,NY,100089673
36061,New York,NY,797092203
36063,Niagara,NY,9964309
36065,Oneida,NY,11543357
36067,Onondaga,NY,32093789
36069,Ontario,NY,6448569
36071,Orange,NY,20713168
36073,Orleans,NY,1374839
36075,Oswego,NY,6694685
36077,Otsego,NY,2638483
36079,Putnam,NY,4048136
36081,Queens,NY,107263194
36083,Rensselaer,NY,11376791
36085,Richmond,NY,17638277
36087,Rockland,NY,18494167
36089,St. Lawrence,NY,4847243
36091,Saratoga,NY,11999733
36093,Schenectady,NY,9242724
36095,Schoharie,NY,1007395
36097,Schuyler,NY,538245
36099,Seneca,NY,1539323
36101,Steuben,NY,4723931
36103,Suffolk,NY,105751656
36105,Sullivan,NY,3341222
36107,Tioga,NY,1450217
36109,Tompkins,NY,6140288
36111,Ulster,NY,7959618
36113,Warren,NY,5068240
36115,Washington,NY,1949798
36117,Wayne,NY,3806726
36119,Westchester,NY,90241804
36121,Wyoming,NY,1760078
36123,Yates,NY,1012691
37001,Alamance,NC,6882150
37003,Alexander,NC,864265
37005,Alleghany,NC,300617
37007,Anson,NC,815053
37009,Ashe,NC,788125
37011,Avery,NC,646791
37013,Beaufort,NC,1797424
37015,Bertie,NC,596539
37017,Bladen,NC,1416967
