"FIPS","IDC_loss","IDC_econ_loss","IDC_job_loss","grant_funds","grant_funds_econ","overlap_loss","overlap_econ_loss","overlap_job_loss","overlap_loss_noself","overlap_econ_loss_noself","overlap_job_loss_noself","terminated_econ_loss"
"46041",35988.8,112839.883333333,0.30950368,645858,2025033.9375,0,0,0,0,0,0,NA
"46081",38120.9,119524.905208333,0.32783974,383091,1201149.90625,0,0,0,0,0,0,NA
"46099",3638576.65,11408453.8713542,31.29175919,15540143,48724823.3645833,0,0,0,0,0,0,NA
"46103",0,0,0,1046042,3279777.52083333,0,0,0,0,0,0,NA
"47001",330699.15,888153.043336184,3.43927116,1575481,4231242.33874908,0,0,0,0,0,0,NA
"47037",110378691.15,296559761.990838,1148.34973587,644936653,1732753891.23858,857023,2301691.99303689,8.9130392,0,0,0,13025155.3763376
"47065",51825.9,139187.93201808,0.53898936,396750,1065544.67994136,0,0,0,0,0,0,NA
"47093",1901888.05,5107868.16262521,19.77963572,12061085,32392249.416687,31631,84950.8349621305,0.3289624,0,0,0,2184093.64792939
"47149",74962.15,201324.56239311,0.77960636,625144,1678938.53408258,0,0,0,0,0,0,NA
"47157",34921527.3,93788147.7755314,363.18388392,157935959,424161778.400425,94470,253716.461031029,0.982488,0,0,0,1478373.88565844
"47167",121311.3,325803.680735402,1.26163752,1469316,3946116.816516,0,0,0,0,0,0,NA
"47179",1074394.95,2885484.11626558,11.17370748,5636376,15137518.4901051,84516.55,226984.650836795,0.87897212,0,0,0,1086026.82551918
"47183",0,0,0,88195,236863.80100171,0,0,0,0,0,0,NA
"48029",33344160.75,107664297.276996,410.133177225,186399779,601862538.064401,113687.1,367082.01543083,1.39835133,0,0,0,19819584.997112
"48039",0,0,0,702360,2267836.23083004,0,0,0,0,0,0,NA
"48041",15455309.1,49903340.0758261,190.10030193,89156787,287876575.80585,150418.2,485682.333470356,1.85014386,0,0,0,4911375.68383874
"48085",5041599.85,16278721.4550619,62.011678155,29475322,94815191.823428,0,0,0,0,0,0,174412.027282213
"48113",66006672.1,213127630.367473,811.88206683,312841039,1010126206.98034,788046.05,2544506.21298551,9.692966415,0,0,0,17508150.4694934
"48121",468549.75,1512890.96616601,5.763161925,3557865,11487919.5162055,0,0,0,0,0,0,0
"48135",107280.05,346394.419151515,1.319544615,457769,1478081.2169697,0,0,0,0,0,0,NA
"48141",3357436.3,10840759.274224,41.29646649,18731464,60481651.4546509,1260385.4,4069633.34319895,15.50274042,0,0,0,10023533.8848021
"48143",71725.4,231592.717111989,0.88222242,778980,2515233.02450593,0,0,0,0,0,0,NA
"48157",333645.75,1077302.12442688,4.103842725,3142719,10147462.8559684,0,0,0,0,0,0,NA
"48167",15258619.3,49268252.2936706,187.68101739,128434064,414698194.105507,460162.15,1485808.41139394,5.659994445,0,0,0,119431454.057929
"48201",157046976.45,506981570.64316,1931.068117055,821889356,2651279299.4336,597084.7,1927914.90906983,7.34414181,0,0,0,65538165.9450034
"48209",342626.05,1106298.43643742,4.214300415,3066343,9900853.90903821,0,0,0,0,0,0,2967493.60747088
"48215",2553445.1,8244768.08362582,31.40737473,14436702,46614379.875415,0,0,0,0,0,0,NA
"48273",175658.65,567180.720326746,2.160601395,1202186,3881714.45839262,0,0,0,0,0,0,NA
"48303",3806711.85,12291416.1594625,46.822555755,17807500,57498282.4769434,0,0,0,0,0,0,0
"48309",695880.5,2246914.70218709,8.55933015,6682680,21577572.5027668,30363.2,98039.1324163373,0.37346736,0,0,0,7040763.57375494
"48339",57816,186680.932173913,0.7111368,1197098,3865285.91641634,0,0,0,0,0,0,NA
"48423",1294896.35,4181065.06307246,15.927225105,7262179,23448705.2949671,0,0,0,0,0,0,NA
"48439",6714272,21679579.2830567,82.5855456,100443110,324318759.603689,70684.05,228230.322814229,0.869413815,0,0,0,5213279.84834993
"48453",21772612.7,70301155.9896495,267.80313621,139031620,448916431.839789,384400,1241181.51251647,4.72812,0,0,0,6142750.15109987
"48471",27500,88794.2028985507,0.33825,816655,2636881.08247694,0,0,0,0,0,0,198055.049810804
"48473",32185,103921.506192358,0.3958755,1344799,4342194.7368643,0,0,0,0,0,0,102584.620673518
"48491",16191.4,52280.0893386034,0.19915422,8821280,28482855.4961792,0,0,0,0,0,0,NA
"49005",655873.7,1785232.25604038,7.73930966,4810345,13093348.6991208,0,0,0,0,0,0,NA
"49011",0,0,0,3623079,9861711.93780527,0,0,0,0,0,0,NA
"49035",47512416.95,129324745.452638,560.64652001,277066911,753713813.687878,26454.2,72006.0754802996,0.31215956,0,0,0,4087866.03440573
"49037",27666.9,75306.941419733,0.32646942,681090,1853868.87333116,0,0,0,0,0,0,NA
"49049",1791392.8,4876018.37030283,21.13843504,10026443,27291122.4477369,0,0,0,0,0,0,NA
"49051",0,0,0,390275,1062295.25398893,0,0,0,0,0,0,NA
"50001",94648.5,214376.275862069,0.74772315,763040,1728264.82758621,0,0,0,0,0,0,NA
"50007",9061092.9,20523128.7462795,71.58263391,53741320,121722626.787659,0,0,0,0,0,0,0
"50015",22016,49865.6406533575,0.1739264,137016,310337.509981851,0,0,0,0,0,0,NA
"50027",0,0,0,565926,1281806.98366606,0,0,0,0,0,0,NA
"51003",1864384.95,5176026.53121533,16.220149065,5774493,15594599.5141634,0,0,0,0,0,0,NA
"51013",0,0,0,1553788,3535101.40864011,0,0,0,0,0,0,0
"51041",40391.6,112137.782081022,0.35140692,792140,2199190.49251975,0,0,0,0,0,0,NA
"51053",35165.15,97627.7722978652,0.305936805,232895,646578.218187931,0,0,0,0,0,0,NA
"51059",4367378.65,12125000.131686,37.996194255,106960350,296947275.881852,0,0,0,0,0,0,0
"51087",3793.35,10531.3445284922,0.033002145,130467,362210.955118507,0,0,0,0,0,0,NA
"51107",311110,678478.450721599,2.737768,1742216,3799479.32404095,0,0,0,0,0,0,NA
"51121",11120899.95,30874564.3930408,96.751829565,60581305,168189751.786855,198828,551999.201210287,1.7298036,0,0,0,18523091.5611363
"51153",0,0,0,829816,2303789.04958817,0,0,0,0,0,0,NA
"51510",455735.7,1265243.03600605,3.96490059,3819129,10602913.8618255,0,0,0,0,0,0,NA
"51540",40545103.25,112563947.768869,352.742398275,200525925,556713090.821987,277410.45,770164.900353,2.413470915,0,0,0,1653537.41647336
"51650",47582.5,132101.625483274,0.41396775,934326,2593936.49621785,0,0,0,0,0,0,294872.649520928
"51660",85198.4,236533.329030089,0.74122608,649901,1804297.34678097,0,0,0,0,0,0,NA
"51710",1380145.6,3831649.81166583,12.00726672,9187590,25507183.8023197,0,0,0,0,0,0,0
"51760",20302467.25,56365027.5846361,176.631465075,116543591,323555883.166246,188168.55,522405.744125063,1.637066385,0,0,0,20032476.3357068
"51770",48823.25,135546.276180871,0.424762275,874506,2427860.32879476,0,0,0,0,0,0,NA
"51800",0,0,0,2052199,5697448.08942679,0,0,0,0,0,0,NA
"53005",3382280.25,8289860.47945097,28.072926075,12666697,31045668.3373532,0,0,0,0,0,0,NA
"53033",195406058.05,478973267.507643,1622.071418515,1171491665,2873949359.4181,272921.35,668921.480815614,2.265247205,0,0,0,11507516.1714951
"53035",79608,195116.656299587,0.6607464,689936,1691011.02126309,0,0,0,0,0,0,NA
"53061",285264.75,699174.758568708,2.367697425,3325215,8149995.38083148,0,0,0,0,0,0,NA
"53063",56869.75,139385.934385909,0.472018925,3491148,8556691.84512853,0,0,0,0,0,0,NA
"53073",99413,243658.076483656,0.8251279,2333791,5720046.93525865,0,0,0,0,0,0,NA
"53075",6135812.6,15038680.0094573,50.92724458,45736946,112111316.444595,0,0,0,0,0,0,NA
"53077",0,0,0,522924,1281669.96255157,0,0,0,0,0,0,NA
"54011",371453.8,1013430.33049908,2.9716304,6483575,17689014.232902,0,0,0,0,0,0,NA
"54061",7346670.8,20043782.071719,58.7733664,47204677,128787621.537893,0,0,0,0,0,0,NA
"55009",0,0,0,2329453,5407337.21088893,0,0,0,0,0,0,NA
"55025",72098801,167362264.663754,670.5188493,428257259,994107594.03481,0,0,0,0,0,0,49400.5446143505
"55035",42345.7,98296.6727944883,0.39381501,491923,1141896.2060158,0,0,0,0,0,0,NA
"55063",56954.85,132208.754478239,0.529680105,462062,1072580.14921862,0,0,0,0,0,0,NA
"55079",23167317.7,53795859.3016088,215.48307617,148022765,343878854.914942,18048.85,41896.6247521425,0.167854305,0,0,0,3570275.74717863
"55125",4083.25,9478.40959502605,0.037974225,1115543,2589499.41219963,0,0,0,0,0,0,NA
"55133",116214.85,269768.431843388,1.080798105,3347463,7770434.19290876,0,0,0,0,0,0,NA
"55141",964681.05,2239304.99490842,8.971533765,9414131,21852933.2270207,0,0,0,0,0,0,NA
"56001",1934207.45,7869083.3008547,15.86050109,12490711,50816909.7094017,0,0,0,0,0,0,NA
"56013",1438.5,5852.35897435898,0.0117957,418923,1704336.30769231,0,0,0,0,0,0,NA
"66010",354860.6,0,0,2220156,0,0,0,0,0,0,0,NA
"72025",0,0,0,6311169,0,0,0,0,0,0,0,NA
"72031",21692,0,0,366692,0,0,0,0,0,0,0,NA
"72035",0,0,0,629011,0,0,0,0,0,0,0,0
"72041",129336.25,0,0,1199626,0,0,0,0,0,0,0,NA
"72069",0,0,0,381326,0,0,0,0,0,0,0,0
"72097",0,0,0,244901,0,0,0,0,0,0,0,NA
"72113",2017239.9,0,0,9346503,0,0,0,0,0,0,0,0
"72127",4433968.5,0,0,41911154,0,10074.25,0,0,0,0,0,0
"72139",60015,0,0,405015,0,0,0,0,0,0,0,NA
"78030",0,0,0,446273,0,0,0,0,0,0,0,0
