"FIPS","terminated_loss","terminated_loss_noself","terminated_econ_loss","terminated_job_loss","terminated_econ_loss_noself","terminated_job_loss_noself","IDC_loss","IDC_econ_loss","IDC_job_loss","grant_funds","grant_funds_econ","overlap_loss","overlap_econ_loss","overlap_job_loss","overlap_loss_noself","overlap_econ_loss_noself","overlap_job_loss_noself","rho"
"02110",437.285602197359,437.285602197359,1575.52860569277,0.00391119105766337,1575.52860569277,0.00391119105766337,5917.33880553084,22098.4998548611,0.0525120389422566,48581.443830928,186343.6354897,19.1116390934163,56.2165748547608,0.000206830299060403,0,0,0,0
"02122",4967.17301519258,4967.17301519258,20799.1896535229,0.0403830206575438,20799.1896535229,0.0403830206575438,25936.6493319637,100549.435482099,0.216219912809748,290766.400402064,1172000.55428878,0,0,0,0,0,0,0
"02130",0,0,0,0,0,0,824.799351589714,3281.20694740016,0.00670256976134923,8824.1744528607,35073.6502837758,0,0,0,0,0,0,0
"02150",16.2435086752961,16.2435086752961,68.3763912480368,0.000131572420269898,68.3763912480368,0.000131572420269898,718.680364034452,2985.51257437766,0.00584661069987884,19562.7069427728,81486.6335571249,0,0,0,0,0,0,0
"02158",12.182631506472,12.182631506472,51.2822934360276,0.0000986793152024236,51.2822934360276,0.0000986793152024236,104.653525853212,389.931915839015,0.000853448817046544,29907.9606191415,125545.049786488,0,0,0,0,0,0,0
"02164",11.5058186450014,11.5058186450014,48.4332771340261,0.0000931971310245112,48.4332771340261,0.0000931971310245112,118.378636727721,498.31007217142,0.00095886695749454,9862.21402532344,41479.0892336158,0,0,0,0,0,0,0
"02170",10170.0296860494,10170.0296860494,42755.3657738986,0.0824517000742423,42755.3657738986,0.0824517000742423,47245.0263689419,190566.15208471,0.387956334790809,996119.153431957,4143540.40614348,0,0,0,0,0,0,0
"02180",0,0,0,0,0,0,116.326559900062,285.11266966302,0.000965510447170513,1239.83902051835,3038.80569833805,0,0,0,0,0,0,0
"02185",354.366022980623,354.366022980623,1307.79122601156,0.00289128023329752,1307.79122601156,0.00289128023329752,1655.69352193761,5756.52598052713,0.0135490822285244,12078.800428164,44485.5278231684,7.06071544715447,17.3055872416293,0.0000586039382113821,0,0,0,0
"02188",0,0,0,0,0,0,36.6277807149538,89.7735164905073,0.000304010579934117,3158.09333071106,12632.4597691362,0,0,0,0,0,0,0
"02195",0,0,0,0,0,0,388.77587423417,1445.78379609946,0.00317077959476932,3977.8243613645,14673.1360472749,0,0,0,0,0,0,0
"02198",0.676812861470669,0.676812861470669,2.84901630200153,0.00000548218417791242,2.84901630200153,0.00000548218417791242,1028.0054685387,3842.44306215539,0.00839410876512187,9691.21782833619,37857.4930826386,0,0,0,0,0,0,0
"02220",0,0,0,0,0,0,46138.2767412264,193618.89745898,0.373788089474303,461090.710042674,1934582.70492473,0,0,0,0,0,0,0
"02230",0,0,0,0,0,0,77.8613352420614,327.75413416084,0.000630676815460698,777.752472670484,3273.91750320075,0,0,0,0,0,0,0
"02240",2233.20920192203,2233.20920192203,9400.60359998261,0.0180889945355685,9400.60359998261,0.0180889945355685,8600.09131405176,36201.7357341503,0.0696607396438192,49723.4148150632,209308.698849895,0,0,0,0,0,0,0
"02275",2.70725144588268,2.70725144588268,11.3960652080061,0.0000219287367116497,11.3960652080061,0.0000219287367116497,281.590148195358,1185.34231301154,0.0022808802003824,4773.20335337543,20092.6060077898,0,0,0,0,0,0,0
"02282",2.70725144588268,2.70725144588268,11.3960652080061,0.0000219287367116497,11.3960652080061,0.0000219287367116497,141.439744759648,595.38487152203,0.00114566193255314,3373.24890256856,14199.5545020285,0,0,0,0,0,0,0
"02290",2243.36139484409,2243.36139484409,9443.33884451263,0.0181712272982371,9443.33884451263,0.0181712272982371,8710.0391465933,36664.5566778894,0.0705513170874058,60464.270655135,254521.896068575,0,0,0,0,0,0,0
"04001",964.277249095549,634.283328369278,2904.650901243,0.0100978948241176,1917.34976194964,0.00669895744063704,42181.9337835869,123623.002183024,0.433932542881088,1164567.91199412,3454199.6582007,54.5325209221977,166.010690835616,0.00058578681279116,0,0,0,0
"04003",7532.76515472295,602.892819471268,22481.720235881,0.0777575091099705,1748.39631072045,0.00637982405687817,335694.437092436,1002493.30489102,3.45274801099336,2409443.79924117,7203923.06563101,739.023559193659,2232.12777545803,0.00782975336358547,0,0,0,0
"04005",2615.47321809854,855.505640891766,7845.64980739027,0.0271037243165532,2580.04373115902,0.00897605827132342,1463949.40844637,4377176.1002412,15.0729931924787,9982498.04659241,29846411.7586431,184.158775784586,553.836469038746,0.00192093723787376,0,0,0,0
"04007",2931.83698314068,1941.85522096186,8885.69423874962,0.0311767043373189,5923.79082086954,0.0209798921868771,97736.671687084,292764.151782164,1.01164284570164,717650.474185182,2150172.4872255,270.523995700003,844.261321536688,0.0030816679797286,0,0,0,0
"04009",2447.87601108834,82.9195792167357,7343.39554461696,0.0253789620726434,267.73737968121,0.00101991082436585,111345.898386645,333261.384773976,1.14861876775235,766827.205908645,2295176.66958313,217.273189999508,652.91071504143,0.00226201570428746,0,0,0,0
"04011",280.906736338652,5.91180240009321,838.603591408378,0.002886245221408,15.8526419972448,0.0000537974018408482,16156.1464722194,48153.9249909003,0.16579604153006,118868.393111671,354881.329468224,24.1699807097035,72.2183479748043,0.000248582489530848,0,0,0,0
"04012",275.544486448729,220.545499661017,824.3951427896,0.00283810821042191,659.844952907373,0.00227161864650848,10089.2185004475,32516.0248742932,0.102488972809454,71794.007978936,230306.853600299,10.3109837267803,30.8491924890028,0.000106203132385837,0,0,0,0
"04013",942714.514205762,900427.086337248,2763008.02699283,9.66012602590908,2636993.93679009,9.22685509739476,22611618.1796926,67476468.2753809,232.417504428917,145406352.316494,434095013.500711,26138.2380150065,77806.7195024427,0.270714213012582,0,0,0,0
"04015",1953.81906894057,853.839333186337,5818.76891203488,0.0201590356625375,2527.76511439034,0.00882924438426889,135980.808452854,415359.74995003,1.38961832815499,903316.843200317,2766446.08527771,125.148555651966,376.74395484925,0.001311895614764,0,0,0,0
"04017",1352.00803793343,417.025262542335,3954.98025055241,0.013779611049037,1157.62702255456,0.00414928846250867,98443.1259793963,291868.694982894,1.01302085868388,1248829.55200628,3712794.06145796,94.6238390984702,279.945195012915,0.000966914853495785,0,0,0,0
"04019",610428.414449407,14115.9203229304,1824532.14838958,6.28800775928801,40563.6365436721,0.146059112381684,24620462.2680098,73622752.4218775,253.5198263055,165442099.529513,495316151.489054,53372.8474471388,159673.507951974,0.551389646218985,0,0,0,0
"04021",24742.9903120536,14513.1787695392,73965.7132041464,0.25533669041098,43359.3778860523,0.149969631523082,1252474.94701762,3739258.45947745,12.8791403639424,8229221.01821511,24599965.5257195,1412.26283191591,4250.27557271334,0.014823869952968,0,0,0,0
"04023",4261.74554636792,796.80937874208,12771.183296467,0.0446637399172792,2404.52133388668,0.00897489739073301,167777.747979615,500327.457344029,1.72458925279629,1430007.56977442,4272128.88328698,554.784392568096,1706.0420483765,0.00615371451968591,0,0,0,0
"04025",6023.92119475038,4923.94145899614,18036.0604129047,0.0623577521815523,14745.0566152602,0.0510279609032836,307067.94067117,915453.935751599,3.15714330683652,2117000.82925525,6314744.69642577,245.141631915069,742.00187714967,0.00259726435060278,0,0,0,0
"04027",5054.19837492672,1479.26423372546,14742.6208666167,0.0523261381791076,4046.85852427197,0.0155043165247346,272897.355533722,811946.414137417,2.81298204712996,2154727.93475355,6418482.36705369,368.227956562824,1103.02979072913,0.00386232525906596,0,0,0,0
