"GEOID","IDC_loss","IDC_econ_loss","IDC_job_loss","grant_funds","grant_funds_econ","overlap_loss","overlap_econ_loss","overlap_job_loss","overlap_loss_noself","overlap_econ_loss_noself","overlap_job_loss_noself","terminated_econ_loss"
"4502",225825.9,578114.304,2.49254183880025,6100161,15616412.16,0,0,0,0,0,0,NA
"4503",4293455.85,10991246.976,47.388799686691,27976795,71620595.2,0,0,0,0,0,0,690648.4224
"4504",914159.7,2340248.832,10.089991004553,8506909,21777687.04,0,0,0,0,0,0,NA
"4505",34006.7,87057.152,0.375347214599958,192456,492687.36,0,0,0,0,0,0,NA
"4506",32596051.2,83445891.072,359.7772505088,210317561,538412956.16,0,0,0,0,0,0,27115177.1282286
"4600",6930150.3,17741184.768,76.4911800281727,33522865,85818534.4,0,0,0,0,0,0,2804800.1792
"4701",1074394.95,2750451.072,11.8585793935536,5636376,14429122.56,0,0,0,0,0,0,1454730.4704
"4702",1901888.05,4868833.408,20.9919922264861,13172856,33722511.36,0,0,0,0,0,0,37246.1824
"4703",382525.05,979264.128,4.22210070463202,1972231,5048911.36,0,0,0,0,0,0,575368.5504
"4704",74962.15,191903.104,0.827390902466991,625144,1600368.64,0,0,0,0,0,0,NA
"4705",292168.55,747951.488,3.22479545019683,1817302,4652293.12,0,0,0,0,0,0,NA
"4707",110086522.6,281821497.856,1215.07437131228,643119351,1646385538.56,0,0,0,0,0,0,93979015.8235087
"4708",61274.85,156863.616,0.676318027698372,1218473,3119290.88,0,0,0,0,0,0,NA
"4709",34981563.75,89552803.2,386.107223456359,158274997,405183992.32,0,0,0,0,0,0,1430033.408
"4801",2463146.9,6305656.064,27.186858121062,13448723,34428730.88,0,0,0,0,0,0,NA
"4802",66340.6,169831.936,0.732230984626264,1148072,2939064.32,0,0,0,0,0,0,NA
"4803",0,0,0,1899248,4862074.88,0,0,0,0,0,0,NA
"4804",189588.45,485346.432,2.09257283499497,1252484,3206359.04,0,0,0,0,0,0,NA
"4807",5029731.65,12876113.024,55.5154062291475,37537796,96096757.76,0,0,0,0,0,0,3392588.8768
"4808",9387.95,24033.152,0.103619018702305,326980,837068.8,0,0,0,0,0,0,NA
"4809",144466158.75,369833366.4,1594.5378496228,744868243,1906862702.08,0,0,0,0,0,0,26749887.5560229
"4810",15750218.5,40320559.36,173.842232363497,92565519,236967728.64,0,0,0,0,0,0,6166631.7824
"4811",107280.05,274636.928,1.18409807331038,457769,1171888.64,0,0,0,0,0,0,NA
"4812",5307795.3,13587955.968,58.5845195659016,89539284,229220567.04,0,0,0,0,0,0,26557322.24
"4813",468549.75,1199487.36,5.17159393778304,3557865,9108134.4,0,0,0,0,0,0,773560.3968
"4814",15258619.3,39062065.408,168.416231298425,128434064,328791203.84,0,0,0,0,0,0,115193883.3152
"4815",2553445.1,6536819.456,28.1835198922245,14436702,36957957.12,0,0,0,0,0,0,NA
"4816",3357436.3,8595036.928,37.0575317040991,18731464,47952547.84,0,0,0,0,0,0,10800357.4784
"4817",723380.5,1851854.08,7.98427532724212,16040241,41063016.96,0,0,0,0,0,0,5736198.7072
"4818",7790516.15,19943721.344,85.9874241604886,43214564,110629283.84,0,0,0,0,0,0,2353973.5296
"4819",3806711.85,9745182.336,42.0163876436747,17807500,45587200,0,0,0,0,0,0,501030.8096
"4820",33233867.75,85078701.44,366.817118107487,184338020,471905331.2,0,0,0,0,0,0,18468172.6247385
"4821",93604.4,239627.264,1.03315378482182,2773681,7100623.36,0,0,0,0,0,0,NA
"4822",264987.65,678368.384,2.92478765451774,2206609,5648919.04,0,0,0,0,0,0,NA
"4823",16688.6,42722.816,0.184199570248594,466949,1195389.44,0,0,0,0,0,0,NA
"4824",231341.9,592235.264,2.55342440710983,2907077,7442117.12,0,0,0,0,0,0,NA
"4825",1463632.7,3746899.712,16.1547711816323,10931513,27984673.28,0,0,0,0,0,0,3228119.6032
"4830",65750596.45,168321526.912,725.718850573368,308437766,789600680.96,0,0,0,0,0,0,23238621.6287247
"4832",4852011.4,12421149.184,53.5538280455687,26323590,67388390.4,0,0,0,0,0,0,201111.9616
"4833",39303.15,100616.064,0.43380651099649,2247489,5753571.84,0,0,0,0,0,0,1269741.7984
"4834",175658.65,449686.144,1.93882337886031,1202186,3077596.16,0,0,0,0,0,0,NA
"4835",584906.2,1497359.872,6.45587231258093,3737595,9568243.2,0,0,0,0,0,0,1798349.8496
"4837",21546523.95,55159101.312,237.818657762846,136569581,349618127.36,0,0,0,0,0,0,9577393.3056
"4838",24217.3,61996.288,0.267297212023853,274754,703370.24,0,0,0,0,0,0,NA
"4901",48217340.85,123436392.576,532.196437274545,281089366,719588776.96,0,0,0,0,0,0,4773073.8944
"4902",140740,360294.4,1.5534105627067,4680645,11982451.2,0,0,0,0,0,0,NA
"4903",1822241.85,4664939.136,20.1129013613486,11954779,30604234.24,0,0,0,0,0,0,NA
"5000",9177757.4,23495058.944,101.299028613895,55773228,142779463.68,0,0,0,0,0,0,473547.4176
"5101",44184.95,113113.472,0.487689129193318,922607,2361873.92,0,0,0,0,0,0,NA
"5102",0,0,0,2052199,5253629.44,0,0,0,0,0,0,NA
"5103",1427728.1,3654983.936,15.7584759927041,10121916,25912104.96,0,0,0,0,0,0,549859.9936
"5104",20353159.4,52104088.064,224.646957484818,119113978,304931783.68,0,0,0,0,0,0,19115986.6112
"5105",42409488.2,108568289.792,468.092560244886,206300418,528129070.08,0,0,0,0,0,0,61094793.2672
"5106",182844.9,468082.944,2.01814124624876,2398913,6141217.28,0,0,0,0,0,0,NA
"5108",455735.7,1166683.392,5.0301595152944,6999172,17917880.32,0,0,0,0,0,0,5565677.696
"5109",11278607.6,28873235.456,124.487055410431,61464466,157349032.96,0,0,0,0,0,0,20240395.1872
"5110",311110,796441.6,3.43386073727215,2572032,6584401.92,0,0,0,0,0,0,NA
"5111",4367378.65,11180489.344,48.2047188166104,105507527,270099269.12,0,0,0,0,0,0,0
"5301",760983.3,1948117.248,8.39931431194688,8897529,22777674.24,0,0,0,0,0,0,NA
"5302",109215.5,279591.68,1.20546050384606,2609485,6680281.6,0,0,0,0,0,0,NA
"5304",3382280.25,8658637.44,37.3317455334963,13189621,33765429.76,0,0,0,0,0,0,NA
"5305",6192682.35,15853266.816,68.3514151909718,49228094,126023920.64,0,0,0,0,0,0,14318016.2816
"5306",79608,203796.48,0.878669234588285,689936,1766236.16,0,0,0,0,0,0,NA
"5307",195466751.15,500394882.944,2157.45428374572,1160541460,2970986137.6,0,0,0,0,0,0,37558130.9696444
"5308",73388.45,187874.432,0.810021269082512,610689,1563363.84,0,0,0,0,0,0,NA
"5309",3017132.1,7723858.176,33.3014414752129,21486979,55006666.24,0,0,0,0,0,0,NA
"5401",371453.8,950921.728,4.09990234814227,6483575,16597952,0,0,0,0,0,0,NA
"5402",7346670.8,18807477.248,81.0885037761042,47204677,120843973.12,0,0,0,0,0,0,NA
"5501",16002.5,40966.4,0.176626776536266,1011661,2589852.16,0,0,0,0,0,0,NA
"5502",72170026,184755266.56,796.572976404842,428788116,1097697576.96,0,0,0,0,0,0,11051810.0224
"5503",99300.55,254209.408,1.09602474955652,953985,2442201.6,0,0,0,0,0,0,NA
"5504",23151315.2,59267366.912,255.531459231436,147105404,376589834.24,0,0,0,0,0,0,13290726.8096
"5505",177950.4,455553.024,1.9641184524505,3693183,9454548.48,0,0,0,0,0,0,NA
"5507",968764.3,2480036.608,10.6926864885119,10529674,26955965.44,0,0,0,0,0,0,NA
"5508",0,0,0,2329453,5963399.68,0,0,0,0,0,0,NA
"5600",2074920.25,5311795.84,22.9018262975986,13689571,35045301.76,0,0,0,0,0,0,NA
"6698",709721.2,1816886.272,7.8335115010436,4440312,11367198.72,0,0,0,0,0,0,NA
"7298",13324503.3,34110728.448,147.068524719627,121590794,311272432.64,0,0,0,0,0,0,19302639.232
"7898",0,0,0,892546,2284917.76,0,0,0,0,0,0,41591.6544
