"FIPS","IDC_econ_loss_natl","term_econ_loss_natl"
"05127",10824.4069600331,1590.34846905086
"05129",20496.1886111014,3825.73403699385
"05131",239931.353235556,55534.8800658526
"05133",10564.6298938428,1804.13933457093
"05135",37263.984083435,7548.44747632208
"05137",17384.3132218745,3360.49311130764
"05139",100696.815613117,26962.742162137
"05141",36838.8916997937,7112.12932479467
"05143",4773327.11433466,563307.714378901
"05145",617181.157409605,148165.652373514
"05147",22333.5811491256,4122.33626614177
"05149",80930.788258638,20038.2092916175
"06001",166210118.065795,4364677.93543135
"06003",21962.3071923436,451.275592865593
"06005",1594694.91225139,47476.6439299408
"06007",1251860.96683507,12025.0407411924
"06009",783299.822680776,9570.17831422989
"06011",447406.556998523,1105.20650858254
"06013",84763911.6048629,3769401.75237387
"06015",63444.2246140222,1516.0866422529
"06017",3114481.37489016,23560.8248030632
"06019",7166170.27444341,153558.393671147
"06021",67619.0848527039,199.566053359962
"06023",233141.522090452,4913.30344704168
"06025",996340.057980835,32408.5701183197
"06027",296545.073485824,979.198827451879
"06029",3029801.36452596,166890.086326201
"06031",661741.603720137,14075.104986344
"06033",245134.265845976,4626.20813432199
"06035",30137.1293881561,1109.38124153839
"06037",513628104.257313,36663977.9911548
"06039",798689.674104187,12772.8853103867
"06041",30207660.3062323,587607.812394937
"06043",407846.10520411,1318.75412948847
"06045",539906.841708826,3926.16501051246
"06047",4075623.38854299,58813.8091882287
"06049",3169.53523985443,82.6585990352383
"06051",136894.5238567,769.928334814914
"06053",9533069.1947488,419628.119468967
"06055",3739211.95619981,35954.1845376147
"06057",643078.725564585,4857.36937318505
"06059",108254402.14704,4204319.25164891
"06061",9080371.03621452,129037.491805192
"06063",123916.782772624,921.969129511129
"06065",41272466.3154974,1578792.35506989
"06067",46915003.6623729,593425.307825928
"06069",814296.131933918,29273.8512446485
"06071",40637383.0007705,3941699.628235
"06073",519733435.146702,8916950.05420718
