"FIPS","IDC_econ_loss_natl","term_econ_loss_natl"
"06075",195415502.627048,2618763.16176277
"06077",14998838.7300908,1011567.70871153
"06079",2066927.53600492,83862.2374977271
"06081",155307945.212764,4936885.17646406
"06083",8973521.52703192,51473.5979239385
"06085",150632109.584978,7472652.79019051
"06087",22525097.1775104,413125.446887852
"06089",466982.533726405,4853.80562488473
"06091",6453.89706563694,377.591320865343
"06093",167930.158281686,3045.52674036835
"06095",31201443.1381324,391681.225652965
"06097",16945953.8800032,387164.847606088
"06099",6350775.81135224,215872.593835844
"06101",1630282.33720698,26845.237417757
"06103",768991.814704468,22042.0130519434
"06105",7372.11773242668,303.372801052623
"06107",1565364.74873048,43327.0331906286
"06109",2235846.15761004,48329.9370061349
"06111",15160328.9665527,820260.462685209
"06113",49228149.3486986,43248.4803589314
"06115",1831215.64623085,26868.6391453182
"08001",19045075.4247485,38066.6815009585
"08003",28952.8451730953,100.324536915491
"08005",43496780.1089341,1188320.05968299
"08007",62403.0850750754,241.121943092033
"08009",21122.2432372599,0
"08011",8926.19138996049,140.797406176542
"08013",20609621.1410158,43612.1603711301
"08014",3677125.96196417,16073.9990745996
"08015",115528.537195957,3187.15123786512
"08017",301.261526439928,0
"08019",171228.755979748,375.606841039172
"08021",22385.3068911062,1443.08881355932
"08023",17358.8397722333,1443.08881355932
"08025",34204.7409521615,1.73264092536491
"08027",15565.7481446703,0
"08029",68985.1453908422,931.57488817325
"08031",55695487.3988681,651886.482467913
"08033",7179.79877612182,0
"08035",11865814.1847523,57998.3705313959
"08037",578679.082613459,5232.18727291738
"08039",806724.217272444,3782.21948748704
"08041",9709998.69550899,2445921.04681362
"08043",366839.467354661,14863.1629383639
"08045",164826.019731649,3034.62752707008
"08047",205346.661553015,0
"08049",39105.4099810929,1634.07279149064
"08051",59728.3518476992,3592.09912549407
"08053",163.633275568157,0
"08055",6419.36579989401,200.649073830981
"08057",28900.9256141295,0
"08059",20387008.4486355,347090.380780198
"08061",7969.17758886484,0
"08063",10654.4516661576,0
"08065",31675.9758026625,3287.47577478061
"08067",225828.571561372,1546.55195395871
"08069",23386603.1329767,20628.6976019429
"08071",43235.2855675404,6348.61116910744
"08073",29246.4489503014,174.957767208191
"08075",699748.956262364,441.771016923014
"08077",227866.158732097,3568.33722273469
"08079",9683.24897546794,0
"08081",73829.4968972369,1643.7378873903
"08083",15626.7761349716,506.820607353548
"08085",106005.82255227,1133.18714956701
"08087",265605.8764363,5570.18871565898
"08089",11952.9095989586,11979.8492296992
"08091",3468.27250624167,0
"08093",52296.0150414448,2488.74277749266
"08095",40414.4221177325,0
"08097",126948.200505146,1120.84053185231
"08099",77531.2610521162,642.420090753995
"08101",564138.106941549,51676.3899863743
"08103",13309.2313074383,275.282304123682
"08105",33061.8108559724,2986.50216403413
"08107",231013.200870307,822.597532216155
"08109",10342.1824872689,1643.7378873903
"08111",6395.22338391569,0
"08113",12850.8751158289,140.797406176542
"08115",2763.39376755774,1.73264092536491
"08117",260575.897590711,3901.04804523743
"08119",201191.570818464,58215.5256049537
"08121",65699.0461329284,0
"08123",9626420.13724832,8535.40774061261
"08125",3568.72431877751,0
"09110",66474995.1588533,15574877.323061
"09120",29897275.2343771,11806476.1297292
"09130",18341577.1007608,2614119.05657691
"09140",44485562.1170463,10980039.065692
"09150",5251474.07682336,3395758.6593235
"09160",7370332.50386178,853579.952562469
"09170",223600746.241927,25429276.0035054
"09180",12544760.0626604,6807281.10935797
"09190",27078057.5883143,13751400.9014553
"10001",4052688.36210702,128843.034807466
"10003",28498176.1338679,4456275.6286064
"10005",1395343.19796692,51442.2216329327
"11001",30038305.354233,6421226.0741988
"12001",89935970.6395226,10138464.5236297
"12003",291841.511334065,34279.7768096352
"12005",381729.648079381,67747.3952764376
"12007",2880331.58911035,326872.588267727
"12009",1498887.43290753,172960.907994081
"12011",15709401.1581889,1426111.45269936
"12013",129400.220704029,16328.8064041438
"12015",313251.111330665,37149.2413379185
"12017",493492.960118135,56242.4604016397
"12019",3971337.8645781,508029.46833148
"12021",778925.965352127,3343431.42152015
"12023",3785400.20008023,427607.378616934
"12027",53231.8615313689,4980.99909725993
"12029",884711.037703455,100937.671357579
"12031",17623718.3025259,2670932.12542765
"12033",774647.173118339,47293.8336003942
"12035",1305135.96585242,150833.726531507
"12037",86389.6446612981,12429.1417618497
"12039",1338627.70671468,220569.097507875
"12041",1984976.81326833,222602.041992442
"12043",36183.4112636083,3415.94203039489
"12045",101226.413182101,12412.0280556429
"12047",118014.752990899,13742.6408829205
"12049",38126.4338498276,3845.85823527714
"12051",44742.499664589,4050.07267582791
"12053",928287.044183878,95644.4981111252
"12055",153392.851107382,15269.1510197527
"12057",48456385.6223559,5004317.48800302
"12059",51045.3654325671,5947.95768311933
"12061",346061.6922057,26750.2867252572
"12063",135520.650266774,24351.4459153798
"12065",284551.889089033,48923.819451652
"12067",136144.979436793,15614.2181438997
"12069",789468.505524665,86348.9047763457
"12071",1606398.66411149,121678.011117494
"12073",20674648.2471442,3669960.39652343
"12075",4234626.7914492,478783.85024599
"12077",57600.31573604,9112.59104025636
"12079",136824.909976015,18463.8144368982
"12081",2216189.40954035,166760.552620699
"12083",6530722.67508005,745438.383101895
"12085",1003155.89402745,30019.721567532
"12086",76386182.7984867,8424791.31275223
"12087",310645.307299292,27168.2579450094
"12089",672019.836270168,74977.3240602138
"12091",447630.407138498,72842.228594947
"12093",81386.1021095184,3744.34447901874
"12095",6835748.00362136,1089757.26881081
"12097",841092.040896128,101214.537252279
"12099",8981027.86264936,377530.483304911
"12101",10097934.1436544,1036844.0631024
"12103",7257340.28313828,937799.048915733
"12105",1838191.5448858,993547.36989226
"12107",1144004.54789513,133969.609633241
"12109",3508771.72507773,539816.796646099
"12111",923728.71492271,63743.1548605984
"12113",286824.390299992,26579.23864949
"12115",1513219.7381426,137484.326435577
"12117",3029581.79262387,534905.434637873
"12119",333326.207351378,38646.8552190091
"12121",1002013.5592987,113218.734278312
"12123",58116.9357499659,8885.09642910105
"12125",1603907.94701969,180861.416242259
"12127",1269550.10464053,176677.520842886
"12129",918532.259635194,163711.909178936
"12131",135583.73903054,21853.2615006583
"12133",55628.3475954226,8710.52373285437
"13001",36369.0810865382,7263.21760439786
"13003",10575.3709900937,1188.00132822134
"13005",7856.7425451747,1154.02091823261
"13007",12688.8239292721,1811.47189328437
"13009",247150.426136825,39871.0281417851
"13011",67602.1817539635,6464.01667696738
"13013",1690924.09090126,313625.04619633
"13015",1049569.09474456,158988.477822448
"13017",17886.7896266868,3711.11128980422
"13019",118239.699783812,28012.3832788999
"13021",1117021.06880975,194507.386493706
"13023",34462.9831603426,4154.07943475494
"13025",32767.8524419007,3873.54251417516
"13027",49232.6753286569,13537.9864436619
"13029",93083.2803006,18150.4161539511
"13031",255291.874159891,27258.3766878223
"13033",929181.025494348,213266.232649405
"13035",102727.052842208,35016.0633162026
"13037",18429.4361701555,2596.53706197252
"13039",253379.645574299,51765.2026872552
"13043",23602.4460316705,3370.75550160209
"13045",1365356.45133301,261861.938484157
"13047",110659.700443479,18264.5315268978
"13049",19894.9736485136,1238.26503292158
"13051",1156402.57852483,217970.432800058
"13053",28446.7282178074,8031.51884637949
"13055",167079.794173762,35950.5736006937
"13057",3213670.94304399,515188.850243828
"13059",9313215.52434252,2173385.6891962
"13061",12178.7843403864,1362.09648331304
"13063",8295183.19014535,1977206.67135062
"13065",7060.55154864823,758.261874713308
"13067",21047433.8495299,4188287.12547033
"13069",34505.1105963905,4062.56471214921
"13071",169283.185492653,35593.5922888848
"13073",10013014.2621269,2305263.68344718
"13075",54291.1860794128,7135.68757966631
"13077",2109345.34652002,295870.499652071
"13079",59564.433366295,10757.8173525866
"13081",50860.6898618167,7002.25523285201
"13083",115958.44756852,23856.5362604155
"13085",396920.704725122,35858.587985032
"13087",135434.62256639,26155.6931438565
"13089",89377822.8116654,11367412.5968237
"13091",50987.9374777601,6548.42884283565
"13093",12420.7264091315,2383.79221026844
"13095",234019.232810637,43141.5981341223
"13097",2580255.36500998,718270.533931584
"13099",27759.5972215763,5402.83159432688
"13101",75938.012060518,18806.6433720631
"13103",184941.480272202,25855.8036028065
"13105",176280.030375028,36478.6641350451
"13107",118371.332676872,22457.5581401366
"13109",14568.1595807208,2325.81766534986
"13111",81279.5858067325,147838.522997997
"13113",2869235.46082743,655095.34231095
"13115",931507.092616133,147727.972870593
"13117",3171326.76687928,334370.53270637
"13119",254540.85795091,32976.4310446021
"13121",58788915.0730471,10915411.525791
"13123",113796.439135326,19890.861396024
"13125",57903.7776565448,12198.3266427455
"13127",402277.325414138,59946.2271492801
"13129",188672.54058106,23635.165764184
"13131",135836.986392382,27594.0771010486
"13133",162155.841385919,36158.702095664
"13135",32954440.6725464,3711197.89124969
"13137",162571.842373047,36205.7916458376
"13139",1158590.48586755,174670.589203931
"13141",44316.5077971629,8504.10631664168
"13143",94138.1067384914,29140.4630115013
"13145",96881.0075907148,13695.7541147047
"13147",289554.021046448,52869.551516733
"13149",101694.643594604,30251.4751334207
"13151",6743510.98050587,1014491.18371167
"13153",428935.726579746,73500.1401022218
"13155",7715.92368662002,1149.35163160895
"13157",1535216.97086975,441566.179849667
"13159",62694.5250021029,6707.15670282963
"13161",23462.0685892622,4825.7037033974
"13163",413528.479404736,95826.0291385654
"13165",162138.513910166,36221.4777134314
"13167",24353.6151299037,2444.89372433042
"13169",169045.671207409,18977.110891108
"13171",102600.843889929,18701.4842699996
"13173",101118.932567158,23113.6852831453
"13175",219418.277737892,24345.5899436179
"13177",46502.5588763079,12723.5531710591
"13179",241771.368037473,43404.0165866772
"13181",212342.413058391,44361.9355089975
"13183",48587.9404137513,8323.56326286631
"13185",298952.001986525,54274.9729087532
"13187",54727.8597739245,5558.23499679121
"13189",937117.558252989,217427.66208717
"13191",69437.1757455156,10807.6368983226
"13193",24506.1696399167,7985.74597924174
"13195",1654520.19794354,524087.008640121
"13197",11458.3830706315,5127.35301118348
"13199",118185.927635072,34788.0600433239
"13201",24524.3375972253,3227.55586661478
"13205",59836.710928728,9588.09005410329
"13207",118795.150483807,20880.6877218998
"13209",15374.3377702187,3312.78095668351
"13211",636804.952236164,150616.415682192
"13213",96624.7708318609,9643.45264901986
"13215",617874.044152227,164396.656010783
"13217",3731990.61662036,496386.491701463
"13219",6985031.05321119,1722731.1648856
"13221",1443823.31041491,346614.892826724
"13223",1520769.6307887,375778.496179238
"13225",87745.1131905795,21326.364350672
"13227",368769.536590479,49452.6560274364
"13229",31030.5958466901,2594.31319794415
"13231",109638.803869995,33648.8054392798
"13233",215759.532775313,48368.11131845
"13235",15256.7539186985,1810.9892647913
"13237",92327.8632401208,15395.6142452864
"13239",6865.37329163207,1207.56749077407
"13241",43657.4729507044,4532.39635414762
"13243",25887.4747624603,8498.03871887499
"13245",16548930.3275774,3840496.71159674
"13247",3485734.27149223,548382.323553118
"13249",14371.2902939471,545.688543345187
"13251",124586.376455464,30631.6510564382
"13253",10542.7285486415,1733.68987156653
"13255",604401.111140598,114982.5351124
"13257",371938.646242757,71187.2078030349
"13259",44353.8312063701,6993.12679097873
"13261",62381.5011569679,9539.25783541867
"13263",19655.5892784921,11379.6864341245
"13265",11693.915943785,2728.44271672594
"13267",70594.7541779621,15711.7390866894
"13269",18258.9103993598,3415.88377795743
"13271",29018.761261603,6379.13588836732
"13273",14822.1929810829,2775.19483692726
"13275",321893.644812518,60966.3882636419
"13277",175289.628254064,35234.1327562341
"13279",63713.7183450093,8836.50511433071
"13281",117853.37009551,26430.6583775245
"13283",18260.5453451834,6468.02978689937
"13285",266062.405903602,55600.424510608
"13287",25789.4205064021,3610.37344119159
"13289",21616.6753514864,5924.19478859859
"13291",127432.680737435,32245.0946327768
"13293",51707.4200170797,10906.1988772165
"13295",107060.540609076,31414.93108488
"13297",1264049.22533107,160661.227926259
"13299",54093.9461291569,6519.90373996127
"13301",280188.455292272,64485.2196419269
"13303",175616.458530559,39868.0758332869
"13305",56170.9629383798,7971.36394121266
"13307",2682.57705865077,545.688543345187
"13309",26449.5520226472,2979.59595079587
"13311",125968.159042403,28573.0596340353
"13313",508057.952897599,77052.9465223571
"13315",19610.691990603,7187.57040948365
"13317",153391.275479264,34596.3029334571
"13319",67163.6361556488,9115.68276336392
"13321",111635.432494085,23238.0586655448
"15001",923280.231116035,856.450660575933
"15003",28461571.8658708,60876.2150382717
"15005",42930.1851183496,0
"15007",170747.623725641,1.73264092536491
"15009",777280.298522527,603.97583960781
"16001",2945236.23529046,13768.9632396385
"16003",2025.46880935659,0
"16005",493743.82026478,4024.0286457884
"16007",871.99424446777,0
"16009",37877.7692698051,933.267967630058
"16011",59632.5929616915,1463.13178502468
"16013",17735.0709624535,916.165566802897
"16015",15894.6507963221,0
"16017",213454.076302229,208.399048299334
"16019",235463.886997185,4421.85154641616
"16021",17781.8029380835,104.176124985488
"16023",404.914743912346,0
"16025",74.0608889018589,0
"16027",421348.139148888,2996.79675775969
"16029",18031.9467983105,524.873301624573
"16031",37473.7316396281,1283.18350204644
"16033",1449.97085429948,0
"16035",139688.47562208,0
"16037",2509.64632361566,0
"16039",26922.2936887507,0
"16041",24644.3865725036,699.831068832765
"16043",29772.1654099992,181.566060606061
"16045",17441.8602607003,0
"16047",3165.3214732923,104.176124985488
"16049",37393.5087059907,174.957767208191
"16051",31753.9936095127,904.675829877047
"16053",14404.0000516882,741.207799594706
"16055",1487543.5484851,3823.70543088317
"16057",4326017.75189776,2272.71060860278
"16059",26084.084025226,993.789987832078
"16061",15560.2378140362,0
"16063",711.114287056382,0
"16065",68425.618287808,1153.34448554154
"16067",3376.87145174508,0
"16069",570871.930026697,792.637823530167
"16071",2279.46497637598,0
"16073",4630.7479819596,0
"16075",15297.1178987887,0
"16077",13418.656637234,174.957767208191
"16079",29464.5708349991,174.957767208191
"16081",7391.88993823296,0
"16083",20393.9942292545,0
"16085",6897.10843839772,0
"16087",6144.61446507362,0
"17001",56351.7021756687,4897.14791731224
"17003",9803.66683154096,3523.19709322709
"17005",44393.2427354893,2735.89824256498
"17007",191609.651576669,410430.797411717
"17009",9854.64358201477,528.610164458559
"17011",113061.404373337,408015.548845124
"17013",29514.7729588803,160.741193678246
"17015",36237.3406754368,203427.835024359
"17017",1005087.91444036,145922.995306455
"17019",28089122.8210492,5950899.63402273
"17021",122254.47909607,2039.72181572719
"17023",46833.8293941973,276.58023960064
"17025",44823.7094646782,618.004284101087
"17027",136370.465523571,412260.978176038
"17029",821839.157548822,10345.7333978148
"17031",440250972.529923,2390792328.64852
"17033",77502.9059971242,578.729551574647
"17035",136491.838750468,620.016940591336
"17037",687920.845114062,2637899.79034321
"17039",300516.441279042,11709.4338439785
"17041",1150383.86658436,3066.43469664283
"17043",25688781.2076628,115273515.61344
"17045",187136.047163553,904.110269819529
"17047",17326.8141323317,1139.21068752255
"17049",94923.3639606282,1315.58121235592
"17051",60400.4693025037,1555.35656365389
"17053",667842.683652376,2658.61703024872
"17055",59154.5339692666,1297.74417917433
"17057",99195.504033284,406676.009102495
"17059",2827.9918295512,137.8955929706
"17061",554918.827135338,73481.4205590804
"17063",814380.126849142,2295753.18551784
"17065",3237.85379645009,182.019963225872
"17067",96470.6436673173,607960.345280457
"17069",10370.9852404532,1845.10573689929
"17071",1952.13946562577,21.9430374753451
"17073",190726.36418116,613627.376864204
"17075",368777.288007042,3373.82524381295
"17077",120929.897537184,5730.26433800809
"17079",26481.796353846,877.474992728513
"17081",43912.1037572168,1811.820812914
"17083",543789.6748051,87380.4115683833
"17085",29970.2695195634,905.39689933403
"17087",29571.060017488,4630.70716692911
"17089",5631664.22451539,29916251.9402178
"17091",1123182.84091376,4895260.41346523
"17093",1531177.84086136,6329988.94590332
"17095",230211.831941006,1215804.03397103
"17097",19449413.1048007,121522643.203777
"17099",536133.0473999,2831474.26938987
"17101",36393.9958386104,4220.56752399681
"17103",150171.521471508,1013535.29249968
"17105",258144.29839763,208633.536681768
"17107",137022.364267133,209253.532363742
"17109",99087.6531904681,608555.700240903
"17111",3510759.23931884,18297932.933694
"17113",1583482.49675977,2649013.21130595
"17115",735496.431228151,1632629.96692817
"17117",1102005.56511346,157937.871437144
"17119",7607719.93200554,2835602.56578868
"17121",76225.6905603648,6585.66053952591
"17123",23853.4692958125,202898.44798191
"17125",36678.5680303793,144.984906335404
"17127",3559.0286970275,0
"17129",79491.6936065805,202961.967775334
"17131",133397.124443262,3004.57279084506
"17133",686749.492805555,81579.1236806743
"17135",83669.9746751014,6723.68395955863
"17137",699057.085501929,73898.8097626728
"17139",232159.072498201,405195.972560935
"17141",209360.047513419,1022795.18881317
"17143",825244.758108721,4259024.41774817
"17145",29470.0363803526,1133.38665661006
"17147",1534882.7604493,212367.209494713
"17149",25348.0634688772,630.452715061138
"17151",1306.02950892935,9.33099035311796
"17153",23249.0803340618,1111.04761448807
"17155",7614.23681275768,147.351620608077
"17157",546783.001622138,74919.6089401151
"17159",31495.4016436439,1065.70642459838
"17161",869250.835491663,3058017.02070857
"17163",7253864.9998169,2594947.93802407
"17165",36999.8275158608,4793.84121168373
"17167",1624955.11497727,1645809.85180479
"17169",13224.4263172427,107.160795785497
"17171",31762.7272869873,95.4665837911998
"17173",128115.851871542,1687.51095607747
"17175",6964.11816859,75.5234353680938
"17177",206215.918930388,818579.98599904
"17179",544417.315848016,2438891.72223074
"17181",37549.7619122827,3787.16553725814
"17183",3053938.34534488,14517.3777327907
"17185",17020.4781997638,3804.9698035887
"17187",50951.8998423772,203003.825167235
"17189",29759.1610187415,1292.14985645065
"17191",24055.8628601897,223.777619208472
"17193",12773.3467995481,557.563896302806
"17195",241562.065930608,1622757.40781335
"17197",13105973.4329824,34325760.575849
"17199",84117.7086067107,5269.82280834647
"17201",1315070.76360299,5894669.58352755
"17203",167944.504898027,410890.052782329
"18001",234662.648034617,16358.2088711547
"18003",2833293.1057734,1638655.2718916
"18005",1325662.12430697,61052.8442135443
"18007",593615.080805362,35664.7979558784
"18009",55768.5250876597,3176.90838902478
"18011",3341720.72581763,217742.486596485
"18013",929781.629746186,14889.1711050622
"18015",778141.463900664,45059.2341681858
"18017",227824.339509902,616365.083666945
"18019",2054894.30817496,333656.571335013
"18021",189866.363298406,12305.2020213755
"18023",669961.669265993,241965.358148984
"18025",161993.738459942,15847.255600328
"18027",432991.816095535,9987.38588307389
"18029",1895208.58867499,74034.4586737287
"18031",247888.525539978,15367.829604408
"18033",96446.0449074144,5586.11478073922
"18035",1476472.6229516,71275.0332176406
"18037",198435.994731931,9298.32499905086
"18039",922673.757912619,251085.575587952
"18041",207340.835929968,10955.6339361917
"18043",1640101.74657816,476944.166989941
"18045",425831.075469047,427281.378790615
"18047",585642.500097479,24766.2726659281
"18049",106105.902369429,5427.84058342515
"18051",114777.809082265,7391.09105661754
"18053",375124.359061465,21660.8112273129
"18055",1600295.84366015,221862.914506969
"18057",14964532.2221347,1016912.39181483
"18059",3180197.45962838,229507.4607499
"18061",627031.148662035,88733.3122331892
"18063",9236067.1929,1188457.60700109
"18065",417486.580692413,23599.0705170511
"18067",750268.17222572,47322.0073734331
"18069",242232.022046934,15593.6008888534
"18071",727453.271484495,32552.0837282398
"18073",243292.385110991,14693.0966879431
"18075",155213.478535546,6920.01707412326
"18077",241893.287157434,14568.7052099037
"18079",238838.745109013,16125.8629102765
"18081",7318485.35044827,1682486.54826412
"18083",370415.65420911,10829.4363108789
"18085",496171.427024326,12915.6885226219
"18087",116080.683358241,8393.3398203854
"18089",11027696.7827104,14614821.8694021
"18091",1038473.76072932,675576.821662687
"18093",1211771.12687567,25265.0349543327
"18095",1716299.32283518,113693.845912862
"18097",62353868.1201176,7425351.23997332
"18099",250803.71169806,10568.4264421669
"18101",31494.1310619065,2073.74364525998
"18103",247902.158777427,215149.488334327
"18105",16380506.4491204,610689.649163778
"18107",600469.490813794,36935.7986957239
"18109",2674878.24538197,376936.066349059
"18111",156832.39181951,8084.96705749225
"18113",143640.652269103,207893.860771113
"18115",200055.992734558,6964.13681254953
"18117",261869.828222306,12800.0107857371
"18119",1382231.80796301,24641.0069904938
"18121",229305.233158997,10529.1689761298
"18123",151035.109924674,5092.52808938163
"18125",42629.1797516741,4482.56145556592
"18127",2646203.57531227,1678655.35667656
"18129",114070.448439003,5685.00693514922
"18131",85066.4881910904,4782.79974309838
"18133",569452.681269187,233999.730397156
"18135",213197.511537041,13640.9255311804
"18137",338751.468778951,15875.3168425182
"18139",135245.055120028,9071.99376455488
"18141",11062798.6159802,2832641.35743152
"18143",143142.607739318,15467.0138521702
"18145",947751.855993255,65134.6457665813
"18147",55226.8368532825,4110.93105690458
"18149",118820.744767315,7548.62386303225
"18151",88287.4918889776,5973.30528173846
"18153",167863.33381405,6161.55501618744
"18155",98738.5102911227,2965.94052465945
"18157",23289985.8459341,1702139.54417638
"18159",149910.797613016,9977.58660424743
"18161",151830.307923307,4564.20221292059
"18163",947476.53025177,459020.714951284
"18165",79259.5454101574,3973.44792607548
"18167",928673.571943034,38433.6621229372
"18169",257703.82355888,215173.429518906
"18171",512883.29306343,232436.682189347
"18173",399066.688135292,24190.3213240806
"18175",298879.901882097,22290.6738810669
"18177",585862.311725634,36588.8394865332
"18179",139298.377407701,209698.881771583
"18181",884853.998243885,53804.1947724798
"18183",212222.055031969,13456.9881940433
"19001",24243.1387278525,1263.89815366258
"19003",31051.0288603758,1263.89815366258
"19005",115669.396054048,4081.60183478709
"19007",55261.8812661183,2106.49692277096
"19009",16307.0965239196,249.508492119974
"19011",711992.32182002,37406.7903352167
"19013",505859.846933155,18705.7393299348
"19015",637653.165873604,9458.84494694551
"19017",157467.578674527,5228.25171195038
"19019",167871.509005061,7507.43932559003
"19021",32579.2382325072,204.173197188549
"19023",70088.6431600436,2020.44020694755
"19025",22228.7385007876,194.842206835431
"19027",80791.6112681655,2370.63814410514
"19029",144613.503692967,7217.18103386488
"19031",2259662.15967533,124472.11435564
"19033",210036.866604837,4220.92306809437
"19035",17337.6317232191,970.505279273292
"19037",86824.1254903157,2790.48232996669
"19039",58809.3716729774,2918.10941258196
"19041",14451.5308597194,0
"19043",156085.740732527,6138.36984290112
"19045",399318.651600072,19796.2583301446
"19047",207462.975871046,14174.8407160445
"19049",521736.64694234,214535.319697192
"19051",45887.8017661436,2527.79630732516
"19053",89226.3770300516,3803.23374028305
"19055",108068.396856122,5383.49013094798
"19057",395077.574880912,22019.4318130288
"19059",83225.2198708131,1059.74966957993
"19061",867478.550039594,44008.163632021
"19063",21923.3596606759,149.506911904006
"19065",77494.0958808177,2396.40429657032
"19067",48477.2405356047,1913.05072827867
"19069",67673.188727237,1586.20399075566
"19071",100186.814259807,6175.81072004831
"19073",176302.207311362,11514.2477026375
"19075",105674.402092385,3733.3233781749
"19077",47431.2415840392,203435.685285663
"19079",116068.773880564,1291.89112472193
"19081",118628.890129731,1794.08294284807
"19083",110715.455436689,1007.35261611613
"19085",112398.53487661,4476.93076275403
"19087",640225.644553246,34448.1025256511
"19089",65478.5920145898,2011.43271318261
"19091",32899.3129624109,0
"19093",11311.5151821442,485.296660191854
"19095",2392695.56907771,131019.295852452
"19097",88957.6606121713,4772.18882306672
"19099",194940.869818221,8527.63272608122
"19101",63214.1140890167,3689.34163677398
"19103",61046761.6888208,3362182.72570955
"19105",446237.65355423,22944.9814331559
"19107",110750.581529864,5699.41983905051
"19109",59659.0368351049,1635.46862355984
"19111",266198.555026451,13668.5170479118
"19113",7944794.9262858,426389.164725069
"19115",448329.085752088,24809.9385860035
"19117",41244.4595783191,2244.39251574157
"19119",21597.3501890847,222.527839846006
"19121",75757.3369219805,2106.49692277096
"19123",152990.38217124,8294.32704429631
"19125",142682.692726965,8452.5657799899
"19127",255922.076674197,6673.34322006506
"19129",166692.546788335,8554.71791187445
"19131",84837.4381606443,2813.63355798718
"19133",30423.991552121,672.25257079269
"19135",38293.212537257,1966.97024857838
"19137",45811.3619272244,202814.092259847
"19139",2256061.19117053,123347.243297764
"19141",13223.1466001394,298.913910188733
"19143",3510.26570986952,161.638738900204
"19145",206581.39201501,18042.5723063308
"19147",12156.8082246174,208.243320325883
"19149",69449.7909077689,2180.18527096468
"19151",20692.3960975922,313.198429708856
"19153",2632505.64243105,73441.8933645659
"19155",1712028.19904704,491687.512500058
"19157",249748.429725872,13561.4389181263
"19159",31347.9656951558,1263.89815366258
"19161",12956.2331040279,666.637839917554
"19163",1690648.3785974,89464.4642156228
"19165",41951.9986931427,1370.58788082424
"19167",88006.8987943839,1417.39998819054
"19169",3872161.06287644,15699.1246356996
"19171",158656.57777182,7018.39129961395
"19173",23707.2651066993,1263.89815366258
"19175",103121.321342008,4929.23630097503
"19177",24536.0224604357,1727.46691940565
"19179",117505.53362338,5056.15057492438
"19181",272235.614713775,10183.1901560634
"19183",3583439.99707589,196955.055907134
"19185",42645.1374566745,1450.83489584022
"19187",117217.370866993,3397.51651397209
"19189",44903.3433206792,1467.84776788223
"19191",116317.919357583,2831.52391879188
"19193",295394.462661765,214258.264483188
"19195",51564.6979173924,1889.14715243643
"19197",30445.525218224,648.576210467222
"20001",9704.99769220062,316.375954819864
"20003",140.749470728199,0
"20005",204824.050618775,210759.747150229
"20007",13950.4970868876,1453.91779480716
"20009",516907.7309412,73224.2932101546
"20011",72043.0965776904,1944.39070416028
"20013",139210.230060488,3390.28078826268
"20015",160110.508520163,8291.87112664105
"20017",38256.963059923,1581.87977409932
"20019",131.034977735619,0
"20021",30315.0549643341,2743.85440585008
"20023",4229.76736357004,0
"20025",60181.5251404298,1311.63879452055
"20027",30285.9141891711,212.274122794866
"20029",24774.4809108045,316.375954819864
"20031",44180.5524756497,1898.25572891918
"20033",4062.87517666126,0
"20035",107304.308750498,3967.23983128906
"20037",39218.2259038254,1477.77794207432
"20039",5034.51645055904,316.375954819864
"20041",111451.203568803,2629.50759595564
"20043",12341.0269539411,316.375954819864
"20045",6802015.12040723,1403493.51215172
"20047",6251.11796753015,0
"20049",266.804418494197,0
"20051",108712.610195599,1628.01474934041
"20053",29619.2463882974,4155.94900286682
"20055",50441.3535290903,2352.38253986625
"20057",92131.9641882352,2166.91854400628
"20059",116554.010877215,4065.17427292546
"20061",268460.34281919,3105.79269141473
"20063",372.552340469347,0
"20065",10568.4324188882,0
"20067",19880.3429992096,1183.61751185323
"20069",2752.11982059259,19.3248483061928
"20071",0,0
"20073",788.863903276462,0
"20075",15.6486758545937,1.73264092536491
"20077",4368.65940078406,0
"20079",164641.844223576,4423.93872618449
"20081",517.853257189892,0
"20083",9848.27233840821,632.751909639727
"20085",19372.3833384973,632.751909639727
"20087",310361.221400973,13063.6840980966
"20089",10695.8123573371,0
"20091",28495361.3614183,777449.478840759
"20093",272.007086547474,0
"20095",7007.09134401802,19.3248483061928
"20097",13670.3483161417,632.751909639727
"20099",21104.3008965711,2333.66115436394
"20101",9.71449299258038,0
"20103",626857.941147506,23112.0837769259
"20105",4103.4521357166,0
"20107",610.238576413897,94.1272949152543
"20109",13818.181021848,632.751909639727
"20111",153702.367260692,7021.33361987799
"20113",105581.686599887,2381.83670397152
"20115",28363.8726010723,1265.50381927945
"20117",25380.137070738,316.375954819864
"20119",9.71449299258038,0
"20121",565317.562215203,14772.1369163764
"20123",75805.2398178759,1840.28887213528
"20125",45285.8934750873,203406.270994176
"20127",44179.2312497113,632.751909639727
"20129",5858.322351863,0
"20131",57036.4835756867,8275.01383727179
"20133",17964.3383949075,632.751909639727
"20135",59940.7734327977,1311.63879452055
"20137",6329.75485091313,0
"20139",186026.639219178,206439.741834703
"20141",2274.65520195874,0
"20143",26489.3869034618,634.484550565092
"20145",128901.03544363,2939.65354386096
"20147",2977.91586553793,0
"20149",656420.511299274,208384.132538863
"20151",7535.91959279825,234.48964739364
"20153",2182.643548212,0
