"FIPS","static_term_loss","terminated_econ_loss"
"34015",0,3560807.39254799
"34017",0,30817698.9951185
"34019",0,2752018.64692497
"34021",980921.740024685,9140861.1045993
"34023",0,12128254.0428226
"34027",0,6556376.01710362
"34035",0,454814.815615458
"34039",0,8236417.43938949
"35001",0,23779.4802254748
"35013",0,362315.765451495
"35043",0,6064.09949923212
"36001",0,3151238.38737694
"36005",10282965.5473916,931973675.690677
"36007",0,9252941.62016609
"36027",0,22096547.6083135
"36029",6984402.61948085,8510227.76784508
"36033",0,162034.979847806
"36047",10801989.8641989,293558691.601995
"36055",15932041.1756489,14929047.9982962
"36059",640146.270743215,109588388.427944
"36061",3121043342.48016,753932757.471437
"36065",0,169846.104560614
"36067",0,8753266.16337001
"36075",0,644937.404277676
"36079",0,6526577.51632458
"36081",5339740.40368648,339547970.906501
"36083",2316182.38741862,1251048.19948483
"36085",0,57096018.8080074
"36087",0,56842356.7274354
"36089",73394.2365333559,221635.197180735
"36091",0,493925.411021685
"36093",0,3050261.19128915
"36097",0,18704346.1415823
"36103",0,46817542.6504636
"36107",0,35910460.0504019
"36109",549539125.393997,393490414.437398
"36119",3018662.00941913,154890477.128579
"37001",0,11307063.1710518
"37021",0,1297284.97451053
"37025",0,1189589.50932223
"37037",0,8871274.07263407
"37051",232219.992832194,3100935.57388581
"37063",504595019.982991,221316107.149624
"37067",10399284.5456492,9622504.73455309
"37081",440717.622551253,8153576.13688625
"37109",0,530064.813854345
"37119",414453.225856745,17783638.4847128
"37129",0,1336340.33685322
"37135",41075971.6015338,72794146.4392119
"37147",28688.5137990382,2430238.43961147
"37155",0,2145057.05739249
"37179",0,1791628.73733476
"37183",4791540.75310554,104075844.763361
"37189",0,251829.466312334
"37197",0,177550.378546915
"38017",0,9604.2476309488
"38035",226041.296979592,166303.135137759
"39005",0,21870.5830776775
"39009",0,31301.1291031939
"39017",0,2288807.37584475
"39035",8474009.18222136,14746800.7267856
"39049",17623219.4742968,16309093.1055507
"39057",0,75658.6887699848
"39061",4518855.83308381,8551839.70624381
"39089",0,442992.712582147
"39095",0,426378.998851405
"39113",0,252210.789445987
"39133",1091218.4282262,519076.916197156
"39153",0,789531.118771941
"39159",0,326208.122030611
"39169",0,25379.8829830104
"39173",0,74550.1282680922
"40021",674594.380428115,399792.816207182
"40027",3283116.55591054,2720029.31052135
"40109",2045774.76741853,1631742.14569271
"40119",575200.918830671,393469.454132394
"40125",0,60919.8346147176
"40143",0,191071.15518048
"41003",0,9978.21433932886
"41005",0,217628.513198542
"41039",0,24698.5521963
"41051",1218033.0156477,515531.328193021
"41067",0,308192.076892097
"42003",26114376.935512,27059655.5761589
"42017",0,4387021.80663695
"42027",3770256.19506782,2451973.65726802
"42029",0,5326436.76854216
"42043",11158522.916349,6935740.57241907
"42045",0,18930068.328271
"42055",0,177969.692537563
"42061",0,103842.864208625
"42071",0,1611421.55263779
"42091",0,18058425.4089869
"42093",0,22458.5421599267
"42095",0,913019.833409283
"42101",109197522.918593,51888026.1444565
"42119",0,30587.9778417897
"44003",0,65582131.2654622
"44005",0,17962269.1752947
"44007",770969714.463316,463462467.769184
"44009",4145.01926252063,24488678.5957181
"45003",0,1591802.12266721
"45019",5490891.7135149,4149196.97224633
"45045",0,518658.261928236
"45047",0,121131.338300346
"45063",0,4557559.66948547
"45075",452483.60871303,430441.604623281
"45077",1871370.54434452,918762.586482181
"45079",19412758.8931655,9420949.59458474
"45083",0,406778.298443712
"45091",0,283733.068797232
"46011",0,5301.788496585
"46027",186232.211666666,100811.599025511
"46041",0,200.644291690092
"46081",0,1435.0442330467
"46099",0,31449.3428579449
"46103",0,4926065.96778522
"47001",0,1184095.23893265
"47037",13025155.3763376,8534434.47930787
"47065",0,2605448.93113189
"47093",2184093.64792939,2569137.946887
"47149",0,1633652.8073446
"47157",1478373.88565844,3707392.69484306
"47167",0,58956.3546703444
"47179",1086026.82551918,687381.546516361
"47183",0,4876.37118360737
"48029",19819584.997112,18301948.3904663
"48039",0,11512400.6812888
"48041",4911375.68383874,3608330.54619659
"48085",174412.027282213,2134916.67808277
"48113",17508150.4694952,11110472.4969563
"48121",0,2160732.78604214
"48135",0,37266.7813474542
"48141",10023533.8848021,9362260.07827726
"48143",0,28447.3482220519
"48157",0,12404586.5024399
"48167",119431454.057929,81204748.761982
"48201",65538165.9450034,61190834.3929942
"48209",2967493.60747088,1806009.23592235
"48215",0,459191.810867483
"48273",0,29735.0474098092
"48303",0,322019.687101308
"48309",7040763.57375494,5213895.30434541
"48339",0,3413972.36050863
"48423",0,349537.787333612
"48439",5213279.84834993,7821032.00903643
"48453",6142750.15109987,6056316.90819369
"48471",198055.049810804,594573.477976074
"48473",102584.620673518,495473.365477071
"48491",0,1588788.85853685
"49005",0,51705.6158909614
"49011",0,552434.065343563
"49035",4087866.03440573,2755936.94351356
"49037",0,1860.81712290269
"49049",0,259900.813553378
"49051",0,41669.2601459333
"50001",0,130489.395520187
"50007",0,412827.747912435
"50015",0,8997.88040338323
"50027",0,232424.909852484
"51003",0,817021.534253577
"51013",0,335920.655444916
"51041",0,3475043.83360218
"51053",0,61007.3340742768
"51059",0,1127261.72979436
"51087",0,4677349.32645112
"51107",0,381541.12597864
"51121",18523091.5611363,7559118.68270329
"51153",0,567449.312385024
"51510",0,190520.966526666
"51540",1653537.41647336,448363.193324981
"51650",294872.649520928,372943.522453217
"51660",0,64339.7539673185
"51710",0,859214.824361186
"51760",20032476.3357068,6315236.99081337
"51770",0,600792.834991683
"51800",0,312072.778818836
"53005",0,30519.2554453238
"53033",11507516.1714924,8677154.59274509
"53035",0,256450.188088999
"53061",0,1621113.26981328
"53063",0,103813.9512066
"53073",0,23300.6093879188
"53075",0,20233.6228845442
"53077",0,47673.3513623732
"54011",0,4335.93856554416
"54061",0,40631.9720831143
"55009",0,730231.70523039
"55025",49400.5446143505,5060050.81992949
"55035",0,20041.4909549714
"55063",0,16811.795388001
"55079",3570275.74717863,7927302.00935429
"55125",0,2503.96237285775
"55133",0,4580785.07985931
"55141",0,9368.08559806531
"56001",0,762.726500140711
"56013",0,0
"01001",0,118131.28314078
"01003",0,117627.415312823
"01005",0,27972.6045964012
"01007",0,55338.3056517832
"01009",0,879623.456736865
"01011",0,9733.88837324495
"01013",0,31707.6257976923
"01015",0,250548.762891534
"01017",0,103216.297704846
"01019",0,21643.7394895146
"01021",0,212804.73169521
"01023",0,2975.63718012822
"01025",0,19725.0102380258
"01027",0,26881.5819416793
"01029",0,20836.23780627
"01031",0,50002.8433684715
"01033",0,66313.019610633
"01035",0,15590.0587502226
"01037",0,31621.8712293821
"01039",0,37527.2284956225
"01041",0,14229.7065135983
"01043",0,480818.736742914
"01045",0,54807.0385233789
"01047",0,76504.5445719371
"01049",0,48449.5545228044
"01051",0,187671.891149799
"01053",0,36406.4157908994
"01055",0,325804.506532422
"01057",0,58294.2432243476
"01059",0,38934.5795723327
"01061",0,15023.1267763798
"01063",0,14547.9555927622
"01065",0,37094.5962667908
"01067",0,18156.15987903
"01069",0,92766.9789187113
"01071",0,30936.0954995602
"01075",0,14023.3433247329
"01077",0,84739.4599217033
"01079",0,34814.5518788664
"01083",0,99222.1188050802
"01085",0,3952.77520040227
"01091",0,43094.4206582903
"01093",0,56077.043783205
"01095",0,177136.736576591
"01099",0,11371.0727940516
"01103",0,167900.204621925
"01105",0,29960.8460818953
"01107",0,45128.3209741022
"01109",0,43665.6524738896
"01111",0,32117.68099473
"01113",0,64963.0419000201
"01115",0,1641028.99066376
"01119",0,19684.9685889225
"01121",0,487155.986564153
"01123",0,145361.105206293
"01127",0,769888.490164734
"01129",0,22239.6072144647
"01131",0,7511.80719255246
"01133",0,82904.8857061866
"02013",0,0
"02016",0,5.69803260400305
"02060",0,2.84901630200152
"02063",0,4351.20292412503
"02066",0,34.1881956240183
"02068",0,2094.40449745547
"02070",0,39.8862282280213
"02100",0,0
"02105",0,0
"02110",0,1575.5286056928
"02122",0,20799.1896535229
"02130",0,0
"02150",0,68.3763912480366
"02158",0,51.2822934360274
"02164",0,48.4332771340259
"02170",0,42755.3657738986
"02180",0,0
"02185",0,1307.79122601156
"02188",0,0
"02195",0,0
"02198",0,2.84901630200152
"02230",0,0
"02240",0,9400.60359998261
"02275",0,11.3960652080061
"02282",0,11.3960652080061
"02290",0,9443.33884451263
"04003",0,22748.1490038231
"04007",0,8885.69423874971
"04009",0,7343.39554461699
"04011",0,838.603591408378
"04012",0,824.3951427896
"04015",0,5818.76891203491
"04021",0,73965.7132041466
"04025",0,18036.0604129048
"05001",0,11876.0088801028
"05003",0,8184.03308148431
"05005",0,26820.8769575476
"05007",0,137075.656250909
"05009",0,16059.1394260801
"05011",0,7060.98612845816
"05013",0,4041.91541575521
"05015",0,13959.8793767662
"05017",0,6443.1786024014
"05021",0,5428.02942774887
"05023",0,19423.3911681182
"05025",0,7611.66593456998
"05027",0,11410.8736989334
"05029",0,29174.2300607683
"05033",0,23617.5012618382
"05035",0,49250.9251289085
"05037",0,4124.89381233516
"05039",0,7073.35197757161
"05041",0,8288.20989995809
"05043",0,10999.3181677603
"05045",0,569513.522512601
"05047",0,2857.82108744659
"05049",0,7874.19771014757
"05051",0,193228.066272247
"05053",0,77245.4425157506
"05055",0,19244.3977701685
"05057",0,14381.318355984
"05059",0,60576.2378457858
"05061",0,1783.45566058944
"05063",0,17226.0324162468
"05065",0,4814.89222240585
"05067",0,17683.379943929
"05069",0,253240.799442857
"05071",0,25767.2107754395
"05073",0,230976.75236352
"05075",0,7482.11011446696
"05077",0,4859.4316895459
"05079",0,11289.9995178656
"05081",0,6902.54556662061
"05083",0,5632.07980668844
"05085",0,481251.678180761
"05087",0,3809.18327960727
"05089",0,6956.53561962662
"05091",0,22821.7298778852
"05093",0,14398.3949104687
"05095",0,8083.83083151042
"05097",0,9629.7844448117
"05099",0,2857.82108744659
"05101",0,3082.1925210131
"05103",0,15958.028541658
"05105",0,8589.07025847982
"05107",0,5404.26371265155
"05109",0,4751.53391117228
"05111",0,9624.72935722431
"05113",0,4559.2215539603
"05115",0,60211.4150140655
"05117",0,10104.788539388
"05121",0,10008.307249314
"05123",0,18693.3125938784
"05125",0,1219289.77352714
"05127",0,1673.72675913798
"05129",0,4026.30841961517
"05131",0,58872.9254931113
"05133",0,2074.99830318549
"05135",0,7987.98962505893
"05137",0,3536.67598878581
"05139",0,28509.9603276012
"05141",0,7551.02481475157
"05145",0,156112.522943799
"05147",0,4337.52172136176
"05149",0,21162.9763214813
"06003",0,472.697845267111
"06005",0,49730.381259243
"06007",0,12718.6873768583
"06009",0,10026.1589008432
"06011",0,1203.05766157552
"06015",0,1588.05594709981
"06021",0,209.039542361892
"06025",0,34085.9392289415
"06027",0,1025.68182977811
"06031",0,14712.8918522972
"06033",0,4936.58930521502
"06035",0,978.793326695002
"06039",0,13379.219837094
"06043",0,1381.35597249543
"06045",0,4149.81303984174
"06049",0,86.5824393662534
"06051",0,809.236881065123
"06057",0,5133.33736034295
"06061",0,135095.591452175
"06063",0,965.735412711554
"06069",0,30502.9643030449
"06089",0,5072.46539767922
"06091",0,440.902258413745
"06093",0,3190.09924453028
"06099",0,226171.924424173
"06101",0,28165.4369659531
"06103",0,23088.3571806783
"06105",0,317.774042375329
"06107",0,45384.3248350212
"06109",0,50624.1805359489
"06115",0,28234.8783742889
"08003",0,110.003761683289
"08007",0,274.553951565515
"08009",0,0
"08011",0,164.550189882227
"08015",0,3494.64483961729
"08017",0,0
"08019",0,406.031006160923
"08021",0,1582.31677728371
"08023",0,1582.31677728371
"08025",0,2.84901630200152
"08027",0,0
"08029",0,1020.21049494104
"08033",0,0
"08039",0,4141.69018695519
"08043",0,16295.0793784676
"08045",0,3237.80348652549
"08047",0,0
"08051",0,3934.65988635044
"08053",0,0
"08055",0,220.007523366578
"08057",0,0
"08061",0,0
"08063",0,0
"08065",0,3604.64860130058
"08071",0,6955.30563866234
"08073",0,186.023482794345
"08075",0,494.561474932093
"08077",0,3890.30758596775
"08079",0,0
"08081",0,1802.32430065029
"08083",0,558.565857322448
"08085",0,1236.33107076992
"08087",0,6136.11213118158
"08089",0,13139.989738568
"08091",0,0
"08093",0,2768.9109608431
"08095",0,0
"08097",0,1256.26690515575
"08099",0,714.568998298671
"08101",0,55890.9522953494
"08103",0,296.027244477634
"08105",0,3274.63731625071
"08107",0,832.0568591674
"08109",0,1802.32430065029
"08111",0,0
"08113",0,164.550189882227
"08115",0,2.84901630200152
"08117",0,4312.40102771497
"08119",0,63894.3811690014
"08121",0,0
"08125",0,0
"09160",0,733634.752767745
"09180",0,5572284.00146214
"12003",0,43085.1331711474
"12005",0,82053.2296765348
"12007",0,413536.068164683
"12013",0,19995.6400451735
"12015",0,40612.665135038
"12017",0,70798.4716142611
"12019",0,637290.161311102
"12021",0,3176434.13425072
"12023",0,540892.845859606
"12027",0,6207.68182346604
"12029",0,127328.928491759
"12035",0,190547.235436109
"12037",0,15724.8687119341
"12039",0,278661.416969984
"12041",0,281501.93157199
"12043",0,4227.63224525004
"12045",0,15700.6902521122
"12047",0,17386.6569212759
"12049",0,4850.79977235138
"12051",0,5029.90977468135
"12053",0,120413.402918838
"12055",0,18833.190636802
"12059",0,7365.64863694812
"12061",0,33692.46174459
"12063",0,29488.2255661525
"12065",0,61277.5660735683
"12067",0,19754.5039759674
"12069",0,108281.86352901
"12075",0,605644.696253741
"12077",0,11528.897206194
"12079",0,22830.0269602765
"12083",0,941895.108768508
"12087",0,34277.4828081775
"12089",0,93132.6221994706
"12091",0,88642.4015309001
"12093",0,4722.3685000878
"12097",0,124516.086456438
"12101",0,1311281.88070085
"12103",0,1149891.60937279
"12107",0,169109.756350817
"12109",0,679010.615483527
"12111",0,80322.7305578685
"12113",0,31822.9610586634
"12115",0,170715.706186913
"12119",0,48627.3917345183
"12121",0,143134.745779178
"12123",0,11167.2003087648
"12125",0,228724.772834079
"12127",0,221280.881163484
"12129",0,206820.649229793
"12131",0,27535.0935812817
"12133",0,10956.5351778435
"13001",0,8046.09035382008
"13003",0,1347.67362322976
"13005",0,1334.7410761824
"13007",0,2217.92454423454
"13009",0,44787.1729903709
"13011",0,7307.81081813561
"13013",0,355316.469696493
"13015",0,179885.399253071
"13017",0,4209.90000543795
"13019",0,31904.948591482
"13023",0,4712.40490227581
"13025",0,4664.70001496561
"13027",0,16016.2411301317
"13029",0,20220.787181253
"13033",0,241928.974046082
"13035",0,38600.7347482283
"13037",0,3027.01405466006
"13039",0,58021.4315873011
"13043",0,3823.79899075278
"13045",0,295880.569368886
"13047",0,19729.141609614
"13049",0,1404.69297785602
"13051",0,247323.903124416
"13053",0,8787.01505879411
"13055",0,40336.9932834013
"13057",0,582563.227337538
"13061",0,1626.65955354631
"13063",0,2241066.7771995
"13065",0,860.175408710891
"13069",0,4608.59022222189
"13071",0,40848.6830735066
"13075",0,8548.13288246516
"13077",0,333780.695848079
"13079",0,12221.3789286942
"13081",0,7534.66756666282
"13083",0,27013.9191887057
"13085",0,40661.4249941188
"13087",0,31055.4499102753
"13091",0,7427.24701409634
"13093",0,2704.18374855621
"13097",0,813932.540022328
"13099",0,6373.46951768887
"13101",0,21334.3340718017
"13103",0,29470.9194777062
"13105",0,41202.4060202462
"13107",0,25328.7065446136
"13109",0,2638.41718487527
"13111",0,121522.911558126
"13113",0,742562.319188366
"13115",0,151219.728781457
"13117",0,378026.626461903
"13119",0,37395.6450333712
"13123",0,22538.1561688026
"13125",0,13837.8322258121
"13127",0,68489.9644272702
"13129",0,26618.5686428521
"13131",0,33685.2742052431
"13133",0,41060.5344244127
"13135",0,4199986.15848793
"13137",0,41071.9998792432
"13139",0,197650.457939215
"13141",0,9649.5808818163
"13143",0,32958.9932880342
"13145",0,15135.7674480466
"13147",0,59872.3901035524
"13149",0,34301.6882737738
"13151",0,1150719.40431572
"13153",0,83351.541833212
"13155",0,1303.82924744246
"13157",0,454612.747722243
"13159",0,7597.30249251018
"13161",0,5473.17538702881
"13163",0,108751.537432824
"13165",0,41088.4764536133
"13167",0,2773.49755897426
"13169",0,21527.7131308792
"13171",0,20830.3446029243
"13173",0,26248.6010661529
"13175",0,26651.6355845507
"13177",0,14423.8006161269
"13179",0,49041.9177471099
"13181",0,49836.3525340178
"13183",0,9438.14433200275
"13185",0,61963.7923077924
"13187",0,6230.29542902713
"13189",0,246568.249434459
"13191",0,12256.8594291709
"13193",0,8686.66381926852
"13195",0,548366.870076071
"13197",0,5816.49047522969
"13199",0,38320.2380815175
"13201",0,3824.33606398683
"13205",0,11431.9128638633
"13207",0,21573.818504554
"13209",0,3758.03242707184
"13211",0,170508.151200522
"13213",0,10848.3667694791
"13215",0,183148.088918354
"13217",0,562250.380191433
"13219",0,1954132.2894649
"13221",0,393028.142578821
"13223",0,426110.025511206
"13225",0,24200.9736836437
"13227",0,55796.7290517828
"13229",0,2942.99962820813
"13231",0,38158.5060852986
"13233",0,54373.7934830627
"13235",0,2054.39371668511
"13237",0,17140.8753553252
"13239",0,1451.36122489812
"13241",0,5141.56918128414
"13243",0,9640.21029148148
"13247",0,621063.030593229
"13249",0,619.031341880757
"13251",0,34748.671726273
"13253",0,1966.70496511051
"13255",0,130581.166827771
"13257",0,80738.149794658
"13259",0,8322.70498491689
"13261",0,10122.513457089
"13263",0,12893.4530731576
"13265",0,3095.15670940378
"13267",0,17877.3273149272
"13269",0,3848.87337783907
"13271",0,7236.51815155987
"13273",0,3275.77757982411
"13275",0,72718.7335001325
"13277",0,40251.8971536323
"13279",0,10024.1679712159
"13281",0,29752.9562630537
"13283",0,7383.45316382585
"13285",0,62072.0458918322
"13287",0,4095.62257307227
"13289",0,6720.43108522688
"13291",0,36489.5298586955
"13293",0,11998.6644213543
"13295",0,33907.5319318194
"13297",0,181967.732248502
"13299",0,7440.05346068776
"13301",0,73152.3000312765
"13303",0,44852.0146327926
"13305",0,9041.62537899418
"13307",0,619.031341880757
"13309",0,3380.06597752022
"13311",0,32087.8065046365
"13313",0,83651.040841961
"13315",0,8153.60961798783
"13317",0,39245.0663580299
"13319",0,9692.92193433493
"13321",0,26585.8650575555
"15005",0,0
"15007",0,2.84901630200152
"15009",0,574.969873776148
"16003",0,0
"16007",0,0
"16009",0,893.519482159302
"16011",0,1563.72344179341
"16013",0,873.895908764441
"16015",0,0
"16017",0,202.060290133986
"16019",0,4394.52951901191
"16021",0,101.006137793158
"16023",0,0
"16025",0,0
"16029",0,558.070448383035
"16031",0,1265.56644774799
"16033",0,0
"16035",0,0
"16037",0,0
"16039",0,0
"16041",0,744.09393117738
"16043",0,186.284693877551
"16045",0,0
"16047",0,101.006137793158
"16049",0,186.023482794345
"16051",0,906.600059143982
"16053",0,687.872425970096
"16055",0,3773.22838646564
"16059",0,955.614380118485
"16061",0,0
"16063",0,0
"16065",0,1214.15503031969
"16067",0,0
"16071",0,0
"16073",0,0
"16075",0,0
"16077",0,186.023482794345
"16079",0,186.023482794345
"16081",0,0
"16083",0,0
"16085",0,0
"16087",0,0
"17001",0,4741.19726085249
"17003",0,3246.45750344673
"17005",0,3000.00335612517
"17007",0,456392.856489139
"17009",0,561.063757265889
"17011",0,453792.046699027
"17013",0,178.812052556462
"17015",0,226220.993865579
"17017",0,134485.132517932
"17021",0,2192.41065503932
"17023",0,299.255596578386
"17025",0,670.602757072726
"17027",0,457771.839241865
"17033",0,626.870561314289
"17035",0,681.302164866855
"17039",0,11007.3585433492
"17041",0,3385.59039633186
"17045",0,971.916674996103
"17047",0,1256.83789793339
"17049",0,1412.34650882949
"17051",0,1730.21297926168
"17053",0,2863.72246480192
"17055",0,1423.13854209308
"17057",0,452088.887080103
"17059",0,144.97973390423
"17061",0,67820.939977857
"17063",0,2552012.46585164
"17065",0,194.064657516902
"17067",0,676155.268278698
"17069",0,1810.3228909457
"17071",0,24.4099193274862
"17073",0,681860.261769157
"17075",0,3649.79351015779
"17079",0,964.217163873739
"17081",0,1943.45459924383
"17083",0,81313.1102244935
"17085",0,853.941651335758
"17087",0,4789.57628475107
"17089",0,33268884.5274226
"17091",0,5445175.78131894
"17093",0,7037766.38433506
"17095",0,1352193.68411277
"17099",0,3149610.42149769
"17101",0,4013.64732143298
"17103",0,1127433.59835766
"17105",0,231688.707375198
"17107",0,232014.215440006
"17109",0,676879.587168975
"17111",0,20349609.5802097
"17117",0,147144.247782557
"17121",0,6407.6877835048
"17123",0,225700.294588176
"17125",0,161.284410662234
"17127",0,0
"17129",0,225779.373776776
"17131",0,3023.20192354162
"17133",0,75483.3542541136
