<<<<<<< HEAD
"FIPS","static_IDC_loss","IDC_econ_loss"
"13297",0,1432777.74127667
"13299",0,61603.2009891865
"13301",0,317845.999768217
"13303",0,198139.207354861
"13305",0,63384.7676383621
"13307",0,3035.22536873779
"13309",0,30008.2471421915
"13311",0,139161.208143544
"13313",0,540924.891404566
"13315",0,22246.450152196
"13317",0,173990.388087185
"13319",0,72987.8693736418
"13321",0,128136.012199228
"15005",0,46725.9873726473
"15007",0,185800.353965316
"15009",0,844717.611414971
"16003",0,3641.91107692314
"16007",0,1541.63249957465
"16009",0,54013.8315520668
"16011",0,78523.9320193215
"16013",0,21519.8591865635
"16015",0,29539.9243174932
"16017",0,279843.392793482
"16019",0,299769.847536487
"16021",0,31096.9681918502
"16023",0,726.551027019776
"16025",0,138.002420975705
"16029",0,20312.5928599941
"16031",0,43085.0745983141
"16033",0,2701.82401540843
"16035",0,152349.01862698
"16037",0,4665.42916724758
"16039",0,49827.8769277706
"16041",0,28283.8319679431
"16043",0,37349.0064663748
"16045",0,31817.379960088
"16047",0,5376.63684079469
"16049",0,63837.986174072
"16051",0,46679.3670556388
"16053",0,19390.0781163274
"16055",0,1715089.17195727
"16059",0,26275.2966567001
"16061",0,28370.0479000964
"16063",0,1205.65239077592
"16065",0,93712.5546155433
"16067",0,5911.59343136798
"16071",0,4247.47369607167
"16073",0,8489.88049403728
"16075",0,27964.0529175636
"16077",0,21202.0365878181
"16079",0,49684.9809728351
"16081",0,11870.3732500295
"16083",0,37112.5105784897
"16085",0,12774.2245448315
"16087",0,11449.6556106176
"17001",0,59948.3079599414
"17003",0,9171.55498569444
"17005",0,47951.5531685252
"17007",0,196730.64334246
"17009",0,10732.4145001017
"17011",0,124038.852924524
"17013",0,29776.220721426
"17015",0,38825.9498576001
"17017",0,933219.48838631
"17021",0,134380.238507092
"17023",0,51973.4226580079
"17025",0,49581.6472962801
"17027",0,138608.424019371
"17033",0,83815.6806653571
"17035",0,151705.118017361
"17039",0,329078.446311905
"17041",0,1279266.64284756
"17045",0,207661.311683745
"17047",0,18917.4906235784
"17049",0,102231.309165118
"17051",0,66228.9867508042
"17053",0,741238.126010414
"17055",0,64349.0698581661
"17057",0,101799.273633243
"17059",0,3019.46146560522
"17061",0,522996.919153743
"17063",0,895831.159363223
"17065",0,3478.34743089299
"17067",0,103085.1617991
"17069",0,10274.5913252514
"17071",0,2162.49109215556
"17073",0,198027.641051836
"17075",0,408448.732931733
"17079",0,29233.6158268021
"17081",0,43494.0136020742
"17083",0,504551.585771048
"17085",0,30462.4176405305
"17087",0,31545.9109555531
"17089",0,6160958.22597745
"17091",0,1239557.55268616
"17093",0,1675027.34990309
"17095",0,250997.82367973
"17099",0,577852.705562463
"17101",0,38555.1612361825
"17103",0,165640.274762684
"17105",0,282416.870556852
"17107",0,149130.907730909
"17109",0,107303.754361171
"17111",0,3802074.33910638
"17117",0,1034341.42850598
"17121",0,74377.4346116028
"17123",0,26414.0273220015
"17125",0,40687.1427839852
"17127",0,3519.1266632055
"17129",0,88280.5798935567
"17131",0,127158.28742219
"17133",0,636343.370541827
"17135",0,89020.9749340698
"17139",0,258091.994677011
"17141",0,226286.075010564
"17143",0,901098.619273979
"17145",0,33213.0164003612
"17147",0,1704360.92557282
"17149",0,27791.1730958623
"17151",0,1382.18282232447
"17153",0,24928.3622101009
"17155",0,8341.69014380349
"17157",0,508881.339569991
"17159",0,34313.8761277656
"17161",0,880101.464375749
"17163",0,6750290.03345763
"17165",0,39707.0470886873
"17169",0,14657.1047150445
"17171",0,35169.9206434787
"17173",0,141135.980564146
"17175",0,7746.69953524379
"17177",0,228661.484434213
"17179",0,601762.739864285
"17181",0,39848.5058832009
"17183",0,3389040.7989565
"17185",0,16748.4335556775
"17187",0,56493.0036546258
"17189",0,29851.9414090228
"17191",0,26685.8224471491
"17193",0,13508.7230542433
"17195",0,255351.569838775
"17199",0,89957.2331443135
"17201",0,1417845.77569319
"17203",0,182285.408839842
"18001",0,245302.601886518
"18003",0,2920496.82198594
"18005",0,1394316.70068928
"18007",0,625406.599752919
"18009",0,58614.4269776684
"18013",0,979819.096801251
"18015",0,820288.927777561
"18017",0,242502.838111243
"18019",0,2103158.0563216
"18021",0,201896.224715547
"18023",0,704431.21303347
"18025",0,168361.47980714
"18027",0,455225.079672038
"18029",0,1931849.11688411
"18031",0,259420.850282092
"18033",0,101081.741785135
"18037",0,207754.140788351
"18039",0,969969.789598609
"18041",0,215787.062760147
"18043",0,1667372.58140667
"18045",0,450960.887850718
"18047",0,601792.555453417
"18049",0,111903.007660279
"18051",0,120519.907926008
"18053",0,393232.715463858
"18055",0,1684125.0687481
"18057",0,15734822.1701674
"18059",0,3348813.41104742
"18061",0,643449.962315143
"18063",0,9713147.15152811
"18065",0,436687.040435839
"18067",0,789054.113262224
"18069",0,255150.591708236
"18071",0,763789.230590763
"18073",0,255204.049828794
"18075",0,163110.200433052
"18077",0,252457.876333906
"18079",0,249600.431270417
"18081",0,7700596.37491778
"18083",0,389237.209293433
"18087",0,122856.333156906
"18091",0,1106396.76737939
"18093",0,1273665.51072063
"18095",0,1798255.34457908
"18099",0,262822.789914531
"18101",0,33113.5767790804
"18103",0,264249.992366422
"18107",0,633129.282530435
"18109",0,2813179.04331742
"18111",0,168286.917152225
"18113",0,152896.451232347
"18115",0,205798.60116306
"18117",0,274581.428988752
"18119",0,1455051.81735751
"18121",0,241054.183517776
"18123",0,158611.483598207
"18125",0,44412.7799266573
"18129",0,119874.292020659
"18131",0,89590.9455236742
"18133",0,599961.859935607
"18135",0,224298.284698071
"18137",0,348732.985922698
"18139",0,141615.733050704
"18143",0,149157.546590308
"18145",0,994574.678544746
"18147",0,57844.4384058789
"18149",0,125743.098562695
"18151",0,93667.0539232477
"18153",0,176492.744402265
"18155",0,103151.620941371
"18159",0,157617.05940496
"18161",0,154746.877459274
"18163",0,993825.219678185
"18165",0,84208.5224333555
"18169",0,275016.167513229
"18171",0,541809.081299994
"18173",0,417359.442832603
"18175",0,312091.981507876
"18177",0,613852.468838837
"18179",0,147295.515440167
"18181",0,932772.618194896
"18183",0,221910.093725658
"19001",0,22639.353614711
"19003",0,28896.457734789
"19005",0,109461.668710881
"19007",0,51594.3641089577
"19009",0,15773.7213757552
"19011",0,663055.824549202
"19013",0,480252.402062354
"19015",0,594211.930995962
"19017",0,149763.326446456
"19019",0,159203.809671521
"19021",0,33490.088458954
"19023",0,67102.3065564472
"19025",0,20971.1362003822
"19027",0,76818.6974849209
"19029",0,141802.18178467
"19031",0,2103898.18957339
"19033",0,200083.67546718
"19035",0,17654.3603201546
"19037",0,82246.7928413665
"19039",0,55224.1744985632
"19041",0,17671.4749162321
"19043",0,147964.509227302
"19045",0,372071.852525447
"19047",0,206963.344071587
"19049",0,489534.703935164
"19051",0,42708.441431604
"19053",0,83800.078879925
"19055",0,102284.352682929
"19057",0,368655.330100542
"19059",0,82635.9362508728
"19061",0,807313.877224091
"19063",0,22945.0031100287
"19065",0,73859.8249034878
"19067",0,46464.996134265
"19069",0,64551.0289483658
"19071",0,100467.034629242
"19073",0,177377.23898999
"19075",0,100181.756291535
"19077",0,47835.993023262
"19079",0,108381.21870928
"19081",0,112517.516471845
"19083",0,103223.216493696
"19085",0,109929.406871831
"19087",0,596343.349629704
"19089",0,61888.7438094465
"19091",0,30786.4428998655
"19093",0,11054.6330603535
"19095",0,2226943.15869668
"19097",0,83097.7206249116
"19099",0,181680.638527196
"19101",0,59402.1662662348
"19105",0,416410.479949108
"19107",0,103366.566680801
"19109",0,56798.8438261461
"19111",0,247807.171139163
"19113",0,7387793.77555483
"19115",0,418119.255181387
"19117",0,38740.2747170525
"19119",0,23196.8713663848
"19121",0,70607.9264537038
"19123",0,143183.261366885
"19125",0,133111.490139693
"19127",0,240188.19808141
"19129",0,167475.25049054
"19131",0,80913.6928888765
"19133",0,30032.5085526314
"19135",0,36574.410815403
"19137",0,46780.5699795219
"19139",0,2094525.71296478
"19141",0,14495.9496836697
"19143",0,4286.14179060002
"19145",0,205541.377123548
"19147",0,13274.9919683895
"19149",0,66931.9444750287
"19151",0,19772.9809793835
"19155",0,1718432.26148093
"19157",0,229664.18271664
"19159",0,29228.0033116797
"19161",0,13054.6803826076
"19165",0,40642.5372376891
"19167",0,91057.9676872289
"19171",0,149957.213056492
"19173",0,22191.5973062796
"19175",0,96672.6811652446
"19177",0,23030.541460816
"19179",0,110557.533754516
"19181",0,255518.448735252
"19183",0,3334881.5909385
"19185",0,39619.920344153
"19187",0,110110.246795845
"19189",0,43007.0116837386
"19191",0,110684.474372757
"19193",0,292340.075993319
"19195",0,49185.0089219437
"19197",0,30392.6018909748
"20001",0,10631.5066688164
"20003",0,154.194821510048
"20005",0,220020.328526927
"20007",0,14352.4279069182
"20009",0,482165.574384367
"20011",0,78921.9284163133
"20013",0,152461.618719884
"20015",0,174031.774961311
"20017",0,41908.2641149362
"20019",0,143.552333795518
"20021",0,32903.9298794306
"20023",0,4629.97732973353
"20025",0,65930.4754697873
"20027",0,33603.5847336988
"20029",0,27106.4801464166
"20031",0,48124.1068235403
"20033",0,4450.98876352205
"20035",0,117477.982193017
"20037",0,43315.8514565954
"20039",0,5507.75524376964
"20041",0,122272.314229863
"20043",0,12918.1179136137
"20047",0,6848.26745176849
"20049",0,323.945441621903
"20053",0,30886.147164771
"20055",0,55373.8031613323
"20057",0,100211.166860363
"20059",0,127010.548482205
"20061",0,294431.368042682
"20063",0,435.948825089704
"20065",0,11558.769755926
"20067",0,21843.8808496473
"20069",0,3064.35679453135
"20071",0,0
"20073",0,848.240249792121
"20075",0,23.0658080734369
"20077",0,4748.85680293526
"20079",0,180799.15456848
"20081",0,505.137026489576
"20083",0,10820.7006199659
"20085",0,21016.1437917925
"20087",0,338497.160875833
"20089",0,11716.2414636841
"20093",0,298.245469996221
"20095",0,7646.37775188342
"20097",0,14976.2333576246
"20099",0,22749.9226719717
"20101",0,10.6424877145306
"20103",0,667846.474818676
"20105",0,4495.44191085247
"20107",0,651.588283860243
"20109",0,15138.1880530973
"20111",0,167668.319867829
"20113",0,114184.10605688
"20115",0,30768.3065976131
"20117",0,27906.6333770001
"20119",0,10.6424877145306
"20121",0,615334.868701812
"20123",0,83471.2272495984
"20125",0,49722.6434252146
"20127",0,48542.0853413609
"20129",0,6103.17937372954
"20131",0,56532.339762511
"20133",0,19404.1754773921
"20135",0,65666.7255146754
"20137",0,6934.46481349096
"20139",0,203701.520651027
"20141",0,2492.03271979741
"20143",0,29025.7563303888
"20145",0,141214.337662834
"20147",0,3191.72209666257
"20149",0,719195.715061098
"20151",0,8320.23380537672
"20153",0,2391.14456768739
"20155",0,140189.740194438
"20157",0,21060.0467966003
"20159",0,347.334825311917
"20163",0,5591.97105333499
"20165",0,2475.5928430525
"20167",0,23386.152512292
"20169",0,294352.318531473
"20171",0,2543.42473138812
"20175",0,11280.7151768068
"20177",0,1403481.9091693
"20179",0,2755.08409089969
"20181",0,9497.15297393081
"20183",0,7212.49583139155
"20185",0,71187.7058031236
"20187",0,1339.46968847203
"20189",0,409.056335283928
"20191",0,41372.2541742847
"20193",0,7328.25486069617
"20195",0,2610.46216434481
"20197",0,20651.313954518
"20199",0,0
"20201",0,22628.3203613174
"20203",0,61.2168958397066
"20205",0,6026.92174675055
"20207",0,2751.40899036433
"21001",0,131358.870748847
"21003",0,115505.074248094
"21005",0,598206.465406372
"21007",0,35482.7114845869
"21009",0,281555.77548804
"21011",0,266523.435891311
"21013",0,187682.637884683
"21015",0,4552872.80000372
"21017",0,592255.486265255
"21019",0,273756.001695045
"21021",0,715620.910961968
"21023",0,64898.9792646296
"21025",0,14369.6423785203
"21027",0,153295.757474341
"21029",0,1666328.29656105
"21031",0,102037.097440066
"21033",0,11446.6729658899
"21035",0,126409.279889197
"21039",0,14631.6433583878
"21041",0,64473.1852107564
"21043",0,44608.0759987299
"21045",0,46618.4020119214
"21047",0,551557.029723111
"21049",0,1305933.8029018
"21051",0,254885.941499122
"21053",0,45955.6926865108
"21055",0,30782.7019584281
"21057",0,55921.1663160323
"21059",0,244136.452321657
"21061",0,137427.14852524
"21063",0,49666.3017924662
"21065",0,245747.172606158
"21069",0,215312.101153156
"21071",0,110819.777958168
"21073",0,975671.597162385
"21075",0,8701.68017001236
"21077",0,116810.440204044
"21079",0,491035.737261802
"21081",0,267975.129164581
"21083",0,184111.320294755
"21085",0,156019.446281884
"21087",0,99197.4728359447
"21089",0,189990.723481954
"21091",0,10062.669284245
"21095",0,118892.607342327
"21097",0,233535.111518695
"21099",0,286739.41976733
"21101",0,119568.131778475
"21103",0,243034.583471346
"21105",0,2573.68856529042
"21107",0,220500.442101609
"21109",0,91070.9796851698
"21115",0,74267.7313729584
"21117",0,7691967.32834694
"21119",0,46994.0690259995
"21121",0,95791.2781765265
"21123",0,228692.920252255
"21125",0,648574.237936946
"21127",0,82944.5705802232
"21129",0,45217.0696083266
"21131",0,74868.2668896793
"21133",0,47179.2963734268
"21135",0,75410.548547848
"21137",0,290871.428073533
"21139",0,10597.4488042634
"21141",0,281278.094238179
"21143",0,50020.1747138718
"21145",0,275040.032026307
"21147",0,109177.860430141
"21149",0,23541.0713977625
"21151",0,3114280.28094104
"21153",0,48068.9628661852
"21155",0,142182.622986173
"21157",0,57376.8714218412
"21159",0,27965.9665850043
"21161",0,318989.398384868
"21163",0,343539.714034995
"21165",0,81648.108816356
"21167",0,351000.470945777
"21169",0,65089.1127066788
"21171",0,56768.5789226733
"21173",0,808194.546197265
"21175",0,30463.1330965577
"21177",0,127841.611089197
"21179",0,601516.754400653
"21181",0,143353.175804017
"21183",0,76328.3692940616
"21187",0,65874.792403954
"21189",0,8795.39946585415
"21191",0,296541.670637232
"21193",0,120021.061455436
"21197",0,152601.148978765
"21199",0,240092.040216239
"21201",0,4607.22707192825
"21203",0,68127.3719008919
"21205",0,556561.652289832
"21207",0,27578.4786063247
"21209",0,2235363.52693777
"21211",0,739218.929711754
"21213",0,170067.357368972
"21215",0,284520.004916994
"21217",0,69187.7479547608
"21219",0,80016.4099980451
"21221",0,69618.8973853444
"21223",0,35541.1536951865
"21225",0,28272.9917727563
"21229",0,66775.7880221831
"21231",0,124526.875541922
"21233",0,11213.8124563471
"21235",0,80741.7017301863
"21237",0,1219.21535612319
"21239",0,2152372.05072623
"22001",0,202326.731047388
"22003",0,73211.7789897487
"22005",0,1510745.29213298
"22007",0,122227.217159836
"22009",0,55588.7647640268
"22011",0,44609.6396479825
"22013",0,71840.0771592953
"22015",0,1621088.92674742
"22019",0,328635.029145327
"22021",0,14732.555255022
"22023",0,2712.40065027834
"22025",0,16142.9643709598
"22027",0,66376.1820112906
"22029",0,11008.1184743017
"22031",0,214856.143920086
"22035",0,10951.1982712267
"22037",0,137185.577376405
"22039",0,101650.286582862
"22041",0,22208.5947902775
"22043",0,20923.0733970738
"22045",0,135346.483345661
"22047",0,402744.990673438
"22049",0,24886.3165941667
"22051",0,15360240.358138
"22053",0,35279.8887322383
"22057",0,502500.670017397
"22059",0,17146.7910443095
"22063",0,1436759.4813032
"22065",0,8287.80476863308
"22067",0,28094.9405396165
"22069",0,124752.985241443
"22075",0,214756.196600221
"22077",0,191951.318017586
"22079",0,284363.420402595
"22081",0,33444.7194082792
"22083",0,34467.3794515012
"22085",0,38441.8516166742
"22087",0,871942.915039642
"22089",0,868585.844219777
"22091",0,22450.8412787009
"22093",0,97557.9020859627
"22095",0,646905.923380125
"22097",0,239138.552974169
"22099",0,213162.521816759
"22101",0,137768.600348451
"22103",0,3861895.46828174
"22105",0,673024.506786356
"22107",0,6429.69023713716
"22109",0,220908.247934686
"22111",0,28263.3141678423
"22113",0,147959.443356493
"22115",0,62965.4207434007
"22117",0,822858.64151048
"22119",0,290768.013189931
"22121",0,440803.687715878
"22123",0,5375.24039590288
"22125",0,101191.41765285
"22127",0,23585.5186389417
"23003",0,234788.656071961
"23007",0,346318.185081427
"23011",0,980151.142244677
"23013",0,461240.813412268
"23017",0,408875.321048665
"23021",0,293482.81440196
"23023",0,313034.330616981
"23025",0,434741.647035683
"23027",0,656235.007999234
"23029",0,2070759.63326216
"30001",0,43645.6468668489
"30003",0,11269.6756371083
"30007",0,8308.91131123254
"30009",0,11576.7764037796
"30011",0,28.1375728412167
"30015",0,31279.9920658108
"30017",0,15725.218122381
"30019",0,4223.29517311642
"30021",0,11272.65224049
"30023",0,68992.4162021959
"30025",0,1685.63418714854
"30027",0,16122.0753297367
"30029",0,157167.271005787
"30033",0,0
"30037",0,0
"30039",0,7021.68125415966
"30041",0,29738.1485004142
"30043",0,92320.331154065
"30045",0,9430.91355803085
"30051",0,1123.37411837074
"30053",0,105905.577936549
"30055",0,7306.2869667134
"30057",0,23878.4563890861
"30059",0,16573.5269861756
"30061",0,37281.2696272791
"30065",0,7803.20662868841
"30067",0,147606.373467619
"30069",0,219.454264625853
"30071",0,3193.5172008975
"30073",0,15265.3868310949
"30075",0,1088.65463316597
"30077",0,52262.0302856696
"30079",0,592.290761690664
"30081",0,486919.855839453
"30083",0,21658.7676127154
"30085",0,11699.4203515582
"30087",0,14908.5052625084
"30089",0,6482.86508040582
"30091",0,7314.51056960036
"30093",0,286586.270835063
"30095",0,8991.91828920692
"30097",0,496.363871475308
"30099",0,57339.0678016689
"30101",0,10039.1276789282
"30103",0,95.9268902153558
"30105",0,20913.7978404595
"30107",0,6442.34366841526
"30109",0,95.9268902153558
"31001",0,184825.311159007
"31003",0,8579.69812136815
"31005",0,230.254322996788
"31007",0,0
"31009",0,4388.33880043039
"31011",0,11221.5290168547
"31013",0,10102.5416234612
"31015",0,44.4529667269207
"31017",0,60.9303798527102
"31021",0,540472.969126626
"31023",0,17702.1766808533
"31025",0,834603.783161317
"31027",0,99125.4198950471
"31029",0,1234.37632436163
"31031",0,796.637530137777
"31033",0,161136.448447936
"31035",0,28825.3385752211
"31037",0,16458.7090879696
"31039",0,93226.2943565532
"31041",0,10241.1530456854
"31043",0,22006.7678160231
"31045",0,10197.0320999196
"31047",0,129314.944103257
"31049",0,751.263299382434
"31051",0,18392.7065739746
"31053",0,391414.747152126
"31057",0,858.068242524447
"31059",0,2167.58888129583
"31061",0,474.317813614446
"31063",0,76028.1943007834
"31065",0,4607.10815563771
"31067",0,87027.4511723852
"31069",0,907.158193608033
"31071",0,27493.8815494472
"31073",0,11495.3925369571
"31075",0,0
"31077",0,1181.533970203
"31079",0,291565.305727341
"31081",0,29654.3885139754
"31083",0,570.598464630219
"31085",0,0
"31087",0,1159.32948928691
"31089",0,3674.31983891822
"31091",0,0
"31093",0,78493.5709051787
"31095",0,49451.8902718278
"31097",0,154964.788881887
"31099",0,33931.7562144514
"31101",0,28963.6695498798
"31103",0,609.914909839488
"31105",0,1914.50829842415
"31107",0,8740.83612529096
"31111",0,108161.133447922
"31113",0,76419.2215397165
"31115",0,0
"31117",0,44.4529667269207
"31119",0,575678.010461289
"31121",0,2718.93083645508
"31123",0,1935.12807609809
"31125",0,15779.3195763087
"31127",0,48081.9684318322
"31129",0,2248.33136867715
"31131",0,244799.644604134
"31133",0,103312.961443418
"31135",0,1405.63117594884
"31137",0,30385.7686438465
"31139",0,41358.9806981747
"31141",0,301712.397394275
"31143",0,6043.46597031831
"31145",0,5145.79200402903
"31147",0,135294.023622164
"31149",0,1666.07946922391
"31151",0,108079.17675669
"31153",0,6515464.02527848
"31155",0,339034.323886828
"31157",0,25270.3989721214
"31159",0,245372.655571394
"31161",0,4909.34777681603
"31163",0,2539.77508654408
"31165",0,668.914381249061
"31167",0,11625.9123215897
"31169",0,107185.347130427
"31171",0,44.4529667269207
"31173",0,3794.58924955409
"31175",0,2858.21657392315
"31177",0,609162.93602892
"31179",0,27167.6739635501
"31181",0,1530.00181983204
"31183",0,26628.9632076408
"31185",0,118097.243040338
"32001",0,102029.539809135
"32005",0,209028.747960444
"32007",0,50569.0114019669
"32009",0,0
"32011",0,13341.2317456652
"32013",0,42008.5310153781
"32015",0,10139.7893348463
"32017",0,4372.55630450847
"32019",0,279878.967850574
"32021",0,10329.3290689643
"32023",0,92022.311946239
"32027",0,11001.2520269413
"32029",0,67623.8584175524
"32033",0,36080.4031444875
"32510",0,416551.072172805
"33001",0,678345.338081967
"33003",0,760282.414243412
"33007",0,319216.07142255
"33019",0,3103375.56259104
"34001",0,4005446.96601783
"34005",0,21534350.3199671
"34009",0,1145069.87253408
"34011",0,1999970.49139876
"34025",0,20282316.4378261
"34029",0,9309825.82827158
"34031",0,8181352.06532314
"34033",0,2090468.36156365
"34037",0,1744336.86237925
"34041",0,1525340.35437289
"35003",0,7846.3927726223
"35005",0,109135.873974976
"35006",0,128995.67214205
"35007",0,23195.2860574227
"35009",0,101944.607904335
"35011",0,4611.49410426275
"35015",0,75088.7064482399
"35017",0,51430.854425564
"35019",0,11207.861735005
"35021",0,4983.75364035993
"35023",0,8979.20077794023
"35025",0,100376.621135436
"35027",0,71653.5653157078
"35028",0,137684.711077973
"35029",0,37105.0688888455
"35031",0,256397.531140018
"35033",0,11262.1358889705
"35035",0,210990.994102531
"35037",0,49173.9418796488
"35039",0,140783.127349744
"35041",0,37794.6802458928
"35045",0,152338.722068519
"35047",0,60441.239804675
"35049",0,962201.883472117
"35051",0,43343.7348223733
"35053",0,131485.115912802
"35055",0,229629.563676446
"35057",0,160398.727009516
"35059",0,224.806238941987
"35061",0,1986398.16294257
"36003",0,460706.686489458
"36009",0,750971.898095252
"36011",0,2486308.35699821
"36013",0,1801953.28298388
"36015",0,1546905.74804645
"36017",0,552987.329356032
"36019",0,601420.687753807
"36021",0,1135584.58177605
"36023",0,3131032.46582459
"36025",0,565162.180331877
"36031",0,358565.027667399
"36035",0,587142.679848965
"36037",0,2003869.80385907
"36039",0,1036312.67386173
"36041",0,44858.1018675424
"36043",0,777624.429698647
"36045",0,929936.7670213
"36049",0,128360.425217068
"36051",0,2482666.22569877
"36053",0,1313413.94291922
"36057",0,458214.842323544
"36063",0,5624633.5800011
"36069",0,3455738.1988432
"36071",0,11350124.2398369
"36073",0,2738901.025948
"36077",0,490372.078508859
"36095",0,247038.346971064
"36099",0,1178332.33592426
"36101",0,1605809.01537252
"36105",0,1451374.59663553
"36111",0,4358127.97538417
"36113",0,393427.58551317
"36115",0,385764.98864636
"36117",0,5739145.51655422
"36121",0,1117578.46156439
"36123",0,134892.423413531
"37003",0,449800.913678747
"37005",0,70385.2711753934
"37007",0,199764.232098675
"37009",0,260237.827059071
"37011",0,68417.4956401877
"37013",0,436422.921308411
"37015",0,137683.567876139
"37017",0,270210.137184906
"37019",0,1548233.18796753
"37023",0,613937.475348111
"37027",0,602717.895935573
"37029",0,60773.9292609815
"37031",0,654703.283388433
"37033",0,2419862.57845279
"37035",0,1310709.80304156
"37039",0,97573.4828558095
"37041",0,257112.312817339
"37043",0,74385.7660804301
"37045",0,474800.970109221
"37047",0,596673.767898886
"37049",0,1073247.60055654
"37053",0,352766.518835124
"37055",0,369357.495030099
"37057",0,5719144.10167528
"37059",0,2144452.5192992
"37061",0,866927.787522395
"37065",0,923860.972953265
"37069",0,4316610.19592394
"37071",0,2591724.93023902
"37073",0,44777.4877459343
"37075",0,30164.6364486495
"37077",0,8346774.64642388
"37079",0,274311.995974837
"37083",0,716357.225641838
"37085",0,3978992.79100989
"37087",0,226400.064510996
"37089",0,1058749.90749009
"37091",0,248104.854328759
"37093",0,479136.35625448
"37095",0,29539.6350796357
"37097",0,3077106.96769291
"37099",0,319940.809202374
"37101",0,8818945.01706607
"37103",0,73370.8599407787
"37105",0,1831433.5875566
"37107",0,464352.189664699
"37111",0,169203.517648177
"37113",0,454619.924472276
"37115",0,231273.231091009
"37117",0,339788.479890357
"37121",0,82267.7127436719
"37123",0,132306.589110835
"37125",0,819546.067950603
"37127",0,848308.84779468
"37131",0,119758.037091299
"37133",0,2173570.27458637
"37137",0,356945.777169624
"37139",0,373754.081179892
"37141",0,973977.338230922
"37143",0,86301.0919605844
"37145",0,7765905.86089018
"37149",0,75351.1878801245
"37151",0,2684664.78640384
"37153",0,576963.735969684
"37157",0,3145678.88605093
"37159",0,1950754.70375706
"37161",0,309897.071608001
"37163",0,483760.510089283
"37165",0,338653.629447367
"37167",0,516629.11705745
"37169",0,1887970.67338931
"37171",0,1771844.71943278
"37173",0,52538.9072265959
"37175",0,205721.244385539
"37177",0,44623.9584452684
"37181",0,2270375.07036688
"37185",0,1015304.56186157
"37187",0,80873.8497151537
"37191",0,1222576.11371602
"37193",0,1765064.17937523
"37195",0,857154.187690789
"37199",0,214248.974483358
"38001",0,0
"38003",0,26772.7511978052
"38005",0,10450.745342818
"38007",0,0
"38009",0,17912.9463993233
"38011",0,4532.04491241491
"38013",0,3471.99965687067
"38015",0,212221.852137416
"38019",0,8185.08936172209
"38021",0,4598.92719552999
"38023",0,5004.83746797702
"38025",0,5204.360324754
"38027",0,10771.0508753
"38029",0,12249.3618454698
"38031",0,0
"38033",0,1735.99982843534
"38037",0,4961.90124104491
"38039",0,1073.85850031833
"38041",0,5563.05138999397
"38043",0,1735.99982843534
"38045",0,8448.26408787062
"38047",0,5563.05138999397
"38049",0,23005.7106546481
"38051",0,8315.4006396285
"38053",0,1735.99982843534
"38055",0,17856.4005141366
"38057",0,9333.46725624456
"38059",0,30202.6224320562
"38061",0,11435.6419637296
"38063",0,15130.0878555076
"38065",0,444.375717612592
"38067",0,29044.5818481286
"38069",0,21945.6333953281
"38071",0,40628.2528608822
"38073",0,30625.1152787235
"38075",0,2050.48361043669
"38077",0,58177.2314505311
"38079",0,29319.8624670126
"38081",0,7927.9807877775
"38083",0,3471.99965687067
"38085",0,223.906560171949
"38087",0,1735.99982843534
"38089",0,22223.7198819197
"38091",0,1735.99982843534
"38093",0,39879.5791071486
"38095",0,0
"38097",0,91750.3020488073
"38099",0,40538.4410949276
"38101",0,163010.665636229
"38103",0,1962.32795605723
"38105",0,37156.1811865381
"39001",0,98368.68682647
"39003",0,625280.859049326
"39007",0,1061776.56109551
"39011",0,125377.931796686
"39013",0,312098.82964688
"39015",0,603605.337759364
"39019",0,93323.2943648554
"39021",0,196339.183303469
"39023",0,1043880.31006821
"39025",0,9405425.56631811
"39027",0,432198.344605735
"39029",0,352835.123043709
"39031",0,279252.325308495
"39033",0,426835.867967642
"39037",0,195852.947589854
"39039",0,103964.312993003
"39041",0,13718807.1098836
"39043",0,507765.207170176
"39045",0,5785310.9346221
"39047",0,249736.986743081
"39051",0,592116.263975216
"39053",0,111503.04064313
"39055",0,5548376.30675176
"39059",0,83554.5673554272
"39063",0,229578.717224166
"39065",0,33122.8522795909
"39067",0,34051.5994064447
"39069",0,90162.0296260542
"39071",0,348042.437285665
"39073",0,151511.775813435
"39075",0,198366.660575222
"39077",0,324744.001709107
"39079",0,84182.9656961506
"39081",0,448142.460853685
"39083",0,247871.511650701
"39085",0,13314035.2644606
"39087",0,362458.961030208
"39091",0,235869.872899426
"39093",0,10115298.3977102
"39097",0,1770026.71277536
"39099",0,1980412.40361231
"39101",0,647892.408254022
"39103",0,6259579.46067268
"39105",0,211043.782371112
"39107",0,57056.3473050565
"39109",0,499658.4167931
"39111",0,106359.613614456
"39115",0,14886.0584589539
"39117",0,244438.487201725
"39119",0,761101.286986454
"39121",0,19701.5987896014
"39123",0,385596.254661307
"39125",0,40014.7787287714
"39127",0,300468.670261438
"39129",0,2327847.28194004
"39131",0,207495.454615244
"39135",0,305772.441901744
"39137",0,98663.1914111395
"39139",0,609952.06580493
"39141",0,587276.964086646
"39143",0,435895.453118004
"39145",0,292387.326416702
"39147",0,220418.826421014
"39149",0,201000.077405689
"39151",0,2216837.09276042
"39155",0,1980155.49210786
"39157",0,480761.22395628
"39161",0,35012.7664889281
"39163",0,46736.013116926
"39165",0,7195564.28108563
