<<<<<<< HEAD
"FIPS","terminated_loss","terminated_loss_noself","terminated_econ_loss","terminated_job_loss","terminated_econ_loss_noself","terminated_job_loss_noself","IDC_loss","IDC_econ_loss","IDC_job_loss","grant_funds","grant_funds_econ","overlap_loss","overlap_econ_loss","overlap_job_loss","overlap_loss_noself","overlap_econ_loss_noself","overlap_job_loss_noself","state_FIPS","combined_loss","combined_econ_loss","combined_job_loss","combined_loss_noself","terminated_loss_log","terminated_loss_noself_log","terminated_econ_loss_log","terminated_job_loss_log","terminated_econ_loss_noself_log","terminated_job_loss_noself_log","IDC_loss_log","IDC_econ_loss_log","IDC_job_loss_log","grant_funds_log","grant_funds_econ_log","combined_loss_log","combined_econ_loss_log","combined_job_loss_log","combined_loss_noself_log"
"01001",92977.3172682821,92921.5719428693,225062.10686613,1.02623239119427,237879.224173745,1.02561710501182,209703.754677674,509571.05603441,2.31459448312885,1504159.2167936,3850647.5949916,3207.88695078877,8212.19059401926,0.0354068883993483,0,0,0,"01",299473.184995168,747450.280208156,3.34021158814067,302625.326620544,11.4401215972994,11.4395218656109,12.3241361168214,0.706178103687864,12.3795225662017,0.705874397349436,12.2534558903462,13.1413265466393,1.19833528829056,14.2237453049417,15.1637521583067,12.6097834991505,13.5244244051438,1.46792309995173,12.6202540779418
"01003",99243.9043388058,99130.2890418,243198.126220989,1.09539952596387,253773.539947008,1.09414550292526,474540.002986924,1172652.02521502,5.2377110492167,2991134.61074283,7657304.60350164,4605.89169589079,11791.0827414804,0.0508372943802746,0,0,0,"01",569178.015629839,1426425.56516203,6.33185655214196,573670.292028724,11.5053458555569,11.5042004024913,12.4016358362264,0.739744239709665,12.4442015138129,0.739145595671989,13.0701033063376,13.9747792826971,1.83061329605099,14.911163676184,15.8511707309485,13.2519502780914,14.1706829692794,1.99222876515731,13.2598118492973
"01005",17074.0556464578,17060.038177313,42257.7027432861,0.18845401726197,43673.6977339212,0.188299300162126,60239.0687649014,151116.989519632,0.664885645211122,395832.074533162,1013330.11080489,717.500153853067,1836.80039386385,0.00791937130694216,0,0,0,"01",76595.6242575062,194790.687253553,0.853184945373248,77299.1069422144,9.74537394337704,9.74455267366732,10.6515655936635,0.172653317344756,10.6845242141751,0.172523125373273,11.0060930039888,11.92581619822,0.50975643951884,12.8887478724116,13.8287535914272,11.2463082850122,12.1796859960437,0.616905750942883,11.2554506180443
"01007",74539.3262294457,74526.5766818482,180058.633455508,0.822724006692211,190788.036305531,0.822583284211696,213817.090623276,517614.528912357,2.35999521856908,1582006.34499244,4049936.24318064,3364.54301673362,8613.23012283806,0.0371359717271215,0,0,0,"01",284991.873835988,708402.565217889,3.18257850278078,288343.667305124,11.2190955495926,11.2189244926799,12.1010433719807,0.600332089112917,12.1589235746343,0.60025488164076,12.2728808886954,13.1569880234815,1.21193955092918,14.2742050701513,15.2142119434517,12.5602194548539,13.4707692176533,1.43092792304658,12.571911805046
"01009",467290.079054485,467286.558563145,1126428.62029736,5.15769038405065,1196253.58992165,5.15765152680726,1234388.05401257,2978775.62736048,13.6244951085839,9151955.6955623,23429006.5806395,22507.860471218,57620.1228063181,0.248429360522373,0,0,0,"01",1679170.27259584,4175029.21728213,18.7821466353912,1701674.61257572,13.0547076381029,13.054700104245,13.9345635604689,1.81770176958462,13.994706058667,1.81769545920466,14.026086712536,14.9070232464606,2.68269787003202,16.0294782608993,16.9694854528067,14.3338109395503,15.2446321539133,2.98477984585671,14.3471239780444
"01011",9024.15421261642,9022.83231234034,22239.5921899605,0.0996036412773379,23098.4507195913,0.0995890508705474,50610.5330870888,123880.211098894,0.558611174376161,302846.600574243,775287.297470063,308.024573011188,788.54290690864,0.00339980549444935,0,0,0,"01",59326.662726694,146978.661818485,0.658200225246708,59633.3653994291,9.10777087032561,9.10762439115609,10.0096743752564,0.0949497887597621,10.0475641178545,0.0949365198844671,10.8319347559265,11.7270784104269,0.443795151897427,12.6209849895586,13.5609902358974,10.9908309640168,11.8980495012126,0.505732812538054,10.9959872875447
"01013",13912.5806170867,13912.4993420733,34502.8053722892,0.153559398075111,35615.9983157076,0.1535585010063,40563.8916768449,103193.197085525,0.447721882871262,273342.723612764,699757.372448676,563.273761219525,1441.98082872198,0.0062171053742642,0,0,0,"01",53913.1985327121,138809.195401232,0.601280383877562,54476.3910189182,9.54062066495464,9.54061482352151,10.4488248975828,0.142852291085808,10.4805782836608,0.142851513432607,10.6106582344656,11.5443679006572,0.369991205675462,12.5184853430673,13.4584903722203,10.8951491458196,11.8408627782566,0.470803549147962,10.9055410508903
"01015",148718.114755929,148694.648055153,361316.7768478,1.64146859689987,380658.299021193,1.64120958438845,427578.357184569,1049919.78996805,4.71937428190486,3069993.79491951,7859184.11499394,7282.11521783541,18642.2149576586,0.0803759748346792,0,0,0,"01",569014.356722663,1430578.08898924,6.36058386629331,576273.005239723,11.9098146699565,11.9096568654104,12.7975131183826,0.97133504919263,12.8496600257574,0.971236988132412,12.9658951809728,13.8642252811624,1.74385940813267,14.937186424096,15.8771934840936,13.251662701712,14.1735898775981,1.99613925925377,13.2643385301082
"01017",49349.4557166033,49348.3800105726,119890.842128856,0.544692097299974,126331.852827066,0.544680224249593,184377.968418484,447357.489473539,2.03506241062723,1165212.38620454,2982943.70868363,1425.85911350367,3650.19933056939,0.015737847149696,0,0,0,"01",232301.565021584,573689.342300605,2.57974263487682,233726.348429057,10.806702279198,10.8066804816737,11.6943452997422,0.434824600715383,11.7466753919095,0.434816914331779,12.1247485294703,13.0111155420474,1.11023198793339,13.9684147923335,14.908421527852,12.3557959605468,13.2598450563897,1.27529090812921,12.361910537339
"01019",25584.439812974,25582.354175031,63069.0208653215,0.282386947892623,65490.8266880794,0.282363927770336,73806.5059713906,182696.783231152,0.814635540517504,526890.167732135,1348838.82939427,1255.97922133776,3215.30680662467,0.0138628065153206,0,0,0,"01",98134.9665630269,248187.609919232,1.09699946828784,99388.8601464216,10.1497787113582,10.1496971914402,11.0520008304856,0.248723144386039,11.0896806304491,0.248705193229453,11.2092157123462,12.1155886089107,0.59588464343038,13.1747492933545,14.1147553952972,11.4941092099918,12.4219442599633,0.740507498361258,11.5068053768419
