"GEOID","IDC_econ_loss","static_IDC_loss","terminated_econ_loss","static_term_loss","pol_party","state"
"0618",27204159.4961397,1059459.53850634,1191678.65021103,0,"Democrat","California"
"0619",35162447.1321356,19936218.759861,880826.693103354,0,"Democrat","California"
"0620",3218563.15818812,341695.919861777,92416.2207125769,0,"Republican","California"
"0623",10668356.7000303,4945416.80694221,294798.605605098,0,"Republican","California"
"0624",12894338.959282,11662785.832727,209420.675650653,0,"Democrat","California"
"0626",16690310.2238957,713299.685084739,918168.213357164,0,"Democrat","California"
"0627",19963632.8381927,0,1401524.70583893,0,"Democrat","California"
"0628",46856682.0587922,40045819.5254166,2820457.85548981,2642.45452505304,"Democrat","California"
"0629",30601411.6719707,151707.239230456,2377940.72488908,0,"Democrat","California"
"0630",51466127.0396363,78211520.8336083,5816936.16685343,21133972.767398,"Democrat","California"
"0631",37460447.3343583,55624366.6916814,2000559.31832594,1270171.44142416,"Democrat","California"
"0632",47865606.3016115,2582239.95758576,2179784.38456552,0,"Democrat","California"
"0633",13143377.5620631,423013.949766069,2901683.09302708,0,"Democrat","California"
"0634",49404144.3526485,1802901.03195046,5114126.56402286,0,"Democrat","California"
"0635",20397111.5705796,913149.805532799,698205.487352204,0,"Democrat","California"
"0636",67513884.2841767,219371883.879373,2722125.78032803,5032078.98076916,"Democrat","California"
"0637",80251222.7700108,173800951.465264,6104816.9781096,15374967.3725177,"Democrat","California"
"0638",22222294.6793118,172149.169614257,2002394.22761565,0,"Democrat","California"
"0639",20039623.123589,20649500.7468851,539862.403377263,0,"Democrat","California"
"0640",19664270.2255732,1875463.75082604,944288.382462971,0,"Republican","California"
"0641",13008918.7148027,0,774481.647783373,0,"Republican","California"
"0642",19676373.0770959,1268009.73058182,1568770.30873894,0,"Democrat","California"
"0643",37545935.5173544,2440987.17727864,2379759.47168081,157296.072248646,"Democrat","California"
"0644",21416163.9909502,6081206.06970938,1508686.61612336,0,"Democrat","California"
"0645",14671865.3389291,417127.199394304,1039088.53635638,0,"Democrat","California"
"0646",16277606.340899,248288.237494904,1295680.36807511,0,"Democrat","California"
"0647",55784664.2035723,117288643.202444,1124679.05104406,247.477880841007,"Democrat","California"
"0648",53682273.1717671,541315.563293277,910681.213314204,0,"Republican","California"
"0649",70436046.4795797,2407791.51493079,1199633.94561057,0,"Democrat","California"
"0650",199904205.075923,527900702.845295,3370486.13416384,9317032.2145499,"Democrat","California"
"0651",157936400.864199,37286231.3194929,2598317.72679954,0,"Democrat","California"
