"ORIGIN","DESTINATION","IDC_econ_loss"
"36091","13089",18894.4305436254
"36093","13089",18894.4305436254
"36093","48201",45.9491458024287
"36097","42003",0.188057564283594
"36101","42003",544.252631247276
"36103","42003",121328.787233795
"36109","42003",102.977373606171
"36117","42003",0.0940287821417971
"36119","13089",56683.291630876
"36119","42003",184.794537666928
"36123","42003",0.188057564283594
"37003","13089",18894.4305436254
"37009","13089",9447.21527181266
"37015","13089",9447.21527181266
"37021","13089",56683.291630876
"37023","13089",9560.80074584335
"37023","42003",102.977373606171
"37025","13089",47236.0763590633
"37031","13089",18894.4305436254
"37033","13089",18894.4305436254
"37033","42003",69.6277770950866
"37039","13089",7.13555694047889
"37049","13089",9447.21527181266
"37051","13089",9447.21527181266
"37057","13089",9447.21527181266
"37059","42003",56.2422610152872
"37063","13089",85138.5229203446
"37067","13089",85024.9374463139
"37067","42003",69.0692937429296
"37071","13089",47236.0763590633
"37071","42003",141.655155227317
"37081","13089",66130.5069026886
"37083","13089",113.585474030692
"37085","42003",1621.46021223976
"37089","13089",9447.21527181266
"37091","13089",9447.21527181266
"37097","13089",47236.0763590633
"37099","13089",9447.21527181266
"37109","13089",9447.21527181266
"37109","42003",56.2422610152872
"37119","13089",283530.043628411
"37119","42003",329.819239290916
"37125","13089",9515.61224349219
"37135","13089",75577.7221745012
"37139","13089",9447.21527181266
"37143","13089",9447.21527181266
"37147","13089",113.585474030692
"37155","13089",9447.21527181266
"37157","13089",18894.4305436254
"37159","13089",18894.4305436254
"37159","42003",56.2422610152872
"37161","13089",9447.21527181266
"37167","13089",9447.21527181266
"37171","13089",9447.21527181266
"37175","13089",9447.21527181266
"37175","48201",5035.12636327737
"37179","13089",9447.21527181266
"37183","13089",113.585474030692
"37183","42003",0.564172692850784
"37189","13089",9447.21527181266
"37191","13089",9447.21527181266
"37193","13089",113.585474030692
"37193","48201",5035.12636327737
"39005","42003",69.6277770950866
"39007","42003",205.954747212342
"39009","42003",44.4417502787179
"39013","42003",125985.523097921
"39017","13089",7.13555694047889
"39017","42003",56.2422610152872
"39019","13089",9447.21527181266
"39025","13089",7.13555694047889
"39025","42003",112.484522030574
"39029","42003",5584.98746985654
"39035","13089",122813.798533565
"39035","42003",370049.876688587
"39035","48201",30210.7581796642
"39037","42003",1621.46021223976
"39041","48201",5035.12636327737
"39045","13089",9447.21527181266
"39045","42003",120986.391035059
"39045","48201",10070.2527265548
"39049","13089",161284.172465
"39049","42003",123255.541457721
"39053","42003",0.0940287821417971
"39055","13089",18894.4305436254
"39055","42003",162.930776262923
"39057","13089",9447.21527181266
"39057","42003",148.281507610632
"39059","42003",12.8270327276424
"39061","13089",188944.305436254
"39063","42003",56.336289797429
"39081","42003",246720.782981039
"39085","13089",18894.4305436254
"39085","42003",51.4961884748532
"39087","42003",44.4417502787179
"39089","13089",9447.21527181266
"39089","42003",156.83224352715
"39089","48201",5035.12636327737
"39093","42003",1965.380355746
"39095","48201",15105.3790898321
"39097","13089",9447.21527181266
"39099","42003",731516.915799902
"39101","42003",1621.46021223976
"39103","42003",313.280253099321
"39109","13089",9447.21527181266
"39113","13089",47243.2119160038
"39119","42003",211.376961104545
"39123","42003",0.0940287821417971
"39127","42003",120782.055323997
"39129","42003",102.977373606171
"39133","42003",241980.557450798
"39135","13089",9447.21527181266
"39139","13089",28523.6282611482
"39139","42003",102.977373606171
"39141","42003",69.6277770950866
"39149","42003",1621.46021223976
"39151","13089",56683.291630876
"39151","42003",121355.661572412
"39153","42003",2359.1466605176
"39155","42003",733019.443554228
"39157","42003",121154.258739094
"39159","42003",44.3477214965761
"39167","42003",1621.46021223976
"40001","48201",45.9491458024287
"40017","48201",45.9491458024287
"40027","48201",5081.0755090798
"40031","48201",5035.12636327737
