"ORIGIN","DESTINATION","IDC_econ_loss"
"48151","48201",5035.12636327737
"48157","48201",73040971.8308455
"48161","48201",10116.2018723572
"48163","48201",5035.12636327737
"48165","48201",5099.59372805583
"48167","48201",12132523.5461275
"48169","48201",45.9491458024287
"48171","48201",5218.92294648708
"48175","48201",5402.7195296968
"48177","48201",5605.03433188255
"48181","48201",20140.5054531095
"48183","48201",168074.705457175
"48185","48201",201954.366165872
"48187","48201",157481.480136337
"48199","48201",280254.441828855
"48201","13089",18894.4305436254
"48201","42003",307.313084667806
"48201","48201",339372511.866864
"48203","48201",75717.7863438846
"48207","48201",10070.2527265548
"48209","48201",343055.655418953
"48213","48201",54447.6746535125
"48215","13089",18894.4305436254
"48215","48201",318813.727262468
"48217","48201",48879.485676494
"48219","48201",45.9491458024287
"48221","48201",10162.1510181596
"48223","48201",25175.6318163868
"48225","48201",44143.5534257807
"48227","48201",15243.2265272394
"48231","48201",10125.8073834829
"48239","48201",26955.1382443371
"48241","48201",34068.2949897786
"48245","48201",1138257.92528629
"48247","48201",5035.12636327737
"48249","48201",5560.95245375266
"48251","48201",200452.281427858
"48253","48201",18.518218976037
"48255","48201",5467.18689447526
"48257","48201",94398.6305514514
"48259","48201",20674.260870126
"48265","48201",30633.9060030117
"48267","48201",5081.0755090798
"48273","48201",10070.2527265548
"48277","48201",5035.12636327737
"48281","48201",82.9855837545028
"48285","48201",262193.788022597
"48287","48201",84134.282927286
"48289","48201",18747.088588232
"48291","48201",1425394.46640644
"48293","48201",25386.8200901296
"48297","48201",63356.4274617301
"48299","48201",10116.2018723572
"48303","48201",229.745729012143
"48305","48201",45.9491458024287
"48307","48201",45.9491458024287
"48309","13089",9447.21527181266
"48309","48201",108552.218826398
"48313","48201",47207.1954361314
"48315","48201",5035.12636327737
"48317","48201",45.9491458024287
"48319","48201",5035.12636327737
"48321","48201",298886.997020224
"48323","48201",20232.4037447144
"48325","48201",15317.2994031436
"48329","48201",51153.4293526048
"48331","48201",82777.9025003606
"48333","48201",45.9491458024287
"48337","48201",45.9491458024287
"48339","48201",13895460.1871523
"48347","48201",177411.844263632
"48349","48201",112762.84664009
"48351","48201",15105.3790898321
"48355","48201",426772.103953113
"48361","48201",383409.52088375
"48363","48201",5035.12636327737
"48365","48201",89454.168720023
"48367","48201",177835.02779059
"48371","48201",5118.11194703187
"48373","48201",138490.273603863
"48379","48201",15768.272529412
"48381","48201",43715.4245836597
"48385","48201",5035.12636327737
"48389","48201",45.9491458024287
"48391","48201",5137.80463040512
"48395","48201",49150.516822663
"48397","48201",200350.061463792
"48401","48201",109514.287896619
"48403","48201",15105.3790898321
"48405","48201",5035.12636327737
"48407","48201",48306.4995036259
"48409","48201",99637.2461813119
"48411","48201",18.518218976037
"48419","48201",110.416510580895
"48423","48201",157238.720876111
"48425","48201",10070.2527265548
"48427","48201",35245.8845429417
"48429","48201",18.518218976037
"48439","13089",113366.583261752
"48439","48201",1780211.79558536
"48441","48201",50618.0457997379
"48443","48201",18.518218976037
"48447","48201",5035.12636327737
"48449","48201",5053.64458225341
"48451","48201",25295.6538380934
"48453","48201",2186315.49641218
"48455","48201",15123.8973088082
"48457","48201",30256.7073254666
"48459","48201",79025.7764913798
"48463","48201",10162.1510181596
"48465","48201",10116.2018723572
"48467","48201",73990.6501281023
"48469","48201",262890.731612975
"48471","48201",232247.537822795
"48473","48201",1099033.0727906
"48475","48201",5053.64458225341
"48477","48201",151756.855148164
"48479","48201",40704.8515328419
"48481","48201",903818.258784111
"48485","48201",91.8982916048576
"48491","48201",1599980.96923886
"48493","48201",77277.7567427704
"48497","48201",45.9491458024287
"48499","48201",30430.8591612573
"48503","48201",45.9491458024287
"48505","48201",5035.12636327737
"48507","48201",5081.0755090798
"49035","13089",28341.645815438
"50003","42003",141.655155227317
"50007","42003",203.435923311578
"50023","42003",141.655155227317
"51013","42003",170.21775960695
"51015","13089",9447.21527181266
"51041","13089",340.756422092076
"51043","48201",45.9491458024287
"51059","42003",245022.07238683
"51059","48201",18.518218976037
"51061","13089",9447.21527181266
"51061","42003",56.336289797429
"51079","13089",9447.21527181266
"51079","42003",56.2422610152872
"51085","42003",69.6277770950866
"51087","13089",85024.9374463139
"51087","42003",69.6277770950866
"51095","42003",0.0940287821417971
"51103","42003",102.977373606171
"51107","13089",18894.4305436254
"51107","42003",121024.11864467
"51109","42003",0.0940287821417971
"51113","13089",9447.21527181266
"51117","13089",9447.21527181266
"51147","13089",9447.21527181266
"51149","13089",113.585474030692
"51153","42003",112.484522030574
"51157","42003",148.093450046348
"51165","13089",37788.8610872506
"51177","42003",204.429739843777
"51179","42003",56.2422610152872
"51510","42003",148.093450046348
"51540","13089",28341.645815438
"51650","48201",18.518218976037
"51760","13089",18894.4305436254
"51770","42003",0.0940287821417971
"51810","13089",47236.0763590633
"51810","42003",0.65820147499258
"53033","42003",278.511108380347
"53035","13089",18894.4305436254
"54003","42003",507.921876705585
"54007","42003",102.977373606171
"54009","42003",9175.47221019916
"54011","13089",9447.21527181266
"54019","42003",1621.46021223976
"54021","42003",1621.46021223976
"54023","42003",102.977373606171
"54027","42003",251.070823652519
"54029","42003",376436.433201348
"54033","13089",28341.645815438
"54033","42003",120782.431439126
"54037","42003",148.18747882849
"54039","13089",9447.21527181266
"54039","42003",352.429161107984
"54043","42003",203.435923311578
"54049","13089",18894.4305436254
"54049","42003",192.629229107208
"54051","42003",249266.52498535
"54053","42003",44.3477214965761
"54055","42003",120838.391613795
"54061","13089",18894.4305436254
"54061","42003",366462.056463249
"54069","13089",28341.645815438
"54069","42003",377745.414684939
"54073","42003",102.977373606171
"54077","42003",244876.65884957
"54079","42003",203.435923311578
"54081","42003",0.0940287821417971
"54089","42003",120782.055323997
"54091","42003",120838.391613795
"54103","42003",3888.98395573536
"54107","13089",9447.21527181266
"54107","42003",56.336289797429
"55043","48201",5035.12636327737
"55063","48201",5035.12636327737
"55079","42003",0.470143910708984
"55079","48201",30210.7581796642
"55133","42003",0.188057564283594
